dataSet,num_nodes,num_edges,spmm_tcu,spmm_cuda,1,2,3,4,5,6,7,8,density,speedup
std1_Jac2,21983,1248731,0.0533,0.0765,0.0544,0.047,0.0442,0.0454,0.0487,0.0527,0.0577,0.07,3,1.21
std1_Jac3,21983,1455848,0.0575,0.088,0.0589,0.0503,0.0495,0.0495,0.0527,0.0569,0.0633,0.0717,3,1.16
stokes128,49667,295938,0.0271,0.0289,0.0281,0.0356,0.043,0.0298,0.0298,0.0298,0.0298,0.029,0,0.96
stokes64,12547,74242,0.0097,0.01,0.0102,0.0118,0.0126,0.0101,0.0101,0.0102,0.0102,0.0101,0,0.96
struct3,53571,613632,0.034,0.0445,0.0348,0.0388,0.0511,0.0552,0.0487,0.0438,0.0445,0.0445,0,0.98
t2dah,11446,93781,0.008,0.0101,0.0094,0.0102,0.0109,0.011,0.0127,0.0126,0.0119,0.0101,0,0.85
t2dah_a,11446,93781,0.008,0.01,0.0094,0.0102,0.011,0.011,0.0126,0.0127,0.0119,0.0102,0,0.85
t2dah_e,11446,93781,0.0081,0.01,0.0094,0.01,0.011,0.0109,0.0131,0.0126,0.0118,0.0102,0,0.86
t3dh,79172,2215638,0.0979,0.1349,0.0988,0.0952,0.1033,0.1143,0.1227,0.1288,0.1327,0.1344,2,1.03
t3dh_a,79172,2215638,0.0979,0.1348,0.099,0.0957,0.1038,0.1146,0.1227,0.1288,0.1336,0.1348,2,1.02
t3dh_e,79172,2215638,0.0976,0.1347,0.0991,0.0954,0.1037,0.1141,0.1229,0.1286,0.1328,0.1358,2,1.02
t3dl,20361,265113,0.0226,0.0207,0.0233,0.0225,0.024,0.021,0.0209,0.0208,0.0208,0.0208,9,1.0
t3dl_a,20361,265113,0.0227,0.0207,0.0242,0.0225,0.0241,0.0208,0.0208,0.021,0.0211,0.0209,9,1.0
tandem_vtx,18455,135902,0.0163,0.0142,0.0176,0.0175,0.0183,0.0176,0.016,0.0151,0.0142,0.0143,9,1.0
ted_A,10606,424587,0.0189,0.0281,0.0193,0.0184,0.0176,0.0184,0.0168,0.0208,0.0209,0.0249,5,1.12
ted_AB,10606,522387,0.0237,0.033,0.0241,0.0208,0.02,0.0207,0.0209,0.025,0.0257,0.0298,3,1.18
ted_AB_unscaled,10606,522387,0.0234,0.033,0.025,0.0216,0.0201,0.0201,0.0208,0.0249,0.0257,0.0298,3,1.16
ted_A_unscaled,10606,424587,0.0184,0.0282,0.0193,0.0183,0.0183,0.0184,0.0175,0.0208,0.0208,0.0256,5,1.05
ted_B_unscaled,10606,77592,0.008,0.01,0.0094,0.0094,0.0102,0.0102,0.0094,0.0095,0.0102,0.0102,0,0.85
thread,29737,2249892,0.0639,0.1305,0.065,0.0625,0.0601,0.0618,0.0667,0.0863,0.0995,0.1076,3,1.06
tmt_sym,726714,2903837,0.6943,1.1609,0.6862,1.2347,1.8071,1.1624,1.1619,1.1596,1.161,1.1608,1,1.01
torso1,116159,8516500,0.2147,0.5527,0.2253,0.2524,0.252,0.2701,0.2701,0.2703,0.272,0.2793,0,0.95
transient,178867,961790,0.1875,0.2734,0.1934,0.2246,0.4228,0.3861,0.3349,0.326,0.2977,0.2989,0,0.97
trdheim,22099,978711,0.0258,0.06,0.0267,0.025,0.0244,0.0249,0.025,0.0281,0.0281,0.0373,3,1.06
Trefethen_20000,20001,287233,0.0289,0.0216,0.0299,0.0249,0.0249,0.0249,0.0217,0.0216,0.0217,0.0216,9,1.0
Trefethen_20000b,20000,287217,0.0289,0.0215,0.0299,0.0249,0.0241,0.0249,0.0217,0.0217,0.0217,0.0217,9,0.99
troll,213454,6099282,0.27,0.3953,0.2731,0.2984,0.3681,0.4576,0.5006,0.5246,0.5437,0.5466,0,0.99
TSOPF_FS_b162_c1,10799,305732,0.0141,0.0215,0.0152,0.0126,0.0127,0.0126,0.0119,0.0118,0.0119,0.0118,6,1.19
TSOPF_FS_b162_c3,30799,904612,0.0264,0.0575,0.0282,0.0249,0.025,0.0248,0.0257,0.0256,0.0258,0.0274,4,1.06
TSOPF_FS_b162_c4,40799,1204322,0.0328,0.0749,0.0339,0.0323,0.0322,0.0331,0.0322,0.033,0.0338,0.0355,3,1.02
TSOPF_FS_b300,29215,2203949,0.0461,0.1281,0.047,0.0446,0.0436,0.0429,0.0422,0.0429,0.0428,0.0422,5,1.09
TSOPF_FS_b300_c1,29215,2203949,0.046,0.128,0.0471,0.0438,0.0429,0.0429,0.043,0.042,0.0425,0.0422,6,1.1
TSOPF_FS_b300_c2,56815,4391071,0.0787,0.2509,0.0798,0.0757,0.0765,0.0757,0.0741,0.0756,0.0781,0.0822,5,1.06
TSOPF_FS_b300_c3,84415,6578753,0.1132,0.3806,0.1141,0.1109,0.1109,0.1101,0.111,0.1125,0.1158,0.1224,4,1.03
TSOPF_FS_b39_c19,76217,998359,0.0382,0.0724,0.0396,0.043,0.0429,0.0454,0.0487,0.0487,0.0494,0.0495,0,0.96
TSOPF_FS_b39_c30,120217,1575639,0.0578,0.1175,0.0594,0.0659,0.0658,0.0691,0.0758,0.0757,0.0756,0.0765,0,0.97
TSOPF_FS_b39_c7,28217,368599,0.0169,0.0281,0.0184,0.0175,0.0176,0.0185,0.0193,0.0199,0.0201,0.02,0,0.97
TSOPF_FS_b9_c6,14455,75801,0.008,0.0092,0.0094,0.0118,0.0102,0.0102,0.0102,0.0102,0.0103,0.0101,0,0.85
TSOPF_RS_b162_c3,15375,610299,0.0201,0.0404,0.0217,0.0192,0.0192,0.0192,0.0192,0.0192,0.0191,0.0192,7,1.05
TSOPF_RS_b162_c4,20375,812749,0.0246,0.0526,0.0257,0.025,0.0257,0.0257,0.0241,0.0241,0.0249,0.025,5,1.02
TSOPF_RS_b2052_c1,25627,6761100,0.1071,0.3786,0.1076,0.1052,0.1052,0.1039,0.1048,0.1043,0.1043,0.1052,4,1.03
TSOPF_RS_b2383,38121,16171169,0.2346,0.9097,0.2345,0.229,0.2266,0.2272,0.2268,0.2293,0.2306,0.2319,3,1.04
TSOPF_RS_b2383_c1,38121,16171169,0.2342,0.9093,0.2344,0.2288,0.2259,0.2272,0.2268,0.2281,0.2313,0.2322,3,1.04
TSOPF_RS_b300_c1,14539,1474325,0.0344,0.087,0.0372,0.0347,0.0339,0.0355,0.0339,0.0347,0.0347,0.0356,3,1.01
TSOPF_RS_b300_c2,28339,2943887,0.0571,0.1706,0.0577,0.0563,0.056,0.0559,0.056,0.0568,0.0551,0.0556,7,1.04
TSOPF_RS_b300_c3,42139,4413449,0.0804,0.2533,0.0814,0.0814,0.0793,0.0785,0.079,0.079,0.0807,0.0823,4,1.02
TSOPF_RS_b39_c19,38099,684206,0.028,0.0469,0.0289,0.034,0.0339,0.0341,0.034,0.034,0.034,0.0341,0,0.97
TSOPF_RS_b39_c30,60099,1079986,0.0417,0.0715,0.043,0.0519,0.0519,0.0519,0.0519,0.0515,0.052,0.0519,0,0.97
TSOPF_RS_b39_c7,14099,252446,0.013,0.0198,0.0144,0.015,0.015,0.0144,0.0143,0.0143,0.0143,0.0135,0,0.96
TSOPF_RS_b678_c1,18697,4396289,0.0742,0.2477,0.0757,0.0711,0.071,0.07,0.0708,0.0708,0.0708,0.072,4,1.06
TSOPF_RS_b678_c2,35697,8781949,0.1362,0.4968,0.1371,0.1323,0.133,0.1322,0.133,0.1315,0.1321,0.1339,6,1.04
tsyl201,20686,1237821,0.0436,0.074,0.0445,0.0421,0.0404,0.038,0.0413,0.0495,0.0576,0.0618,4,1.15
tube1,21499,459277,0.0166,0.0306,0.0176,0.0167,0.0192,0.0191,0.0225,0.0225,0.0258,0.0257,0,0.99
tube2,21499,459277,0.018,0.0314,0.0192,0.0184,0.0191,0.0192,0.0208,0.0226,0.0273,0.0274,0,0.98
turon_m,189925,912345,0.1772,0.2779,0.187,0.3548,0.3549,0.3675,0.2814,0.2761,0.2779,0.2771,0,0.95
usroads,129165,165435,0.1148,0.1786,0.1179,0.1691,0.1792,0.1788,0.1793,0.1788,0.1793,0.1792,0,0.97
usroads-48,126147,161950,0.1119,0.175,0.1153,0.166,0.1751,0.1761,0.1753,0.1753,0.1756,0.1754,0,0.97
vanbody,47073,1191985,0.0418,0.074,0.043,0.0404,0.0429,0.0471,0.0511,0.056,0.0614,0.065,2,1.03
venturiLevel3,4026820,8054237,3.6604,5.7193,3.7414,7.7147,6.5549,5.7197,5.7199,5.7182,5.7189,5.7187,0,0.98
vibrobox,12329,177578,0.0208,0.0142,0.0218,0.0191,0.0143,0.0143,0.0143,0.0142,0.0142,0.0143,9,1.0
viscorocks,37763,1162244,0.0348,0.0658,0.0355,0.0346,0.0346,0.0429,0.0461,0.0488,0.0527,0.065,2,1.01
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.0176,0.0142,0.0184,0.0151,0.0151,0.0152,0.0151,0.0151,0.0152,0.0151,9,0.94
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.207,0.1232,0.2215,0.1256,0.1233,0.1232,0.1232,0.1232,0.1233,0.1232,9,1.0
vsp_befref_fxm_2_4_air02,14110,98224,0.012,0.0109,0.0134,0.0143,0.0142,0.0135,0.0122,0.011,0.011,0.011,9,0.99
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.0356,0.0306,0.0371,0.0439,0.0413,0.0397,0.0331,0.0323,0.0315,0.0315,9,0.97
vsp_c-30_data_data,11024,62184,0.0067,0.0084,0.0077,0.0102,0.0102,0.0095,0.0077,0.0078,0.0078,0.007,0,0.96
vsp_c-60_data_cti_cs4,85831,241080,0.03,0.033,0.0315,0.0478,0.0389,0.038,0.0364,0.0356,0.0348,0.0348,0,0.95
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.1154,0.1775,0.1166,0.2201,0.1932,0.1965,0.1835,0.1795,0.1794,0.1746,0,0.99
vsp_mod2_pgp2_slptsk,101365,389368,0.0534,0.0478,0.0543,0.0674,0.0594,0.0545,0.0519,0.0512,0.0495,0.0496,9,0.97
vsp_model1_crew1_cr42_south31,45102,189976,0.0227,0.0248,0.0242,0.0356,0.0323,0.0323,0.0323,0.0323,0.0315,0.0314,0,0.94
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.1335,0.0739,0.1346,0.0757,0.0742,0.0741,0.0741,0.074,0.0741,0.074,9,1.0
vsp_p0291_seymourl_iiasa,10499,53868,0.017,0.0076,0.0176,0.0102,0.0086,0.0085,0.0086,0.0086,0.0079,0.0087,9,0.96
vsp_sctap1-2b_and_seymourl,40175,140831,0.0319,0.0208,0.0332,0.0315,0.0225,0.0218,0.0217,0.0217,0.021,0.0207,8,1.0
vsp_south31_slptsk,39669,189914,0.0255,0.0232,0.0267,0.029,0.0282,0.0282,0.0281,0.0274,0.0274,0.0282,9,0.87
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.0424,0.0453,0.0437,0.0691,0.0683,0.0651,0.0634,0.0602,0.0552,0.0503,0,0.97
vt2010,32581,77799,0.0173,0.015,0.0185,0.0217,0.0166,0.0159,0.0158,0.0159,0.0159,0.0158,9,0.95
wathen100,30402,251001,0.0185,0.0224,0.0191,0.0233,0.0315,0.0274,0.0266,0.0225,0.0225,0.0225,0,0.97
wathen120,36442,301101,0.0216,0.0256,0.0225,0.0273,0.0372,0.0323,0.0322,0.0257,0.0257,0.0257,0,0.96
web-Google,916429,5105039,1.2785,1.3566,1.2662,1.3968,1.355,1.3602,1.3548,1.3547,1.3536,1.3573,1,1.01
web-NotreDame,325730,1497134,0.2372,0.2684,0.2402,0.3333,0.3108,0.3159,0.3083,0.2932,0.2964,0.2882,0,0.99
wikipedia-20051105,1634990,19753078,3.1881,3.3133,3.2807,4.1016,3.5047,3.3855,3.3385,3.3221,3.3181,3.3111,0,0.97
wikipedia-20060925,2983495,37269096,6.5139,6.8892,6.6567,8.3578,7.2171,6.9864,6.9312,6.9025,6.8982,6.884,0,0.98
wikipedia-20061104,3148441,39383235,6.9293,7.3279,7.0156,8.8822,7.6915,7.4502,7.3863,7.3674,7.3829,7.3485,0,0.99
wikipedia-20070206,3566908,45030389,8.0246,8.5029,8.0577,10.2545,8.9001,8.6331,8.5713,8.5534,8.5337,8.5268,0,1.0
wiki-Talk,2394386,5021410,1.2637,1.114,1.2787,1.16,1.1326,1.1277,1.1263,1.1238,1.1249,1.1206,9,0.99
windscreen,22693,752541,0.0228,0.0445,0.0233,0.0224,0.0242,0.0242,0.029,0.0298,0.0347,0.038,2,1.02
wing_nodal,10938,75488,0.0134,0.0085,0.0137,0.0093,0.0086,0.0086,0.0086,0.0085,0.0086,0.0085,9,1.0
wy2010,86205,213793,0.0386,0.0338,0.0396,0.0487,0.0364,0.0348,0.034,0.034,0.0339,0.0338,9,1.0
x104,108385,5138004,0.1712,0.302,0.1795,0.1732,0.1783,0.2146,0.2122,0.2367,0.249,0.2703,0,0.99
Zd_Jac2,22836,1642833,0.0637,0.0977,0.065,0.0558,0.0527,0.056,0.0602,0.065,0.0724,0.088,3,1.21
Zd_Jac3,22836,1916152,0.0691,0.1133,0.0699,0.06,0.0578,0.0601,0.065,0.07,0.0794,0.0863,3,1.2
Zd_Jac6,22836,1711983,0.0647,0.1019,0.0658,0.056,0.0527,0.0561,0.0593,0.0643,0.0725,0.0798,3,1.23
