dataSet,num_nodes,num_edges,spmm_tcu,spmm_cuda,1,2,3,4,5,6,7,8,density,speedup
Fault_639,638803,14626683,0.798,1.0819,0.7797,1.0367,1.3958,1.7445,1.7502,1.6627,1.3614,1.2698,1,1.02
fcondp2,201823,5748069,0.2421,0.3765,0.2427,0.2615,0.3112,0.3911,0.4502,0.5063,0.5534,0.5582,0,1.0
fem_hifreq_circuit,491101,20239237,1.1972,1.2308,1.1428,1.4082,1.6938,1.6853,1.6642,1.5117,1.4331,1.2941,1,1.05
filter3D,106438,1406808,0.1411,0.1654,0.144,0.1651,0.1707,0.1788,0.1617,0.1634,0.1633,0.1647,0,0.98
finance256,37377,167936,0.0204,0.0198,0.0216,0.0299,0.0249,0.0266,0.0249,0.0242,0.0232,0.0226,9,0.92
Flan_1565,1564795,59485419,2.2545,3.5628,2.27,2.7508,3.5793,3.9383,4.4644,4.3296,4.3197,4.0287,0,0.99
flickr,820879,9837214,1.4408,1.2286,1.4471,1.458,1.4077,1.3665,1.3,1.2944,1.2481,1.2289,9,1.0
foldoc,13357,120238,0.014,0.0109,0.0151,0.0135,0.0135,0.0135,0.0127,0.0119,0.0115,0.0115,9,0.95
Freescale1,3428756,18920347,4.9093,6.851,5.0353,8.0678,8.341,6.9595,6.8859,6.8649,6.8586,6.8533,0,0.97
fullb,199188,5953632,0.2402,0.3895,0.2438,0.2505,0.3278,0.3435,0.4478,0.4606,0.5213,0.5216,0,0.99
FullChip,2987013,26621990,4.5765,6.4364,4.5961,7.9708,9.9168,10.2,10.1898,10.0031,9.158,7.9483,0,1.0
fxm4_6,18893,258368,0.0232,0.0182,0.0242,0.0159,0.0168,0.0168,0.0175,0.0176,0.0183,0.0175,2,1.14
G2_circuit,150103,438388,0.1407,0.2144,0.1415,0.367,0.2143,0.2148,0.2146,0.2136,0.2144,0.2129,0,0.99
G3_circuit,1585479,4623152,1.5482,2.4467,1.5365,3.9147,2.4314,2.4319,2.4324,2.4312,2.431,2.431,1,1.01
Ga10As10H30,113082,3114357,0.216,0.2188,0.2167,0.316,0.317,0.321,0.3223,0.3128,0.3088,0.2217,0,1.0
Ga19As19H42,133124,4508981,0.2899,0.3088,0.2909,0.3948,0.3916,0.3947,0.4015,0.4028,0.4171,0.3015,0,1.0
Ga3As3H12,61350,3016148,0.1296,0.1781,0.1306,0.1126,0.1134,0.1199,0.1281,0.1387,0.1494,0.1585,2,1.15
Ga41As41H72,268097,9378286,0.5896,0.6309,0.5898,0.8098,0.7997,0.8038,0.8199,0.8251,0.8655,0.6244,0,1.0
GaAsH6,61350,1721579,0.1008,0.1051,0.1011,0.0872,0.0872,0.0905,0.0932,0.0962,0.0995,0.0986,2,1.16
gas_sensor,66918,885141,0.0576,0.06,0.0585,0.0609,0.074,0.0602,0.061,0.0602,0.0601,0.0601,0,0.98
Ge87H76,112986,4002590,0.2559,0.2657,0.2567,0.3331,0.3314,0.3329,0.3411,0.343,0.3439,0.264,0,1.0
Ge99H100,112986,4282190,0.2642,0.2811,0.2656,0.3375,0.334,0.3375,0.3461,0.3519,0.3572,0.2796,0,0.99
gearbox,153747,4617075,0.2158,0.2964,0.218,0.2338,0.2876,0.3735,0.3914,0.3975,0.378,0.3583,0,0.99
Geo_1438,1437961,32297325,1.7987,2.3763,1.8106,2.3785,3.1942,3.9138,3.857,3.6289,2.8804,2.7137,0,0.99
gridgena,48963,280523,0.0213,0.0247,0.0225,0.0314,0.0364,0.0373,0.0258,0.0257,0.0257,0.0257,0,0.95
gsm_106857,589447,11174185,1.6151,1.7187,1.6281,2.37,2.222,2.0736,1.8764,1.7876,1.7442,1.7249,0,0.99
gupta1,31803,1098006,0.0446,0.0608,0.0454,0.0404,0.0398,0.0405,0.0421,0.0438,0.0487,0.0544,3,1.12
gupta2,62065,2155175,0.0837,0.115,0.0831,0.0782,0.0757,0.0773,0.0814,0.0946,0.1044,0.1166,3,1.11
gupta3,16784,4670105,0.0902,0.3124,0.0912,0.0879,0.0872,0.0904,0.0937,0.1084,0.1298,0.1462,3,1.03
2D_27628_bjtcai,27629,442898,0.0293,0.0307,0.03,0.0226,0.0243,0.0308,0.0307,0.0307,0.0315,0.0315,2,1.3
gyro,17362,519260,0.0224,0.0347,0.0234,0.0216,0.0216,0.0226,0.024,0.0249,0.0274,0.029,2,1.04
gyro_k,17362,519260,0.0225,0.0347,0.0233,0.0218,0.0224,0.0225,0.024,0.0248,0.0273,0.0282,2,1.03
gyro_m,17362,178896,0.0199,0.0166,0.0209,0.0183,0.0175,0.0167,0.0168,0.0168,0.0168,0.0167,9,0.99
H2O,67025,1141880,0.0929,0.0732,0.0937,0.0822,0.0822,0.0838,0.0838,0.0822,0.0807,0.0732,9,1.0
halfb,224618,6306219,0.2735,0.4304,0.2766,0.3112,0.3519,0.4438,0.4925,0.5494,0.5804,0.5936,0,0.99
Hamrle3,1447361,5514242,1.6568,2.4596,1.675,3.568,3.5668,3.4706,2.4505,2.4505,2.4495,2.45,0,0.99
hangGlider_4,15562,79088,0.0157,0.0092,0.0168,0.0118,0.0119,0.0119,0.0118,0.0118,0.0118,0.0118,9,0.78
hangGlider_5,16012,82070,0.0159,0.0101,0.0176,0.0119,0.0127,0.0126,0.0119,0.0126,0.0118,0.0126,9,0.86
helm2d03,392258,1567096,0.3809,0.6028,0.396,0.8749,0.9718,0.9357,0.7439,0.6689,0.6084,0.6079,0,0.96
helm3d01,32227,230335,0.0244,0.0216,0.0258,0.0331,0.0322,0.0298,0.0274,0.0257,0.0243,0.0225,9,0.96
hi2010,25017,62063,0.0152,0.0125,0.0159,0.0176,0.0134,0.0127,0.0126,0.0127,0.0126,0.0128,9,0.99
hollywood-2009,1139906,57515616,4.0118,4.117,4.1275,3.7812,3.9603,4.0251,4.0223,4.0,3.9862,3.9627,2,1.06
hood,220543,5494489,0.2515,0.4187,0.253,0.2966,0.3555,0.4433,0.479,0.5001,0.5147,0.5193,0,0.99
Hook_1498,1498024,31207734,1.7791,2.4937,1.7945,2.3871,3.1798,4.133,4.1128,3.9015,3.5429,3.311,0,0.99
HTC_336_4438,226341,565431,0.2271,0.3558,0.2404,0.3557,0.3559,0.3585,0.3591,0.3578,0.3591,0.3559,0,0.94
HTC_336_9129,226341,554881,0.2292,0.3553,0.2416,0.3634,0.3628,0.357,0.3566,0.3611,0.3594,0.3548,0,0.95
hugetric-00000,5824555,8733523,5.1176,7.6271,5.1942,9.6519,7.6274,7.6279,7.6273,7.6266,7.628,7.6273,0,0.99
human_gene1,22284,12345963,0.6985,0.6876,0.7446,0.5321,0.5551,0.6105,0.6611,0.6918,0.7168,0.7285,2,1.29
human_gene2,14341,9041364,0.4533,0.5148,0.4542,0.3516,0.3657,0.4049,0.4475,0.49,0.4974,0.5107,2,1.29
HV15R,2017170,283073458,7.8471,16.0998,7.845,8.0938,7.9175,8.4666,9.3051,11.6608,13.6261,14.4952,1,1.0
ibm_matrix_2,51449,1056610,0.0522,0.0617,0.0527,0.042,0.0462,0.0609,0.0626,0.0645,0.0621,0.0621,2,1.24
igbt3,10939,234006,0.0214,0.0159,0.0224,0.015,0.0142,0.0159,0.0159,0.0159,0.0159,0.0159,3,1.12
in-2004,1382909,16917053,1.3489,2.0532,1.3524,2.1039,2.2513,2.2878,2.296,2.2846,2.2667,2.2481,0,1.0
inlet,11731,328323,0.0135,0.0208,0.0143,0.0143,0.0134,0.0135,0.0143,0.0153,0.016,0.0175,3,1.01
inline_1,503713,18660027,0.7777,1.1976,0.7874,0.9354,1.1816,1.4484,1.4643,1.4698,1.4452,1.4227,0,0.99
ins2,309413,1530448,0.4084,0.589,0.4403,0.5627,0.5896,0.5878,0.5887,0.5943,0.5905,0.594,0,0.93
italy_osm,6686494,7013978,5.1662,9.273,5.7855,9.1862,9.2675,9.276,9.2749,9.2741,9.2736,9.273,0,0.89
jan99jac120sc,41375,260202,0.0249,0.024,0.0259,0.0348,0.0331,0.0307,0.029,0.0282,0.0265,0.0258,9,0.93
juba40k,40338,144945,0.0193,0.0207,0.0201,0.0265,0.0241,0.0217,0.0208,0.0208,0.0208,0.021,0,0.96
k3plates,11108,378927,0.0142,0.0232,0.015,0.0143,0.0142,0.0142,0.0135,0.0177,0.0184,0.0201,5,1.05
kim1,38416,933195,0.0339,0.0527,0.0347,0.0364,0.0396,0.0446,0.0511,0.0576,0.0577,0.0576,0,0.98
kkt_power,2063495,8130343,2.1991,3.3556,2.3835,3.5324,3.3768,3.3697,3.3651,3.369,3.3637,3.3694,0,0.92
kron_g500-logn16,65537,2456398,0.2333,0.1411,0.2346,0.156,0.1486,0.1429,0.142,0.1413,0.1536,0.1536,9,1.0
kron_g500-logn17,131073,5114375,0.5836,0.3431,0.5834,0.4043,0.3581,0.3458,0.3432,0.3432,0.3431,0.3431,9,1.0
kron_g500-logn18,262145,10583222,1.2216,0.7208,1.2228,0.8727,0.7681,0.73,0.7219,0.7207,0.7206,0.7204,8,1.0
kron_g500-logn19,524289,21781478,2.5679,1.5342,2.5649,1.8282,1.6026,1.5435,1.5311,1.5303,1.5306,1.5358,6,1.0
kron_g500-logn20,1048577,44620272,5.3183,3.207,5.3387,3.6829,3.2817,3.2174,3.2032,3.1627,3.2045,3.067,8,1.05
laminar_duct3D,67174,3833077,0.1049,0.2123,0.106,0.1002,0.1027,0.1076,0.119,0.1345,0.1765,0.1978,2,1.05
language,399131,1216334,0.3921,0.6216,0.401,0.8892,0.6935,0.6613,0.6514,0.6361,0.6362,0.6281,0,0.98
largebasis,440021,5560100,0.66,0.8967,0.6603,1.3171,1.2941,1.3544,1.2932,0.894,0.8937,0.8938,0,1.0
ldoor,952204,23737339,1.1083,1.9273,1.1407,1.3857,1.7277,2.067,2.2157,2.2861,2.335,2.3821,0,0.97
lhr34,35153,764014,0.0346,0.047,0.0322,0.0306,0.0379,0.0381,0.0504,0.047,0.047,0.047,2,1.13
lhr34c,35153,764014,0.0311,0.047,0.0322,0.0306,0.0381,0.038,0.0502,0.0471,0.047,0.047,2,1.02
lhr71,70305,1528092,0.0602,0.0929,0.0618,0.0601,0.0815,0.0814,0.1085,0.0978,0.0978,0.0978,2,1.0
lhr71c,70305,1528092,0.0639,0.0978,0.065,0.0627,0.0814,0.0814,0.1084,0.0979,0.0982,0.0979,2,1.02
li,22696,1350309,0.0519,0.0798,0.0521,0.0462,0.047,0.0527,0.0593,0.0667,0.074,0.0805,2,1.12
ljournal-2008,5363261,79023142,10.9276,12.2459,10.9582,16.2862,15.5197,14.5973,13.8815,13.3448,12.9157,12.5698,0,1.0
Long_Coup_dt0,1470153,44279572,2.0555,2.903,2.0007,2.992,3.1342,3.7049,4.0169,3.8736,3.8816,3.2751,1,1.03
Long_Coup_dt6,1470153,44279572,2.0189,2.9029,2.0525,2.9993,3.1303,3.7048,4.0175,3.881,3.8729,3.2751,0,0.98
lowThrust_10,18261,116074,0.0125,0.0126,0.0135,0.0135,0.0136,0.0134,0.0134,0.0134,0.0134,0.0134,0,0.93
lowThrust_11,18369,117002,0.0125,0.0125,0.0135,0.0134,0.0134,0.0135,0.0134,0.0134,0.0134,0.0135,9,0.93
lowThrust_12,18459,117423,0.0126,0.0126,0.0135,0.0135,0.0135,0.0135,0.0134,0.0135,0.0135,0.0135,9,0.94
lowThrust_13,18477,117580,0.0126,0.0126,0.0135,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0142,9,0.94
lowThrust_4,13563,84240,0.0109,0.0101,0.0118,0.0101,0.0101,0.0101,0.011,0.011,0.011,0.011,9,1.0
lowThrust_5,16263,103701,0.0118,0.0118,0.0125,0.0126,0.012,0.0125,0.0118,0.0126,0.0126,0.0128,9,1.0
lowThrust_6,16929,108376,0.0122,0.0117,0.0126,0.0127,0.0126,0.0126,0.0126,0.0126,0.0127,0.0126,9,0.93
lowThrust_7,17379,110607,0.0123,0.0121,0.0134,0.0135,0.0127,0.0127,0.0134,0.0134,0.0134,0.0134,9,0.95
lowThrust_8,17703,113139,0.0123,0.0126,0.0135,0.0135,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0,0.91
lowThrust_9,18045,114806,0.0138,0.0141,0.015,0.015,0.0143,0.0143,0.0151,0.0151,0.015,0.0151,0,0.97
lp1,534389,1088904,0.49,0.7704,0.4893,0.8488,0.849,0.8392,0.7743,0.7684,0.7664,0.767,1,1.0
luxembourg_osm,114600,119666,0.0807,0.1535,0.0999,0.1448,0.1545,0.1548,0.1541,0.1547,0.1546,0.1543,0,0.81
m14b,214766,1679018,0.2551,0.3088,0.2654,0.4503,0.3517,0.321,0.3195,0.3162,0.3136,0.313,0,0.96
mario001,38435,114643,0.0181,0.0215,0.0192,0.0306,0.025,0.0217,0.0217,0.0216,0.0216,0.0216,0,0.94
mario002,389875,1167685,0.3963,0.6233,0.4084,0.8477,0.7137,0.6305,0.6242,0.6241,0.6231,0.6232,0,0.97
mark3jac040sc,18290,113435,0.0158,0.0126,0.0167,0.0184,0.0176,0.0168,0.0142,0.0126,0.0126,0.0126,9,1.0
mark3jac060sc,27450,170695,0.0212,0.0175,0.0216,0.0265,0.0256,0.0236,0.0208,0.0184,0.0175,0.0176,9,1.0
me2010,69519,167738,0.0337,0.0297,0.0356,0.0437,0.0331,0.0306,0.0306,0.0306,0.0306,0.0306,9,0.97
memplus,17759,126150,0.0178,0.0142,0.0192,0.0208,0.02,0.0183,0.0167,0.016,0.0158,0.0143,9,0.99
mip1,66464,5209641,0.0979,0.3095,0.0994,0.1043,0.1068,0.1101,0.1109,0.1125,0.1134,0.1142,0,0.98
ML_Laplace,377003,27689972,0.8253,1.5727,0.7895,0.9508,1.056,1.1643,1.1671,1.3984,1.5015,1.8932,1,1.05
mouse_gene,45102,14506196,1.158,0.8187,1.2325,0.7899,0.8136,0.8501,0.8627,0.8666,0.8658,0.8659,2,1.04
msc10848,10849,620313,0.0266,0.0396,0.0274,0.0258,0.0249,0.024,0.024,0.0217,0.0248,0.0265,6,1.23
msc23052,23053,588933,0.0295,0.0388,0.0306,0.0281,0.0289,0.0289,0.0257,0.029,0.0307,0.0322,5,1.15
msdoor,415864,10328399,0.4984,0.806,0.4964,0.6219,0.7605,0.9095,0.9749,0.9983,1.0122,0.9886,1,1.0
m_t1,97579,4925574,0.1577,0.2782,0.1589,0.1573,0.1569,0.183,0.1999,0.2229,0.2671,0.2795,3,1.01
mult_dcop_01,25188,193276,0.0305,0.0223,0.0316,0.0306,0.0305,0.029,0.029,0.0282,0.0289,0.0249,9,0.9
mult_dcop_02,25188,193276,0.0303,0.0224,0.0314,0.0306,0.0289,0.0298,0.0291,0.0298,0.0266,0.0248,9,0.9
mult_dcop_03,25188,193216,0.0303,0.0223,0.0315,0.0299,0.0298,0.0298,0.029,0.0298,0.0273,0.0241,9,0.93
NACA0015,1039184,3114818,1.2111,1.7185,1.2209,2.3939,1.769,1.7171,1.7173,1.7174,1.719,1.7201,0,0.99
nasasrb,54871,1366097,0.0474,0.0756,0.0486,0.0478,0.0503,0.0624,0.0634,0.0692,0.0716,0.0741,0,0.99
nd12k,36001,7128473,0.1307,0.4073,0.1396,0.1355,0.1306,0.1339,0.142,0.1577,0.1814,0.2279,3,1.0
nd24k,72001,14393817,0.313,0.8248,0.3139,0.3035,0.3042,0.3092,0.3232,0.3528,0.4012,0.494,2,1.03
nd6k,18001,3457658,0.0735,0.1977,0.0741,0.0711,0.07,0.065,0.0683,0.076,0.088,0.11,4,1.13
net100,29921,1031560,0.0604,0.0691,0.0609,0.0455,0.0455,0.0458,0.0452,0.0462,0.0462,0.0478,5,1.34
net125,36721,1306960,0.0727,0.0854,0.0732,0.057,0.0569,0.0568,0.0567,0.0569,0.0577,0.0584,5,1.28
net150,43521,1582360,0.0848,0.101,0.0863,0.0678,0.0675,0.0684,0.0683,0.0683,0.0684,0.07,3,1.26
net4-1,88344,1265035,0.1459,0.1215,0.1471,0.1325,0.1307,0.1316,0.1216,0.1223,0.1215,0.1213,8,1.0
net50,16321,480760,0.0349,0.0331,0.0357,0.0233,0.0234,0.0233,0.0232,0.0234,0.0234,0.0249,5,1.43
net75,23121,756160,0.0475,0.051,0.0486,0.0338,0.0339,0.0339,0.035,0.0348,0.0348,0.0356,2,1.41
netherlands_osm,2216689,2441238,1.7969,2.854,1.8841,2.8253,2.8515,2.838,2.8544,2.855,2.8551,2.8554,0,0.95
nh2010,48838,117275,0.0215,0.02,0.0225,0.0281,0.0216,0.0202,0.02,0.02,0.02,0.02,9,1.0
NLR,4163764,12487976,5.145,7.3115,5.2284,9.7692,7.5894,7.3239,7.309,7.3151,7.3102,7.314,0,0.98
NotreDame_www,325730,929849,0.1957,0.2307,0.1971,0.2784,0.2732,0.251,0.2561,0.2466,0.2446,0.2413,0,0.99
nv2010,84539,208499,0.0389,0.0364,0.0404,0.052,0.0389,0.0372,0.0372,0.0364,0.0364,0.0372,9,1.0
ohne2,181344,11063545,0.6362,0.6436,0.6393,0.6796,0.7019,0.6513,0.6822,0.6864,0.6617,0.6515,0,1.0
oilpan,73753,1835470,0.0513,0.1125,0.0527,0.0519,0.052,0.0586,0.0675,0.0781,0.0864,0.0945,0,0.99
olafu,16147,515651,0.0186,0.0347,0.02,0.0183,0.0192,0.02,0.0201,0.0241,0.0258,0.0307,2,1.02
onetone2,36058,227628,0.023,0.0224,0.0242,0.0291,0.0314,0.0307,0.0282,0.0233,0.0227,0.0226,9,0.99
OPF_10000,43888,255799,0.0221,0.0272,0.0233,0.0266,0.0298,0.0307,0.029,0.0291,0.029,0.0291,0,0.95
opt1,15450,973052,0.0334,0.0592,0.0348,0.0332,0.0308,0.0273,0.0298,0.0356,0.0413,0.0454,4,1.22
p2p-Gnutella31,62587,147892,0.0303,0.015,0.0314,0.0143,0.0151,0.0151,0.0151,0.0143,0.0151,0.0152,2,1.05
parabolic_fem,525826,2100225,0.6392,0.9637,0.6687,1.2025,1.1216,0.9637,0.9648,0.9644,0.9638,0.9627,0,0.96
patents,3774769,14970767,4.4274,5.5143,4.4741,5.8892,5.5279,5.5106,5.5096,5.5049,5.5039,5.5094,0,0.99
pattern1,19243,4671337,0.4389,0.2476,0.4399,0.2469,0.2477,0.2674,0.2658,0.2642,0.265,0.2657,2,1.0
pcrystk02,13966,491274,0.0184,0.033,0.0192,0.0176,0.0184,0.0175,0.0207,0.0209,0.0249,0.029,4,1.05
pcrystk03,24697,887937,0.0289,0.0559,0.03,0.0281,0.029,0.0298,0.0363,0.0372,0.0438,0.0478,2,1.03
pct20stif,52330,1375396,0.0512,0.0838,0.0528,0.051,0.0527,0.0576,0.0577,0.0664,0.0709,0.0757,2,1.0
pdb1HYS,36418,2190591,0.0542,0.1281,0.0552,0.0527,0.0527,0.056,0.0593,0.0675,0.0748,0.0808,2,1.03
pds10,16559,83108,0.0168,0.0118,0.0184,0.0143,0.0143,0.0135,0.0126,0.012,0.012,0.0118,9,1.0
PFlow_742,742794,18940627,0.9139,1.4658,0.9098,1.2736,1.5697,1.7531,2.0085,1.9828,1.9335,1.8736,1,1.0
pkustk01,22045,500712,0.0253,0.0306,0.0266,0.0216,0.0226,0.0233,0.0225,0.0233,0.0266,0.0274,2,1.17
pkustk02,10801,410400,0.0195,0.0248,0.0201,0.0183,0.0185,0.0166,0.0167,0.0152,0.0168,0.02,6,1.28
pkustk03,63337,1596876,0.0544,0.092,0.0544,0.0511,0.052,0.0618,0.0634,0.0717,0.0757,0.0888,2,1.06
pkustk04,55591,2137125,0.0785,0.128,0.0798,0.0732,0.074,0.0822,0.0899,0.0962,0.1093,0.1125,2,1.07
pkustk05,37165,1121154,0.0463,0.0691,0.047,0.0412,0.0412,0.0462,0.047,0.0552,0.0601,0.0634,2,1.12
pkustk06,43165,1307466,0.0516,0.0804,0.0519,0.0461,0.047,0.0536,0.0544,0.0642,0.07,0.0733,2,1.12
pkustk07,16861,1217832,0.0476,0.0739,0.0486,0.0446,0.0429,0.0446,0.0478,0.0545,0.0602,0.0626,3,1.11
pkustk08,22210,1624440,0.061,0.097,0.0617,0.0569,0.0561,0.0625,0.0659,0.0741,0.0815,0.0847,3,1.09
pkustk09,33961,808800,0.0347,0.0518,0.0355,0.0314,0.0323,0.0362,0.0364,0.0406,0.0429,0.0462,2,1.11
pkustk10,80677,2194830,0.0768,0.1364,0.0779,0.0708,0.0708,0.0856,0.0873,0.0994,0.1045,0.1184,2,1.08
pkustk11,87805,2652858,0.1052,0.1743,0.1058,0.101,0.0987,0.1241,0.126,0.1398,0.1531,0.16,3,1.07
pkustk12,94654,3803485,0.166,0.2405,0.1668,0.1594,0.1595,0.1873,0.1965,0.2038,0.2197,0.227,2,1.04
pkustk13,94894,3355860,0.1627,0.2118,0.1652,0.1601,0.1643,0.191,0.1984,0.2066,0.2108,0.2135,2,1.02
pkustk14,151927,7494215,0.2943,0.4572,0.2963,0.2976,0.3302,0.3838,0.408,0.4234,0.4551,0.4592,0,0.99
pli,22696,686502,0.0308,0.0437,0.0314,0.0306,0.0314,0.0331,0.0355,0.0397,0.0414,0.0438,2,1.01
PR02R,161071,8185136,0.3106,0.5535,0.3131,0.3886,0.4158,0.4338,0.4823,0.5159,0.5397,0.5535,0,0.99
Pres_Poisson,14823,365313,0.0188,0.0256,0.0192,0.0184,0.0191,0.0184,0.0192,0.0209,0.0225,0.0249,2,1.02
pwtk,217919,5926171,0.2552,0.3906,0.259,0.2607,0.347,0.3581,0.4974,0.5038,0.6111,0.6145,0,0.99
qa8fk,66128,863353,0.0527,0.0592,0.0535,0.0572,0.0733,0.0594,0.0594,0.0593,0.0593,0.0594,0,0.99
qa8fm,66128,863353,0.0527,0.0592,0.0544,0.0569,0.0732,0.0593,0.0593,0.0593,0.0593,0.0594,0,0.97
raefsky3,21201,1488768,0.0305,0.0887,0.0314,0.0282,0.0282,0.0281,0.0281,0.0282,0.0281,0.0454,4,1.09
raefsky4,19780,674195,0.0257,0.0436,0.0267,0.0249,0.0251,0.025,0.0274,0.0298,0.0351,0.0375,2,1.03
rajat15,37262,443573,0.0443,0.033,0.0454,0.042,0.0413,0.0381,0.0372,0.0363,0.0355,0.0347,9,0.95
rajat22,39900,197264,0.0294,0.024,0.0315,0.0265,0.0338,0.0332,0.0298,0.0274,0.0248,0.0241,9,1.0
rajat26,51033,249302,0.0343,0.0289,0.0364,0.0372,0.0437,0.0406,0.0364,0.0332,0.0306,0.0306,9,0.94
rajat29,643995,4866270,0.877,1.1867,0.8701,1.498,1.8005,1.8949,1.8919,1.8635,1.7135,1.5009,1,1.01
rajat30,643995,6175377,0.9292,1.2196,0.9308,1.6503,1.7947,1.9409,2.0086,1.9807,1.8204,1.5763,0,1.0
ramage02,16831,1441591,0.0428,0.078,0.0437,0.0405,0.0396,0.0388,0.0471,0.0544,0.0724,0.0757,4,1.1
Reuters911,13333,148038,0.0252,0.0125,0.0265,0.0213,0.0131,0.0131,0.014,0.0135,0.0135,0.0134,9,0.95
rgg_n_2_15_s0,32769,160240,0.0232,0.0191,0.0241,0.0299,0.0202,0.0192,0.0192,0.0192,0.0192,0.0192,9,0.99
rgg_n_2_22_s0,4194305,30359198,5.0562,6.2774,5.1216,7.2534,6.3,6.2895,6.2779,6.2898,6.2779,6.2779,0,0.99
ri2010,25182,62875,0.0137,0.0117,0.0151,0.0159,0.0119,0.0119,0.0118,0.0118,0.0119,0.0119,9,0.99
rim,22561,1014951,0.0333,0.0576,0.0338,0.0306,0.0298,0.0331,0.0365,0.0388,0.0421,0.0453,3,1.12
RM07R,381690,37464962,1.2191,2.2158,1.219,1.2306,1.2501,1.3517,1.5304,2.1042,2.2251,2.226,1,1.0
rma10,46836,2374001,0.0613,0.1264,0.0626,0.0593,0.0576,0.0626,0.0707,0.0814,0.0987,0.1071,3,1.06
roadNet-CA,1971282,2766607,1.6046,2.5346,1.6343,2.6448,2.5219,2.5072,2.5309,2.5074,2.5312,2.5074,0,0.98
roadNet-PA,1090921,1541898,0.8845,1.3857,0.9056,1.4688,1.4002,1.3836,1.3835,1.3867,1.3857,1.3861,0,0.98
roadNet-TX,1393384,1921660,1.1226,1.7396,1.1518,1.8266,1.7481,1.737,1.7373,1.7396,1.7395,1.7395,0,0.97
s3dkq4m2,90450,2455670,0.0767,0.1552,0.0812,0.086,0.0891,0.0964,0.1013,0.1139,0.135,0.1675,0,0.94
s3dkt3m2,90450,1921955,0.073,0.146,0.0754,0.0778,0.086,0.0916,0.0964,0.109,0.1283,0.1355,0,0.97
s4dkt3m2,90450,1921955,0.073,0.1455,0.0748,0.0773,0.0861,0.0916,0.0981,0.1089,0.129,0.1361,0,0.98
Serena,1391350,32961525,1.8231,2.5255,1.8231,2.3665,3.1025,3.9518,3.9415,3.7539,3.4678,3.2581,0,1.0
shermanACb,18511,145149,0.0218,0.0142,0.0224,0.0208,0.0183,0.0184,0.0176,0.0175,0.0168,0.0159,9,0.89
ship_001,34921,2339575,0.0543,0.1256,0.0551,0.0536,0.0528,0.0518,0.0601,0.0625,0.0798,0.0806,4,1.05
ship_003,121729,4103881,0.1708,0.2547,0.1735,0.1731,0.2012,0.2084,0.2445,0.2449,0.2727,0.2724,0,0.99
shipsec1,140875,3977139,0.1973,0.2592,0.1978,0.2113,0.2244,0.3099,0.3136,0.2847,0.2694,0.265,0,1.0
shipsec5,179861,5146478,0.2409,0.335,0.2443,0.2637,0.3317,0.3932,0.4157,0.3924,0.3548,0.3543,0,0.99
shipsec8,114920,3384159,0.1536,0.2168,0.155,0.1568,0.1688,0.1977,0.2171,0.2157,0.2299,0.2274,0,0.99
Si10H16,17078,446500,0.0362,0.0305,0.0365,0.0306,0.0305,0.0298,0.0275,0.029,0.0298,0.0306,5,1.11
Si34H36,97570,2626974,0.1931,0.1902,0.1959,0.2345,0.2368,0.2394,0.2391,0.2388,0.2386,0.1912,9,0.99
Si41Ge41H72,185640,7598452,0.4391,0.4903,0.4402,0.5741,0.5653,0.5701,0.5867,0.6049,0.6324,0.4815,0,1.0
Si5H12,19897,379247,0.0344,0.0264,0.0347,0.0323,0.033,0.0282,0.0282,0.0274,0.0266,0.0273,9,0.99
Si87H76,240370,5451000,0.4506,0.4242,0.4509,0.6867,0.6919,0.6937,0.6952,0.6862,0.6798,0.4248,9,1.0
sinc15,11533,568526,0.0499,0.0355,0.0502,0.0266,0.0273,0.0273,0.0274,0.0274,0.0281,0.0282,2,1.33
SiO,33402,675528,0.0514,0.0445,0.0519,0.0429,0.0437,0.0445,0.0454,0.0454,0.0461,0.0438,2,1.04
SiO2,155332,5719417,0.3346,0.4102,0.3355,0.4712,0.4703,0.4735,0.478,0.4799,0.4851,0.3531,0,1.0
skirt,12599,104559,0.0106,0.0109,0.0119,0.0135,0.0143,0.0119,0.0111,0.011,0.011,0.011,0,0.96
smallworld,100001,499998,0.0774,0.1225,0.0801,0.114,0.1448,0.1451,0.1297,0.123,0.1226,0.1228,0,0.97
sme3Dc,42931,3148656,0.298,0.1821,0.2995,0.1826,0.1814,0.1814,0.1822,0.1818,0.1821,0.1823,3,1.0
smt,25711,1889447,0.0545,0.11,0.0552,0.0519,0.0511,0.0585,0.0625,0.0733,0.0806,0.0855,3,1.07
soc-LiveJournal1,4847572,68993773,12.5977,13.765,12.6753,17.565,17.128,16.5972,16.0476,15.5502,15.0882,14.6046,0,0.99
soc-sign-Slashdot090221,82145,549202,0.0687,0.0429,0.07,0.0528,0.047,0.0447,0.0437,0.0438,0.0431,0.0429,9,1.0
sparsine,50001,799494,0.0865,0.0518,0.0871,0.0527,0.052,0.0519,0.0519,0.052,0.0552,0.0546,9,1.0
srb1,54925,1508538,0.0534,0.0911,0.0544,0.0519,0.0519,0.0569,0.0569,0.065,0.0659,0.079,2,1.03
Stanford,281904,2312497,0.4363,0.4521,0.4374,0.4559,0.4473,0.4469,0.4472,0.4475,0.4474,0.4468,0,1.0
