dataSet,num_nodes1,num_edges1,time
t3dh,79172,2215638,0.1356
t3dh_a,79172,2215638,0.1365
t3dh_e,79172,2215638,0.1358
t3dl,20361,265113,0.0208
t3dl_a,20361,265113,0.0208
tandem_vtx,18455,135902,0.0141
ted_A,10606,424587,0.0311
ted_AB,10606,522387,0.0355
ted_AB_unscaled,10606,522387,0.0355
ted_A_unscaled,10606,424587,0.031
ted_B_unscaled,10606,77592,0.0091
thread,29737,2249892,0.1267
tmt_sym,726714,2903837,0.8653
torso1,116159,8516500,0.6526
transient,178867,961790,5.4504
trdheim,22099,978711,0.0571
Trefethen_20000,20001,287233,0.0274
Trefethen_20000b,20000,287217,0.0274
troll,213454,6099282,0.3856
TSOPF_FS_b162_c1,10799,305732,0.2805
TSOPF_FS_b162_c3,30799,904612,0.8005
TSOPF_FS_b162_c4,40799,1204322,1.0567
TSOPF_FS_b300,29215,2203949,1.1644
TSOPF_FS_b300_c1,29215,2203949,1.1647
TSOPF_FS_b300_c2,56815,4391071,2.2469
TSOPF_FS_b300_c3,84415,6578753,3.2912
TSOPF_FS_b39_c19,76217,998359,2.767
TSOPF_FS_b39_c30,120217,1575639,4.6284
TSOPF_FS_b39_c7,28217,368599,0.6862
TSOPF_FS_b9_c6,14455,75801,0.3591
TSOPF_RS_b162_c3,15375,610299,0.3893
TSOPF_RS_b162_c4,20375,812749,0.5094
TSOPF_RS_b2052_c1,25627,6761100,0.925
TSOPF_RS_b2383,38121,16171169,2.1267
TSOPF_RS_b2383_c1,38121,16171169,2.1823
TSOPF_RS_b300_c1,14539,1474325,0.6175
TSOPF_RS_b300_c2,28339,2943887,1.1596
TSOPF_RS_b300_c3,42139,4413449,1.6297
TSOPF_RS_b39_c19,38099,684206,0.9245
TSOPF_RS_b39_c30,60099,1079986,1.4511
TSOPF_RS_b39_c7,14099,252446,0.3513
TSOPF_RS_b678_c1,18697,4396289,0.7426
TSOPF_RS_b678_c2,35697,8781949,1.5855
tsyl201,20686,1237821,0.0778
tube1,21499,459277,0.0282
tube2,21499,459277,0.0284
turon_m,189925,912345,0.2311
usroads,129165,165435,0.1457
usroads-48,126147,161950,0.1423
vanbody,47073,1191985,0.0711
venturiLevel3,4026820,8054237,5.0251
vibrobox,12329,177578,0.018
viscorocks,37763,1162244,0.066
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.0205
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.224
vsp_befref_fxm_2_4_air02,14110,98224,0.1008
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.0649
vsp_c-30_data_data,11024,62184,0.1178
vsp_c-60_data_cti_cs4,85831,241080,0.0509
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.1971
vsp_mod2_pgp2_slptsk,101365,389368,0.2405
vsp_model1_crew1_cr42_south31,45102,189976,0.8469
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.1511
vsp_p0291_seymourl_iiasa,10499,53868,0.0136
vsp_sctap1-2b_and_seymourl,40175,140831,0.0952
vsp_south31_slptsk,39669,189914,0.8406
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.1022
vt2010,32581,77799,0.0188
wathen100,30402,251001,0.0213
wathen120,36442,301101,0.0251
web-Google,916429,5105039,2.6505
web-NotreDame,325730,1497134,1.0005
wikipedia-20051105,1634990,19753078,11.947
wikipedia-20060925,2983495,37269096,27.3286
wikipedia-20061104,3148441,39383235,29.2109
wikipedia-20070206,3566908,45030389,33.3184
wiki-Talk,2394386,5021410,1.6675
windscreen,22693,752541,0.0431
wing_nodal,10938,75488,0.0118
wy2010,86205,213793,0.0753
x104,108385,5138004,0.2881
Zd_Jac2,22836,1642833,0.2157
Zd_Jac3,22836,1916152,0.2385
Zd_Jac6,22836,1711983,0.222
