dataSet,num_nodes,num_edges,spmm_tcu,spmm_cuda,1,2,3,4,5,6,7,8,density,speedup
af_shell10,1508066,27090195,1.8401,3.354,1.8787,3.41,4.1186,4.7032,5.351,5.7895,5.7296,5.0318,0,0.98
af_shell2,504856,9046865,0.6172,1.1075,0.6336,1.1321,1.3726,1.5817,1.7887,1.9307,1.9216,1.6999,0,0.97
af_shell3,504856,9046865,0.621,1.1057,0.6331,1.1319,1.3729,1.582,1.7896,1.9301,1.9225,1.6987,0,0.98
af_shell4,504856,9046865,0.621,1.1054,0.6333,1.1318,1.3723,1.5831,1.7901,1.9305,1.9235,1.7002,0,0.98
af_shell5,504856,9046865,0.621,1.1052,0.6332,1.1323,1.3732,1.582,1.7893,1.931,1.9239,1.6992,0,0.98
af_shell6,504856,9046865,0.6211,1.1058,0.633,1.1322,1.3726,1.5833,1.7903,1.9316,1.9234,1.7005,0,0.98
af_shell7,504856,9046865,0.6209,1.1055,0.6336,1.1324,1.3731,1.5822,1.7893,1.931,1.9237,1.6979,0,0.98
af_shell8,504856,9046865,0.621,1.1053,0.633,1.1329,1.3726,1.5827,1.7901,1.9307,1.923,1.7,0,0.98
af_shell9,504856,9046865,0.6212,1.1056,0.6332,1.1322,1.3731,1.5831,1.7901,1.9297,1.9225,1.6994,0,0.98
ak2010,45293,108549,0.0245,0.0356,0.0269,0.0556,0.0425,0.0393,0.0385,0.0385,0.0385,0.0376,0,0.91
Andrews,60001,410077,0.0573,0.0717,0.0605,0.0794,0.0746,0.0737,0.0729,0.0729,0.0728,0.0729,0,0.95
AS365,3799276,11368076,7.109,9.2639,7.2168,13.8141,9.6442,9.293,9.2671,9.2668,9.2634,9.2636,0,0.99
as-caida,31380,106762,0.0206,0.0274,0.0229,0.0441,0.0352,0.0319,0.031,0.0319,0.0311,0.0304,0,0.9
ASIC_680k,682863,3871773,1.3939,2.1143,1.3569,3.2775,3.2629,3.2609,3.2471,3.2439,3.2428,3.2444,1,1.03
as-Skitter,1696416,11095298,2.2175,3.194,2.2826,4.8762,4.9526,4.8497,4.7313,4.6345,4.5698,4.5304,0,0.97
astro-ph,16707,121251,0.0129,0.0205,0.0151,0.0289,0.0262,0.0245,0.0229,0.022,0.0221,0.0228,0,0.85
audikw_1,943696,39297771,1.8576,4.6745,1.8709,2.9521,3.4287,4.2133,4.4306,4.8945,4.9563,5.282,0,0.99
auto,448696,3314611,0.6662,0.933,0.6791,1.2274,1.0768,0.9812,0.9561,0.9444,0.9358,0.9333,0,0.98
barrier2-1,113077,3805068,0.3698,0.4699,0.3732,0.4988,0.5331,0.4893,0.4816,0.4756,0.4712,0.4702,0,0.99
barrier2-10,115626,3897557,0.3829,0.4781,0.384,0.5299,0.5515,0.5009,0.4925,0.486,0.482,0.4817,0,1.0
barrier2-11,115626,3897557,0.3831,0.4786,0.3843,0.5296,0.5518,0.5007,0.4925,0.4855,0.4826,0.4808,0,1.0
barrier2-12,115626,3897557,0.3829,0.4781,0.3844,0.5298,0.5512,0.5009,0.4923,0.4856,0.482,0.481,0,1.0
barrier2-2,113077,3805068,0.3698,0.4687,0.3733,0.4989,0.5327,0.4894,0.4815,0.4763,0.4713,0.4708,0,0.99
barrier2-3,113077,3805068,0.37,0.4682,0.3735,0.4987,0.5329,0.4897,0.4809,0.4756,0.4715,0.4707,0,0.99
barrier2-4,113077,3805068,0.3698,0.4688,0.3738,0.4993,0.5322,0.4891,0.4821,0.4761,0.4712,0.4702,0,0.99
barrier2-9,115626,3897557,0.3829,0.4786,0.3843,0.5307,0.5518,0.5009,0.4927,0.486,0.4819,0.4813,0,1.0
bauru5727,40367,145019,0.0207,0.0405,0.0238,0.0614,0.0565,0.0475,0.0445,0.0442,0.0433,0.0426,0,0.87
bbmat,38745,1771722,0.0656,0.1855,0.0682,0.1036,0.104,0.1056,0.1113,0.1155,0.1925,0.2015,0,0.96
bcsstk17,10975,219812,0.0118,0.0266,0.014,0.0229,0.0246,0.0278,0.0295,0.0279,0.0294,0.0294,0,0.84
bcsstk18,11949,80519,0.0099,0.0168,0.0124,0.0245,0.0262,0.0237,0.0205,0.0188,0.0188,0.018,0,0.8
bcsstk25,15440,133840,0.0114,0.0225,0.0138,0.0295,0.032,0.0328,0.031,0.0278,0.0254,0.0253,0,0.83
bcsstk29,13993,316740,0.0147,0.0356,0.0172,0.0246,0.0278,0.0327,0.0343,0.0352,0.0361,0.0385,0,0.85
bcsstk30,28925,1036208,0.0335,0.1183,0.036,0.0508,0.0581,0.0688,0.0794,0.0934,0.1015,0.1114,0,0.93
bcsstk31,35589,608502,0.0276,0.0733,0.0303,0.0547,0.068,0.0745,0.0737,0.0736,0.0753,0.0762,0,0.91
bcsstk32,44610,1029655,0.0356,0.1167,0.0392,0.0638,0.0762,0.0868,0.0925,0.0991,0.1057,0.1122,0,0.91
bcsstk35,30238,740200,0.0253,0.0847,0.0278,0.045,0.05,0.0588,0.0622,0.0704,0.0737,0.0802,0,0.91
bcsstk36,23053,583096,0.0207,0.0651,0.0238,0.0368,0.04,0.0458,0.0508,0.0557,0.0589,0.0622,0,0.87
bcsstk37,25504,583240,0.0205,0.0668,0.0237,0.0375,0.0442,0.05,0.054,0.0572,0.0598,0.063,0,0.86
bcsstk39,46773,1068033,0.0381,0.12,0.0409,0.0695,0.0819,0.1008,0.1092,0.1213,0.1206,0.122,0,0.93
bcsstm36,23053,166389,0.014,0.0225,0.0166,0.0298,0.0336,0.0327,0.0286,0.0254,0.0253,0.0253,0,0.84
belgium_osm,1441296,1549970,1.4598,2.3187,1.609,2.6989,2.3261,2.319,2.3187,2.3176,2.3185,2.3179,0,0.91
BenElechi1,245875,6698185,0.3308,0.7583,0.336,0.5673,0.6334,0.7765,0.8446,0.9379,0.954,0.9706,0,0.98
blockqp1,60013,340022,0.0361,0.0798,0.0384,0.1212,0.1007,0.1,0.1006,0.1007,0.0999,0.1007,0,0.94
bloweya,30005,80005,0.0158,0.0332,0.018,0.045,0.0506,0.0359,0.0351,0.0343,0.0344,0.0343,0,0.88
bloweybl,30004,70001,0.0147,0.0323,0.0179,0.0441,0.0441,0.0352,0.0344,0.0343,0.0343,0.0343,0,0.82
bmw3_2,227363,5757996,0.3197,0.7077,0.3257,0.5482,0.6769,0.766,0.8094,0.8072,0.7934,0.789,0,0.98
bmw7st_1,141348,3740507,0.1995,0.4528,0.203,0.3134,0.3837,0.444,0.4865,0.4972,0.4988,0.4994,0,0.98
bmwcra_1,148771,5396386,0.248,0.6287,0.2508,0.3741,0.4452,0.5328,0.5982,0.6178,0.6658,0.6736,0,0.99
bone010,986704,36326514,1.5248,4.239,1.5343,2.5696,2.9607,3.3639,3.969,3.9588,4.3882,4.5524,0,0.99
boneS01,127225,3421188,0.1809,0.3884,0.1838,0.2904,0.3582,0.4166,0.4721,0.4608,0.4724,0.4489,0,0.98
boneS10,914899,28191660,1.3328,3.4221,1.3428,2.3561,2.7614,3.1234,3.5537,3.4565,3.64,3.6602,0,0.99
boyd1,93280,652246,0.127,0.3753,0.1343,0.1869,0.2543,0.2874,0.358,0.3975,0.4247,0.4017,0,0.95
boyd2,466317,890091,0.5533,0.8908,0.6315,1.1928,1.1929,1.1948,1.1927,1.1935,1.1937,1.1937,0,0.88
brack2,62632,366559,0.038,0.07,0.0409,0.0999,0.1129,0.1024,0.0916,0.0801,0.0753,0.0729,0,0.93
brainpc2,27608,96601,0.0125,0.0266,0.0148,0.0393,0.0385,0.0384,0.0401,0.0401,0.0401,0.0417,0,0.84
bratu3d,27793,88627,0.0135,0.0201,0.0163,0.0311,0.0319,0.0213,0.0212,0.0213,0.0213,0.0213,0,0.83
Bump_2911,2911420,65320659,3.9297,7.7999,3.9777,7.2377,8.559,10.3141,11.0683,10.3419,7.9582,8.3522,0,0.99
bundle1,10582,390741,0.012,0.0225,0.0147,0.0229,0.0253,0.0278,0.0277,0.0294,0.0294,0.0303,0,0.82
bundle_adj,513352,10360701,0.6494,0.9664,0.6729,1.3198,1.6108,1.8538,1.8633,1.8743,1.8793,1.8834,0,0.97
c-42,10472,60378,0.0099,0.0134,0.0123,0.0196,0.0187,0.0179,0.0179,0.0171,0.0171,0.0172,0,0.8
c-43,11126,67400,0.0101,0.0135,0.0124,0.0204,0.0204,0.0204,0.0196,0.0196,0.0188,0.0188,0,0.81
c-45,13207,93829,0.0087,0.0142,0.0107,0.0228,0.0228,0.0229,0.0212,0.0211,0.0211,0.0212,0,0.81
c-46,14914,72655,0.012,0.016,0.0147,0.0253,0.0245,0.0236,0.0224,0.0228,0.022,0.022,0,0.82
c-47,15344,113372,0.0168,0.0208,0.0192,0.0281,0.0261,0.026,0.0261,0.0253,0.0262,0.026,0,0.88
c-48,18355,92217,0.0141,0.02,0.0172,0.0294,0.0278,0.0277,0.027,0.0269,0.0261,0.0261,0,0.82
c-49,21133,89087,0.015,0.0225,0.0179,0.0319,0.0294,0.0294,0.0278,0.0278,0.0277,0.027,0,0.84
c-50,22402,108013,0.0151,0.0241,0.0179,0.0343,0.0327,0.0327,0.0319,0.0319,0.0311,0.031,0,0.84
c-51,23197,113123,0.016,0.0248,0.0188,0.0343,0.0326,0.0326,0.031,0.0311,0.031,0.0303,0,0.85
c-52,23949,113332,0.0162,0.0258,0.0188,0.0359,0.0335,0.0334,0.0319,0.0319,0.031,0.0311,0,0.86
c-53,30236,201224,0.0185,0.0316,0.0213,0.0458,0.0449,0.0442,0.0425,0.0424,0.0416,0.0408,0,0.87
c-54,31794,211743,0.0195,0.0372,0.0221,0.0482,0.0466,0.0467,0.045,0.045,0.0442,0.0433,0,0.88
c-55,32781,218115,0.0256,0.0421,0.0286,0.0491,0.0491,0.0482,0.0466,0.0466,0.0467,0.0466,0,0.9
c-56,35911,208405,0.0218,0.0397,0.0254,0.0531,0.0515,0.0507,0.0498,0.0482,0.0475,0.0474,0,0.86
c-57,37834,221515,0.0206,0.0372,0.0237,0.0563,0.0548,0.054,0.0539,0.0531,0.0531,0.0523,0,0.87
c-58,37596,295076,0.0356,0.0535,0.0392,0.0614,0.0604,0.0597,0.0576,0.0572,0.0581,0.0581,0,0.91
c-59,41283,260909,0.0295,0.0511,0.033,0.0609,0.0588,0.0596,0.0572,0.0563,0.0564,0.0564,0,0.89
c-60,43641,171109,0.0238,0.0437,0.0269,0.0614,0.0588,0.058,0.0548,0.0547,0.053,0.0524,0,0.88
c-61,43619,176817,0.0247,0.0454,0.0277,0.0597,0.0563,0.0564,0.0531,0.0514,0.0506,0.0499,0,0.89
c-62,41732,300537,0.0347,0.0567,0.0383,0.0637,0.0645,0.0646,0.0621,0.062,0.0613,0.0614,0,0.91
c-62ghs,41732,300537,0.0345,0.0564,0.0384,0.0638,0.0645,0.0646,0.0621,0.062,0.0613,0.0613,0,0.9
c-63,44235,239469,0.0274,0.0511,0.031,0.0621,0.0596,0.0597,0.0565,0.0563,0.0556,0.0557,0,0.88
c-64,51036,384438,0.0284,0.0511,0.0318,0.0736,0.0719,0.0703,0.0696,0.0679,0.0678,0.0663,0,0.89
c-64b,51036,384438,0.0284,0.0511,0.0318,0.0735,0.0719,0.0703,0.0695,0.0687,0.0679,0.0662,0,0.89
c-65,48067,204297,0.0267,0.0503,0.0302,0.0654,0.0613,0.0614,0.0581,0.058,0.0563,0.0564,0,0.88
c-66,49990,274498,0.0289,0.056,0.0326,0.0704,0.0687,0.0686,0.067,0.0662,0.0654,0.0654,0,0.89
c-66b,49990,274498,0.0289,0.056,0.0327,0.0703,0.0686,0.0686,0.0671,0.0662,0.0654,0.0647,0,0.88
c-67b,57976,294955,0.0284,0.0593,0.0326,0.0818,0.0802,0.0793,0.0789,0.0785,0.0769,0.0769,0,0.87
c-68,64811,315408,0.0376,0.0718,0.0414,0.092,0.0892,0.0886,0.0829,0.0827,0.0802,0.0796,0,0.91
c-69,67459,345714,0.0383,0.0757,0.0425,0.0933,0.0899,0.0899,0.086,0.0851,0.0826,0.0826,0,0.9
c-70,68925,363955,0.0404,0.0791,0.0452,0.0958,0.0937,0.0926,0.0886,0.0885,0.087,0.0868,0,0.89
c-71,76639,468096,0.068,0.1155,0.0801,0.1202,0.1184,0.1184,0.1119,0.1123,0.1116,0.1114,0,0.85
c-73,169423,724348,0.2368,0.3334,0.2452,0.4173,0.4122,0.4118,0.4094,0.4023,0.4012,0.4,0,0.97
c-73b,169423,724348,0.2367,0.3336,0.2452,0.4169,0.4127,0.4112,0.4097,0.402,0.4021,0.4004,0,0.97
ca-AstroPh,18773,198110,0.0318,0.0314,0.0342,0.04,0.0342,0.0343,0.0334,0.0334,0.0334,0.0336,9,0.94
ca-CondMat,23134,93497,0.0195,0.0216,0.022,0.0277,0.0253,0.0245,0.0244,0.0236,0.0245,0.0229,0,0.89
cage14,1505786,27130349,4.8904,5.2294,4.9322,7.8327,6.5874,5.4168,5.222,5.1974,5.229,5.2286,0,0.99
cage15,5154860,99199551,20.997,22.2215,21.1221,31.0735,26.8189,22.8678,22.2163,22.2169,22.2182,22.2195,0,0.99
ca-HepPh,12009,118521,0.0187,0.0192,0.0204,0.0269,0.0253,0.022,0.0204,0.0204,0.0203,0.0204,0,0.92
caidaRouterLevel,192245,609066,0.1799,0.2668,0.1874,0.4192,0.2875,0.2706,0.2677,0.2668,0.268,0.2677,0,0.96
cant,62452,2034917,0.0705,0.234,0.0767,0.1053,0.1201,0.1384,0.1597,0.1882,0.2184,0.2457,0,0.92
case39,40217,526139,0.0212,0.056,0.0237,0.0457,0.0474,0.0497,0.0515,0.0531,0.0539,0.0572,0,0.89
case9,14455,75801,0.0075,0.0143,0.0098,0.0203,0.0204,0.0211,0.022,0.022,0.0228,0.0228,0,0.77
c-big,345242,1343126,0.504,0.7188,0.5356,0.9012,0.8803,0.8718,0.8399,0.8107,0.8004,0.7736,0,0.94
cbuckle,13682,345098,0.015,0.0373,0.0179,0.0236,0.0269,0.0294,0.0334,0.0359,0.0359,0.0399,0,0.84
ccc,49153,73728,0.0181,0.0445,0.0204,0.045,0.045,0.0448,0.0449,0.045,0.0449,0.0449,0,0.89
cfd1,70657,949510,0.0796,0.1262,0.0844,0.128,0.1626,0.1369,0.1357,0.1331,0.1308,0.1305,0,0.94
Chebyshev4,68122,5377761,0.299,1.0913,0.3031,0.3454,0.54,0.6041,1.0676,1.0927,1.093,1.0925,0,0.99
circuit_4,80210,307604,0.0907,0.1159,0.0921,0.1662,0.1797,0.1813,0.1472,0.1139,0.1129,0.1126,0,0.98
circuit5M,5558327,59524291,16.5883,23.7792,16.8732,29.6749,32.9793,33.2006,33.2945,33.1935,33.2563,33.2908,0,0.98
circuit5M_dc,3523318,19194193,6.8047,8.9476,6.9629,12.6765,11.3093,9.1936,8.999,8.9827,8.9709,8.9663,0,0.98
citationCiteseer,268496,1156647,0.3287,0.417,0.334,0.4253,0.42,0.4197,0.4195,0.4145,0.4178,0.4152,0,0.98
cit-Patents,3774769,16518948,8.7562,9.8587,8.8707,10.3798,9.8963,9.8731,9.8691,9.866,9.8674,9.8655,0,0.99
ckt11752_dc_1,49703,333029,0.0289,0.0544,0.0317,0.0818,0.0834,0.0743,0.0704,0.0687,0.0679,0.067,0,0.91
ckt11752_tr_0,49703,333029,0.0287,0.0544,0.0318,0.0818,0.0834,0.0744,0.0703,0.0687,0.0687,0.067,0,0.9
cnr-2000,325558,3216152,0.3788,0.57,0.3859,0.8024,0.8209,0.8296,0.7804,0.7634,0.7469,0.7215,0,0.98
CO,221120,3943588,0.3902,0.4898,0.3913,0.8526,0.8572,0.8559,0.8402,0.808,0.7878,0.4936,0,1.0
coAuthorsCiteseer,227321,814134,0.2215,0.3541,0.2281,0.5923,0.5965,0.5217,0.4528,0.411,0.3908,0.3789,0,0.97
coAuthorsDBLP,299068,977676,0.2928,0.4682,0.3013,0.8131,0.8004,0.7012,0.6063,0.5523,0.5232,0.5057,0,0.97
cond-mat-2003,31164,120029,0.0177,0.0306,0.0203,0.0489,0.0433,0.0383,0.0359,0.0351,0.0342,0.0335,0,0.87
cond-mat-2005,40422,175693,0.0241,0.0412,0.0269,0.0646,0.0572,0.049,0.0466,0.0457,0.0449,0.0449,0,0.9
conf5_4-8x8-05,49153,1916928,0.0783,0.2125,0.0801,0.0867,0.1137,0.1776,0.1957,0.2006,0.2137,0.2137,0,0.98
conf5_4-8x8-10,49153,1916928,0.0779,0.2117,0.0801,0.0866,0.1137,0.1776,0.1957,0.2006,0.2137,0.2137,0,0.97
conf5_4-8x8-15,49153,1916928,0.0778,0.2117,0.0801,0.0875,0.1139,0.1776,0.196,0.2006,0.2137,0.2137,0,0.97
conf5_4-8x8-20,49153,1916928,0.0779,0.2117,0.0797,0.0871,0.1137,0.1784,0.1965,0.2006,0.2137,0.2137,0,0.98
conf6_0-8x8-20,49153,1916928,0.0779,0.2125,0.0801,0.0867,0.1138,0.1784,0.1963,0.2006,0.2137,0.2137,0,0.97
conf6_0-8x8-30,49153,1916928,0.078,0.2117,0.0801,0.0867,0.1137,0.1776,0.1957,0.2006,0.2138,0.2137,0,0.97
conf6_0-8x8-80,49153,1916928,0.0778,0.2125,0.0801,0.0867,0.1138,0.1821,0.1964,0.2006,0.2138,0.2137,0,0.97
consph,83335,3046907,0.1366,0.3566,0.14,0.1842,0.2069,0.2511,0.3047,0.3237,0.3504,0.3528,0,0.98
cont-201,80596,239596,0.0331,0.0749,0.0367,0.1096,0.1113,0.0769,0.077,0.077,0.0768,0.0769,0,0.9
cont-300,180896,539396,0.1854,0.2841,0.1954,0.4712,0.428,0.2827,0.2827,0.2827,0.2832,0.2831,0,0.95
coPapersCiteseer,434103,16036720,0.7684,1.8577,0.7936,1.2827,1.4432,1.5306,1.5684,1.5814,1.6248,1.7267,0,0.97
coPapersDBLP,540487,15245729,0.9274,1.9452,0.9545,1.6423,1.8259,1.9125,1.9221,1.9137,1.9305,1.9987,0,0.97
copter1,17223,114143,0.0129,0.0225,0.0147,0.0318,0.0367,0.0237,0.0236,0.0237,0.0237,0.0237,0,0.88
CoupCons3D,416801,22322336,1.0535,2.531,1.0724,1.7224,1.722,2.0143,2.1942,2.4608,2.4609,2.7952,0,0.98
crankseg_1,52805,5333507,0.1735,0.5317,0.1835,0.1942,0.2191,0.2823,0.3152,0.3763,0.447,0.4835,0,0.95
crankseg_2,63839,7106348,0.2399,0.7714,0.2423,0.2592,0.2923,0.3828,0.4318,0.51,0.5988,0.6429,0,0.99
crplat2,18011,489478,0.0168,0.0561,0.0195,0.0293,0.0309,0.0367,0.0391,0.0442,0.0458,0.0506,0,0.86
crystk02,13966,491274,0.0178,0.0552,0.0204,0.0277,0.0303,0.0343,0.0408,0.0425,0.049,0.054,0,0.87
crystk03,24697,887937,0.0283,0.0995,0.031,0.0425,0.0473,0.0556,0.0678,0.0735,0.0843,0.095,0,0.91
crystm02,13966,168435,0.016,0.0249,0.0179,0.0318,0.035,0.0269,0.0262,0.0262,0.0269,0.0268,0,0.89
crystm03,24697,304233,0.025,0.0413,0.027,0.0523,0.0563,0.0425,0.0425,0.0426,0.0425,0.0425,0,0.93
ct2010,67579,168176,0.0322,0.0544,0.0351,0.0883,0.063,0.058,0.0573,0.0564,0.0572,0.0556,0,0.92
ct20stif,52330,1375396,0.045,0.1618,0.049,0.0768,0.0891,0.1072,0.1153,0.1301,0.1408,0.1514,0,0.92
Cube_Coup_dt0,2164761,64685452,3.2348,7.8186,3.2439,6.1407,6.8341,7.1269,8.0833,8.3731,8.7981,8.1093,0,1.0
Cube_Coup_dt6,2164761,64685452,3.2404,7.1853,3.229,6.1495,6.8348,7.1284,8.0833,8.632,8.8354,7.5257,1,1.0
CurlCurl_0,11084,62213,0.0067,0.0142,0.009,0.0171,0.0211,0.0171,0.0163,0.0154,0.0146,0.0146,0,0.74
CurlCurl_4,2380516,14448191,2.7623,4.6555,2.7885,6.4483,8.459,4.7831,4.6784,4.6538,4.6557,4.656,0,0.99
cvxqp3,17501,69981,0.0114,0.0176,0.0133,0.0207,0.0204,0.0203,0.0187,0.0195,0.0187,0.0187,0,0.86
cyl6,13682,363961,0.0148,0.0355,0.0163,0.0221,0.0236,0.0269,0.0286,0.0318,0.0326,0.0359,0,0.91
darcy003,389875,1167685,0.5942,0.8566,0.6159,1.2487,1.1357,0.8794,0.8627,0.8583,0.8583,0.8587,0,0.96
dawson5,51538,531157,0.0359,0.0724,0.0391,0.0802,0.1014,0.0949,0.0925,0.0842,0.0778,0.0744,0,0.92
dblp-2010,326187,807700,0.3249,0.4568,0.3419,0.7454,0.7309,0.6294,0.5508,0.508,0.4844,0.473,0,0.95
dc3,116836,766396,0.1655,0.292,0.1714,0.4494,0.4846,0.4791,0.468,0.4667,0.4597,0.4563,0,0.97
de2010,24116,58028,0.0137,0.0202,0.0162,0.0335,0.0237,0.0228,0.0228,0.0228,0.0228,0.0212,0,0.85
debr,1048577,2097149,1.4491,2.0182,1.4731,3.1377,2.0177,2.0189,2.019,2.0186,2.0174,2.0179,0,0.98
delaunay_n15,32769,98274,0.0136,0.0265,0.0163,0.0449,0.0474,0.0416,0.0326,0.0294,0.0294,0.0286,0,0.83
delaunay_n16,65537,196575,0.025,0.0519,0.0277,0.085,0.0911,0.0777,0.0604,0.0564,0.0547,0.0539,0,0.9
delaunay_n17,131073,393176,0.1424,0.2117,0.1484,0.3451,0.3409,0.2735,0.2137,0.2022,0.2115,0.2113,0,0.96
delaunay_n18,262145,786396,0.2917,0.469,0.3024,0.7306,0.7908,0.6615,0.5078,0.4774,0.4719,0.4692,0,0.96
delaunay_n19,524289,1572823,0.5928,0.9621,0.6113,1.4761,1.6006,1.3652,1.0674,0.9812,0.9662,0.9647,0,0.97
delaunay_n20,1048577,3145686,1.1879,1.9248,1.2195,2.9613,3.1856,2.6732,2.1138,1.9528,1.9298,1.9274,0,0.97
delaunay_n21,2097153,6291408,2.3809,3.8893,2.4398,5.9244,6.4179,5.5064,4.3157,3.9503,3.8956,3.8926,0,0.98
delaunay_n22,4194305,12582869,4.7548,7.7268,4.87,11.7978,12.7613,10.7502,8.4815,7.8305,7.7385,7.7283,0,0.98
denormal,89401,622812,0.1043,0.1571,0.1127,0.3393,0.2861,0.1583,0.1582,0.1578,0.1582,0.1578,0,0.93
dictionary28,52653,89038,0.0192,0.0289,0.0214,0.0533,0.0416,0.0368,0.0359,0.0359,0.0351,0.0342,0,0.9
dielFilterV2clx,607233,12958252,1.0319,1.6405,1.0404,2.1327,2.3817,2.3655,2.231,2.1285,2.0502,1.9705,0,0.99
dielFilterV2real,1157457,24848204,1.9713,3.1551,1.9871,4.0974,4.531,4.4779,4.2311,4.0178,3.8718,3.6896,0,0.99
dielFilterV3clx,420409,16653308,0.97,1.9821,0.9752,1.5398,1.7548,1.931,2.027,2.0888,2.1405,2.1568,0,0.99
Dubcova1,16130,134569,0.0126,0.0225,0.0147,0.0309,0.0343,0.0351,0.031,0.0294,0.0286,0.0261,0,0.86
Dubcova3,146690,1891669,0.2189,0.3082,0.2225,0.356,0.4871,0.4989,0.5044,0.5032,0.4373,0.4398,0,0.98
e40r0100,17282,553562,0.0301,0.0642,0.0327,0.0391,0.045,0.0525,0.0592,0.0646,0.0704,0.0713,0,0.92
EAT_RS,23220,325592,0.0476,0.0487,0.0502,0.0681,0.0566,0.0532,0.0522,0.0515,0.0507,0.0507,0,0.95
ecology1,1000001,2998000,1.1412,1.6829,1.142,3.6921,1.6824,1.6822,1.6825,1.6821,1.6823,1.6824,0,1.0
ecology2,1000000,2997995,1.1401,1.6825,1.1426,3.7053,1.6825,1.6822,1.6824,1.6826,1.6826,1.6821,0,1.0
email-Enron,36693,183831,0.0225,0.0379,0.0245,0.0498,0.0531,0.053,0.0514,0.0498,0.049,0.0482,0,0.92
Emilia_923,923137,20964171,1.3101,2.5054,1.3209,2.5106,2.9501,3.3901,3.3367,3.1481,2.7587,2.6586,0,0.99
engine,143572,2424822,0.238,0.3274,0.2441,0.4097,0.4674,0.4916,0.4923,0.4514,0.3483,0.3456,0,0.98
enron,69245,276143,0.037,0.0421,0.0392,0.0474,0.0474,0.0467,0.0476,0.0474,0.0483,0.0482,0,0.94
eu-2005,862665,19235140,1.4401,2.1453,1.4481,2.7942,2.9379,2.9566,2.9181,2.8808,2.8339,2.7674,0,0.99
ex11,16615,1096948,0.0379,0.1183,0.04,0.0416,0.045,0.0548,0.0662,0.0794,0.095,0.1088,0,0.95
ex19,12006,259879,0.0164,0.0323,0.0188,0.0262,0.031,0.031,0.0351,0.0352,0.0351,0.0351,0,0.87
F1,343792,13590452,0.8676,1.6672,0.8761,1.2724,1.4204,1.6393,1.6537,1.6474,1.6712,1.68,0,0.99
F2,71506,2682895,0.1262,0.3226,0.1289,0.1657,0.1869,0.2551,0.2709,0.2872,0.3018,0.3063,0,0.98
Fault_639,638803,14626683,0.8962,1.7578,0.9058,1.6829,1.9909,2.4007,2.4016,2.2568,2.0372,1.9523,0,0.99
fcondp2,201823,5748069,0.2844,0.7034,0.2905,0.456,0.5592,0.6493,0.7304,0.7866,0.8054,0.8266,0,0.98
fem_hifreq_circuit,491101,20239237,1.5711,2.3611,1.5832,2.1919,2.748,2.6911,2.7398,2.6601,2.6025,2.4447,0,0.99
filter3D,106438,1406808,0.1536,0.194,0.156,0.3243,0.3293,0.299,0.2145,0.2076,0.2056,0.2032,0,0.98
finance256,37377,167936,0.0219,0.0404,0.0245,0.0654,0.0539,0.0515,0.0483,0.0474,0.0458,0.0441,0,0.89
Flan_1565,1564795,59485419,2.4951,6.9182,2.5083,4.2034,4.8529,5.4877,6.2603,6.1696,6.6163,7.2271,0,0.99
flickr,820879,9837214,1.8897,1.9823,1.9155,2.5774,2.4941,2.3483,2.2324,2.1455,2.0759,2.0182,0,0.99
foldoc,13357,120238,0.0128,0.0191,0.0154,0.0277,0.0294,0.0302,0.0294,0.0269,0.022,0.0214,0,0.83
Freescale1,3428756,18920347,7.8516,9.9928,8.0638,13.0209,12.1181,10.1974,10.0494,10.0314,10.0181,10.0126,0,0.97
fullb,199188,5953632,0.3024,0.727,0.3134,0.4549,0.5791,0.6488,0.7435,0.778,0.7924,0.7925,0,0.96
FullChip,2987013,26621990,6.8305,10.1629,6.9111,12.833,15.8093,15.693,15.3065,14.8905,13.4663,11.9644,0,0.99
fxm4_6,18893,258368,0.0178,0.0347,0.0204,0.0325,0.0342,0.036,0.037,0.0367,0.0384,0.0384,0,0.87
G2_circuit,150103,438388,0.1747,0.2617,0.1772,0.5248,0.2599,0.2598,0.26,0.2603,0.2605,0.2608,0,0.99
G3_circuit,1585479,4623152,2.0451,3.0785,2.0486,5.55,3.0778,3.0779,3.0786,3.0783,3.0776,3.0779,0,1.0
Ga10As10H30,113082,3114357,0.2269,0.3611,0.2295,0.4522,0.4552,0.4656,0.4733,0.4767,0.4862,0.3903,0,0.99
Ga19As19H42,133124,4508981,0.3007,0.5521,0.3052,0.5424,0.5497,0.5656,0.5996,0.6222,0.6659,0.5495,0,0.99
Ga3As3H12,61350,3016148,0.1562,0.3618,0.16,0.2016,0.2115,0.2294,0.2509,0.2879,0.321,0.3253,0,0.98
Ga41As41H72,268097,9378286,0.6146,1.1291,0.6202,1.095,1.1079,1.152,1.214,1.2744,1.3728,1.1182,0,0.99
GaAsH6,61350,1721579,0.1118,0.2077,0.1149,0.1606,0.1633,0.1715,0.1826,0.1942,0.2142,0.2037,0,0.97
gas_sensor,66918,885141,0.062,0.1111,0.0657,0.108,0.1471,0.1167,0.1169,0.1161,0.1144,0.1145,0,0.94
Ge87H76,112986,4002590,0.2673,0.4919,0.2716,0.4665,0.4733,0.4936,0.5235,0.5608,0.5893,0.5008,0,0.98
Ge99H100,112986,4282190,0.2777,0.5133,0.2818,0.471,0.4776,0.5026,0.5433,0.5875,0.6144,0.5226,0,0.99
