dataSet,rows_,columns_,nonzeros_,Sputnik_time,Sputnik_gflops,cuSPARSE_time,cuSPARSE_gflops,rode,ours_gflops
kkt_power, 2063494, 2063494, 8130343, 6.182944, 605.025965, 5.480448, 682.579531, 4.386714, 852.766383
kron_g500-logn16, 65536, 65536, 2456398, 0.811827, 1549.088391, 0.616314, 2040.506753, 0.587776, 2139.577115
kron_g500-logn17, 131072, 131072, 5114375, 1.627507, 1608.877764, 1.249997, 2094.773562, 1.256621, 2083.731372
kron_g500-logn18, 262144, 262144, 10583222, 3.153206, 1718.400791, 2.592218, 2090.284540, 2.525389, 2145.599373
kron_g500-logn19, 524288, 524288, 21781478, 6.414439, 1738.568328, 4.993536, 2233.275148, 4.986880, 2236.255853
kron_g500-logn20, 1048576, 1048576, 44620272, 12.456653, 1833.988380, 10.983503, 2079.969846, 10.472836, 2181.391702
laminar_duct3D, 67173, 67173, 3833077, 0.200704, 4889.128769, 0.433050, 2265.947710, 0.229766, 4270.719057
language, 399130, 399130, 1216334, 0.865894, 359.606783, 0.871123, 357.448289, 0.561562, 554.492174
largebasis, 440020, 440020, 5560100, 1.032704, 1378.309408, 1.407568, 1011.237555, 1.067827, 1332.973694
ldoor, 952203, 952203, 23737339, 3.784909, 3146.642262, 4.874528, 2443.262876, 5.189837, 2294.822336
lhr34, 35152, 35152, 764014, 0.059085, 3310.285801, 0.087021, 2247.595729, 0.040960, 4775.087621
lhr34c, 35152, 35152, 764014, 0.058880, 3321.799926, 0.087040, 2247.099970, 0.040848, 4788.180314
lhr71, 70304, 70304, 1528092, 0.121446, 3221.104688, 0.174490, 2241.918944, 0.094083, 4157.931960
lhr71c, 70304, 70304, 1528092, 0.121107, 3230.126386, 0.174253, 2244.965708, 0.093917, 4165.299093
li, 22695, 22695, 1350309, 0.133734, 2584.818050, 0.146534, 2359.030475, 0.095718, 3611.417428
ljournal-2008, 5363260, 5363260, 79023142, 32.712910, 618.407993, 19.701645, 1026.813977, 18.136576, 1115.421407
Long_Coup_dt0, 1470152, 1470152, 44279572, 5.942170, 3751.959900, 8.763072, 2544.174170, 7.650503, 2914.159056
Long_Coup_dt6, 1470152, 1470152, 44279572, 5.948288, 3748.100645, 8.799744, 2533.571753, 7.650611, 2914.117790
lowThrust_10, 18260, 18260, 116074, 0.143565, 395.871978, 0.033766, 1683.131119, 0.031424, 1808.594655
lowThrust_11, 18368, 18368, 117002, 0.143974, 397.939190, 0.033923, 1688.904832, 0.030038, 1907.327060
lowThrust_12, 18458, 18458, 117423, 0.145408, 395.410215, 0.033997, 1691.212370, 0.029389, 1956.385000
lowThrust_13, 18476, 18476, 117580, 0.144765, 397.704622, 0.033894, 1698.617884, 0.029389, 1959.033083
lowThrust_4, 13562, 13562, 84240, 0.108198, 380.804433, 0.028563, 1442.500488, 0.026598, 1549.056793
lowThrust_5, 16262, 16262, 103701, 0.129229, 392.965547, 0.031629, 1605.576718, 0.028771, 1765.044997
lowThrust_6, 16928, 16928, 108376, 0.133642, 397.191771, 0.032563, 1630.102172, 0.028442, 1866.327698
lowThrust_7, 17378, 17378, 110607, 0.136294, 397.372274, 0.033382, 1622.400264, 0.029421, 1840.861493
lowThrust_8, 17702, 17702, 113139, 0.138547, 399.935312, 0.033485, 1654.778353, 0.029571, 1873.779931
lowThrust_9, 18044, 18044, 114806, 0.141005, 398.672837, 0.033792, 1663.552981, 0.030010, 1873.226668
lp1, 534388, 534388, 1088904, 7.845581, 53.624520, 1.104752, 380.823508, 0.764826, 550.080345
luxembourg_osm, 114599, 114599, 119666, 0.131379, 466.352303, 0.189434, 323.432551, 0.134214, 456.500878
m14b, 214765, 214765, 1679018, 0.524570, 1638.785787, 0.593715, 1447.928618, 0.413491, 2079.021786
mario001, 38434, 38434, 114643, 0.027955, 1887.875372, 0.042173, 1251.421244, 0.021402, 2465.980799
mario002, 389874, 389874, 1167685, 0.723530, 743.463666, 1.128141, 476.818086, 0.758170, 709.495540
mark3jac040sc, 18289, 18289, 113435, 0.019024, 1526.459244, 0.024560, 1182.384365, 0.014525, 1999.295056
mark3jac060sc, 27449, 27449, 170695, 0.026602, 1642.680100, 0.031731, 1377.127865, 0.019354, 2257.870388
me2010, 69518, 69518, 167738, 0.054163, 1585.612677, 0.069632, 1233.367652, 0.043725, 1964.145237
memplus, 17758, 17758, 126150, 0.027443, 1176.772373, 0.027818, 1160.934045, 0.019888, 1623.813339
mip1, 66463, 66463, 5209641, 1.942221, 1364.583036, 0.949658, 2790.818057, 0.406528, 6519.407494
ML_Laplace, 377002, 377002, 27689972, 1.263098, 5612.102333, 2.636288, 2688.868834, 2.088358, 3394.356614
mouse_gene, 45101, 45101, 14506196, 3.054592, 2427.697917, 3.355546, 2209.961588, 3.442995, 2153.830122
msc10848, 10848, 10848, 620313, 0.074176, 4244.272560, 0.137283, 2293.238951, 0.057040, 5519.340256
msc23052, 23052, 23052, 588933, 0.067974, 4349.172361, 0.116131, 2545.675822, 0.071763, 4119.554114
msdoor, 415863, 415863, 10328399, 1.541427, 3361.611406, 2.151219, 2408.717538, 2.176922, 2380.278294
m_t1, 97578, 97578, 4925574, 0.528765, 4722.163474, 1.052186, 2373.073578, 0.564838, 4420.580963
mult_dcop_01, 25187, 25187, 193276, 0.420947, 117.541235, 0.039046, 1267.175847, 0.029712, 1665.275148
mult_dcop_02, 25187, 25187, 193276, 0.421002, 117.526058, 0.039424, 1255.038987, 0.029798, 1660.446713
mult_dcop_03, 25187, 25187, 193216, 0.421069, 117.470814, 0.038902, 1271.471615, 0.029981, 1649.832451
NACA0015, 1039183, 1039183, 3114818, 3.508429, 454.558675, 3.782861, 421.582194, 2.865664, 556.515651
nasasrb, 54870, 54870, 1366097, 0.212275, 3228.803740, 0.248115, 2762.406044, 0.181862, 3768.755590
nd12k, 36000, 36000, 7128473, 1.522986, 2390.411496, 1.569690, 2319.288010, 0.644506, 5648.612204
nd24k, 72000, 72000, 14393817, 3.063171, 2399.866620, 3.176992, 2313.887546, 1.369805, 5366.605883
nd6k, 18000, 18000, 3457658, 0.737690, 2393.571658, 0.760013, 2323.267260, 0.282858, 6242.409046
net100, 29920, 29920, 1031560, 0.153805, 3384.154397, 0.225107, 2312.228202, 0.160458, 3243.842627
net125, 36720, 36720, 1306960, 0.190432, 3464.560575, 0.282010, 2339.506160, 0.198522, 3323.382407
net150, 43520, 43520, 1582360, 0.234490, 3407.516467, 0.338330, 2361.682800, 0.242483, 3295.185667
net4-1, 88343, 88343, 1265035, 0.345907, 1807.080314, 0.316634, 1974.149617, 0.266752, 2343.308021
net50, 16320, 16320, 480760, 0.073421, 3295.676484, 0.109635, 2207.057625, 0.074650, 3241.426517
net75, 23120, 23120, 756160, 0.117043, 3257.217927, 0.166483, 2289.931963, 0.118589, 3214.765503
netherlands_osm, 2216688, 2216688, 2441238, 3.511082, 355.991106, 4.145799, 301.489293, 2.815590, 443.926013
nh2010, 48837, 48837, 117275, 0.038810, 1547.163570, 0.048128, 1247.606386, 0.029686, 2022.636608
NLR, 4163763, 4163763, 12487976, 15.413658, 414.816759, 15.866879, 402.967944, 12.916941, 494.996769
NotreDame_www, 325729, 325729, 929849, 0.386061, 616.590283, 0.714854, 332.992774, 0.323994, 734.709993
nv2010, 84538, 84538, 208499, 0.081498, 1309.872819, 0.118781, 898.726770, 0.089565, 1191.891097
ohne2, 181343, 181343, 11063545, 1.039990, 2723.359227, 1.251421, 2263.241554, 1.086566, 2606.621779
oilpan, 73752, 73752, 1835470, 0.204877, 4494.799355, 0.356829, 2580.733689, 0.323379, 2847.678852
olafu, 16146, 16146, 515651, 0.085914, 3024.898740, 0.097914, 2654.176117, 0.054374, 4779.453618
onetone2, 36057, 36057, 227628, 0.032861, 1773.321614, 0.038589, 1510.095324, 0.021709, 2684.292465
OPF_10000, 43887, 43887, 255799, 0.047616, 2514.575323, 0.058266, 2054.969153, 0.036845, 3249.685695
opt1, 15449, 15449, 973052, 0.104013, 4751.796736, 0.203878, 2424.227743, 0.082227, 6010.756518
p2p-Gnutella31, 62586, 62586, 147892, 0.037581, 1007.438691, 0.047507, 796.939249, 0.023142, 1635.973424
parabolic_fem, 525825, 525825, 2100225, 1.415475, 664.585303, 2.113536, 445.085377, 1.613126, 583.155800
patents, 3774768, 3774768, 14970767, 9.866720, 388.428619, 10.677463, 358.935117, 7.407514, 517.382302
pattern1, 19242, 19242, 4671337, 0.708502, 3368.793998, 1.026765, 2324.581688, 0.969523, 2461.827108
pcrystk02, 13965, 13965, 491274, 0.050058, 4953.438408, 0.103322, 2399.858772, 0.049744, 4984.666349
pcrystk03, 24696, 24696, 887937, 0.088026, 5092.854459, 0.182989, 2449.885301, 0.088371, 5072.937464
pct20stif, 52329, 52329, 1375396, 0.193098, 3577.499234, 0.258858, 2668.673846, 0.157981, 4372.724593
pdb1HYS, 36417, 36417, 2190591, 0.317645, 3501.583538, 0.455267, 2443.092457, 0.181350, 6133.208705
pds10, 16558, 16558, 83108, 0.022835, 1677.780303, 0.027648, 1385.722276, 0.018230, 2101.569306
PFlow_742, 742793, 742793, 18940627, 3.348710, 2839.136654, 3.916599, 2427.475267, 3.628134, 2620.477802
pkustk01, 22044, 22044, 500712, 0.059398, 4221.010611, 0.096666, 2593.696955, 0.052624, 4764.390472
pkustk02, 10800, 10800, 410400, 0.038893, 5331.578134, 0.077018, 2692.371637, 0.036128, 5739.592651
pkustk03, 63336, 63336, 1596876, 0.157792, 5078.752512, 0.322755, 2482.954610, 0.215757, 3714.304737
pkustk04, 55590, 55590, 2137125, 0.275539, 3919.503761, 0.423213, 2551.853166, 0.205942, 5244.073101
pkustk05, 37164, 37164, 1121154, 0.111002, 5085.664260, 0.216250, 2610.487328, 0.117862, 4789.626274
pkustk06, 43164, 43164, 1307466, 0.129331, 5090.594007, 0.250880, 2624.253030, 0.135779, 4848.847234
pkustk07, 16860, 16860, 1217832, 0.139264, 4446.330900, 0.261427, 2368.589788, 0.117146, 5285.847995
pkustk08, 22209, 22209, 1624440, 0.182170, 4534.388594, 0.346291, 2385.355898, 0.162304, 5089.386558
pkustk09, 33960, 33960, 808800, 0.078438, 5168.537778, 0.158822, 2552.611133, 0.093062, 4356.344092
pkustk10, 80676, 80676, 2194830, 0.223744, 4930.187402, 0.454656, 2426.229831, 0.360653, 3058.620065
pkustk11, 87804, 87804, 2652858, 0.285382, 4680.686401, 0.522342, 2557.298590, 0.415203, 3217.184994
pkustk12, 94653, 94653, 3803485, 0.454042, 4235.632268, 0.767078, 2507.114205, 0.496128, 3876.324664
pkustk13, 94893, 94893, 3355860, 0.512205, 3307.090728, 0.698573, 2424.812079, 0.507904, 3335.094221
pkustk14, 151926, 151926, 7494215, 0.886976, 4282.128505, 1.551741, 2447.667119, 0.930838, 4080.348477
pli, 22695, 22695, 686502, 0.133632, 2586.798768, 0.146022, 2367.301841, 0.095949, 3602.745559
PR02R, 161070, 161070, 8185136, 0.570061, 3675.739321, 0.875418, 2393.594534, 0.752947, 2782.924023
Pres_Poisson, 14822, 14822, 365313, 0.041654, 4399.195001, 0.065920, 2779.821306, 0.048845, 3751.593338
pwtk, 217918, 217918, 5926171, 0.620237, 4802.057292, 1.199994, 2482.023669, 1.136026, 2621.782901
qa8fk, 66127, 66127, 863353, 0.128614, 3305.292549, 0.141926, 2995.272453, 0.110182, 3858.222425
qa8fm, 66127, 66127, 863353, 0.128410, 3310.564188, 0.141722, 2999.600915, 0.110147, 3859.455494
raefsky3, 21200, 21200, 1488768, 0.055936, 6813.583191, 0.119296, 3194.781052, 0.067274, 5665.292391
raefsky4, 19779, 19779, 674195, 0.076269, 4459.548654, 0.138445, 2456.751018, 0.069939, 4863.144073
rajat15, 37261, 37261, 443573, 0.103728, 1094.735192, 0.059370, 1912.673967, 0.044134, 2572.929275
rajat22, 39899, 39899, 197264, 0.092019, 548.793989, 0.037978, 1329.720253, 0.026179, 1928.996425
rajat26, 51032, 51032, 249302, 0.097277, 656.079470, 0.047142, 1353.798495, 0.030179, 2114.745020
rajat29, 643994, 643994, 4866270, 14.299853, 87.117334, 1.711616, 727.829817, 1.286842, 968.079627
rajat30, 643994, 643994, 6175377, 15.197798, 104.021418, 1.787187, 884.572426, 1.453805, 1087.420082
ramage02, 16830, 16830, 1441591, 0.198035, 3705.331656, 0.306781, 2391.890669, 0.195885, 3746.008430
Reuters911, 13332, 13332, 148038, 0.075674, 1001.610310, 0.046490, 1630.374472, 0.039341, 1926.637382
rgg_n_2_15_s0, 32768, 32768, 160240, 0.041779, 1963.725526, 0.050893, 1612.072432, 0.036554, 2244.454145
rgg_n_2_22_s0, 4194304, 4194304, 30359198, 22.300980, 697.005676, 9.047552, 1718.023820, 6.451168, 2409.472088
ri2010, 25181, 25181, 62875, 0.022006, 1462.847176, 0.032973, 976.319854, 0.018461, 1743.803109
rim, 22560, 22560, 1014951, 0.094925, 2737.192511, 0.103501, 2510.390911, 0.061030, 4257.344813
RM07R, 381689, 381689, 37464962, 2.460672, 3897.728053, 4.205600, 2280.537932, 1.984605, 4832.715360
rma10, 46835, 46835, 2374001, 0.178176, 3410.921020, 0.225856, 2690.848468, 0.128275, 4737.815559
roadNet-CA, 1971281, 1971281, 2766607, 3.432243, 412.704648, 3.522950, 402.078553, 2.356838, 601.018200
roadNet-PA, 1090920, 1090920, 1541898, 1.881946, 419.487031, 1.944474, 405.997673, 1.307440, 603.814920
roadNet-TX, 1393383, 1393383, 1921660, 2.384691, 412.585874, 2.479309, 396.840395, 1.663462, 591.471074
s3dkq4m2, 90449, 90449, 2455670, 0.241664, 5106.875968, 0.487219, 2533.044921, 0.458752, 2690.229281
s3dkt3m2, 90449, 90449, 1921955, 0.188928, 5085.990618, 0.386253, 2487.712697, 0.425984, 2255.685691
s4dkt3m2, 90449, 90449, 1921955, 0.188835, 5088.489844, 0.387891, 2477.205007, 0.426067, 2255.245171
Serena, 1391349, 1391349, 32961525, 9.261671, 1783.707931, 6.304336, 2620.436953, 7.358259, 2245.112038
shermanACb, 18510, 18510, 145149, 0.220672, 168.386302, 0.028979, 1282.234977, 0.026323, 1411.612001
ship_001, 34920, 34920, 2339575, 0.243491, 4882.816695, 0.499610, 2379.703769, 0.173546, 6850.780930
ship_003, 121728, 121728, 4103881, 0.479846, 4313.932085, 0.821430, 2520.024474, 0.656246, 3154.340548
shipsec1, 140874, 140874, 3977139, 0.453050, 4415.038377, 0.814797, 2454.883662, 0.738000, 2710.340641
shipsec5, 179860, 179860, 5146478, 0.600371, 4312.252985, 1.069875, 2419.863998, 0.944941, 2739.804114
shipsec8, 114919, 114919, 3384159, 0.386765, 4403.891445, 0.676352, 2518.319164, 0.608176, 2800.620484
Si10H16, 17077, 17077, 446500, 0.083558, 2683.587671, 0.106797, 2099.653601, 0.065126, 3443.093491
Si34H36, 97569, 97569, 2626974, 0.500326, 2638.343763, 0.601254, 2195.464998, 0.491315, 2686.733416
Si41Ge41H72, 185639, 185639, 7598452, 1.446912, 2655.920908, 1.725434, 2227.198991, 1.155379, 3326.080165
Si5H12, 19896, 19896, 379247, 0.071683, 2637.732310, 0.086835, 2177.470529, 0.069325, 2727.466868
Si87H76, 240369, 240369, 5451000, 1.083392, 2519.289099, 1.240371, 2200.452152, 1.183018, 2307.131740
sinc15, 11532, 11532, 568526, 0.052838, 2754.486589, 0.068477, 2125.430095, 0.050790, 2865.554474
SiO, 33401, 33401, 675528, 0.118886, 2837.327752, 0.148275, 2274.956890, 0.112006, 3011.610711
SiO2, 155331, 155331, 5719417, 0.714554, 4042.491410, 1.304195, 2214.834665, 1.169613, 2469.686374
skirt, 12598, 12598, 104559, 0.022221, 2264.055368, 0.027238, 1846.992563, 0.015974, 3149.359083
smallworld, 100000, 100000, 499998, 0.153293, 1670.000011, 0.204586, 1251.304960, 0.124195, 2061.263140
sme3Dc, 42930, 42930, 3148656, 0.339763, 2372.405145, 0.362422, 2224.078720, 0.343738, 2344.974570
smt, 25710, 25710, 1889447, 0.217498, 4417.589230, 0.398259, 2412.537057, 0.176970, 5429.266414
soc-LiveJournal1, 4847571, 4847571, 68993773, 29.815821, 592.383698, 25.107456, 703.472557, 22.156067, 797.181466
soc-sign-Slashdot090221, 82144, 82144, 549202, 0.089274, 1574.885624, 0.101069, 1391.089232, 0.070451, 1995.646802
sparsine, 50000, 50000, 799494, 0.192102, 2064.216456, 0.193338, 2051.028550, 0.180634, 2195.277723
srb1, 54924, 54924, 1508538, 0.122880, 6171.149707, 0.297075, 2552.589081, 0.193331, 3922.340983
Stanford, 281903, 281903, 2312497, 1.555149, 380.670477, 0.824717, 717.821271, 0.495411, 1194.965365
std1_Jac2, 21982, 21982, 1248731, 0.108851, 2936.808712, 0.145920, 2190.756103, 0.089056, 3589.596953
std1_Jac3, 21982, 21982, 1455848, 0.120115, 3102.830435, 0.163021, 2286.193446, 0.107008, 3482.889816
stokes128, 49666, 49666, 295938, 0.048128, 2971.244687, 0.075469, 1894.823548, 0.039936, 3580.730759
stokes64, 12546, 12546, 74242, 0.015430, 2323.251797, 0.028160, 1273.036371, 0.011878, 3017.974063
struct3, 53570, 53570, 613632, 0.103008, 2916.915923, 0.105949, 2835.951398, 0.069530, 4321.406545
t2dah, 11445, 11445, 93781, 0.019968, 2257.910250, 0.023654, 1906.028154, 0.011776, 3828.630350
t2dah_a, 11445, 11445, 93781, 0.019885, 2267.357646, 0.023347, 1931.107419, 0.011571, 3896.393741
t2dah_e, 11445, 11445, 93781, 0.020042, 2249.618408, 0.023552, 1914.315175, 0.011776, 3828.630350
t3dh, 79171, 79171, 2215638, 0.385149, 2892.749107, 0.463360, 2404.477779, 0.406323, 2742.001675
t3dh_a, 79171, 79171, 2215638, 0.385331, 2891.379871, 0.463254, 2405.025986, 0.406298, 2742.174485
t3dh_e, 79171, 79171, 2215638, 0.384922, 2894.456649, 0.463766, 2402.370931, 0.406320, 2742.023235
t3dl, 20360, 20360, 265113, 0.045434, 2872.889218, 0.056422, 2313.366587, 0.040038, 3260.012715
t3dl_a, 20360, 20360, 265113, 0.045363, 2877.347648, 0.056413, 2313.760357, 0.040208, 3246.261843
tandem_vtx, 18454, 18454, 135902, 0.032352, 2004.747745, 0.036442, 1779.768161, 0.023658, 2741.512174
ted_A, 10605, 10605, 424587, 0.032138, 3382.152787, 0.045859, 2370.173761, 0.024282, 4476.404828
ted_AB, 10605, 10605, 522387, 0.039050, 3424.646523, 0.064342, 2078.428490, 0.028979, 4614.726129
ted_AB_unscaled, 10605, 10605, 522387, 0.039082, 3421.842272, 0.064301, 2079.773087, 0.029082, 4598.476970
ted_A_unscaled, 10605, 10605, 424587, 0.032358, 3359.074467, 0.046112, 2357.179688, 0.024458, 4444.191942
ted_B_unscaled, 10605, 10605, 77592, 0.016589, 2231.157454, 0.022630, 1635.509088, 0.012390, 2987.169488
thread, 29736, 29736, 2249892, 0.239782, 4772.378059, 0.478435, 2391.823030, 0.197734, 5787.218952
tmt_sym, 726713, 726713, 2903837, 1.944032, 669.086763, 1.389878, 935.856004, 0.910643, 1428.359671
torso1, 116158, 116158, 8516500, 0.405232, 5380.187147, 0.955926, 2280.744583, 0.737485, 2956.296906
transient, 178866, 178866, 961790, 1.949424, 126.303073, 0.454656, 541.548446, 0.289382, 850.840381
trdheim, 22098, 22098, 978711, 0.095856, 5168.616980, 0.198554, 2495.260470, 0.079258, 6251.046393
Trefethen_20000, 20000, 20000, 287233, 0.055987, 2535.281336, 0.069184, 2051.678097, 0.054579, 2600.684881
Trefethen_20000b, 19999, 19999, 287217, 0.055706, 2547.954919, 0.068915, 2059.565372, 0.054374, 2610.334142
troll, 213453, 213453, 6099282, 0.722522, 4246.500663, 1.237002, 2480.343107, 1.129155, 2717.242526
TSOPF_FS_b162_c1, 10798, 10798, 305732, 0.131174, 1187.626877, 0.065024, 2395.826757, 0.044954, 3465.489782
TSOPF_FS_b162_c3, 30798, 30798, 904612, 0.408854, 1127.865598, 0.179405, 2570.348243, 0.112445, 4100.970644
TSOPF_FS_b162_c4, 40798, 40798, 1204322, 0.507773, 1209.092619, 0.231149, 2656.056804, 0.144282, 4255.180923
TSOPF_FS_b300, 29214, 29214, 2203949, 0.461091, 2442.968483, 0.419910, 2682.551509, 0.197325, 5708.513219
TSOPF_FS_b300_c1, 29214, 29214, 2203949, 0.474522, 2373.825043, 0.419965, 2682.203980, 0.197222, 5711.477163
TSOPF_FS_b300_c2, 56814, 56814, 4391071, 0.977722, 2295.613911, 0.871219, 2576.241896, 0.437837, 5126.273869
TSOPF_FS_b300_c3, 84414, 84414, 6578753, 1.599792, 2102.022058, 1.381274, 2434.563426, 0.701549, 4793.391435
TSOPF_FS_b39_c19, 76216, 76216, 998359, 0.942064, 537.400432, 0.216883, 2334.277552, 0.187802, 2695.747008
TSOPF_FS_b39_c30, 120216, 120216, 1575639, 1.741136, 458.905548, 0.419709, 1903.741367, 0.389222, 2052.854473
TSOPF_FS_b39_c7, 28216, 28216, 368599, 0.306688, 609.415695, 0.074874, 2496.213272, 0.070998, 2632.460433
TSOPF_FS_b9_c6, 14454, 14454, 75801, 0.143770, 263.482910, 0.026726, 1417.356277, 0.023418, 1617.622336
TSOPF_RS_b162_c3, 15374, 15374, 610299, 0.026003, 6008.358398, 0.052224, 2991.661862, 0.029184, 5353.500238
TSOPF_RS_b162_c4, 20374, 20374, 812749, 0.033114, 6283.332268, 0.066867, 3111.596361, 0.038400, 5418.326620
TSOPF_RS_b2052_c1, 25626, 25626, 6761100, 0.168755, 10256.523209, 0.622272, 2781.487130, 0.241373, 7170.822897
TSOPF_RS_b2383, 38120, 38120, 16171169, 0.454550, 9107.503104, 1.579725, 2620.595241, 0.463555, 8930.585456
TSOPF_RS_b2383_c1, 38120, 38120, 16171169, 0.455475, 9089.011607, 1.583718, 2613.986979, 0.464589, 8910.717168
TSOPF_RS_b300_c1, 14538, 14538, 1474325, 0.044851, 8415.097259, 0.130867, 2884.047447, 0.046285, 8154.452298
TSOPF_RS_b300_c2, 28338, 28338, 2943887, 0.083661, 9008.222233, 0.244429, 3083.249876, 0.087450, 8617.936349
TSOPF_RS_b300_c3, 42138, 42138, 4413449, 0.124147, 9100.833033, 0.363213, 3110.691429, 0.131075, 8619.806909
TSOPF_RS_b39_c19, 38098, 38098, 684206, 0.036438, 4806.927257, 0.057226, 3060.810673, 0.049178, 3561.717931
TSOPF_RS_b39_c30, 60098, 60098, 1079986, 0.054054, 5114.781213, 0.087728, 3151.518523, 0.076784, 3600.703349
TSOPF_RS_b39_c7, 14098, 14098, 252446, 0.015766, 4098.981099, 0.027546, 2346.152320, 0.019290, 3350.311989
TSOPF_RS_b678_c1, 18696, 18696, 4396289, 0.111616, 10083.231334, 0.380794, 2955.538113, 0.101878, 11046.992621
TSOPF_RS_b678_c2, 35696, 35696, 8781949, 0.247910, 9068.513890, 0.761869, 2950.874104, 0.230605, 9749.055638
tsyl201, 20685, 20685, 1237821, 0.133427, 4710.201363, 0.261616, 2402.257554, 0.112214, 5600.609200
tube1, 21498, 21498, 459277, 0.049664, 4624.000030, 0.086835, 2644.622654, 0.062243, 3689.500835
tube2, 21498, 21498, 459277, 0.050006, 4592.338759, 0.086630, 2650.874765, 0.061133, 3756.515877
turon_m, 189924, 189924, 912345, 0.315187, 1373.356110, 0.461517, 937.916555, 0.292426, 1480.254271
usroads, 129164, 129164, 165435, 0.158115, 535.702589, 0.233194, 363.229198, 0.152064, 557.020196
usroads-48, 126146, 126146, 161950, 0.153805, 539.114504, 0.226304, 366.402704, 0.148160, 559.654410
vanbody, 47072, 47072, 1191985, 0.157213, 3805.325432, 0.220877, 2708.505002, 0.138342, 4324.385504
venturiLevel3, 4026819, 4026819, 8054237, 6.140822, 671.533745, 8.531533, 483.356194, 5.847757, 705.188224
vibrobox, 12328, 12328, 177578, 0.040960, 2142.675054, 0.047206, 1859.154059, 0.032051, 2738.242839
viscorocks, 37762, 37762, 1162244, 0.080243, 3707.908754, 0.091853, 3239.252994, 0.063386, 4694.038783
vsp_barth5_1Ksep_50in_5Kout, 32212, 32212, 101805, 0.029798, 1749.226781, 0.040787, 1277.953895, 0.026112, 1996.176535
vsp_bcsstk30_500sep_10in_1Kout, 58348, 58348, 2016578, 0.446381, 2313.020457, 0.478294, 2158.686977, 0.489677, 2108.508952
vsp_befref_fxm_2_4_air02, 14109, 14109, 98224, 0.054784, 917.981310, 0.030512, 1648.226581, 0.027955, 1798.974277
vsp_bump2_e18_aa01_model1_crew1, 56438, 56438, 300801, 0.076294, 2018.629354, 0.081818, 1882.359265, 0.059990, 2567.245956
vsp_c-30_data_data, 11023, 11023, 62184, 0.055808, 570.495395, 0.021709, 1466.603780, 0.019558, 1627.853410
vsp_c-60_data_cti_cs4, 85830, 85830, 241080, 0.099418, 1241.560485, 0.120320, 1025.872355, 0.095450, 1293.174163
vsp_finan512_scagr7-2c_rlfddd, 139752, 139752, 552020, 0.218522, 1293.392719, 0.291635, 969.136225, 0.190243, 1485.647031
vsp_mod2_pgp2_slptsk, 101364, 101364, 389368, 0.152986, 1303.105785, 0.186163, 1070.869093, 0.122973, 1621.142388
vsp_model1_crew1_cr42_south31, 45101, 45101, 189976, 0.376320, 258.470745, 0.060211, 1615.442190, 0.042723, 2276.695393
vsp_msc10848_300sep_100in_1Kout, 21996, 21996, 1221028, 0.252496, 2475.945464, 0.285389, 2190.577655, 0.284531, 2197.180168
vsp_p0291_seymourl_iiasa, 10498, 10498, 53868, 0.021709, 1270.471704, 0.022717, 1214.097793, 0.014746, 1870.416601
vsp_sctap1-2b_and_seymourl, 40174, 40174, 140831, 0.077926, 925.302266, 0.050074, 1439.989780, 0.042710, 1688.241567
vsp_south31_slptsk, 39668, 39668, 189914, 0.380928, 255.260758, 0.057242, 1698.694074, 0.046614, 2085.964186
vsp_vibrobox_scagr7-2c_rlfddd, 77328, 77328, 435586, 0.115712, 1927.371699, 0.133427, 1671.473489, 0.089498, 2491.910700
vt2010, 32580, 32580, 77799, 0.027120, 1468.771675, 0.038582, 1032.416038, 0.021197, 1879.202857
wathen100, 30401, 30401, 251001, 0.045363, 2661.405209, 0.056611, 2132.614392, 0.031510, 3831.428768
wathen120, 36441, 36441, 301101, 0.051917, 2789.748417, 0.067075, 2159.290146, 0.037360, 3876.734840
web-Google, 916428, 916428, 5105039, 1.610752, 811.353984, 2.435401, 536.621976, 1.611232, 811.112235
web-NotreDame, 325729, 325729, 1497134, 0.500109, 766.365825, 0.654234, 585.824856, 0.412957, 928.102636
wikipedia-20051105, 1634989, 1634989, 19753078, 4.683059, 1079.804383, 5.731632, 882.259730, 4.241101, 1192.329146
wikipedia-20060925, 2983494, 2983494, 37269096, 10.271642, 928.857237, 12.337562, 773.320428, 9.376665, 1017.514017
wikipedia-20061104, 3148440, 3148440, 39383235, 10.968781, 919.163999, 13.181952, 764.841826, 10.038189, 1004.375214
wikipedia-20070206, 3566907, 3566907, 45030389, 12.884685, 894.688524, 15.379248, 749.567180, 11.813661, 975.800824
wiki-Talk, 2394385, 2394385, 5021410, 5.708697, 225.179379, 3.725715, 345.029309, 3.083674, 416.866731
windscreen, 22692, 22692, 752541, 0.069632, 5449.963256, 0.158208, 2398.689310, 0.081990, 4628.490975
wing_nodal, 10937, 10937, 75488, 0.021914, 1763.738320, 0.033997, 1136.867484, 0.019763, 1955.647670
wy2010, 86204, 86204, 213793, 0.085709, 1277.138546, 0.122778, 891.547086, 0.092979, 1177.274246
x104, 108384, 108384, 5138004, 0.561971, 4631.753018, 1.082406, 2404.745281, 0.597882, 4353.557176
Zd_Jac2, 22835, 22835, 1642833, 0.127590, 3296.213731, 0.182682, 2302.176336, 0.114445, 3674.830421
Zd_Jac3, 22835, 22835, 1916152, 0.138035, 3553.694310, 0.206234, 2378.540255, 0.134781, 3639.501403
