dataSet,rows_,columns_,nonzeros_,Sputnik_time,sputnik_gflops,ours_time,ours_gflops
ted_A, 10605, 10605, 424587, 0.456630, 238.035547, 0.019373,5610.664026
ted_AB, 10605, 10605, 522387, 0.461312, 289.892892, 0.032973,4055.799599
ted_AB_unscaled, 10605, 10605, 522387, 0.461312, 289.892892, 0.031955,4184.954880
ted_A_unscaled, 10605, 10605, 424587, 0.456621, 238.040568, 0.019558,5557.421490
ted_B_unscaled, 10605, 10605, 77592, 0.444826, 83.206146, 0.011350,3260.873978
thread, 29736, 29736, 2249892, 3.638874, 314.474310, 0.305978,3739.921689
tmt_sym, 726713, 726713, 2903837, 1874.350830, 0.693961, 0.472678,2751.820165
torso1, 116158, 116158, 8516500, 49.892761, 43.698203, 0.814362,2677.218663
transient, 178866, 178866, 961790, 114.649490, 2.147574, 0.146330,1682.627648
trdheim, 22098, 22098, 978711, 1.965670, 252.047823, 0.076902,6442.489892
Trefethen_20000, 20000, 20000, 287233, 1.585254, 89.539759, 0.051798,2740.302855
Trefethen_20000b, 19999, 19999, 287217, 1.585453, 89.523546, 0.052032,2727.847488
troll, 213453, 213453, 6099282, 163.463577, 18.769860, 0.502960,6100.263099
TSOPF_FS_b162_c1, 10798, 10798, 305732, 0.470096, 331.392385, 0.036352,4285.493000
TSOPF_FS_b162_c3, 30798, 30798, 904612, 3.718758, 124.001818, 0.099914,4615.315766
TSOPF_FS_b162_c4, 40798, 40798, 1204322, 6.495027, 94.525289, 0.131974,4651.995571
TSOPF_FS_b300, 29214, 29214, 2203949, 3.419136, 329.449082, 0.286310,3934.300643
TSOPF_FS_b300_c1, 29214, 29214, 2203949, 3.419117, 329.450920, 0.285789,3941.481397
TSOPF_FS_b300_c2, 56814, 56814, 4391071, 12.726477, 176.362342, 0.555930,4037.329984
TSOPF_FS_b300_c3, 84414, 84414, 6578753, 26.615499, 126.347358, 0.800336,4201.732980
TSOPF_FS_b39_c19, 76216, 76216, 998359, 22.494003, 22.506692, 0.114406,4425.151236
TSOPF_FS_b39_c30, 120216, 120216, 1575639, 52.343395, 15.264905, 0.195661,4083.684298
TSOPF_FS_b39_c7, 28216, 28216, 368599, 3.102720, 60.237622, 0.042291,4419.370443
TSOPF_FS_b9_c6, 14454, 14454, 75801, 0.816845, 46.374574, 0.012909,2934.496790
TSOPF_RS_b162_c3, 15374, 15374, 610299, 0.936826, 166.772290, 0.025805,6054.553619
TSOPF_RS_b162_c4, 20374, 20374, 812749, 1.632154, 127.478048, 0.032768,6349.601723
TSOPF_RS_b2052_c1, 25626, 25626, 6761100, 2.715814, 637.319546, 0.591539,2925.996490
TSOPF_RS_b2383, 38120, 38120, 16171169, 6.369466, 649.947656, 1.546512,2676.874916
TSOPF_RS_b2383_c1, 38120, 38120, 16171169, 6.369997, 649.893477, 1.544499,2680.363477
TSOPF_RS_b300_c1, 14538, 14538, 1474325, 0.858003, 439.890183, 0.068586,5503.009501
TSOPF_RS_b300_c2, 28338, 28338, 2943887, 3.177882, 237.150140, 0.117146,6433.319606
TSOPF_RS_b300_c3, 42138, 42138, 4413449, 6.971632, 162.062915, 0.175514,6437.352636
TSOPF_RS_b39_c19, 38098, 38098, 684206, 5.631072, 31.105399, 0.028125,6227.839273
TSOPF_RS_b39_c30, 60098, 60098, 1079986, 13.876531, 19.924030, 0.038906,7106.339911
TSOPF_RS_b39_c7, 14098, 14098, 252446, 0.778547, 83.008682, 0.014438,4475.993009
TSOPF_RS_b678_c1, 18696, 18696, 4396289, 1.465446, 767.991243, 0.330074,3409.694083
TSOPF_RS_b678_c2, 35696, 35696, 8781949, 5.206419, 431.809039, 0.691619,3250.602248
tsyl201, 20685, 20685, 1237821, 1.776640, 353.740214, 0.148451,4233.505718
tube1, 21498, 21498, 459277, 1.824179, 125.890224, 0.033286,6899.104298
tube2, 21498, 21498, 459277, 1.825075, 125.828427, 0.031824,7216.137049
turon_m, 189924, 189924, 912345, 129.784317, 3.335259, 0.229248,1888.192078
usroads, 129164, 129164, 165435, 60.978996, 1.389047, 0.045072,1879.275775
usroads-48, 126146, 126146, 161950, 57.413322, 1.444236, 0.044323,1870.767454
vanbody, 47072, 47072, 1191985, 8.680416, 68.919033, 0.096051,6228.406297
venturiLevel3, 4026819, 4026819, 8054237, 0.000205, 20135592.550837, 3.400877,1212.560704
vibrobox, 12328, 12328, 177578, 0.622592, 140.965456, 0.030470,2880.302358
viscorocks, 37762, 37762, 1162244, 5.577011, 53.350165, 0.053965,5513.491498
vsp_barth5_1Ksep_50in_5Kout, 32212, 32212, 101805, 4.031898, 12.927947, 0.028179,1849.738717
vsp_bcsstk30_500sep_10in_1Kout, 58348, 58348, 2016578, 13.554996, 76.170289, 0.454963,2269.387765
vsp_befref_fxm_2_4_air02, 14109, 14109, 98224, 0.781005, 64.392290, 0.018944,2654.702744
vsp_bump2_e18_aa01_model1_crew1, 56438, 56438, 300801, 12.075930, 12.753479, 0.055270,2786.484601
vsp_c-30_data_data, 11023, 11023, 62184, 0.478822, 66.492726, 0.011366,2801.081051
vsp_c-60_data_cti_cs4, 85830, 85830, 241080, 27.947723, 4.416566, 0.044851,2752.054869
vsp_finan512_scagr7-2c_rlfddd, 139752, 139752, 552020, 70.517960, 4.007975, 0.103232,2737.854869
vsp_mod2_pgp2_slptsk, 101364, 101364, 389368, 38.156700, 5.224677, 0.076493,2606.211570
vsp_model1_crew1_cr42_south31, 45101, 45101, 189976, 7.882854, 12.339149, 0.037786,2574.200635
vsp_msc10848_300sep_100in_1Kout, 21996, 21996, 1221028, 2.096128, 298.248156, 0.270259,2313.210281
vsp_p0291_seymourl_iiasa, 10498, 10498, 53868, 0.437862, 62.988775, 0.013110,2103.705032
vsp_sctap1-2b_and_seymourl, 40174, 40174, 140831, 6.264013, 11.511067, 0.034595,2084.262300
vsp_south31_slptsk, 39668, 39668, 189914, 6.101094, 15.937463, 0.036147,2689.999921
vsp_vibrobox_scagr7-2c_rlfddd, 77328, 77328, 435586, 22.578279, 9.877636, 0.077693,2870.536650
vt2010, 32580, 32580, 77799, 4.122931, 9.661351, 0.023210,1716.233272
wathen100, 30401, 30401, 251001, 3.606835, 33.472518, 0.028672,4210.723102
wathen120, 36441, 36441, 301101, 5.167827, 28.026250, 0.034269,4226.433912
web-Google, 916428, 916428, 5105039, 2977.380371, 0.438940, 1.730742,755.103673
web-NotreDame, 325729, 325729, 1497134, 377.841980, 1.014356, 0.270336,1417.740488
wikipedia-20051105, 1634989, 1634989, 19753078, 9478.100586, 0.533523, 4.491984,1125.735926
wikipedia-20060925, 2983494, 2983494, 37269096, 0.000176, 54209593.758419, 10.198118,935.553798
wikipedia-20061104, 3148440, 3148440, 39383235, 0.000176, 57284705.007128, 10.943587,921.279988
wikipedia-20070206, 3566907, 3566907, 45030389, 0.000179, 64329126.260505, 12.878644,895.108193
wiki-Talk, 2394385, 2394385, 5021410, 0.000205, 6276762.515847, 3.085846,416.573226
windscreen, 22692, 22692, 752541, 2.053744, 184.780504, 0.063062,6017.719628
wing_nodal, 10937, 10937, 75488, 0.478406, 80.788755, 0.020070,1925.714349
wy2010, 86204, 86204, 213793, 28.099792, 3.895474, 0.050893,2150.835006
x104, 108384, 108384, 5138004, 43.388210, 59.991221, 0.512819,5075.690946
Zd_Jac2, 22835, 22835, 1642833, 2.088243, 201.396671, 0.157574,2668.994705
Zd_Jac3, 22835, 22835, 1916152, 2.094550, 234.195811, 0.179507,2732.675475
Zd_Jac6, 22835, 22835, 1711983, 2.087421, 209.956535, 0.161670,2710.871325
