dataSet,num_nodes,num_edges,spmm_tcu,spmm_cuda,1,2,3,4,5,6,7,8,density,speedup
std1_Jac2,21983,1248731,0.0635,0.1306,0.0653,0.0587,0.0646,0.0703,0.0792,0.0878,0.099,0.1211,2,1.08
std1_Jac3,21983,1455848,0.0694,0.151,0.0711,0.0666,0.0711,0.0776,0.0862,0.0957,0.1088,0.1227,2,1.04
stokes128,49667,295938,0.0273,0.033,0.0301,0.0399,0.0482,0.0335,0.0334,0.0334,0.0335,0.0334,0,0.91
stokes64,12547,74242,0.0091,0.0109,0.0104,0.013,0.0138,0.0114,0.0113,0.0114,0.0112,0.0112,0,0.88
struct3,53571,613632,0.0358,0.0642,0.0383,0.0482,0.0571,0.058,0.0604,0.0613,0.0644,0.0645,0,0.93
t2dah,11446,93781,0.0082,0.0117,0.0097,0.0113,0.013,0.0137,0.0129,0.013,0.0121,0.0129,0,0.85
t2dah_a,11446,93781,0.0082,0.0117,0.0097,0.0112,0.013,0.0134,0.013,0.0129,0.0122,0.013,0,0.85
t2dah_e,11446,93781,0.0083,0.0117,0.0097,0.0113,0.013,0.0138,0.0129,0.0131,0.0121,0.013,0,0.86
t3dh,79172,2215638,0.137,0.2265,0.1385,0.152,0.1844,0.222,0.2186,0.2194,0.221,0.2265,0,0.99
t3dh_a,79172,2215638,0.1372,0.2266,0.1391,0.1513,0.1847,0.2236,0.2184,0.2176,0.221,0.2257,0,0.99
t3dh_e,79172,2215638,0.1372,0.2267,0.1386,0.1516,0.1812,0.224,0.2213,0.2169,0.2211,0.2262,0,0.99
t3dl,20361,265113,0.0247,0.0305,0.0261,0.0261,0.0294,0.0301,0.031,0.031,0.0309,0.0309,0,0.95
t3dl_a,20361,265113,0.0245,0.0297,0.0253,0.026,0.0302,0.0302,0.0302,0.031,0.0309,0.0309,0,0.97
tandem_vtx,18455,135902,0.0163,0.0183,0.0178,0.0203,0.0211,0.0211,0.0203,0.0195,0.0187,0.0187,0,0.92
ted_A,10606,424587,0.0181,0.0478,0.0194,0.0187,0.0186,0.0212,0.0237,0.032,0.032,0.0408,0,0.97
ted_AB,10606,522387,0.0241,0.0568,0.0253,0.0236,0.0236,0.0277,0.0326,0.0419,0.0425,0.0507,2,1.02
ted_AB_unscaled,10606,522387,0.0241,0.0568,0.0253,0.0235,0.0245,0.0285,0.0318,0.0417,0.0424,0.0506,2,1.03
ted_A_unscaled,10606,424587,0.0182,0.0478,0.0196,0.0187,0.0186,0.0219,0.0237,0.0319,0.0318,0.0407,0,0.98
ted_B_unscaled,10606,77592,0.008,0.0125,0.0097,0.0105,0.0105,0.0113,0.0113,0.0122,0.0122,0.0121,0,0.82
thread,29737,2249892,0.0737,0.2305,0.0751,0.0744,0.0777,0.09,0.1013,0.1391,0.1686,0.1849,0,0.99
tmt_sym,726714,2903837,0.8324,1.4792,0.8329,1.645,2.3713,1.483,1.4811,1.4816,1.4801,1.4808,0,1.0
torso1,116159,8516500,0.2381,0.8503,0.241,0.3126,0.3325,0.3207,0.3206,0.3232,0.3307,0.3446,0,0.99
transient,178867,961790,0.3096,0.421,0.3134,0.3965,0.5946,0.5715,0.5229,0.5157,0.4864,0.4829,0,0.99
trdheim,22099,978711,0.0277,0.0952,0.0289,0.0293,0.0293,0.035,0.0351,0.0402,0.0399,0.0564,0,0.96
Trefethen_20000,20001,287233,0.0333,0.0338,0.0342,0.0334,0.0342,0.0343,0.0343,0.0351,0.0342,0.035,0,1.0
Trefethen_20000b,20000,287217,0.0336,0.0339,0.0343,0.0336,0.0342,0.0343,0.0343,0.035,0.035,0.0351,0,1.0
troll,213454,6099282,0.3046,0.5697,0.3068,0.3941,0.5148,0.6163,0.6646,0.6733,0.6706,0.6695,0,0.99
TSOPF_FS_b162_c1,10799,305732,0.0133,0.0248,0.0147,0.0138,0.0137,0.0138,0.013,0.0131,0.0137,0.0138,5,1.02
TSOPF_FS_b162_c3,30799,904612,0.029,0.0675,0.0309,0.0284,0.0277,0.0285,0.0286,0.0293,0.0302,0.0318,3,1.05
TSOPF_FS_b162_c4,40799,1204322,0.0349,0.0873,0.0366,0.0358,0.0351,0.0359,0.0376,0.0383,0.0391,0.0415,0,0.99
TSOPF_FS_b300,29215,2203949,0.0518,0.1497,0.0531,0.0505,0.0514,0.0514,0.0514,0.0523,0.0547,0.0555,2,1.03
TSOPF_FS_b300_c1,29215,2203949,0.0515,0.1502,0.0526,0.0509,0.0514,0.0506,0.0514,0.0522,0.0547,0.0555,4,1.02
TSOPF_FS_b300_c2,56815,4391071,0.0953,0.289,0.0961,0.0923,0.0931,0.0931,0.0947,0.0974,0.1037,0.1077,2,1.03
TSOPF_FS_b300_c3,84415,6578753,0.1438,0.4525,0.1448,0.1502,0.1518,0.1539,0.1596,0.159,0.1641,0.1709,0,0.99
TSOPF_FS_b39_c19,76217,998359,0.0399,0.0765,0.0432,0.049,0.0498,0.0531,0.0547,0.0572,0.0572,0.062,0,0.92
TSOPF_FS_b39_c30,120217,1575639,0.0844,0.1519,0.0852,0.1117,0.116,0.1224,0.127,0.1329,0.1329,0.1433,0,0.99
TSOPF_FS_b39_c7,28217,368599,0.018,0.0297,0.0203,0.0203,0.0211,0.0212,0.0219,0.0228,0.0228,0.0244,0,0.89
TSOPF_FS_b9_c6,14455,75801,0.008,0.0101,0.0097,0.0121,0.0105,0.0113,0.0106,0.0113,0.0113,0.0114,0,0.82
TSOPF_RS_b162_c3,15375,610299,0.0217,0.0486,0.0237,0.0219,0.022,0.0223,0.0211,0.0219,0.0219,0.022,5,1.03
TSOPF_RS_b162_c4,20375,812749,0.0271,0.0633,0.0278,0.0276,0.0269,0.0269,0.0276,0.0277,0.0277,0.0284,3,1.01
TSOPF_RS_b2052_c1,25627,6761100,0.1352,0.6032,0.135,0.1354,0.1357,0.1348,0.1348,0.1365,0.138,0.1395,4,1.0
TSOPF_RS_b2383,38121,16171169,0.3039,1.5513,0.3033,0.3131,0.3127,0.3124,0.3137,0.3161,0.3183,0.3204,1,1.0
TSOPF_RS_b2383_c1,38121,16171169,0.3037,1.5499,0.304,0.3128,0.3127,0.313,0.3135,0.3164,0.3188,0.3202,0,1.0
TSOPF_RS_b300_c1,14539,1474325,0.0369,0.1052,0.0384,0.0366,0.0367,0.0375,0.0366,0.0375,0.0383,0.0399,2,1.01
TSOPF_RS_b300_c2,28339,2943887,0.0718,0.2051,0.0744,0.0735,0.073,0.0736,0.0719,0.0752,0.0761,0.0771,0,1.0
TSOPF_RS_b300_c3,42139,4413449,0.1059,0.312,0.1039,0.1022,0.1023,0.1031,0.1046,0.1063,0.1093,0.1137,2,1.04
TSOPF_RS_b39_c19,38099,684206,0.0311,0.0535,0.0341,0.0384,0.0384,0.0391,0.0391,0.0403,0.04,0.0432,0,0.91
TSOPF_RS_b39_c30,60099,1079986,0.0459,0.0839,0.0506,0.0597,0.06,0.0596,0.0596,0.0629,0.0621,0.067,0,0.91
TSOPF_RS_b39_c7,14099,252446,0.0139,0.0207,0.0155,0.0162,0.0155,0.0162,0.0162,0.0162,0.0162,0.0163,0,0.9
TSOPF_RS_b678_c1,18697,4396289,0.0897,0.3573,0.0918,0.0887,0.0875,0.0875,0.0867,0.089,0.0891,0.0916,5,1.03
TSOPF_RS_b678_c2,35697,8781949,0.1729,0.7249,0.1755,0.1747,0.1743,0.1762,0.1761,0.1782,0.1782,0.1841,0,0.99
tsyl201,20686,1237821,0.0454,0.1264,0.0465,0.0448,0.049,0.0555,0.0621,0.0778,0.0966,0.1046,2,1.01
tube1,21499,459277,0.0167,0.0429,0.019,0.0187,0.022,0.0212,0.027,0.0277,0.0326,0.0326,0,0.89
tube2,21499,459277,0.0181,0.0396,0.0203,0.0194,0.0219,0.022,0.0261,0.0286,0.0318,0.0335,0,0.93
turon_m,189925,912345,0.2553,0.3645,0.2643,0.5136,0.5046,0.5306,0.4329,0.4151,0.3657,0.365,0,0.97
usroads,129165,165435,0.1385,0.2079,0.1443,0.2105,0.2095,0.209,0.2092,0.2089,0.2093,0.2092,0,0.96
usroads-48,126147,161950,0.1354,0.204,0.1415,0.2058,0.2044,0.2043,0.2047,0.2042,0.2048,0.2045,0,0.96
vanbody,47073,1191985,0.045,0.1092,0.0465,0.049,0.0539,0.0604,0.067,0.0752,0.0858,0.0916,0,0.97
venturiLevel3,4026820,8054237,4.7553,7.0299,4.9123,10.7046,8.3595,7.0287,7.0284,7.0299,7.0292,7.0286,0,0.97
vibrobox,12329,177578,0.0173,0.0206,0.0187,0.0195,0.0203,0.0219,0.022,0.0219,0.022,0.022,0,0.93
viscorocks,37763,1162244,0.0406,0.0978,0.0416,0.0424,0.0423,0.0571,0.0604,0.0653,0.0727,0.098,0,0.98
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.0195,0.0166,0.0211,0.0179,0.017,0.017,0.0171,0.017,0.017,0.0179,9,0.98
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.2779,0.2101,0.2981,0.2297,0.2296,0.23,0.2301,0.2296,0.2298,0.2299,9,0.92
vsp_befref_fxm_2_4_air02,14110,98224,0.012,0.0126,0.0132,0.0146,0.0147,0.0138,0.0138,0.0121,0.0121,0.0123,0,0.99
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.0398,0.0388,0.0416,0.0498,0.0473,0.0466,0.0408,0.04,0.0399,0.0392,9,0.99
vsp_c-30_data_data,11024,62184,0.0067,0.0092,0.0081,0.0106,0.0104,0.0097,0.0089,0.009,0.008,0.0081,0,0.84
vsp_c-60_data_cti_cs4,85831,241080,0.0327,0.0364,0.035,0.0523,0.0424,0.0417,0.0398,0.0401,0.0391,0.039,0,0.93
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.1298,0.1933,0.1312,0.2765,0.2294,0.2217,0.2121,0.2006,0.1971,0.1918,0,0.99
vsp_mod2_pgp2_slptsk,101365,389368,0.0748,0.0642,0.0769,0.082,0.0713,0.0692,0.0672,0.066,0.0662,0.0658,9,0.98
vsp_model1_crew1_cr42_south31,45102,189976,0.0243,0.0265,0.0262,0.04,0.0375,0.0367,0.0359,0.0358,0.0343,0.0343,0,0.93
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.1773,0.1378,0.1784,0.1358,0.1384,0.1384,0.1383,0.1382,0.1383,0.1382,2,1.01
vsp_p0291_seymourl_iiasa,10499,53868,0.0118,0.01,0.0131,0.0113,0.0097,0.0105,0.0106,0.0105,0.0105,0.0105,3,1.03
vsp_sctap1-2b_and_seymourl,40175,140831,0.0277,0.024,0.0294,0.0347,0.0261,0.0252,0.0252,0.0252,0.0253,0.0244,9,0.98
vsp_south31_slptsk,39669,189914,0.0248,0.0248,0.0261,0.0342,0.0334,0.0334,0.0326,0.0326,0.0318,0.0318,9,0.95
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.0483,0.0567,0.0508,0.0759,0.0777,0.0759,0.0753,0.0712,0.067,0.0621,0,0.95
vt2010,32581,77799,0.018,0.0166,0.0195,0.0246,0.0179,0.0171,0.0171,0.017,0.017,0.0171,9,0.98
wathen100,30402,251001,0.0191,0.0256,0.0211,0.0262,0.0334,0.0293,0.0285,0.0269,0.0269,0.0269,0,0.91
wathen120,36442,301101,0.0221,0.0306,0.0245,0.0309,0.0391,0.0342,0.0343,0.0309,0.0309,0.031,0,0.9
web-Google,916429,5105039,1.8765,2.0944,1.902,2.1391,2.0917,2.0914,2.0869,2.0906,2.091,2.0868,0,0.99
web-NotreDame,325730,1497134,0.3109,0.3842,0.3137,0.493,0.476,0.4609,0.448,0.4384,0.4313,0.4185,0,0.99
wikipedia-20051105,1634990,19753078,4.7632,5.3601,4.8005,6.2539,5.6106,5.4674,5.4291,5.4073,5.3955,5.3831,0,0.99
wikipedia-20060925,2983495,37269096,10.5383,11.6572,10.6143,13.284,12.0545,11.8053,11.739,11.7217,11.7058,11.6848,0,0.99
wikipedia-20061104,3148441,39383235,11.2728,12.4447,11.3553,14.1532,12.8848,12.6499,12.5711,12.5361,12.5083,12.5001,0,0.99
wikipedia-20070206,3566908,45030389,13.2073,14.5448,13.312,16.4491,15.0002,14.7299,14.6393,14.6014,14.5872,14.5711,0,0.99
wiki-Talk,2394386,5021410,2.2977,2.1624,2.3061,2.2305,2.203,2.1935,2.1846,2.1804,2.1794,2.1807,9,0.99
windscreen,22693,752541,0.0255,0.0715,0.027,0.0268,0.0301,0.0319,0.0383,0.0407,0.0482,0.0563,0,0.95
wing_nodal,10938,75488,0.0134,0.0117,0.0145,0.0122,0.0121,0.0122,0.0121,0.0121,0.0121,0.0121,9,0.97
wy2010,86205,213793,0.0767,0.0519,0.0823,0.0637,0.0533,0.0518,0.0519,0.052,0.0522,0.0523,4,1.0
x104,108385,5138004,0.1897,0.5313,0.1949,0.2358,0.2542,0.3118,0.3115,0.389,0.4156,0.4583,0,0.97
Zd_Jac2,22836,1642833,0.078,0.1714,0.0792,0.0792,0.0801,0.0874,0.1055,0.1186,0.1325,0.1538,0,0.98
Zd_Jac3,22836,1916152,0.0912,0.1977,0.0924,0.0813,0.0891,0.0989,0.1096,0.1251,0.1366,0.1514,2,1.12
Zd_Jac6,22836,1711983,0.0786,0.1789,0.08,0.0765,0.0814,0.0892,0.0989,0.1122,0.1277,0.1391,2,1.03
