dataSet,num_nodes,num_edges,spmm_tcu,spmm_cuda,1,2,3,4,5,6,7,8,density,speedup
F2,71506,2682895,0.1229,0.265,0.124,0.1275,0.139,0.1935,0.203,0.2155,0.2291,0.2551,0,0.99
Fault_639,638803,14626683,0.8916,1.3361,0.8875,1.3628,1.8203,2.1411,2.1092,1.9762,1.5936,1.5001,1,1.0
fcondp2,201823,5748069,0.2801,0.5185,0.2829,0.3479,0.453,0.5516,0.6111,0.6542,0.6823,0.6762,0,0.99
fem_hifreq_circuit,491101,20239237,1.5674,1.9924,1.5622,2.1766,2.7044,2.5743,2.4494,2.2749,2.1982,2.071,1,1.0
filter3D,106438,1406808,0.1534,0.193,0.1553,0.2803,0.2888,0.2609,0.1929,0.1914,0.1933,0.193,0,0.99
finance256,37377,167936,0.0214,0.0248,0.0236,0.0317,0.0276,0.0294,0.0276,0.0277,0.0277,0.0277,0,0.91
Flan_1565,1564795,59485419,2.4431,5.8682,2.4926,3.4288,4.5204,4.9917,5.4865,5.3117,5.6691,5.8252,0,0.98
flickr,820879,9837214,1.8399,1.8646,1.8644,2.1798,2.1246,2.0427,1.9813,1.9336,1.8965,1.8664,0,0.99
foldoc,13357,120238,0.0137,0.0166,0.0146,0.0154,0.0162,0.0163,0.017,0.017,0.0171,0.017,0,0.94
Freescale1,3428756,18920347,7.8535,10.0013,8.0651,12.3807,11.5069,10.1444,10.0381,10.0195,10.0128,10.0104,0,0.97
fullb,199188,5953632,0.301,0.5602,0.3089,0.3299,0.4957,0.5195,0.6396,0.6477,0.6857,0.6852,0,0.97
FullChip,2987013,26621990,6.8267,9.327,6.906,11.4637,13.6312,13.7198,13.6774,13.4569,12.409,10.9773,0,0.99
fxm4_6,18893,258368,0.0197,0.0281,0.0211,0.0187,0.0203,0.0218,0.0237,0.0245,0.0252,0.026,2,1.05
G2_circuit,150103,438388,0.175,0.2623,0.1764,0.4414,0.2617,0.262,0.2613,0.2616,0.2617,0.259,0,0.99
G3_circuit,1585479,4623152,2.0496,3.0781,2.0529,4.6886,3.0782,3.0786,3.077,3.0782,3.0785,3.0771,0,1.0
Ga10As10H30,113082,3114357,0.2353,0.3316,0.237,0.3897,0.3918,0.3917,0.4012,0.4078,0.4234,0.3488,0,0.99
Ga19As19H42,133124,4508981,0.3117,0.5133,0.3146,0.4677,0.4679,0.4868,0.5301,0.5469,0.5862,0.5023,0,0.99
Ga3As3H12,61350,3016148,0.1693,0.3374,0.171,0.1684,0.1752,0.193,0.2121,0.246,0.2736,0.3016,2,1.01
Ga41As41H72,268097,9378286,0.6387,1.0623,0.6422,0.9559,0.9518,1.0128,1.0881,1.1373,1.203,1.0117,0,0.99
GaAsH6,61350,1721579,0.1187,0.1806,0.1207,0.1186,0.1214,0.1308,0.1383,0.153,0.1623,0.1701,2,1.0
gas_sensor,66918,885141,0.0638,0.0871,0.0663,0.0716,0.0864,0.0867,0.0932,0.094,0.0932,0.0923,0,0.96
Ge87H76,112986,4002590,0.2778,0.4567,0.279,0.3991,0.3986,0.426,0.466,0.4949,0.5197,0.4541,0,1.0
Ge99H100,112986,4282190,0.2871,0.484,0.2895,0.4021,0.4015,0.4369,0.4813,0.5156,0.5463,0.483,0,0.99
gearbox,153747,4617075,0.2349,0.4537,0.2393,0.3093,0.4073,0.4799,0.4932,0.4913,0.4907,0.485,0,0.98
Geo_1438,1437961,32297325,2.0042,3.001,2.0019,3.1331,4.1521,4.7412,4.6186,4.2634,3.3594,3.2316,1,1.0
gridgena,48963,280523,0.023,0.0281,0.0253,0.0375,0.0424,0.0391,0.0285,0.0286,0.0284,0.0289,0,0.91
gsm_106857,589447,11174185,3.1583,3.446,3.1896,4.2466,4.0219,3.81,3.6216,3.5253,3.4734,3.4486,0,0.99
gupta1,31803,1098006,0.048,0.0617,0.0482,0.0473,0.0448,0.0466,0.0474,0.0489,0.0523,0.058,3,1.07
gupta2,62065,2155175,0.0964,0.1224,0.0964,0.0957,0.0921,0.0941,0.0973,0.1065,0.1151,0.1273,3,1.05
gupta3,16784,4670105,0.1184,0.5032,0.1203,0.1177,0.1219,0.1276,0.1465,0.1702,0.2013,0.226,2,1.01
gyro,17362,519260,0.0238,0.051,0.0254,0.0254,0.0271,0.031,0.0327,0.0358,0.0399,0.0432,0,0.94
gyro_k,17362,519260,0.0237,0.051,0.0253,0.0255,0.0268,0.0309,0.0326,0.0358,0.04,0.0426,0,0.94
gyro_m,17362,178896,0.0211,0.0248,0.0228,0.022,0.0237,0.0253,0.0254,0.0254,0.0253,0.0253,0,0.96
H2O,67025,1141880,0.1126,0.1282,0.1145,0.1247,0.1272,0.1305,0.1306,0.1339,0.1325,0.1285,0,0.98
halfb,224618,6306219,0.3327,0.6158,0.3373,0.4302,0.5202,0.6417,0.7033,0.746,0.7602,0.7541,0,0.99
Hamrle3,1447361,5514242,2.2291,3.2277,2.4349,4.7905,4.789,4.4094,3.2264,3.2284,3.2287,3.2261,0,0.92
hangGlider_4,15562,79088,0.0114,0.0109,0.0129,0.0122,0.013,0.013,0.0129,0.013,0.0122,0.013,9,0.89
hangGlider_5,16012,82070,0.0116,0.0109,0.013,0.0138,0.0131,0.0129,0.0129,0.0131,0.0129,0.0129,9,0.84
helm2d03,392258,1567096,0.4926,0.7753,0.511,1.1376,1.179,1.1335,0.927,0.8273,0.7762,0.7769,0,0.96
helm3d01,32227,230335,0.0242,0.0272,0.0252,0.0334,0.0333,0.0318,0.0302,0.0293,0.0285,0.0277,0,0.96
hi2010,25017,62063,0.0141,0.0126,0.0154,0.0178,0.0138,0.0129,0.013,0.0129,0.0132,0.0126,9,1.0
hollywood-2009,1139906,57515616,5.2089,6.9331,5.2327,5.8187,6.1072,6.3237,6.3708,6.3931,6.376,6.5217,0,1.0
hood,220543,5494489,0.2986,0.5566,0.3023,0.4115,0.529,0.6205,0.6373,0.6445,0.6465,0.6344,0,0.99
Hook_1498,1498024,31207734,2.0153,2.9444,2.0166,3.1659,4.1972,5.0193,4.9158,4.5886,4.1202,3.8031,0,1.0
HTC_336_4438,226341,565431,0.3299,0.4696,0.3586,0.4711,0.4712,0.4711,0.4665,0.4655,0.4714,0.4651,0,0.92
HTC_336_9129,226341,554881,0.3296,0.4706,0.3587,0.4718,0.4715,0.4668,0.4667,0.4704,0.4652,0.4643,0,0.92
hugetric-00000,5824555,8733523,7.1453,9.6572,7.2744,13.9861,9.6599,9.6588,9.6587,9.6584,9.659,9.6582,0,0.98
human_gene1,22284,12345963,0.92,1.2939,0.9793,0.8595,0.9778,1.1212,1.2456,1.326,1.3717,1.4041,2,1.07
human_gene2,14341,9041364,0.6218,0.9891,0.6226,0.5551,0.6307,0.7326,0.8308,0.9039,0.9618,0.9825,2,1.12
HV15R,2017170,283073458,9.5909,27.776,9.6133,10.0162,10.2082,11.7321,13.7559,18.4065,22.7983,24.773,0,1.0
ibm_matrix_2,51449,1056610,0.0552,0.0961,0.0563,0.0523,0.058,0.0817,0.085,0.0891,0.0973,0.0973,2,1.06
igbt3,10939,234006,0.022,0.0231,0.0228,0.0202,0.0195,0.0237,0.0237,0.0236,0.0237,0.0235,3,1.13
in-2004,1382909,16917053,1.6322,2.4527,1.643,2.8493,3.0072,3.0402,3.0261,2.9953,2.9542,2.8982,0,0.99
inlet,11731,328323,0.0143,0.0306,0.0155,0.017,0.0162,0.017,0.0178,0.0203,0.0228,0.0252,0,0.92
inline_1,503713,18660027,0.9207,1.8346,0.9282,1.2538,1.564,1.8728,1.8878,1.9487,2.0093,2.0238,0,0.99
ins2,309413,1530448,0.7524,0.9796,0.8126,0.9132,0.9794,0.9826,0.9787,0.9791,0.9829,0.979,0,0.93
italy_osm,6686494,7013978,6.5928,10.9089,7.4821,11.4988,10.9208,10.9087,10.9086,10.9035,10.9072,10.9078,0,0.88
jan99jac120sc,41375,260202,0.0278,0.0314,0.0312,0.0391,0.0391,0.0376,0.0358,0.035,0.0342,0.0334,0,0.89
juba40k,40338,144945,0.0193,0.0223,0.0212,0.0293,0.0277,0.0243,0.0229,0.0228,0.0228,0.0228,0,0.91
k3plates,11108,378927,0.0146,0.0338,0.0154,0.0153,0.0162,0.0178,0.0178,0.0236,0.0252,0.0261,0,0.95
kim1,38416,933195,0.0377,0.0805,0.04,0.0482,0.049,0.0556,0.0628,0.0891,0.0892,0.0892,0,0.94
kkt_power,2063495,8130343,2.8847,4.3093,3.0984,4.484,4.3259,4.3109,4.3095,4.3133,4.3098,4.3095,0,0.93
kron_g500-logn16,65537,2456398,0.3222,0.2582,0.324,0.2638,0.2659,0.2601,0.2593,0.2585,0.2585,0.2831,9,1.0
kron_g500-logn17,131073,5114375,0.7321,0.6137,0.7356,0.6538,0.632,0.6181,0.6146,0.6149,0.6143,0.6144,9,1.0
kron_g500-logn18,262145,10583222,1.5345,1.1686,1.4485,1.2985,1.218,1.1777,1.1695,1.1686,1.1693,1.1685,8,1.0
kron_g500-logn19,524289,21781478,3.2248,2.6399,3.2251,2.8758,2.739,2.652,2.6421,2.6418,2.64,2.6403,9,1.0
kron_g500-logn20,1048577,44620272,6.825,5.2841,6.8619,5.6841,5.3864,5.397,5.615,5.2949,5.3086,5.4224,9,1.0
laminar_duct3D,67174,3833077,0.1522,0.3788,0.1542,0.1524,0.1631,0.1715,0.1958,0.2522,0.3124,0.3632,0,1.0
language,399131,1216334,0.6131,0.8134,0.6138,1.1661,0.9207,0.8787,0.8627,0.8434,0.8349,0.8326,0,1.0
largebasis,440021,5560100,0.9975,1.262,1.0044,1.833,1.7947,1.8056,1.9089,1.2629,1.2628,1.2623,0,0.99
ldoor,952204,23737339,1.3734,2.5846,1.4038,1.9913,2.5181,2.9068,2.9933,3.0072,3.0015,2.9573,0,0.98
lhr34,35153,764014,0.0347,0.0764,0.0373,0.0389,0.0449,0.0466,0.076,0.0768,0.0768,0.0769,0,0.93
lhr34c,35153,764014,0.0348,0.0764,0.0368,0.04,0.045,0.0465,0.0761,0.077,0.0769,0.0762,0,0.95
lhr71,70305,1528092,0.0853,0.1603,0.092,0.0922,0.1118,0.116,0.1837,0.1738,0.1741,0.1739,0,0.93
lhr71c,70305,1528092,0.0871,0.1739,0.0951,0.0954,0.1123,0.1158,0.1839,0.1739,0.1738,0.1744,0,0.92
li,22696,1350309,0.0663,0.1428,0.0678,0.0621,0.0672,0.0801,0.0965,0.1146,0.1335,0.144,2,1.07
ljournal-2008,5363261,79023142,16.338,19.3069,16.4339,24.0383,23.1873,22.1097,21.2592,20.5932,20.0743,19.6852,0,0.99
Long_Coup_dt0,1470153,44279572,2.2344,4.0801,2.2374,3.8733,4.1573,4.6796,4.8555,4.6764,4.8092,4.3566,0,1.0
Long_Coup_dt6,1470153,44279572,2.2364,4.1883,2.2104,3.8721,4.1552,4.6784,4.8565,4.7452,4.6774,4.39,1,1.01
lowThrust_10,18261,116074,0.0141,0.015,0.0153,0.0154,0.0154,0.0154,0.0163,0.0162,0.0171,0.0171,0,0.92
lowThrust_11,18369,117002,0.0141,0.0158,0.0155,0.0154,0.0153,0.0154,0.0163,0.0171,0.0171,0.017,0,0.92
lowThrust_12,18459,117423,0.0141,0.0157,0.0154,0.0154,0.0154,0.0154,0.0162,0.0163,0.017,0.0171,0,0.92
lowThrust_13,18477,117580,0.0141,0.0158,0.0154,0.0154,0.0155,0.0162,0.0162,0.017,0.0171,0.017,0,0.92
lowThrust_4,13563,84240,0.0114,0.0117,0.0122,0.0122,0.012,0.0122,0.0123,0.0129,0.0129,0.013,0,0.95
lowThrust_5,16263,103701,0.0129,0.0142,0.0146,0.0137,0.0137,0.0146,0.0145,0.0153,0.0154,0.0155,0,0.94
lowThrust_6,16929,108376,0.0132,0.0142,0.0146,0.0146,0.0146,0.0145,0.0154,0.0154,0.0162,0.0154,0,0.91
lowThrust_7,17379,110607,0.0136,0.015,0.0146,0.0146,0.0146,0.0154,0.0154,0.0162,0.0162,0.0162,0,0.93
lowThrust_8,17703,113139,0.0138,0.0158,0.0162,0.0162,0.0163,0.0162,0.0172,0.0179,0.0179,0.0179,0,0.85
lowThrust_9,18045,114806,0.0153,0.0166,0.0162,0.017,0.0163,0.0171,0.017,0.0179,0.0179,0.0179,0,0.94
lp1,534389,1088904,0.61,0.898,0.611,1.1825,1.281,1.2169,0.9143,0.901,0.901,0.8992,0,1.0
luxembourg_osm,114600,119666,0.1123,0.1838,0.1266,0.1825,0.1841,0.184,0.1842,0.1841,0.1838,0.184,0,0.89
m14b,214766,1679018,0.3005,0.4033,0.3086,0.5921,0.4889,0.4159,0.4112,0.4078,0.4051,0.4042,0,0.97
mario001,38435,114643,0.0198,0.0216,0.0211,0.0327,0.0277,0.0228,0.022,0.0221,0.0221,0.0221,0,0.94
mario002,389875,1167685,0.5961,0.8586,0.6175,1.0996,1.0055,0.8694,0.8592,0.8591,0.8596,0.859,0,0.97
mark3jac040sc,18290,113435,0.0153,0.0149,0.0163,0.0186,0.0186,0.0178,0.0163,0.0155,0.0154,0.0154,9,0.97
mark3jac060sc,27450,170695,0.021,0.0207,0.0227,0.0276,0.0277,0.026,0.0237,0.022,0.0219,0.022,9,0.95
me2010,69519,167738,0.0317,0.0305,0.0342,0.045,0.0334,0.0318,0.0309,0.0309,0.0309,0.0309,9,0.99
memplus,17759,126150,0.0144,0.0159,0.0154,0.0178,0.0213,0.0195,0.0179,0.0171,0.0178,0.017,0,0.94
mip1,66464,5209641,0.1377,0.4181,0.1545,0.1748,0.1764,0.1754,0.1765,0.1769,0.1745,0.1738,0,0.89
ML_Laplace,377003,27689972,0.9458,2.8928,0.9223,1.1645,1.2788,1.4365,1.4381,1.8972,1.9941,2.8498,1,1.03
mouse_gene,45102,14506196,1.4899,1.6442,1.5864,1.3256,1.5002,1.6256,1.658,1.6435,1.6453,1.6448,2,1.12
msc10848,10849,620313,0.0232,0.0674,0.0245,0.0235,0.0245,0.0284,0.0301,0.0342,0.0392,0.0449,0,0.99
msc23052,23053,588933,0.0252,0.0602,0.0268,0.0273,0.0301,0.0325,0.0359,0.04,0.0441,0.0473,0,0.94
msdoor,415864,10328399,0.5897,1.0519,0.5906,0.8699,1.0963,1.2494,1.2827,1.288,1.2898,1.2274,0,1.0
m_t1,97579,4925574,0.1786,0.4674,0.1801,0.1877,0.2283,0.2723,0.3168,0.3697,0.4414,0.4671,0,0.99
mult_dcop_01,25188,193276,0.0283,0.0272,0.0301,0.0342,0.0326,0.0326,0.0326,0.0326,0.0318,0.0285,9,0.95
mult_dcop_02,25188,193276,0.0282,0.0272,0.0302,0.035,0.0326,0.0326,0.0326,0.0325,0.0317,0.0285,9,0.95
mult_dcop_03,25188,193216,0.0281,0.0273,0.0302,0.0351,0.0326,0.0326,0.0325,0.0326,0.0317,0.0284,9,0.96
NACA0015,1039184,3114818,1.8428,2.4026,1.8652,3.2788,2.4657,2.4066,2.4031,2.4028,2.4037,2.4023,0,0.99
nasasrb,54871,1366097,0.0544,0.1125,0.0563,0.0605,0.0645,0.0785,0.0817,0.0966,0.1038,0.1088,0,0.97
nd12k,36001,7128473,0.171,0.7583,0.1823,0.1806,0.1848,0.1976,0.2192,0.2567,0.3094,0.4035,0,0.95
nd24k,72001,14393817,0.3675,1.5335,0.37,0.3797,0.3887,0.4133,0.4585,0.537,0.6468,0.8412,0,0.99
nd6k,18001,3457658,0.0899,0.3598,0.0908,0.0899,0.09,0.096,0.1058,0.1244,0.1489,0.1932,0,1.0
net100,29921,1031560,0.0694,0.0986,0.0719,0.0655,0.0654,0.067,0.0671,0.0678,0.0679,0.0704,3,1.06
net125,36721,1306960,0.0861,0.124,0.0883,0.0825,0.0826,0.0834,0.084,0.0842,0.0851,0.086,2,1.04
net150,43521,1582360,0.103,0.1485,0.1055,0.0998,0.0997,0.1005,0.1006,0.1017,0.1024,0.1047,3,1.03
net4-1,88344,1265035,0.1651,0.1832,0.1656,0.196,0.1981,0.1969,0.1861,0.1855,0.1857,0.1856,0,1.0
net50,16321,480760,0.0354,0.0487,0.0375,0.0326,0.0326,0.0326,0.0327,0.0335,0.0333,0.036,2,1.09
net75,23121,756160,0.0528,0.074,0.0546,0.049,0.0497,0.0498,0.0498,0.0506,0.0516,0.0522,2,1.08
netherlands_osm,2216689,2441238,2.2173,3.3158,2.3561,3.7096,3.3242,3.3178,3.3139,3.3174,3.3146,3.3179,0,0.94
nh2010,48838,117275,0.0229,0.0216,0.0246,0.0318,0.0245,0.0228,0.0229,0.0229,0.0229,0.0228,9,0.95
NLR,4163764,12487976,7.8386,10.2681,7.9724,13.5288,10.6178,10.2805,10.268,10.2674,10.2683,10.2684,0,0.98
NotreDame_www,325730,929849,0.2492,0.3005,0.2529,0.4052,0.389,0.3758,0.3645,0.3548,0.3465,0.339,0,0.99
nv2010,84539,208499,0.0673,0.0445,0.0738,0.0596,0.0477,0.0454,0.045,0.0449,0.0451,0.0453,9,0.99
ohne2,181344,11063545,0.727,1.2018,0.7396,0.9957,1.0623,1.1615,1.2037,1.2087,1.2042,1.2025,0,0.98
oilpan,73753,1835470,0.0938,0.1676,0.0998,0.1042,0.0977,0.1079,0.1184,0.1284,0.1444,0.1719,0,0.96
olafu,16147,515651,0.0194,0.0486,0.0212,0.0211,0.0227,0.0252,0.026,0.0309,0.035,0.0416,0,0.92
onetone2,36058,227628,0.0246,0.0297,0.027,0.0342,0.0359,0.0366,0.0342,0.0302,0.0301,0.0301,0,0.91
OPF_10000,43888,255799,0.022,0.0322,0.024,0.0351,0.0399,0.0408,0.0334,0.0335,0.0335,0.0333,0,0.92
opt1,15450,973052,0.0329,0.0985,0.0342,0.0334,0.0359,0.0391,0.044,0.0555,0.0664,0.0736,0,0.99
p2p-Gnutella31,62587,147892,0.0322,0.0224,0.0334,0.0228,0.022,0.0229,0.022,0.022,0.022,0.022,3,1.02
parabolic_fem,525826,2100225,0.9992,1.4166,1.0496,1.6368,1.6029,1.4173,1.4171,1.4173,1.4167,1.417,0,0.95
patents,3774769,14970767,8.0882,9.2634,8.2026,9.629,9.27,9.2578,9.2545,9.2535,9.2544,9.2543,0,0.99
pattern1,19243,4671337,0.5941,0.459,0.5961,0.4617,0.4618,0.5043,0.5036,0.5043,0.502,0.5005,9,0.99
pcrystk02,13966,491274,0.02,0.0486,0.0212,0.0204,0.0228,0.0219,0.0268,0.0285,0.0334,0.0416,0,0.98
pcrystk03,24697,887937,0.0322,0.0872,0.0334,0.0333,0.0357,0.0392,0.0473,0.0514,0.0613,0.0712,0,0.97
pct20stif,52330,1375396,0.0502,0.1313,0.0531,0.0555,0.0604,0.0695,0.0768,0.0891,0.0998,0.1106,0,0.95
pdb1HYS,36418,2190591,0.0622,0.2206,0.0644,0.0636,0.0662,0.0744,0.0809,0.0981,0.1129,0.1252,0,0.98
pds10,16559,83108,0.0152,0.0142,0.0162,0.0163,0.017,0.0162,0.0146,0.0147,0.0145,0.0146,9,0.98
PFlow_742,742794,18940627,1.0058,2.1324,1.0247,1.6276,2.0201,2.2696,2.4667,2.4256,2.3041,2.256,0,0.98
pkustk01,22045,500712,0.0219,0.0485,0.0227,0.0237,0.026,0.0285,0.0302,0.0342,0.04,0.0416,0,0.96
pkustk02,10801,410400,0.0169,0.0396,0.0179,0.017,0.0179,0.0212,0.0211,0.0253,0.0253,0.0302,0,0.99
pkustk03,63337,1596876,0.0638,0.1469,0.0645,0.0671,0.0702,0.0842,0.0858,0.1067,0.126,0.1404,0,0.99
pkustk04,55591,2137125,0.0873,0.2205,0.0908,0.0907,0.0998,0.1276,0.1424,0.1586,0.1841,0.1922,0,0.96
pkustk05,37165,1121154,0.0489,0.115,0.0498,0.0499,0.0522,0.0646,0.0662,0.0851,0.0949,0.1025,0,0.98
pkustk06,43165,1307466,0.0561,0.1338,0.0571,0.058,0.0604,0.0751,0.0768,0.0999,0.1114,0.1194,0,0.98
pkustk07,16861,1217832,0.0525,0.128,0.0539,0.0523,0.0554,0.072,0.0792,0.0916,0.106,0.1104,2,1.0
pkustk08,22210,1624440,0.0704,0.1715,0.0719,0.071,0.0744,0.1015,0.1088,0.1277,0.1424,0.149,0,0.99
pkustk09,33961,808800,0.0362,0.0814,0.0374,0.0383,0.0415,0.0473,0.049,0.0589,0.0645,0.0694,0,0.97
pkustk10,80677,2194830,0.1203,0.2231,0.1208,0.1327,0.1349,0.1629,0.1618,0.171,0.1793,0.1952,0,1.0
pkustk11,87805,2652858,0.1436,0.2816,0.1445,0.1536,0.1714,0.2158,0.2176,0.2386,0.2516,0.2635,0,0.99
pkustk12,94654,3803485,0.1927,0.4035,0.1953,0.2046,0.2291,0.3098,0.3323,0.3488,0.3719,0.3835,0,0.99
pkustk13,94894,3355860,0.1812,0.3613,0.1832,0.1994,0.2405,0.3148,0.3266,0.3424,0.3545,0.3559,0,0.99
pkustk14,151927,7494215,0.3198,0.7949,0.3226,0.3873,0.4522,0.5439,0.6008,0.6667,0.744,0.7633,0,0.99
pli,22696,686502,0.0341,0.074,0.035,0.0375,0.0399,0.0441,0.0523,0.0621,0.0712,0.0743,0,0.97
PR02R,161071,8185136,0.3243,0.9597,0.3225,0.4817,0.5069,0.5231,0.5801,0.6805,0.8027,0.9598,1,1.01
Pres_Poisson,14823,365313,0.0193,0.0371,0.0203,0.0212,0.022,0.0229,0.0252,0.0285,0.0318,0.035,0,0.95
pwtk,217919,5926171,0.294,0.5349,0.2964,0.3016,0.4733,0.4931,0.6745,0.6796,0.7446,0.7464,0,0.99
qa8fk,66128,863353,0.0591,0.0888,0.0608,0.0678,0.0867,0.0907,0.0899,0.0899,0.0899,0.0902,0,0.97
qa8fm,66128,863353,0.0591,0.0888,0.0614,0.0677,0.0866,0.0907,0.0908,0.0899,0.0899,0.09,0,0.96
raefsky3,21201,1488768,0.0357,0.1535,0.0375,0.0391,0.0392,0.0391,0.0391,0.0391,0.0391,0.0621,0,0.95
raefsky4,19780,674195,0.0266,0.0666,0.0278,0.0278,0.0301,0.0319,0.036,0.0409,0.0506,0.0556,0,0.96
rajat15,37262,443573,0.0447,0.0511,0.0466,0.0499,0.0532,0.0532,0.0531,0.053,0.0531,0.0531,0,0.96
rajat22,39900,197264,0.0258,0.0265,0.0278,0.0328,0.0391,0.039,0.0358,0.0327,0.0293,0.0285,0,0.93
rajat26,51033,249302,0.0313,0.0339,0.0334,0.0416,0.0506,0.0491,0.0432,0.0392,0.0358,0.0351,0,0.94
rajat29,643995,4866270,1.2407,1.5952,1.2454,2.1678,2.4253,2.4883,2.5085,2.4811,2.2957,2.0063,0,1.0
rajat30,643995,6175377,1.3324,1.6631,1.3399,2.3306,2.5487,2.6062,2.6085,2.5494,2.3616,2.0489,0,0.99
ramage02,16831,1441591,0.0498,0.1354,0.0505,0.0497,0.0522,0.0579,0.0735,0.0868,0.1235,0.1308,2,1.0
Reuters911,13333,148038,0.0234,0.0191,0.0245,0.0227,0.0196,0.0195,0.0194,0.0195,0.0202,0.0196,9,0.98
rgg_n_2_15_s0,32769,160240,0.0239,0.0224,0.0254,0.0301,0.0236,0.0228,0.0221,0.022,0.0221,0.0228,6,1.02
rgg_n_2_22_s0,4194305,30359198,5.553,7.5048,5.6077,8.6337,7.5181,7.5065,7.5075,7.5076,7.5078,7.5066,0,0.99
ri2010,25182,62875,0.0141,0.0126,0.0155,0.0179,0.0138,0.013,0.0129,0.0129,0.013,0.0129,9,0.98
rim,22561,1014951,0.0389,0.0936,0.0407,0.0383,0.0408,0.0482,0.0564,0.0606,0.067,0.0721,2,1.02
RM07R,381690,37464962,1.3822,4.1062,1.3886,1.4834,1.5604,1.8587,2.3362,3.7015,4.1107,4.0091,0,1.0
rma10,46836,2374001,0.0726,0.2165,0.0735,0.0727,0.0752,0.0825,0.0973,0.1186,0.1595,0.1759,0,1.0
roadNet-CA,1971282,2766607,1.9012,2.8723,1.97,4.0852,3.0377,2.8751,2.8661,2.8625,2.8721,2.8649,0,0.97
roadNet-PA,1090921,1541898,1.0508,1.5858,1.0892,2.2836,1.6976,1.5831,1.5819,1.5818,1.5817,1.5817,0,0.96
roadNet-TX,1393384,1921660,1.3332,1.9927,1.3822,2.8605,2.1214,1.9878,1.9924,1.988,1.9915,1.9879,0,0.96
s3dkq4m2,90450,2455670,0.1227,0.2069,0.125,0.1319,0.1489,0.1753,0.2208,0.2554,0.2983,0.3129,0,0.98
s3dkt3m2,90450,1921955,0.1171,0.1897,0.1196,0.127,0.1527,0.1723,0.2202,0.2601,0.2946,0.2606,0,0.98
s4dkt3m2,90450,1921955,0.1172,0.1898,0.1198,0.127,0.1492,0.1721,0.2166,0.2607,0.2941,0.2639,0,0.98
Serena,1391350,32961525,2.2727,3.2926,2.2803,3.4394,4.3803,5.2691,5.1406,4.7817,4.3696,4.0919,0,1.0
shermanACb,18511,145149,0.0193,0.0175,0.0211,0.0227,0.022,0.0211,0.0211,0.0212,0.0204,0.0194,9,0.9
ship_001,34921,2339575,0.062,0.223,0.0637,0.0637,0.0686,0.0694,0.0874,0.0923,0.1259,0.1293,0,0.97
ship_003,121729,4103881,0.1854,0.4149,0.1894,0.2034,0.3094,0.3146,0.3591,0.357,0.4161,0.4163,0,0.98
shipsec1,140875,3977139,0.2179,0.3777,0.2188,0.3138,0.3568,0.431,0.4441,0.4051,0.3803,0.3808,0,1.0
shipsec5,179861,5146478,0.2674,0.4897,0.2715,0.3587,0.4851,0.5498,0.5502,0.5252,0.4991,0.5001,0,0.98
shipsec8,114920,3384159,0.1717,0.3229,0.1738,0.202,0.2685,0.3114,0.3327,0.3279,0.3309,0.3253,0,0.99
Si10H16,17078,446500,0.0374,0.0518,0.0383,0.035,0.0358,0.04,0.0416,0.0466,0.049,0.0523,2,1.07
Si34H36,97570,2626974,0.21,0.3053,0.2116,0.3344,0.3367,0.3437,0.3609,0.3556,0.359,0.3072,0,0.99
Si41Ge41H72,185640,7598452,0.4786,0.8509,0.4803,0.6757,0.6743,0.7274,0.8016,0.8595,0.9285,0.8305,0,1.0
Si5H12,19897,379247,0.0384,0.0436,0.0391,0.0358,0.0366,0.0383,0.0391,0.0425,0.0431,0.0441,2,1.07
Si87H76,240370,5451000,0.4804,0.6281,0.4819,0.8264,0.8282,0.8293,0.8502,0.8397,0.8487,0.6292,0,1.0
sinc15,11533,568526,0.057,0.0592,0.0579,0.0435,0.044,0.0442,0.0444,0.045,0.0456,0.0466,2,1.31
SiO,33402,675528,0.0614,0.0756,0.0629,0.0605,0.0621,0.0646,0.068,0.072,0.0735,0.0754,2,1.01
SiO2,155332,5719417,0.3593,0.7006,0.3611,0.5611,0.5611,0.5763,0.5956,0.6015,0.626,0.5412,0,1.0
skirt,12599,104559,0.0106,0.0134,0.0124,0.0145,0.0145,0.0138,0.013,0.0149,0.0146,0.0146,0,0.85
smallworld,100001,499998,0.1068,0.1599,0.111,0.1868,0.2279,0.2262,0.1996,0.1611,0.1607,0.1608,0,0.96
sme3Dc,42931,3148656,0.4001,0.3451,0.4018,0.3207,0.3389,0.3447,0.3454,0.3454,0.3455,0.3463,2,1.08
smt,25711,1889447,0.0678,0.1945,0.0694,0.067,0.0711,0.0867,0.0957,0.1183,0.135,0.1449,2,1.01
soc-LiveJournal1,4847572,68993773,22.2775,24.1712,22.4596,28.6959,27.9411,27.2355,26.5744,26.0594,25.5428,25.0324,0,0.99
soc-sign-Slashdot090221,82145,549202,0.0943,0.0674,0.0967,0.0786,0.072,0.0695,0.0678,0.0678,0.0678,0.0679,9,0.99
sparsine,50001,799494,0.1103,0.0871,0.1121,0.0875,0.0875,0.0875,0.0875,0.0875,0.0958,0.0957,9,1.0
srb1,54925,1508538,0.0529,0.137,0.0539,0.0571,0.0572,0.0671,0.067,0.0858,0.0884,0.1072,0,0.98
Stanford,281904,2312497,0.6322,0.6906,0.6381,0.6846,0.6909,0.6854,0.6845,0.685,0.6911,0.6852,0,0.99
