dataSet,rows_,columns_,nonzeros_,Sputnik_time,Sputnik_gflops,cuSPARSE_time,cuSPARSE_gflops,rode,ours_gflops
bone010, 986703, 986703, 36326514, 4.387942, 2119.350373, 4.296192, 2164.611642, 4.401971, 2112.596260
boneS01, 127224, 127224, 3421188, 0.467354, 1874.007520, 0.524288, 1670.501995, 0.398336, 2198.706912
boneS10, 914898, 914898, 28191660, 6.010983, 1200.646474, 3.212288, 2246.705519, 3.300454, 2186.688328
boyd1, 93279, 93279, 652246, 2.713600, 61.532642, 0.575386, 290.196645, 0.159027, 1049.977496
boyd2, 466316, 466316, 890091, 0.841523, 270.774833, 1.225011, 186.009160, 0.676762, 336.696560
brack2, 62631, 62631, 366559, 0.080691, 1162.940983, 0.447795, 209.558084, 0.053248, 1762.302880
brainpc2, 27607, 27607, 96601, 0.059904, 412.824806, 0.421888, 58.617109, 0.029901, 827.063323
bratu3d, 27792, 27792, 88627, 0.056320, 402.850002, 0.427725, 53.044650, 0.032256, 703.388862
Bump_2911, 2911419, 2911419, 65320659, 14.906163, 1121.823817, 7.200461, 2322.363684, 4.493005, 3721.805060
bundle1, 10581, 10581, 390741, 0.043418, 2303.897416, 0.454554, 220.061386, 0.044442, 2250.812280
bundle_adj, 513351, 513351, 10360701, 1.319322, 2010.381238, 1.571942, 1687.300638, 0.953037, 2783.039960
c-42, 10471, 10471, 60378, 0.057754, 267.632985, 0.426906, 36.206526, 0.039629, 390.038752
c-43, 11125, 11125, 67400, 0.046285, 372.787604, 0.428954, 40.224397, 0.032768, 526.562513
c-45, 13206, 13206, 93829, 0.047206, 508.834069, 0.414310, 57.976395, 0.027955, 859.239888
c-46, 14913, 14913, 72655, 0.051917, 358.259356, 0.410931, 45.262272, 0.028365, 655.731014
c-47, 15343, 15343, 113372, 0.057446, 505.222796, 0.407757, 71.177799, 0.040038, 724.884894
c-48, 18354, 18354, 92217, 0.064410, 366.522248, 0.411136, 57.420298, 0.039219, 601.938633
c-49, 21132, 21132, 89087, 0.078746, 289.619645, 0.405709, 56.213404, 0.041267, 552.648866
c-50, 22401, 22401, 108013, 0.078438, 352.522840, 0.411238, 67.239171, 0.040550, 681.900272
c-51, 23196, 23196, 113123, 0.080179, 361.184535, 0.421478, 68.709303, 0.041882, 691.460880
c-52, 23948, 23948, 113332, 0.083968, 345.524384, 0.423322, 68.536529, 0.041165, 704.800986
c-53, 30235, 30235, 201224, 0.050278, 1024.562090, 0.405402, 127.067438, 0.037581, 1370.735693
c-54, 31793, 31793, 211743, 0.074752, 725.147232, 0.403354, 134.388806, 0.047002, 1153.284307
c-55, 32780, 32780, 218115, 0.100250, 556.984165, 0.416358, 134.109068, 0.052224, 1069.191211
c-56, 35910, 35910, 208405, 0.071168, 749.658279, 0.407859, 130.809069, 0.048128, 1108.537236
c-57, 37833, 37833, 221515, 0.052326, 1083.732896, 0.411750, 137.723821, 0.039117, 1449.705504
c-58, 37595, 37595, 295076, 0.139878, 540.036587, 0.414925, 182.055770, 0.061645, 1225.398701
c-59, 41282, 41282, 260909, 0.105677, 632.047032, 0.423219, 157.820589, 0.057446, 1162.696032
c-60, 43640, 43640, 171109, 0.085606, 511.689580, 0.417382, 104.949096, 0.048947, 894.921545
c-61, 43618, 43618, 176817, 0.097792, 462.871730, 0.413901, 109.362319, 0.050790, 891.214730
c-62, 41731, 41731, 300537, 0.147661, 521.041942, 0.417485, 184.288076, 0.062362, 1233.731566
c-62ghs, 41731, 41731, 300537, 0.151450, 508.007110, 0.417997, 184.062352, 0.062874, 1223.684816
c-63, 44234, 44234, 239469, 0.108237, 566.388355, 0.418304, 146.553851, 0.054170, 1131.706024
c-64, 51035, 51035, 384438, 0.064410, 1527.972933, 0.438170, 224.607373, 0.047821, 2058.019249
c-64b, 51035, 51035, 384438, 0.064922, 1515.922722, 0.437760, 224.817534, 0.048230, 2040.541372
c-65, 48066, 48066, 204297, 0.111821, 467.712891, 0.434688, 120.316256, 0.054886, 952.877786
c-66, 49989, 49989, 274498, 0.108646, 646.790735, 0.434381, 161.773921, 0.058061, 1210.308621
c-66b, 49989, 49989, 274498, 0.108032, 650.469194, 0.437658, 160.562707, 0.060006, 1171.066593
c-67b, 57975, 57975, 294955, 0.065024, 1161.240150, 0.423834, 178.155952, 0.048640, 1552.394711
c-68, 64810, 64810, 315408, 0.111104, 726.746546, 0.434074, 186.015573, 0.061440, 1314.199938
c-69, 67458, 67458, 345714, 0.137933, 641.636965, 0.448205, 197.460588, 0.067891, 1303.597316
c-70, 68924, 68924, 363955, 0.141517, 658.384566, 0.448717, 207.642066, 0.073011, 1276.139523
c-71, 76638, 76638, 468096, 0.213606, 560.997110, 0.519168, 230.816570, 0.100864, 1188.060854
c-73, 169422, 169422, 724348, 0.270541, 685.416327, 0.667034, 277.996632, 0.253030, 732.849062
c-73b, 169422, 169422, 724348, 0.273715, 677.467241, 0.671949, 275.963115, 0.252928, 733.145764
ca-AstroPh, 18772, 18772, 198110, 0.059802, 848.073597, 0.444826, 114.013582, 0.047923, 1058.279885
ca-CondMat, 23133, 23133, 93497, 0.056934, 420.400192, 0.424141, 56.432281, 0.036352, 658.429584
cage14, 1505785, 1505785, 27130349, 7.330611, 947.447484, 6.176665, 1124.452886, 3.995750, 1738.188976
cage15, 5154859, 5154859, 99199551, 33.720421, 753.106968, 24.563200, 1033.867113, 18.118450, 1401.614584
ca-HepPh, 12008, 12008, 118521, 0.046694, 649.786172, 0.433357, 70.014767, 0.039117, 775.660998
caidaRouterLevel, 192244, 192244, 609066, 0.223130, 698.790710, 0.676454, 230.497275, 0.205824, 757.544799
cant, 62451, 62451, 2034917, 0.230502, 2260.014528, 0.361267, 1441.976296, 0.166605, 3126.793084
case39, 40216, 40216, 526139, 0.060006, 2244.620383, 0.878285, 153.357520, 0.056115, 2400.269240
case9, 14454, 14454, 75801, 0.047514, 408.410550, 0.565146, 34.336384, 0.026317, 737.363793
c-big, 345241, 345241, 1343126, 0.897638, 383.049845, 0.941875, 365.059263, 0.562688, 611.067316
cbuckle, 13681, 13681, 345098, 0.066765, 1323.228493, 0.400896, 220.369106, 0.044442, 1987.891765
ccc, 49152, 49152, 73728, 0.055603, 339.447513, 0.423014, 44.618736, 0.035942, 525.128212
cfd1, 70656, 70656, 949510, 0.128819, 1886.943512, 0.397312, 611.797684, 0.096154, 2527.981921
Chebyshev4, 68121, 68121, 5377761, 1.931571, 712.739358, 0.816026, 1687.087698, 0.482202, 2855.044205
circuit_4, 80209, 80209, 307604, 0.250061, 314.909914, 0.495923, 158.787946, 0.101376, 776.777800
circuit5M, 5558326, 5558326, 59524291, 61.411430, 248.133255, 22.622925, 673.574201, 19.365582, 786.871238
circuit5M_dc, 3523317, 3523317, 19194193, 10.404966, 472.246912, 9.723392, 505.349733, 7.049319, 697.047987
citationCiteseer, 268495, 268495, 1156647, 0.379187, 780.885088, 0.670822, 441.400943, 0.333414, 888.088882
cit-Patents, 3774768, 3774768, 16518948, 10.191770, 414.928019, 11.482828, 368.276046, 7.854899, 538.371121
ckt11752_dc_1, 49702, 49702, 333029, 0.117965, 722.719158, 0.456499, 186.759199, 0.062976, 1353.776365
ckt11752_tr_0, 49702, 49702, 333029, 0.118374, 720.218454, 0.429466, 198.515150, 0.058880, 1447.952142
cnr-2000, 325557, 325557, 3216152, 0.564941, 1457.382671, 0.780902, 1054.337811, 0.563302, 1461.621467
CO, 221119, 221119, 3943588, 0.519168, 1944.570037, 0.694272, 1454.125382, 0.391168, 2580.882210
coAuthorsCiteseer, 227320, 227320, 814134, 0.281907, 739.315290, 0.659763, 315.898653, 0.258253, 807.032082
coAuthorsDBLP, 299067, 299067, 977676, 0.376320, 665.085706, 0.749670, 333.860124, 0.325632, 768.613208
cond-mat-2003, 31163, 31163, 120029, 0.053862, 570.480050, 0.451686, 68.028228, 0.035533, 864.762263
cond-mat-2005, 40421, 40421, 175693, 0.058061, 774.660480, 0.448922, 100.189898, 0.041677, 1079.195294
conf5_4-8x8-05, 49152, 49152, 1916928, 0.136090, 3605.959391, 0.375910, 1305.453550, 0.176026, 2787.853321
conf5_4-8x8-10, 49152, 49152, 1916928, 0.137114, 3579.029256, 0.372429, 1317.657415, 0.176333, 2782.996585
conf5_4-8x8-15, 49152, 49152, 1916928, 0.135373, 3625.052800, 0.363622, 1349.569124, 0.180429, 2719.818343
conf5_4-8x8-20, 49152, 49152, 1916928, 0.135168, 3630.545346, 0.368026, 1333.422411, 0.175514, 2795.985977
conf6_0-8x8-20, 49152, 49152, 1916928, 0.135885, 3611.394187, 0.380109, 1291.034451, 0.176128, 2786.232652
conf6_0-8x8-30, 49152, 49152, 1916928, 0.136704, 3589.752709, 0.375091, 1308.304685, 0.175718, 2792.727227
conf6_0-8x8-80, 49152, 49152, 1916928, 0.135987, 3608.674743, 0.367309, 1336.024506, 0.175718, 2792.727227
consph, 83334, 83334, 3046907, 0.329421, 2367.817030, 0.480563, 1623.112576, 0.347853, 2242.351325
cont-201, 80595, 80595, 239596, 0.074650, 821.659784, 0.456294, 134.423251, 0.054579, 1123.808664
cont-300, 180895, 180895, 539396, 0.225382, 612.671514, 0.689357, 200.310456, 0.198554, 695.456428
coPapersCiteseer, 434102, 434102, 16036720, 1.912832, 2146.241892, 2.211533, 1856.359693, 1.686426, 2434.379757
coPapersDBLP, 540486, 540486, 15245729, 2.014003, 1937.885034, 2.239181, 1743.006505, 1.494938, 2610.748834
copter1, 17222, 17222, 114143, 0.059904, 487.790621, 0.435712, 67.064042, 0.038400, 760.953327
CoupCons3D, 416800, 416800, 22322336, 1.647002, 3469.649240, 2.784153, 2052.515387, 2.386534, 2394.483915
crankseg_1, 52804, 52804, 5333507, 0.613990, 2223.777093, 0.728883, 1873.246299, 0.285082, 4789.427962
crankseg_2, 63838, 63838, 7106348, 0.813466, 2236.388482, 0.924774, 1967.209695, 0.397926, 4571.762714
crplat2, 18010, 18010, 489478, 0.078950, 1587.153065, 0.396083, 316.363744, 0.045466, 2756.069790
crystk02, 13965, 13965, 491274, 0.073216, 1717.741324, 0.430592, 292.077281, 0.058163, 2162.297468
crystk03, 24696, 24696, 887937, 0.110387, 2059.223207, 0.366285, 620.587784, 0.080486, 2824.227137
crystm02, 13965, 13965, 168435, 0.044749, 963.586935, 0.410010, 105.166703, 0.035021, 1231.249950
crystm03, 24696, 24696, 304233, 0.058778, 1325.056608, 0.407040, 191.341498, 0.049664, 1568.211350
ct2010, 67578, 67578, 168176, 0.065741, 654.890967, 0.441139, 97.595167, 0.051507, 835.864830
ct20stif, 52329, 52329, 1375396, 0.186675, 1886.171118, 0.291738, 1206.911180, 0.094720, 3717.286485
Cube_Coup_dt0, 2164760, 2164760, 64685452, 14.968628, 1106.278798, 6.539366, 2532.275351, 6.852198, 2416.666250
Cube_Coup_dt6, 2164760, 2164760, 64685452, 14.962790, 1106.710433, 6.493594, 2550.125052, 6.841856, 2420.319374
CurlCurl_0, 11083, 11083, 62213, 0.050586, 314.843131, 0.443187, 35.936346, 0.029594, 538.174762
CurlCurl_4, 2380515, 2380515, 14448191, 8.295936, 445.849266, 4.859187, 761.184259, 2.994586, 1235.141478
cvxqp3, 17500, 17500, 69981, 0.050995, 351.310235, 0.422605, 42.392174, 0.029696, 603.284490
cyl6, 13681, 13681, 363961, 0.067891, 1372.401993, 0.406630, 229.136856, 0.046490, 2004.190557
darcy003, 389874, 389874, 1167685, 0.611328, 488.980333, 1.037210, 288.203424, 0.597504, 500.293491
dawson5, 51537, 51537, 531157, 0.088064, 1544.061099, 0.435302, 312.371794, 0.057958, 2346.099813
dblp-2010, 326186, 326186, 807700, 0.426394, 484.930351, 0.779469, 265.271931, 0.362086, 571.054878
dc3, 116835, 116835, 766396, 3.369267, 58.231467, 0.560230, 350.208373, 0.191078, 1026.789922
de2010, 24115, 24115, 58028, 0.055194, 269.146582, 0.414310, 35.855165, 0.032256, 460.539665
debr, 1048576, 1048576, 2097149, 1.624269, 330.530371, 2.275533, 235.931630, 1.499136, 358.119713
delaunay_n15, 32768, 32768, 98274, 0.058675, 428.769635, 0.444621, 56.583372, 0.030310, 830.016856
delaunay_n16, 65536, 65536, 196575, 0.065536, 767.871113, 0.482406, 104.317029, 0.049050, 1025.965533
delaunay_n17, 131072, 131072, 393176, 0.183706, 547.904113, 0.607642, 165.645433, 0.172442, 583.693581
delaunay_n18, 262144, 262144, 786396, 0.418509, 481.034971, 0.740454, 271.883561, 0.333312, 603.990764
delaunay_n19, 524288, 524288, 1572823, 1.017446, 395.738467, 1.062707, 378.883925, 0.652288, 617.277465
delaunay_n20, 1048576, 1048576, 3145686, 2.188902, 367.899267, 1.949491, 413.079910, 1.292288, 623.154905
delaunay_n21, 2097152, 2097152, 6291408, 4.461875, 360.969411, 3.746918, 429.846674, 2.568397, 627.083975
delaunay_n22, 4194304, 4194304, 12582869, 8.940544, 360.292888, 7.430963, 433.485459, 5.146931, 625.851486
denormal, 89400, 89400, 622812, 0.126259, 1262.798095, 0.509952, 312.656614, 0.117146, 1361.040234
dictionary28, 52652, 52652, 89038, 0.057139, 398.915771, 0.436736, 52.191089, 0.037069, 614.903329
dielFilterV2clx, 607232, 607232, 12958252, 3.969638, 835.671198, 1.986765, 1669.705770, 1.472922, 2252.199029
dielFilterV2real, 1157456, 1157456, 24848204, 9.786061, 650.020489, 3.417498, 1861.344441, 2.828800, 2248.706236
dielFilterV3clx, 420408, 420408, 16653308, 2.706842, 1574.989373, 2.259354, 1886.932075, 1.764864, 2415.623485
Dubcova1, 16129, 16129, 134569, 0.043520, 791.582342, 0.412877, 83.438121, 0.029286, 1176.302468
Dubcova3, 146689, 146689, 1891669, 0.316928, 1528.004014, 0.533197, 908.233657, 0.226714, 2136.030848
e40r0100, 17281, 17281, 553562, 0.079872, 1774.237175, 0.407757, 347.540176, 0.060211, 2353.579951
EAT_RS, 23219, 23219, 325592, 0.087962, 947.590197, 0.410931, 202.835781, 0.065638, 1269.859611
ecology1, 1000000, 1000000, 2998000, 1.327514, 578.139463, 1.911603, 401.489187, 1.686016, 455.207995
ecology2, 999999, 999999, 2997995, 1.327821, 578.004752, 1.910579, 401.703712, 1.209856, 634.362022
email-Enron, 36692, 36692, 183831, 0.060006, 784.261972, 0.440832, 106.754357, 0.041882, 1123.661369
Emilia_923, 923136, 923136, 20964171, 5.522739, 971.769216, 2.593485, 2069.349939, 1.804595, 2973.978775
engine, 143571, 143571, 2424822, 0.365056, 1700.436231, 0.562278, 1103.998334, 0.289792, 2142.068983
enron, 69244, 69244, 276143, 0.105779, 668.303518, 0.450355, 156.970784, 0.068301, 1035.018718
eu-2005, 862664, 862664, 19235140, 2.254234, 2184.421325, 2.586522, 1903.790779, 2.084454, 2362.342860
ex11, 16614, 16614, 1096948, 0.108954, 2577.415528, 0.382566, 734.039071, 0.072806, 3857.060475
ex19, 12005, 12005, 259879, 0.053965, 1232.822589, 0.409293, 162.546287, 0.043930, 1514.446362
F1, 343791, 343791, 13590452, 1.726362, 2015.311044, 1.884058, 1846.629148, 1.549722, 2245.019790
F2, 71505, 71505, 2682895, 0.339661, 2022.079371, 0.433562, 1584.137300, 0.228147, 3010.429800
Fault_639, 638802, 638802, 14626683, 3.669402, 1020.447285, 1.981542, 1889.654672, 1.276518, 2933.315125
fcondp2, 201822, 201822, 5748069, 0.764006, 1926.038460, 0.723251, 2034.570651, 0.651162, 2259.816322
fem_hifreq_circuit, 491100, 491100, 20239237, 2.252800, 2299.913308, 2.716774, 1907.131020, 2.371994, 2184.341725
filter3D, 106437, 106437, 1406808, 0.232141, 1551.398301, 0.389427, 924.801451, 0.151245, 2381.191678
finance256, 37376, 37376, 167936, 0.052736, 815.223267, 0.420250, 102.300194, 0.038502, 1116.595712
Flan_1565, 1564794, 1564794, 59485419, 7.603303, 2002.848990, 6.446387, 2362.294744, 7.017779, 2169.955208
flickr, 820878, 820878, 9837214, 2.029978, 1240.568750, 2.578125, 976.805613, 1.986253, 1267.878290
foldoc, 13356, 13356, 120238, 0.043622, 705.622044, 0.421069, 73.101895, 0.032666, 942.304036
Freescale1, 3428755, 3428755, 18920347, 10.115277, 478.840944, 10.776269, 449.469936, 8.084480, 599.124330
fullb, 199187, 199187, 5953632, 0.753971, 2021.469523, 0.764006, 1994.917633, 0.634061, 2403.759644
FullChip, 2987012, 2987012, 26621990, 81.130493, 84.003303, 10.198835, 668.236073, 8.057652, 845.808412
fxm4_6, 18892, 18892, 258368, 0.057344, 1153.428541, 0.411853, 160.596722, 0.038912, 1699.789419
G2_circuit, 150102, 150102, 438388, 0.229888, 488.182607, 0.664064, 169.000777, 0.201421, 557.178423
G3_circuit, 1585478, 1585478, 4623152, 2.439782, 485.095287, 3.158835, 374.671937, 2.089267, 566.479451
Ga10As10H30, 113081, 113081, 3114357, 0.345088, 2310.353824, 0.561766, 1419.229437, 0.238387, 3344.455496
Ga19As19H42, 133123, 133123, 4508981, 0.479846, 2405.559735, 0.729498, 1582.320626, 0.305357, 3780.165298
Ga3As3H12, 61349, 61349, 3016148, 0.242995, 3177.568601, 0.513638, 1503.263554, 0.175514, 4399.282348
Ga41As41H72, 268096, 268096, 9378286, 1.037005, 2315.168952, 1.576243, 1523.141353, 0.626893, 3829.747600
GaAsH6, 61349, 61349, 1721579, 0.153805, 2865.477642, 0.372429, 1183.378475, 0.133018, 3313.277532
gas_sensor, 66917, 66917, 885141, 0.109466, 2070.021065, 0.403354, 561.780280, 0.083558, 2711.829093
Ge87H76, 112985, 112985, 4002590, 0.455270, 2250.669211, 0.661914, 1548.031438, 0.284160, 3605.937011
Ge99H100, 112985, 112985, 4282190, 0.474931, 2308.209394, 0.714035, 1535.275397, 0.294400, 3723.643471
gearbox, 153746, 153746, 4617075, 0.563814, 2096.383485, 0.624538, 1892.554074, 0.493568, 2394.748486
Geo_1438, 1437960, 1437960, 32297325, 9.660007, 855.911952, 3.777331, 2188.877503, 2.652262, 3117.382161
gridgena, 48962, 48962, 280523, 0.060416, 1188.656758, 0.420557, 170.759077, 0.037376, 1921.390335
gsm_106857, 589446, 589446, 11174185, 3.011072, 950.024241, 4.047770, 706.708059, 2.374554, 1204.685909
gupta1, 31802, 31802, 1098006, 0.074035, 3796.701373, 0.339763, 827.310155, 0.081613, 3444.184376
gupta2, 62064, 62064, 2155175, 0.154010, 3582.405149, 0.292147, 1888.516427, 0.157901, 3494.122930
gupta3, 16783, 16783, 4670105, 0.818074, 1461.417335, 0.675738, 1769.247184, 0.524493, 2279.434354
gyro, 17361, 17361, 519260, 0.087245, 1523.650187, 0.412058, 322.601896, 0.051814, 2565.513777
gyro_k, 17361, 17361, 519260, 0.088269, 1505.974502, 0.417485, 318.408137, 0.052122, 2550.393048
gyro_m, 17361, 17361, 178896, 0.050483, 907.180475, 0.421888, 108.553394, 0.041882, 1093.496332
H2O, 67024, 67024, 1141880, 0.144179, 2027.485780, 0.312934, 934.129585, 0.124928, 2339.918078
halfb, 224617, 224617, 6306219, 0.802509, 2011.681369, 0.798515, 2021.742493, 0.654643, 2466.064048
Hamrle3, 1447360, 1447360, 5514242, 2.600550, 542.825826, 3.526656, 400.278895, 2.545869, 554.484941
hangGlider_4, 15561, 15561, 79088, 0.167424, 120.929664, 0.415437, 48.735520, 0.039731, 509.587647
hangGlider_5, 16011, 16011, 82070, 0.169779, 123.748488, 0.418099, 50.251039, 0.039322, 534.309877
helm2d03, 392257, 392257, 1567096, 0.800256, 501.310322, 0.929075, 431.802031, 0.550502, 728.746286
helm3d01, 32226, 32226, 230335, 0.057139, 1031.966846, 0.414106, 142.393049, 0.041574, 1418.318943
hi2010, 25016, 25016, 62063, 0.054989, 288.933884, 0.405504, 39.181188, 0.031437, 505.399007
hollywood-2009, 1139905, 1139905, 57515616, 9.474150, 1554.123332, 7.049113, 2088.772974, 6.380237, 2307.750969
hood, 220542, 220542, 5494489, 0.766259, 1835.657172, 0.741478, 1897.006295, 0.659354, 2133.285092
Hook_1498, 1498023, 1498023, 31207734, 11.732992, 680.915835, 3.822387, 2090.102140, 2.927923, 2728.616617
HTC_336_4438, 226340, 226340, 565431, 0.357376, 405.036529, 0.851661, 169.962422, 0.351744, 411.521825
HTC_336_9129, 226340, 226340, 554881, 0.358093, 396.683576, 0.854528, 166.231567, 0.349082, 406.923571
hugetric-00000, 5824554, 5824554, 8733523, 8.974131, 249.136310, 10.786407, 207.277729, 7.606682, 293.923414
human_gene1, 22283, 22283, 12345963, 1.493197, 2116.644359, 1.863987, 1695.594581, 1.546240, 2044.033552
human_gene2, 14340, 14340, 9041364, 1.031270, 2244.405701, 1.419162, 1630.955329, 1.119027, 2068.393972
HV15R, 2017169, 2017169, 283073458, 28.019506, 2586.298384, 29.614491, 2447.005026, 15.234457, 4756.769694
ibm_matrix_2, 51448, 51448, 1056610, 0.178074, 1518.990825, 0.358400, 754.721405, 0.075571, 3579.302297
igbt3, 10938, 10938, 234006, 0.052122, 1149.341901, 0.441344, 135.734332, 0.044442, 1347.960870
in-2004, 1382908, 1382908, 16917053, 2.663629, 1625.889320, 3.068314, 1411.448155, 2.236314, 1936.564492
inlet, 11730, 11730, 328323, 0.053760, 1563.442913, 0.414618, 202.718579, 0.045773, 1836.258395
inline_1, 503712, 503712, 18660027, 2.778317, 1719.374398, 2.364723, 2020.095587, 1.945088, 2455.912997
ins2, 309412, 309412, 1530448, 10.203444, 38.398282, 1.190912, 328.987113, 0.747008, 524.485271
italy_osm, 6686493, 6686493, 7013978, 8.642765, 207.755083, 11.831603, 151.761205, 7.777894, 230.856609
jan99jac120sc, 41374, 41374, 260202, 0.059802, 1113.878381, 0.428544, 155.437277, 0.042803, 1556.232018
juba40k, 40337, 40337, 144945, 0.052941, 700.894613, 0.444211, 83.532158, 0.037274, 995.501355
k3plates, 11107, 11107, 378927, 0.051405, 1887.086726, 0.467149, 207.653998, 0.052224, 1857.485354
kim1, 38415, 38415, 933195, 0.086323, 2767.482153, 0.347238, 687.993959, 0.066970, 3567.259316
kkt_power, 2063494, 2063494, 8130343, 4.342067, 479.349500, 4.496179, 462.919229, 3.203482, 649.720529
kron_g500-logn16, 65536, 65536, 2456398, 0.459878, 1367.400365, 0.449741, 1398.222932, 0.279962, 2246.157566
kron_g500-logn17, 131072, 131072, 5114375, 1.308058, 1000.934520, 0.829133, 1579.095571, 0.660070, 1983.545939
kron_g500-logn18, 262144, 262144, 10583222, 1.915904, 1414.113008, 1.807053, 1499.294778, 1.351168, 2005.157688
kron_g500-logn19, 524288, 524288, 21781478, 4.204749, 1326.133493, 3.255910, 1712.595718, 2.755277, 2023.774245
kron_g500-logn20, 1048576, 1048576, 44620272, 7.189401, 1588.837407, 5.966131, 1914.605836, 5.451879, 2095.202586
laminar_duct3D, 67173, 67173, 3833077, 0.230605, 4255.192206, 0.598630, 1639.187959, 0.250880, 3911.303015
language, 399130, 399130, 1216334, 0.905830, 343.752550, 1.034240, 301.072784, 0.581530, 535.452529
largebasis, 440020, 440020, 5560100, 1.061376, 1341.075736, 1.557299, 914.009055, 1.084826, 1312.087017
ldoor, 952203, 952203, 23737339, 7.359796, 825.669529, 2.864947, 2121.071877, 2.847130, 2134.345664
lhr34, 35152, 35152, 764014, 0.080486, 2430.070007, 0.367309, 532.488141, 0.055910, 3498.232442
lhr34c, 35152, 35152, 764014, 0.080589, 2426.982220, 0.372838, 524.590769, 0.055910, 3498.232442
lhr71, 70304, 70304, 1528092, 0.150016, 2607.665566, 0.335155, 1167.195230, 0.116736, 3351.079096
lhr71c, 70304, 70304, 1528092, 0.149914, 2609.446772, 0.338432, 1155.894093, 0.113050, 3460.353184
li, 22695, 22695, 1350309, 0.157594, 2193.484461, 0.300749, 1149.394786, 0.114586, 3016.776079
ljournal-2008, 5363260, 5363260, 79023142, 32.767181, 617.383720, 19.892429, 1016.966041, 18.199963, 1111.536635
Long_Coup_dt0, 1470152, 1470152, 44279572, 13.924147, 814.094422, 4.791194, 2365.917759, 4.743168, 2389.873335
Long_Coup_dt6, 1470152, 1470152, 44279572, 13.879399, 816.719106, 4.647117, 2439.269507, 4.740506, 2391.215492
lowThrust_10, 18260, 18260, 116074, 0.050995, 582.700793, 0.429363, 69.207011, 0.030106, 987.023817
lowThrust_11, 18368, 18368, 117002, 0.052531, 570.185178, 0.420250, 71.273147, 0.032563, 919.827027
lowThrust_12, 18458, 18458, 117423, 0.053043, 566.713336, 0.414720, 72.483331, 0.030515, 985.092285
lowThrust_13, 18476, 18476, 117580, 0.052429, 574.121095, 0.414618, 72.598175, 0.030515, 986.409399
lowThrust_4, 13562, 13562, 84240, 0.051610, 417.857146, 0.416051, 51.833621, 0.029082, 741.549273
lowThrust_5, 16262, 16262, 103701, 0.054374, 488.234438, 0.412570, 64.346609, 0.031334, 847.230387
lowThrust_6, 16928, 16928, 108376, 0.052941, 524.061917, 0.413901, 67.031172, 0.031027, 894.191396
lowThrust_7, 17378, 17378, 110607, 0.054784, 516.855141, 0.407142, 69.546655, 0.030925, 915.620860
lowThrust_8, 17702, 17702, 113139, 0.054477, 531.668257, 0.418714, 69.172778, 0.033075, 875.688893
lowThrust_9, 18044, 18044, 114806, 0.052122, 563.880184, 0.404992, 72.570163, 0.032563, 902.562877
lp1, 534388, 534388, 1088904, 0.723456, 385.316348, 1.109197, 251.316479, 0.658432, 423.368580
luxembourg_osm, 114599, 114599, 119666, 0.152474, 200.916716, 0.572928, 53.470063, 0.151040, 202.823721
m14b, 214765, 214765, 1679018, 0.400179, 1074.090340, 0.637747, 673.979616, 0.294810, 1457.987130
mario001, 38434, 38434, 114643, 0.051712, 567.539600, 0.430899, 68.110149, 0.034816, 842.963239
mario002, 389874, 389874, 1167685, 0.616346, 484.999588, 1.038131, 287.947563, 0.595968, 501.582897
mark3jac040sc, 18289, 18289, 113435, 0.055398, 524.191325, 0.423322, 68.598818, 0.034099, 851.614105
mark3jac060sc, 27449, 27449, 170695, 0.051405, 850.074734, 0.435302, 100.385203, 0.040141, 1088.616107
me2010, 69518, 69518, 167738, 0.066355, 647.137359, 0.454758, 94.425804, 0.050995, 842.058219
memplus, 17758, 17758, 126150, 0.053043, 608.832063, 0.411648, 78.451495, 0.039424, 819.155861
mip1, 66463, 66463, 5209641, 0.584192, 2282.927734, 0.626176, 2129.861327, 0.229888, 5801.381707
ML_Laplace, 377002, 377002, 27689972, 1.304678, 5433.241337, 3.043533, 2329.080515, 2.113024, 3354.733786
mouse_gene, 45101, 45101, 14506196, 1.715814, 2164.328599, 2.115175, 1755.687866, 1.782989, 2082.787230
msc10848, 10848, 10848, 620313, 0.096870, 1639.304993, 0.450048, 352.851522, 0.052019, 3052.721298
msc23052, 23052, 23052, 588933, 0.098918, 1524.153693, 0.422810, 356.583312, 0.054067, 2788.508501
msdoor, 415863, 415863, 10328399, 1.692774, 1561.974329, 1.474458, 1793.249302, 1.201664, 2200.340701
m_t1, 97578, 97578, 4925574, 0.619827, 2034.352312, 0.638976, 1973.387014, 0.470426, 2680.438583
mult_dcop_01, 25187, 25187, 193276, 0.461107, 107.304018, 0.418304, 118.283962, 0.051507, 960.616324
mult_dcop_02, 25187, 25187, 193276, 0.462643, 106.947766, 0.417587, 118.487008, 0.052224, 947.431403
mult_dcop_03, 25187, 25187, 193216, 0.461005, 107.294540, 0.434586, 113.817149, 0.050688, 975.838412
NACA0015, 1039183, 1039183, 3114818, 2.229043, 357.729006, 2.608230, 305.721998, 1.805005, 441.768006
nasasrb, 54870, 54870, 1366097, 0.163533, 2138.536247, 0.260301, 1343.525751, 0.090829, 3850.329755
nd12k, 36000, 36000, 7128473, 0.799744, 2281.841589, 0.954675, 1911.528751, 0.323994, 5632.484790
nd24k, 72000, 72000, 14393817, 1.605632, 2294.932530, 2.008166, 1834.916325, 0.675328, 5456.336866
