dataSet,num_nodes,num_edges,sddmm_tcu,sddmm_cuda,4,8,14,18,22,30,38,50,density,speedup
Stanford,281904,2312497,0.1737,0.5316,0.182,0.1944,0.2164,0.5319,0.5318,0.5319,0.5319,0.5318,0,0.95
std1_Jac2,21983,1248731,0.0262,0.3705,0.0264,0.0305,0.0313,0.0478,0.0486,0.0503,0.0919,0.1174,0,0.99
std1_Jac3,21983,1455848,0.0278,0.4352,0.028,0.0333,0.0341,0.0522,0.0526,0.0543,0.0993,0.1288,0,0.99
stokes128,49667,295938,0.0125,0.0377,0.0133,0.015,0.0149,0.015,0.015,0.0206,0.0379,0.0379,0,0.94
stokes64,12547,74242,0.0064,0.0117,0.0059,0.006,0.006,0.0059,0.006,0.0076,0.0126,0.0118,4,1.08
struct3,53571,613632,0.0152,0.0558,0.015,0.015,0.015,0.015,0.015,0.024,0.0371,0.0371,4,1.01
t2dah,11446,93781,0.0053,0.0121,0.0051,0.0052,0.0052,0.006,0.006,0.0059,0.006,0.0076,4,1.04
t2dah_a,11446,93781,0.0053,0.0122,0.0052,0.0051,0.0059,0.006,0.006,0.006,0.006,0.0068,8,1.04
t2dah_e,11446,93781,0.0052,0.0122,0.0052,0.0051,0.0051,0.006,0.006,0.006,0.006,0.0076,8,1.02
t3dh,79172,2215638,0.0432,0.3475,0.0428,0.0469,0.0503,0.0609,0.065,0.0724,0.0953,0.1322,4,1.01
t3dh_a,79172,2215638,0.0433,0.3474,0.0436,0.0469,0.0503,0.0608,0.0657,0.0723,0.0952,0.1321,0,0.99
t3dh_e,79172,2215638,0.0429,0.347,0.0445,0.0469,0.0503,0.0608,0.065,0.0726,0.0953,0.1321,0,0.96
t3dl,20361,265113,0.0109,0.0246,0.0109,0.011,0.0109,0.015,0.0158,0.0182,0.0216,0.024,0,1.0
t3dl_a,20361,265113,0.0112,0.0246,0.0101,0.0109,0.0109,0.015,0.0159,0.0183,0.0215,0.0248,4,1.11
tandem_vtx,18455,135902,0.0082,0.018,0.0076,0.0076,0.0085,0.0126,0.0133,0.0141,0.0158,0.0177,4,1.08
ted_A,10606,424587,0.0083,0.1198,0.0084,0.0084,0.0101,0.0142,0.0158,0.0166,0.0183,0.0281,0,0.99
ted_AB,10606,522387,0.0107,0.1594,0.0117,0.0109,0.0109,0.0166,0.0174,0.0183,0.0224,0.0364,0,0.98
ted_AB_unscaled,10606,522387,0.0113,0.1596,0.0109,0.0109,0.0109,0.0166,0.0174,0.0174,0.0224,0.0371,4,1.04
ted_A_unscaled,10606,424587,0.0088,0.12,0.0092,0.0084,0.0101,0.0143,0.0158,0.0166,0.0191,0.0282,8,1.05
ted_B_unscaled,10606,77592,0.0052,0.0133,0.0051,0.0051,0.0076,0.0076,0.0076,0.0093,0.0092,0.011,4,1.02
thread,29737,2249892,0.0302,0.5971,0.0297,0.0297,0.0314,0.0347,0.0355,0.0379,0.0519,0.0863,4,1.02
tmt_sym,726714,2903837,0.1356,0.522,0.1984,0.1989,0.1982,0.1983,0.1984,0.2007,0.5224,0.5223,0,0.68
torso1,116159,8516500,0.1021,2.4317,0.101,0.1027,0.1035,0.11,0.1116,0.1575,0.1706,0.1903,4,1.01
transient,178867,961790,0.1074,0.1428,0.1133,0.1149,0.1222,0.0929,0.0928,0.1025,0.1403,0.1436,22,1.16
trdheim,22099,978711,0.0124,0.2251,0.0125,0.0125,0.0125,0.0183,0.0182,0.0182,0.0191,0.029,0,0.99
Trefethen_20000,20001,287233,0.0133,0.0317,0.0133,0.0134,0.0142,0.024,0.024,0.024,0.0239,0.0322,0,1.0
Trefethen_20000b,20000,287217,0.0136,0.0316,0.0133,0.0134,0.0142,0.0232,0.0232,0.0231,0.0231,0.0322,4,1.02
troll,213454,6099282,0.0797,0.8134,0.0797,0.0821,0.0879,0.092,0.1018,0.1182,0.1411,0.1878,0,1.0
TSOPF_FS_b162_c1,10799,305732,0.0068,0.0829,0.0067,0.0068,0.0068,0.0109,0.0117,0.0118,0.0117,0.0118,4,1.01
TSOPF_FS_b162_c3,30799,904612,0.0123,0.2309,0.0134,0.0141,0.0149,0.0216,0.0223,0.0224,0.0224,0.024,0,0.92
TSOPF_FS_b162_c4,40799,1204322,0.0153,0.3054,0.0174,0.0174,0.019,0.0264,0.0264,0.0265,0.0273,0.0289,0,0.88
TSOPF_FS_b300,29215,2203949,0.0216,0.6304,0.0215,0.024,0.0248,0.0305,0.0313,0.0313,0.0321,0.0346,4,1.0
TSOPF_FS_b300_c1,29215,2203949,0.0217,0.6303,0.0215,0.0239,0.0248,0.0306,0.0313,0.0313,0.0322,0.0346,4,1.01
TSOPF_FS_b300_c2,56815,4391071,0.0402,1.2508,0.0403,0.0485,0.0494,0.0544,0.0551,0.0559,0.0577,0.0625,0,1.0
TSOPF_FS_b300_c3,84415,6578753,0.0581,1.8713,0.0568,0.0723,0.0731,0.0814,0.0865,0.0871,0.0904,0.0978,4,1.02
TSOPF_FS_b39_c19,76217,998359,0.0166,0.2372,0.0182,0.019,0.0207,0.0388,0.0403,0.0404,0.0412,0.042,0,0.91
TSOPF_FS_b39_c30,120217,1575639,0.0235,0.3689,0.0272,0.028,0.0322,0.0552,0.0576,0.0576,0.0592,0.0592,0,0.86
TSOPF_FS_b39_c7,28217,368599,0.0081,0.0926,0.0092,0.0092,0.0093,0.0191,0.0198,0.0199,0.0199,0.0199,0,0.88
TSOPF_FS_b9_c6,14455,75801,0.0046,0.011,0.0044,0.0051,0.0052,0.006,0.0068,0.0085,0.0084,0.0101,4,1.05
TSOPF_RS_b162_c3,15375,610299,0.0092,0.1675,0.01,0.0101,0.0117,0.0191,0.019,0.019,0.0191,0.0191,0,0.92
TSOPF_RS_b162_c4,20375,812749,0.0116,0.2205,0.0117,0.0125,0.015,0.0215,0.0223,0.0215,0.0231,0.0232,0,0.99
TSOPF_RS_b2052_c1,25627,6761100,0.0607,2.0322,0.0649,0.0608,0.071,0.0723,0.0723,0.0717,0.0715,0.0731,0,1.0
TSOPF_RS_b2383,38121,16171169,0.1319,4.954,0.1233,0.141,0.1553,0.1628,0.1618,0.1609,0.162,0.1643,4,1.07
TSOPF_RS_b2383_c1,38121,16171169,0.1317,4.9507,0.122,0.1413,0.1556,0.1629,0.1621,0.1608,0.1627,0.164,4,1.08
TSOPF_RS_b300_c1,14539,1474325,0.0172,0.4311,0.0175,0.0184,0.0175,0.0273,0.0281,0.0273,0.0281,0.0289,0,0.98
TSOPF_RS_b300_c2,28339,2943887,0.0298,0.854,0.0314,0.0306,0.0305,0.0445,0.0445,0.0444,0.0469,0.0485,0,0.98
TSOPF_RS_b300_c3,42139,4413449,0.0425,1.2765,0.0452,0.0428,0.0437,0.0641,0.0644,0.0649,0.0657,0.0699,0,0.99
TSOPF_RS_b39_c19,38099,684206,0.0125,0.2049,0.0134,0.0134,0.0167,0.0273,0.0281,0.0273,0.0289,0.033,0,0.93
TSOPF_RS_b39_c30,60099,1079986,0.0179,0.3203,0.0191,0.0191,0.0248,0.0404,0.0404,0.0404,0.042,0.047,0,0.94
TSOPF_RS_b39_c7,14099,252446,0.0067,0.0784,0.0068,0.0068,0.0077,0.0125,0.0125,0.0125,0.0134,0.0182,0,0.99
TSOPF_RS_b678_c1,18697,4396289,0.0402,1.3727,0.042,0.0407,0.0413,0.051,0.0485,0.051,0.051,0.051,0,0.99
TSOPF_RS_b678_c2,35697,8781949,0.0776,2.74,0.0829,0.0789,0.0805,0.1002,0.0986,0.1013,0.101,0.1043,0,0.98
tsyl201,20686,1237821,0.0193,0.3039,0.0199,0.0191,0.0199,0.0241,0.0248,0.0265,0.0412,0.0683,8,1.01
tube1,21499,459277,0.0082,0.0393,0.0084,0.0084,0.0084,0.0085,0.0092,0.01,0.0109,0.0166,0,0.98
tube2,21499,459277,0.0083,0.0502,0.0087,0.0085,0.0084,0.0125,0.0133,0.0133,0.0142,0.0159,0,0.99
turon_m,189925,912345,0.0305,0.1159,0.0378,0.0453,0.0461,0.0625,0.0625,0.0674,0.1035,0.1165,0,0.81
usroads,129165,165435,0.0156,0.0634,0.0142,0.0157,0.0616,0.0641,0.0641,0.0641,0.0641,0.0642,4,1.1
usroads-48,126147,161950,0.0148,0.0619,0.0141,0.015,0.0609,0.0625,0.0625,0.0625,0.0624,0.0625,4,1.05
vanbody,47073,1191985,0.0182,0.1599,0.0174,0.0182,0.0182,0.0215,0.0232,0.0257,0.0314,0.0412,4,1.05
venturiLevel3,4026820,8054237,0.8164,2.3472,0.7476,0.7611,1.175,1.8328,2.346,2.3482,2.5057,2.4893,4,1.09
vibrobox,12329,177578,0.0098,0.0252,0.0092,0.0092,0.0102,0.0158,0.0158,0.0175,0.0223,0.0248,4,1.07
viscorocks,37763,1162244,0.0171,0.1718,0.0166,0.0167,0.0174,0.0174,0.0175,0.0174,0.0281,0.042,4,1.03
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.0095,0.0196,0.0101,0.0101,0.0134,0.0199,0.0198,0.0199,0.0198,0.0199,0,0.94
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.1031,0.4334,0.1042,0.1255,0.1313,0.432,0.4336,0.4361,0.4393,0.4393,0,0.99
vsp_befref_fxm_2_4_air02,14110,98224,0.007,0.0123,0.0068,0.0076,0.0076,0.0093,0.0109,0.0117,0.0117,0.0125,4,1.03
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.0177,0.0393,0.0174,0.0198,0.024,0.0306,0.0314,0.0355,0.0379,0.0395,4,1.02
vsp_c-30_data_data,11024,62184,0.0043,0.0093,0.0044,0.0043,0.0044,0.0052,0.0052,0.006,0.006,0.0093,0,1.0
vsp_c-60_data_cti_cs4,85831,241080,0.0367,0.0409,0.037,0.0396,0.0427,0.0256,0.0298,0.0321,0.0346,0.0371,18,1.43
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.046,0.0834,0.0396,0.0494,0.0592,0.0535,0.0568,0.0665,0.0797,0.0838,4,1.16
vsp_mod2_pgp2_slptsk,101365,389368,0.0551,0.0601,0.0527,0.0535,0.0576,0.0423,0.0494,0.0519,0.0551,0.0576,18,1.3
vsp_model1_crew1_cr42_south31,45102,189976,0.0147,0.0282,0.0158,0.0166,0.0182,0.0167,0.0182,0.0223,0.0265,0.0289,0,0.93
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.0614,0.3103,0.062,0.069,0.0764,0.2944,0.2962,0.3001,0.3107,0.3107,0,0.99
vsp_p0291_seymourl_iiasa,10499,53868,0.0093,0.0159,0.0092,0.0084,0.0085,0.0167,0.0157,0.0158,0.0159,0.0166,8,1.11
vsp_sctap1-2b_and_seymourl,40175,140831,0.026,0.0322,0.0248,0.0249,0.028,0.029,0.0322,0.0322,0.033,0.0338,4,1.05
vsp_south31_slptsk,39669,189914,0.0148,0.0305,0.015,0.015,0.0142,0.0158,0.0207,0.0231,0.0272,0.0314,14,1.04
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.0282,0.0573,0.0297,0.0338,0.0396,0.0395,0.0404,0.0413,0.0494,0.0568,0,0.95
vt2010,32581,77799,0.0081,0.0205,0.0076,0.0085,0.0109,0.0174,0.0207,0.0207,0.0207,0.0208,4,1.07
wathen100,30402,251001,0.0083,0.0259,0.0084,0.0085,0.0084,0.0142,0.0174,0.0182,0.0174,0.0199,0,0.99
wathen120,36442,301101,0.0098,0.0305,0.0092,0.0092,0.0093,0.0167,0.0207,0.0207,0.0207,0.0231,4,1.07
web-Google,916429,5105039,0.5471,0.7708,0.5638,0.6098,0.7131,0.77,0.7717,0.7718,0.7712,0.7713,0,0.97
web-NotreDame,325730,1497134,0.1064,0.2885,0.1026,0.1043,0.1059,0.1615,0.1599,0.1583,0.1493,0.1608,4,1.04
wikipedia-20051105,1634990,19753078,1.4432,3.9439,1.5583,1.6173,1.7802,3.688,3.7958,3.6161,3.8745,3.9093,0,0.93
wikipedia-20060925,2983495,37269096,3.0923,7.6794,3.366,3.4233,3.7757,7.5423,7.5403,6.9016,7.1371,7.6995,0,0.92
wikipedia-20061104,3148441,39383235,3.3183,8.1694,3.5852,3.7448,4.0311,7.3198,7.3038,7.3226,7.4063,7.4438,0,0.93
wikipedia-20070206,3566908,45030389,3.9364,8.6932,4.2662,4.4099,4.7295,8.7842,9.1745,8.7206,8.5927,8.578,0,0.92
wiki-Talk,2394386,5021410,0.96,1.5178,0.9301,0.9212,0.9329,1.3283,1.3286,1.3377,1.5031,1.5129,8,1.04
windscreen,22693,752541,0.0122,0.1853,0.0125,0.0126,0.0126,0.015,0.015,0.0166,0.0166,0.024,0,0.98
wing_nodal,10938,75488,0.0079,0.0122,0.0076,0.0076,0.0085,0.0126,0.0125,0.0125,0.0125,0.0126,4,1.04
wy2010,86205,213793,0.0194,0.0439,0.0191,0.0223,0.0289,0.0395,0.0436,0.0445,0.0444,0.0445,4,1.02
x104,108385,5138004,0.0629,1.2814,0.0633,0.0657,0.0674,0.0952,0.0994,0.1044,0.1133,0.2074,0,0.99
Zd_Jac2,22836,1642833,0.0301,0.4898,0.0305,0.0363,0.0371,0.0567,0.0575,0.0591,0.11,0.1445,0,0.99
Zd_Jac3,22836,1916152,0.033,0.5728,0.0355,0.0395,0.0413,0.0636,0.0641,0.0657,0.1207,0.1608,0,0.93
Zd_Jac6,22836,1711983,0.0302,0.5113,0.0322,0.0379,0.0396,0.0592,0.0601,0.0616,0.1117,0.1485,0,0.94
