dataSet,num_nodes,num_edges,sddmm_tcu,sddmm_cuda,4,8,14,18,22,30,38,50,density,speedup
F2,71506,2682895,0.0469,0.5844,0.0461,0.0493,0.0518,0.0634,0.0657,0.0715,0.1051,0.2157,4,1.02
Fault_639,638803,14626683,0.2789,1.4145,0.2889,0.3066,0.3222,0.3723,0.3996,0.4662,0.5765,0.7966,0,0.97
fcondp2,201823,5748069,0.0667,1.0469,0.0681,0.0706,0.0813,0.0871,0.0904,0.0961,0.1264,0.169,0,0.98
fem_hifreq_circuit,491101,20239237,0.4864,5.097,0.4879,0.5366,0.5608,0.7274,0.7755,0.9611,1.571,2.3822,0,1.0
filter3D,106438,1406808,0.045,0.1248,0.0461,0.0502,0.0568,0.0715,0.0748,0.0833,0.0903,0.0993,0,0.98
finance256,37377,167936,0.0103,0.0257,0.0101,0.01,0.0126,0.0224,0.0224,0.0249,0.0265,0.0265,8,1.03
Flan_1565,1564795,59485419,0.8501,12.7861,0.8784,0.9381,1.0129,1.204,1.2222,1.271,1.4364,2.1494,0,0.97
flickr,820879,9837214,0.6938,2.6294,0.7667,0.8144,0.8345,2.3863,2.3448,2.3534,2.4956,2.609,0,0.9
foldoc,13357,120238,0.0075,0.0172,0.0068,0.0068,0.0077,0.0141,0.0142,0.0141,0.015,0.0165,4,1.1
Freescale1,3428756,18920347,1.6295,3.4004,1.8085,1.9336,2.0936,2.3713,2.382,2.4305,3.3944,3.4019,0,0.9
fullb,199188,5953632,0.0629,0.9479,0.0649,0.0641,0.0691,0.0797,0.0878,0.0977,0.1346,0.1551,0,0.98
FullChip,2987013,26621990,2.4427,4.2845,2.5095,2.7721,3.348,3.9076,4.1695,4.1476,3.9105,4.2778,0,0.97
fxm4_6,18893,258368,0.0102,0.0347,0.01,0.01,0.0109,0.0191,0.0207,0.0215,0.0223,0.024,4,1.02
G2_circuit,150103,438388,0.0206,0.0705,0.0207,0.0206,0.0248,0.033,0.0355,0.0707,0.0707,0.0707,0,1.0
G3_circuit,1585479,4623152,0.2908,1.0747,0.3503,0.3514,0.415,0.5403,0.5739,1.0752,1.0747,1.0755,0,0.83
Ga10As10H30,113082,3114357,0.09,0.499,0.0895,0.0936,0.101,0.1821,0.1829,0.1846,0.2116,0.2501,4,1.01
Ga19As19H42,133124,4508981,0.1141,0.8438,0.1141,0.1206,0.1297,0.2239,0.2246,0.2272,0.2788,0.3525,0,1.0
Ga3As3H12,61350,3016148,0.0649,0.689,0.0633,0.0724,0.078,0.1166,0.1174,0.1181,0.1566,0.2174,4,1.03
Ga41As41H72,268097,9378286,0.2626,1.7927,0.2705,0.2778,0.3026,0.5197,0.5213,0.5261,0.6385,0.7972,0,0.97
GaAsH6,61350,1721579,0.0506,0.2894,0.0494,0.0518,0.0568,0.0986,0.0993,0.1002,0.1094,0.1346,4,1.02
gas_sensor,66918,885141,0.0243,0.0744,0.0239,0.0249,0.0281,0.0314,0.0338,0.0461,0.0527,0.0732,4,1.02
Ge87H76,112986,4002590,0.1005,0.7796,0.1018,0.1067,0.115,0.1919,0.1927,0.1905,0.246,0.3378,0,0.99
Ge99H100,112986,4282190,0.1037,0.8686,0.1051,0.1116,0.1198,0.1969,0.1984,0.1969,0.2583,0.3647,0,0.99
gearbox,153747,4617075,0.0651,0.8145,0.0657,0.0682,0.0715,0.0806,0.0863,0.0969,0.1231,0.1895,0,0.99
Geo_1438,1437961,32297325,0.5782,2.9272,0.6097,0.65,0.7419,0.822,0.8828,1.0236,1.2727,1.8222,0,0.95
gridgena,48963,280523,0.0105,0.0347,0.01,0.0133,0.0141,0.0141,0.0142,0.0149,0.0183,0.0314,4,1.05
gsm_106857,589447,11174185,0.5326,1.8765,0.6137,0.6469,0.72,1.3556,1.3872,1.4646,1.7212,1.8274,0,0.87
gupta1,31803,1098006,0.0222,0.2373,0.0215,0.0249,0.0298,0.0338,0.0354,0.0363,0.0412,0.0454,4,1.03
gupta2,62065,2155175,0.0395,0.4577,0.0412,0.0543,0.0608,0.0665,0.0674,0.069,0.0724,0.0813,0,0.96
gupta3,16784,4670105,0.0505,1.4143,0.0501,0.0511,0.0519,0.0633,0.0642,0.065,0.0945,0.1305,4,1.01
gyro,17362,519260,0.0104,0.0986,0.0109,0.0108,0.0109,0.0158,0.0166,0.0175,0.0216,0.0347,0,0.96
gyro_k,17362,519260,0.0109,0.0985,0.0109,0.0109,0.0108,0.0158,0.0166,0.0174,0.0215,0.0347,14,1.01
gyro_m,17362,178896,0.0095,0.0212,0.0093,0.0101,0.0101,0.015,0.0158,0.0175,0.0191,0.0215,4,1.02
H2O,67025,1141880,0.0396,0.0942,0.0387,0.0445,0.0519,0.0706,0.0709,0.0715,0.0716,0.0764,4,1.02
halfb,224618,6306219,0.0757,0.9643,0.0772,0.0805,0.0855,0.0887,0.1002,0.1141,0.1338,0.1666,0,0.98
Hamrle3,1447361,5514242,0.5719,1.3611,0.587,0.7213,0.7307,0.9945,0.995,0.996,1.3607,1.3608,0,0.97
hangGlider_4,15562,79088,0.0117,0.0163,0.0116,0.0125,0.0125,0.0166,0.0166,0.0166,0.0166,0.0175,4,1.01
hangGlider_5,16012,82070,0.0121,0.0168,0.0125,0.0125,0.0125,0.0167,0.0174,0.0167,0.0175,0.0174,0,0.97
helm2d03,392258,1567096,0.0573,0.2333,0.0567,0.0764,0.1722,0.1787,0.1795,0.1861,0.2329,0.2336,4,1.01
helm3d01,32227,230335,0.0115,0.0281,0.0109,0.0117,0.0142,0.0199,0.0215,0.0231,0.0257,0.0289,4,1.06
hi2010,25017,62063,0.0069,0.0182,0.0068,0.0076,0.0092,0.0175,0.0183,0.019,0.0191,0.0191,4,1.01
hollywood-2009,1139906,57515616,1.8402,14.2359,2.1936,2.2719,2.3405,6.9238,6.3491,7.0731,8.6303,9.2035,0,0.84
hood,220543,5494489,0.0596,0.884,0.0609,0.0665,0.0724,0.0863,0.0986,0.11,0.1346,0.1666,0,0.98
Hook_1498,1498024,31207734,0.5602,3.1468,0.5895,0.6407,0.7306,0.8019,0.8717,1.0076,1.2287,1.8034,0,0.95
HTC_336_4438,226341,565431,0.0564,0.1142,0.0568,0.0567,0.0838,0.1117,0.1116,0.1132,0.1133,0.1141,0,0.99
HTC_336_9129,226341,554881,0.0557,0.1138,0.0566,0.0616,0.0904,0.1207,0.1207,0.1223,0.1223,0.1232,0,0.98
hugetric-00000,5824555,8733523,1.2189,3.1476,1.2286,1.2887,2.0292,3.2352,3.0398,3.2335,3.2328,3.2332,0,0.99
human_gene1,22284,12345963,0.2961,3.4281,0.3372,0.3508,0.4352,1.3454,1.3489,1.358,2.1719,2.7947,0,0.88
human_gene2,14341,9041364,0.2063,2.7849,0.2058,0.2206,0.26,0.7661,0.7678,0.7743,1.3215,1.7935,4,1.0
HV15R,2017170,283073458,3.3215,70.7102,3.4075,3.682,3.9976,5.0745,5.2227,5.1105,7.8584,11.8507,0,0.97
ibm_matrix_2,51449,1056610,0.0304,0.0784,0.0297,0.0313,0.033,0.0289,0.0305,0.0338,0.0428,0.0592,18,1.05
igbt3,10939,234006,0.0094,0.0196,0.0093,0.0092,0.0101,0.0141,0.0142,0.0149,0.0166,0.0199,8,1.02
in-2004,1382909,16917053,0.779,3.1772,0.755,0.832,0.8743,1.0216,1.0445,1.0761,1.1405,1.1941,4,1.03
inlet,11731,328323,0.0086,0.0484,0.0084,0.0076,0.0077,0.0092,0.01,0.0109,0.0134,0.0134,8,1.13
inline_1,503713,18660027,0.3926,3.8953,0.3825,0.4184,0.4436,0.5129,0.538,0.5848,0.7852,1.2098,4,1.03
ins2,309413,1530448,0.2069,0.4619,0.2115,0.2131,0.2337,0.3681,0.3679,0.368,0.4163,0.4164,0,0.98
italy_osm,6686494,7013978,1.08,3.9704,1.079,1.2429,3.9612,3.9704,3.7256,3.7258,3.7252,3.974,4,1.0
jan99jac120sc,41375,260202,0.0107,0.0378,0.01,0.0109,0.0125,0.024,0.0256,0.0313,0.0338,0.0355,4,1.07
juba40k,40338,144945,0.0082,0.0275,0.0084,0.0084,0.0093,0.0117,0.0174,0.0215,0.0274,0.0281,0,0.98
k3plates,11108,378927,0.007,0.082,0.0076,0.0076,0.0076,0.0117,0.0117,0.0125,0.0142,0.0174,0,0.92
kim1,38416,933195,0.0149,0.0599,0.015,0.015,0.015,0.0198,0.0199,0.0199,0.0207,0.0306,0,0.99
kkt_power,2063495,8130343,0.688,1.6907,0.7231,0.7796,1.2978,1.6078,1.6957,1.6901,1.5829,1.6906,0,0.95
kron_g500-logn16,65537,2456398,0.1115,0.6104,0.1215,0.1395,0.1428,0.5409,0.5434,0.5532,0.5994,0.6737,0,0.92
kron_g500-logn17,131073,5114375,0.2507,1.419,0.2845,0.3148,0.3188,1.2995,1.306,1.324,1.4067,1.4174,0,0.88
kron_g500-logn18,262145,10583222,0.5288,2.9696,0.6489,0.6703,0.6748,2.8134,2.8209,2.8454,2.9544,2.9669,0,0.81
kron_g500-logn19,524289,21781478,1.1079,6.1341,1.2909,1.3833,1.3955,5.9108,5.358,5.3908,5.5316,5.5446,0,0.86
kron_g500-logn20,1048577,44620272,2.242,11.736,2.8017,2.8584,2.9061,11.2214,11.4367,11.6068,12.4299,11.6029,0,0.8
laminar_duct3D,67174,3833077,0.0488,0.7786,0.0509,0.0526,0.0625,0.065,0.0673,0.0674,0.0968,0.1444,0,0.96
language,399131,1216334,0.2251,0.2469,0.2328,0.2393,0.2452,0.2508,0.2296,0.2246,0.2263,0.2279,30,1.0
largebasis,440021,5560100,0.1136,0.5598,0.1365,0.1479,0.1485,0.1552,0.1642,0.2993,0.3894,0.3897,0,0.83
ldoor,952204,23737339,0.3251,4.0505,0.3282,0.3576,0.3999,0.4464,0.5173,0.5791,0.7368,0.8727,0,0.99
lhr34,35153,764014,0.0158,0.1423,0.0158,0.0158,0.0248,0.0338,0.0338,0.0338,0.0387,0.0469,0,1.0
lhr34c,35153,764014,0.0151,0.1427,0.0159,0.0158,0.0248,0.0338,0.0339,0.0338,0.0388,0.047,0,0.96
lhr71,70305,1528092,0.0268,0.2775,0.0273,0.0281,0.0494,0.0568,0.0568,0.0584,0.0682,0.0846,0,0.98
lhr71c,70305,1528092,0.0272,0.2775,0.0272,0.0275,0.0495,0.0568,0.0575,0.0587,0.0682,0.0846,0,1.0
li,22696,1350309,0.024,0.3203,0.024,0.0248,0.0273,0.033,0.0338,0.0355,0.0445,0.0716,0,1.0
ljournal-2008,5363261,79023142,5.209,15.6896,5.5392,5.7747,6.3965,10.7463,10.7526,11.0223,11.9477,12.6062,0,0.94
Long_Coup_dt0,1470153,44279572,0.7465,6.9147,0.7931,0.847,0.9128,1.1365,1.2201,1.4137,1.5818,2.0793,0,0.94
Long_Coup_dt6,1470153,44279572,0.7467,6.9155,0.7946,0.8492,0.9144,1.138,1.2198,1.4133,1.5806,2.0761,0,0.94
lowThrust_10,18261,116074,0.0081,0.0186,0.0076,0.0084,0.0108,0.0125,0.0133,0.0133,0.0125,0.0125,4,1.07
lowThrust_11,18369,117002,0.0073,0.0173,0.0076,0.0075,0.0117,0.0126,0.0133,0.0134,0.0134,0.0134,0,0.97
lowThrust_12,18459,117423,0.0071,0.0174,0.0068,0.0076,0.0108,0.0134,0.0133,0.0133,0.0134,0.0134,4,1.04
lowThrust_13,18477,117580,0.007,0.0173,0.0075,0.0076,0.0109,0.0134,0.0133,0.0134,0.0133,0.0134,0,0.93
lowThrust_4,13563,84240,0.0056,0.0135,0.006,0.0067,0.0092,0.01,0.0101,0.01,0.0101,0.01,0,0.93
lowThrust_5,16263,103701,0.0068,0.0157,0.0068,0.0068,0.01,0.0117,0.0117,0.0117,0.0117,0.0116,0,1.0
lowThrust_6,16929,108376,0.007,0.0164,0.0068,0.0076,0.0109,0.0125,0.0125,0.0125,0.0125,0.0125,4,1.03
lowThrust_7,17379,110607,0.0064,0.0165,0.0068,0.0075,0.0109,0.0126,0.0125,0.0126,0.0125,0.0125,0,0.94
lowThrust_8,17703,113139,0.0066,0.0168,0.0068,0.0076,0.01,0.0125,0.0125,0.0124,0.0126,0.0125,0,0.97
lowThrust_9,18045,114806,0.0068,0.0169,0.0068,0.0076,0.0101,0.0133,0.0125,0.0125,0.0125,0.0125,0,1.0
lp1,534389,1088904,0.073,0.3238,0.0771,0.0768,0.0774,0.3111,0.3304,0.3345,0.3349,0.3346,0,0.95
luxembourg_osm,114600,119666,0.0123,0.0573,0.0117,0.0133,0.0579,0.0576,0.0575,0.0576,0.0576,0.0576,4,1.05
m14b,214766,1679018,0.07,0.1774,0.0846,0.0944,0.1109,0.1386,0.1461,0.1567,0.1641,0.1764,0,0.83
mario001,38435,114643,0.0087,0.0223,0.0084,0.0101,0.0117,0.0142,0.019,0.0232,0.0232,0.0232,4,1.04
mario002,389875,1167685,0.0557,0.2039,0.0607,0.0853,0.1042,0.1345,0.1722,0.2043,0.2042,0.2042,0,0.92
mark3jac040sc,18290,113435,0.0079,0.0212,0.0076,0.0076,0.0084,0.0134,0.0141,0.0166,0.0199,0.0216,4,1.04
mark3jac060sc,27450,170695,0.0099,0.028,0.01,0.0101,0.0109,0.0174,0.0191,0.0215,0.0256,0.0281,0,0.99
me2010,69519,167738,0.0161,0.035,0.0158,0.0182,0.024,0.0314,0.0346,0.0355,0.0355,0.0354,4,1.02
memplus,17759,126150,0.0138,0.0235,0.0133,0.0142,0.0141,0.0191,0.0183,0.0174,0.0207,0.0232,4,1.04
mip1,66464,5209641,0.056,1.4285,0.057,0.0632,0.0683,0.0714,0.0724,0.0746,0.0774,0.0814,0,0.98
ML_Laplace,377003,27689972,0.3211,7.7126,0.3388,0.3881,0.3973,0.4404,0.4444,0.4999,0.5247,0.924,0,0.95
mouse_gene,45102,14506196,0.5291,4.4082,0.5517,0.6991,0.7027,2.6573,2.6647,2.6818,3.7623,3.7908,0,0.96
msc10848,10849,620313,0.0111,0.1479,0.0108,0.0109,0.0109,0.0159,0.0158,0.0157,0.0199,0.0306,4,1.03
msc23052,23053,588933,0.0125,0.1125,0.0125,0.0125,0.0125,0.0166,0.0166,0.0183,0.0224,0.0273,0,1.0
msdoor,415864,10328399,0.1647,1.793,0.1782,0.1857,0.1876,0.2094,0.2297,0.2676,0.321,0.4149,0,0.92
m_t1,97579,4925574,0.0592,1.2283,0.0592,0.0608,0.0625,0.074,0.0764,0.0839,0.1281,0.2108,0,1.0
mult_dcop_01,25188,193276,0.0192,0.0392,0.0191,0.0199,0.0215,0.0347,0.0346,0.0362,0.0387,0.0396,4,1.01
mult_dcop_02,25188,193276,0.0197,0.0392,0.019,0.0199,0.0215,0.0346,0.0346,0.0379,0.0395,0.0396,4,1.04
mult_dcop_03,25188,193216,0.0192,0.0388,0.0191,0.0199,0.0216,0.0355,0.0346,0.0363,0.0396,0.0396,4,1.01
NACA0015,1039184,3114818,0.3073,0.7313,0.3239,0.3622,0.5276,0.6512,0.725,0.732,0.7318,0.7313,0,0.95
nasasrb,54871,1366097,0.0224,0.12,0.0215,0.0215,0.0231,0.0284,0.0314,0.0363,0.0387,0.0526,4,1.04
nd12k,36001,7128473,0.0682,2.0951,0.0674,0.0732,0.0788,0.0838,0.0862,0.0912,0.1034,0.1354,4,1.01
nd24k,72001,14393817,0.1348,4.2294,0.1315,0.1413,0.1602,0.1734,0.1784,0.1896,0.2157,0.2797,4,1.03
nd6k,18001,3457658,0.0351,1.0173,0.0346,0.0363,0.0387,0.0412,0.042,0.0444,0.0502,0.0657,4,1.01
net100,29921,1031560,0.032,0.3053,0.0321,0.0322,0.0387,0.1158,0.1158,0.1181,0.1207,0.1222,0,1.0
net125,36721,1306960,0.04,0.3845,0.0412,0.0413,0.047,0.1345,0.1353,0.1379,0.1495,0.1518,0,0.97
net150,43521,1582360,0.0455,0.4639,0.0495,0.051,0.0559,0.1568,0.1576,0.16,0.1747,0.1788,0,0.92
net4-1,88344,1265035,0.0748,0.2747,0.0797,0.0846,0.0888,0.1544,0.1576,0.1878,0.2559,0.2755,0,0.94
net50,16321,480760,0.0183,0.1471,0.0182,0.0183,0.0199,0.0559,0.056,0.0584,0.0634,0.0633,4,1.01
net75,23121,756160,0.0254,0.2266,0.0256,0.0251,0.0289,0.0838,0.0838,0.0857,0.0895,0.0928,8,1.01
netherlands_osm,2216689,2441238,0.3606,1.2375,0.3605,0.5143,1.2308,1.2399,1.2267,1.2098,1.2409,1.2269,4,1.0
nh2010,48838,117275,0.0105,0.0243,0.01,0.0117,0.015,0.0224,0.0248,0.0249,0.0248,0.0248,4,1.05
NLR,4163764,12487976,2.3349,3.2883,2.6713,2.9427,3.3435,3.3857,3.171,3.2861,3.2873,3.123,0,0.87
NotreDame_www,325730,929849,0.0445,0.1108,0.0452,0.0493,0.0576,0.06,0.0633,0.0715,0.0805,0.0895,0,0.98
nv2010,84539,208499,0.0174,0.0404,0.0167,0.0199,0.0265,0.0363,0.0403,0.0412,0.0453,0.0452,4,1.04
ohne2,181344,11063545,0.2452,2.7248,0.2665,0.273,0.293,0.395,0.406,0.446,0.9082,1.6086,0,0.92
oilpan,73753,1835470,0.0225,0.2896,0.0215,0.0215,0.0224,0.0281,0.033,0.0395,0.0428,0.0461,4,1.05
olafu,16147,515651,0.009,0.1153,0.0092,0.0092,0.0092,0.0133,0.0142,0.015,0.0166,0.0199,0,0.98
onetone2,36058,227628,0.0102,0.037,0.0109,0.0117,0.0134,0.019,0.0198,0.0223,0.0248,0.0339,0,0.94
OPF_10000,43888,255799,0.0119,0.0391,0.0117,0.0124,0.0125,0.0125,0.0215,0.0222,0.0272,0.0305,4,1.02
opt1,15450,973052,0.0142,0.2569,0.0142,0.0141,0.0142,0.0191,0.0198,0.0207,0.0289,0.0452,8,1.01
p2p-Gnutella31,62587,147892,0.0122,0.0224,0.0117,0.0125,0.0141,0.0224,0.0232,0.0231,0.0231,0.0232,4,1.04
parabolic_fem,525826,2100225,0.1037,0.3849,0.0963,0.116,0.2262,0.2698,0.2698,0.3058,0.3848,0.3855,4,1.08
patents,3774769,14970767,2.5384,2.6443,2.9352,3.067,3.2579,2.6809,2.5726,2.5143,2.6442,2.6447,30,1.01
pattern1,19243,4671337,0.1914,1.2761,0.1911,0.2042,0.2542,1.3953,1.396,1.3961,1.4035,1.413,4,1.0
pcrystk02,13966,491274,0.0093,0.1187,0.0092,0.0092,0.0092,0.0126,0.0133,0.0133,0.0133,0.0175,4,1.01
pcrystk03,24697,887937,0.0142,0.2124,0.0142,0.0142,0.0141,0.0174,0.0175,0.0174,0.0191,0.0273,14,1.01
pct20stif,52330,1375396,0.024,0.2265,0.024,0.0241,0.0256,0.0289,0.0314,0.0347,0.0412,0.0518,0,1.0
pdb1HYS,36418,2190591,0.0249,0.5501,0.0248,0.0256,0.0265,0.0281,0.0288,0.0313,0.0379,0.0534,4,1.0
pds10,16559,83108,0.0081,0.0177,0.0076,0.0084,0.0076,0.0158,0.0166,0.0166,0.0183,0.0182,4,1.07
PFlow_742,742794,18940627,0.2791,3.2944,0.2861,0.3525,0.3926,0.4676,0.4752,0.5048,0.557,0.7851,0,0.98
pkustk01,22045,500712,0.0113,0.1008,0.0116,0.0109,0.0109,0.0174,0.0174,0.0191,0.0232,0.0314,8,1.04
pkustk02,10801,410400,0.0091,0.1019,0.0084,0.0084,0.0084,0.0158,0.0158,0.0166,0.0174,0.028,4,1.08
pkustk03,63337,1596876,0.0254,0.3231,0.0256,0.0256,0.0264,0.0346,0.0363,0.0412,0.0469,0.0781,0,0.99
pkustk04,55591,2137125,0.0414,0.5092,0.0412,0.0421,0.042,0.0575,0.0583,0.0608,0.1042,0.2108,4,1.0
pkustk05,37165,1121154,0.0199,0.2417,0.0199,0.0198,0.0199,0.0281,0.0297,0.033,0.0387,0.0707,8,1.01
pkustk06,43165,1307466,0.024,0.2798,0.0231,0.0231,0.0232,0.0321,0.033,0.0379,0.0428,0.0805,4,1.04
pkustk07,16861,1217832,0.021,0.3335,0.0207,0.0215,0.0218,0.0297,0.0313,0.0313,0.0542,0.1289,4,1.01
pkustk08,22210,1624440,0.0283,0.4438,0.0273,0.0281,0.0292,0.0396,0.0403,0.042,0.0731,0.1895,4,1.04
pkustk09,33961,808800,0.0154,0.164,0.015,0.0141,0.0149,0.0232,0.0231,0.0265,0.0297,0.0429,8,1.09
pkustk10,80677,2194830,0.0336,0.4521,0.033,0.0338,0.0347,0.042,0.0436,0.051,0.0575,0.0895,4,1.02
pkustk11,87805,2652858,0.0419,0.5628,0.042,0.0428,0.0452,0.0633,0.0658,0.0731,0.0814,0.1543,0,1.0
pkustk12,94654,3803485,0.0719,0.8987,0.0723,0.074,0.0765,0.1112,0.1136,0.1173,0.1969,0.4688,0,0.99
pkustk13,94894,3355860,0.0655,0.7512,0.0633,0.065,0.0674,0.0895,0.0936,0.101,0.1604,0.3804,4,1.03
pkustk14,151927,7494215,0.1151,1.8374,0.1174,0.1215,0.1255,0.1657,0.1715,0.1815,0.2976,0.5458,0,0.98
pli,22696,686502,0.0149,0.125,0.0141,0.015,0.015,0.0215,0.0199,0.0223,0.0256,0.0338,4,1.06
PR02R,161071,8185136,0.108,2.3264,0.1248,0.1306,0.1313,0.1494,0.1542,0.178,0.1952,0.2173,0,0.87
Pres_Poisson,14823,365313,0.009,0.067,0.0084,0.0084,0.0084,0.0134,0.0141,0.015,0.0166,0.0207,4,1.07
pwtk,217919,5926171,0.0644,0.5256,0.065,0.0649,0.0715,0.0731,0.0879,0.1108,0.115,0.1174,0,0.99
qa8fk,66128,863353,0.0232,0.0726,0.0232,0.0231,0.0248,0.0257,0.0289,0.0436,0.0486,0.0731,8,1.0
qa8fm,66128,863353,0.0222,0.0727,0.0232,0.0232,0.0248,0.0256,0.0289,0.0436,0.0485,0.0732,0,0.96
raefsky3,21201,1488768,0.014,0.4404,0.0141,0.0142,0.0142,0.024,0.024,0.024,0.024,0.024,0,0.99
raefsky4,19780,674195,0.0115,0.1495,0.0118,0.0117,0.0118,0.0167,0.0175,0.0183,0.02,0.024,0,0.98
rajat15,37262,443573,0.0244,0.0666,0.024,0.0256,0.0289,0.0379,0.0403,0.0445,0.0502,0.0567,4,1.02
rajat22,39900,197264,0.0254,0.0354,0.0256,0.0264,0.0273,0.0207,0.0215,0.0239,0.0321,0.0355,18,1.23
rajat26,51033,249302,0.0312,0.0432,0.0322,0.033,0.0338,0.0404,0.0404,0.0396,0.0404,0.0436,0,0.97
rajat29,643995,4866270,0.4621,0.8322,0.5046,0.5537,0.6037,0.804,0.8045,0.8044,0.603,0.7469,0,0.92
rajat30,643995,6175377,0.4766,0.9976,0.518,0.5608,0.6385,0.9571,0.9597,0.9603,0.7414,0.8411,0,0.92
ramage02,16831,1441591,0.0199,0.3862,0.0199,0.0199,0.0216,0.0239,0.024,0.0272,0.0388,0.0691,0,1.0
Reuters911,13333,148038,0.0132,0.0422,0.0133,0.0125,0.0126,0.0362,0.0379,0.0395,0.0412,0.042,8,1.06
rgg_n_2_15_s0,32769,160240,0.0106,0.0246,0.0109,0.0117,0.0142,0.0216,0.0232,0.0248,0.0249,0.025,0,0.97
rgg_n_2_22_s0,4194305,30359198,1.5,4.0691,1.7323,2.0412,2.7803,4.2377,3.8718,3.7777,3.7758,3.7755,0,0.87
ri2010,25182,62875,0.0066,0.0147,0.0068,0.0068,0.0084,0.0142,0.0149,0.015,0.015,0.0149,0,0.97
rim,22561,1014951,0.0153,0.2308,0.0158,0.0158,0.0158,0.0232,0.0232,0.0264,0.037,0.0535,0,0.97
RM07R,381690,37464962,0.5022,8.9273,0.5493,0.5511,0.5578,0.7859,0.7884,0.8005,1.2659,2.0881,0,0.91
rma10,46836,2374001,0.0298,0.5664,0.0289,0.0298,0.0313,0.0338,0.0346,0.0379,0.0477,0.0691,4,1.03
roadNet-CA,1971282,2766607,0.31,1.1354,0.3101,0.358,1.0027,1.1264,1.1365,1.1369,1.137,1.1371,0,1.0
roadNet-PA,1090921,1541898,0.1729,0.6271,0.174,0.1984,0.5367,0.6181,0.6279,0.628,0.6278,0.6284,0,0.99
roadNet-TX,1393384,1921660,0.2198,0.7893,0.2206,0.2603,0.6932,0.7813,0.7894,0.7895,0.7898,0.7898,0,1.0
s3dkq4m2,90450,2455670,0.027,0.1684,0.0264,0.0264,0.0272,0.0289,0.0355,0.0495,0.0494,0.0495,4,1.02
s3dkt3m2,90450,1921955,0.024,0.1469,0.024,0.0297,0.0306,0.0306,0.0305,0.0305,0.0306,0.0388,0,1.0
s4dkt3m2,90450,1921955,0.0239,0.147,0.0239,0.0298,0.0305,0.0305,0.0305,0.0305,0.0306,0.038,0,1.0
Serena,1391350,32961525,0.6692,3.6932,0.6949,0.7376,0.8267,0.9453,1.0053,1.1388,1.3561,1.9568,0,0.96
shermanACb,18511,145149,0.014,0.0287,0.0141,0.0141,0.0158,0.0215,0.0223,0.024,0.0248,0.0264,0,0.99
ship_001,34921,2339575,0.0231,0.5509,0.0231,0.024,0.0248,0.0264,0.0281,0.0289,0.0502,0.0576,0,1.0
ship_003,121729,4103881,0.0448,0.7505,0.0511,0.0526,0.0551,0.0568,0.0609,0.0674,0.1305,0.1428,0,0.88
shipsec1,140875,3977139,0.0597,0.5736,0.06,0.0625,0.0666,0.0862,0.0927,0.1018,0.1092,0.1894,0,1.0
shipsec5,179861,5146478,0.072,0.7167,0.0723,0.0756,0.0789,0.0928,0.0985,0.1133,0.1469,0.2001,0,1.0
shipsec8,114920,3384159,0.0458,0.542,0.0461,0.0469,0.0502,0.0575,0.0608,0.069,0.0904,0.1255,0,0.99
Si10H16,17078,446500,0.0157,0.0808,0.015,0.0158,0.0166,0.0272,0.0272,0.0289,0.0338,0.0445,4,1.05
Si34H36,97570,2626974,0.0762,0.4159,0.0762,0.0789,0.0863,0.1468,0.1477,0.1493,0.1731,0.2157,0,1.0
Si41Ge41H72,185640,7598452,0.1767,1.5946,0.1863,0.192,0.2052,0.3409,0.3427,0.3469,0.4558,0.6187,0,0.95
Si5H12,19897,379247,0.016,0.0421,0.0158,0.0159,0.0167,0.0264,0.0272,0.0273,0.028,0.0297,4,1.01
Si87H76,240370,5451000,0.1641,0.6998,0.1683,0.1749,0.1894,0.3211,0.3226,0.3262,0.3664,0.4132,0,0.98
sinc15,11533,568526,0.0217,0.1564,0.0224,0.0224,0.0224,0.0887,0.0887,0.0887,0.0887,0.0903,0,0.97
SiO,33402,675528,0.0269,0.0829,0.0264,0.0264,0.0289,0.0519,0.0502,0.0503,0.0519,0.0543,4,1.02
SiO2,155332,5719417,0.1368,1.1297,0.1371,0.1462,0.155,0.2731,0.2739,0.2747,0.3148,0.3762,0,1.0
skirt,12599,104559,0.0055,0.0138,0.006,0.006,0.0067,0.0068,0.0076,0.0093,0.0117,0.0125,0,0.92
smallworld,100001,499998,0.0166,0.0642,0.0166,0.0207,0.0265,0.0273,0.0273,0.0285,0.0536,0.065,0,1.0
sme3Dc,42931,3148656,0.1355,0.8205,0.1348,0.1633,0.1709,0.6253,0.6284,0.6402,0.7842,0.8096,4,1.01
smt,25711,1889447,0.0255,0.4936,0.0256,0.0264,0.0281,0.0314,0.0321,0.0347,0.0497,0.1067,0,1.0
soc-LiveJournal1,4847572,68993773,6.9231,13.9368,7.6048,7.6138,8.0423,11.9781,11.9245,11.9548,12.4982,12.8243,0,0.91
soc-sign-Slashdot090221,82145,549202,0.0494,0.1113,0.0494,0.0477,0.0461,0.1002,0.1042,0.1075,0.1109,0.1117,14,1.07
sparsine,50001,799494,0.0386,0.0917,0.0395,0.0461,0.0502,0.0912,0.092,0.0919,0.0919,0.0919,0,0.98
srb1,54925,1508538,0.0312,0.188,0.0314,0.0313,0.0322,0.0256,0.0289,0.0346,0.0346,0.0412,18,1.22
