dataSet,num_nodes,num_edges,spmm_tcu,spmm_cuda,1,2,3,4,5,6,7,8,dur,density,speedup
dielFilterV3clx,420409,16653308,0.7917,1.1387,0.7954,1.23,1.4316,1.5435,1.5786,1.557,1.5243,1.4714,0.2087,0,1.0
Dubcova1,16130,134569,0.012,0.0192,0.013,0.0257,0.0283,0.0273,0.0233,0.0225,0.0225,0.0209,0.0036,0,0.92
Dubcova3,146690,1891669,0.1423,0.2148,0.1451,0.2773,0.3916,0.4106,0.4354,0.431,0.3543,0.3536,0.0339,0,0.98
e40r0100,17282,553562,0.0295,0.0396,0.0301,0.0307,0.0324,0.0364,0.0397,0.0413,0.0431,0.0438,0.005,0,0.98
EAT_RS,23220,325592,0.0431,0.0356,0.0438,0.0504,0.0397,0.0364,0.0352,0.0357,0.0356,0.0357,0.0067,5,1.01
ecology1,1000001,2998000,0.9555,1.4363,0.9472,3.3651,1.4373,1.4366,1.4367,1.4371,1.4368,1.4378,0.2237,1,1.01
ecology2,1000000,2997995,0.9435,1.4359,0.9455,3.3601,1.437,1.4377,1.4369,1.4376,1.438,1.4373,0.2255,0,1.0
email-Enron,36693,183831,0.0206,0.0339,0.0217,0.0454,0.0488,0.0479,0.0464,0.0455,0.0439,0.0438,0.0088,0,0.95
Emilia_923,923137,20964171,1.1192,1.5476,1.1235,2.0763,2.5195,3.0233,2.9496,2.6024,1.8724,1.7336,0.3007,0,1.0
engine,143572,2424822,0.1693,0.2402,0.176,0.2836,0.3576,0.4013,0.3905,0.3675,0.2495,0.2479,0.0506,0,0.96
enron,69245,276143,0.0359,0.0307,0.0364,0.0389,0.0356,0.034,0.0333,0.0315,0.0299,0.0299,0.0126,7,1.03
eu-2005,862665,19235140,1.1422,1.6177,1.1493,2.3993,2.5429,2.5527,2.5015,2.4547,2.4028,2.3275,0.3418,0,0.99
ex11,16615,1096948,0.0304,0.0634,0.0307,0.0298,0.0332,0.034,0.0397,0.0455,0.0528,0.0586,0.0072,2,1.02
ex19,12006,259879,0.0162,0.0207,0.0168,0.0188,0.021,0.0208,0.0209,0.0209,0.0217,0.0209,0.0031,0,0.96
F1,343792,13590452,0.5794,1.0,0.5831,0.8628,1.0233,1.2551,1.2599,1.2344,1.1864,1.152,0.1762,0,0.99
F2,71506,2682895,0.0943,0.1847,0.0954,0.1192,0.1357,0.1692,0.1744,0.179,0.1822,0.1812,0.0284,0,0.99
Fault_639,638803,14626683,0.7603,1.0781,0.765,1.392,1.6946,2.1345,2.1435,1.941,1.463,1.3255,0.2394,0,0.99
fcondp2,201823,5748069,0.238,0.4115,0.2408,0.3785,0.4564,0.5406,0.6221,0.6809,0.7048,0.6901,0.0722,0,0.99
fem_hifreq_circuit,491101,20239237,1.0831,1.2882,1.083,1.4097,1.8863,1.919,1.9079,1.7073,1.608,1.4354,0.2857,1,1.0
filter3D,106438,1406808,0.1321,0.1643,0.1351,0.2236,0.2322,0.2188,0.1732,0.1693,0.1693,0.1676,0.0227,0,0.98
finance256,37377,167936,0.0225,0.038,0.0234,0.061,0.0488,0.0463,0.043,0.0414,0.0406,0.0397,0.0083,0,0.96
Flan_1565,1564795,59485419,2.0688,4.1972,2.1333,3.4371,4.0705,4.7245,5.4518,5.2642,5.0957,4.9335,0.7593,0,0.97
flickr,820879,9837214,1.4068,1.36,1.4115,2.0072,1.9026,1.7433,1.6124,1.5174,1.4468,1.3926,0.6533,9,0.98
foldoc,13357,120238,0.0132,0.0167,0.0128,0.0217,0.0242,0.0242,0.0234,0.0209,0.0177,0.0176,0.003,1,1.03
Freescale1,3428756,18920347,4.912,6.848,5.0287,10.168,9.3532,7.049,6.903,6.8851,6.8703,6.8641,0.8028,0,0.98
fullb,199188,5953632,0.2378,0.424,0.243,0.3721,0.4525,0.5166,0.6003,0.6364,0.6569,0.6518,0.0803,0,0.98
FullChip,2987013,26621990,4.5175,7.7849,4.5662,10.4695,13.1681,13.1595,12.9569,12.4881,11.16,9.4682,1.4018,0,0.99
fxm4_6,18893,258368,0.0215,0.0257,0.0218,0.0274,0.0291,0.0307,0.0316,0.0307,0.0286,0.029,0.0047,0,0.99
G2_circuit,150103,438388,0.1411,0.2137,0.1431,0.475,0.2143,0.2146,0.2123,0.2154,0.2147,0.2147,0.0325,0,0.99
G3_circuit,1585479,4623152,1.5533,2.423,1.5555,5.0094,2.4227,2.4232,2.4225,2.4228,2.4226,2.4242,0.3041,0,1.0
Ga10As10H30,113082,3114357,0.2024,0.2304,0.2015,0.3875,0.3957,0.4029,0.398,0.3718,0.3598,0.2381,0.035,1,1.0
Ga19As19H42,133124,4508981,0.2637,0.3334,0.2621,0.4712,0.4792,0.4897,0.5033,0.496,0.4979,0.3273,0.0465,1,1.01
Ga3As3H12,61350,3016148,0.1254,0.2125,0.1266,0.1602,0.1683,0.1757,0.1856,0.1994,0.2134,0.1962,0.031,0,0.99
Ga41As41H72,268097,9378286,0.5298,0.6838,0.5344,0.9575,0.9711,0.9931,1.0185,1.0175,1.0542,0.6733,0.1272,0,0.99
GaAsH6,61350,1721579,0.0972,0.1281,0.098,0.1339,0.1372,0.1405,0.1454,0.1463,0.1504,0.1209,0.0229,0,0.99
gas_sensor,66918,885141,0.0551,0.0822,0.0559,0.0914,0.1316,0.0857,0.0857,0.0857,0.0832,0.0832,0.0143,0,0.99
Ge87H76,112986,4002590,0.2284,0.291,0.2312,0.399,0.4071,0.4178,0.4241,0.4142,0.4107,0.2901,0.0431,0,0.99
Ge99H100,112986,4282190,0.2427,0.306,0.2429,0.4008,0.41,0.4226,0.4334,0.4247,0.4165,0.3057,0.049,0,1.0
gearbox,153747,4617075,0.2005,0.3242,0.2034,0.3004,0.3655,0.4689,0.4954,0.4789,0.4438,0.4059,0.0573,0,0.99
Geo_1438,1437961,32297325,1.7064,2.3841,1.7219,3.1796,3.8706,4.7165,4.6619,4.1212,2.9896,2.7712,0.4998,0,0.99
gridgena,48963,280523,0.0225,0.047,0.0234,0.0577,0.0765,0.0708,0.048,0.0479,0.048,0.048,0.0105,0,0.96
gsm_106857,589447,11174185,1.5609,1.7318,1.5734,2.5663,2.3868,2.1673,1.9243,1.811,1.7614,1.7425,0.3486,0,0.99
gupta1,31803,1098006,0.0446,0.0593,0.0456,0.0651,0.0619,0.0611,0.0611,0.0627,0.0644,0.07,0.01,0,0.98
gupta2,62065,2155175,0.0864,0.1175,0.0873,0.1315,0.1257,0.1242,0.1241,0.1258,0.1307,0.1405,0.019,0,0.99
gupta3,16784,4670105,0.0885,0.6138,0.0889,0.0954,0.1052,0.1134,0.1364,0.174,0.2217,0.2511,0.1597,0,1.0
gyro,17362,519260,0.0215,0.0372,0.0218,0.0283,0.0316,0.0332,0.0349,0.0357,0.0357,0.0373,0.0053,0,0.99
gyro_k,17362,519260,0.0216,0.0372,0.0218,0.0283,0.0315,0.0331,0.0348,0.0356,0.0357,0.0373,0.0053,0,0.99
gyro_m,17362,178896,0.0191,0.0233,0.0202,0.029,0.0269,0.0235,0.0233,0.0233,0.0234,0.0233,0.004,0,0.95
H2O,67025,1141880,0.0892,0.0904,0.0898,0.134,0.1332,0.133,0.1332,0.1283,0.1251,0.0905,0.0179,0,0.99
halfb,224618,6306219,0.2644,0.4616,0.2668,0.4307,0.5062,0.6074,0.6815,0.728,0.7461,0.7261,0.0809,0,0.99
Hamrle3,1447361,5514242,1.6666,2.4435,1.6865,4.8227,4.8472,4.3642,2.4437,2.4447,2.4458,2.4433,0.3189,0,0.99
hangGlider_4,15562,79088,0.014,0.0183,0.0144,0.0236,0.0233,0.0234,0.0234,0.0242,0.0242,0.0242,0.0039,0,0.97
hangGlider_5,16012,82070,0.0139,0.0183,0.0144,0.0242,0.0245,0.0242,0.0242,0.025,0.025,0.025,0.0036,0,0.97
helm2d03,392258,1567096,0.3881,0.6013,0.4002,1.1175,1.158,1.0582,0.7532,0.6643,0.5992,0.6002,0.0847,0,0.97
helm3d01,32227,230335,0.0242,0.0364,0.0251,0.0585,0.0585,0.0537,0.0479,0.0438,0.0406,0.0381,0.0072,0,0.96
hi2010,25017,62063,0.0147,0.0199,0.0153,0.0324,0.0226,0.0217,0.021,0.0209,0.021,0.0209,0.0052,0,0.96
hollywood-2009,1139906,57515616,3.8018,4.5122,3.7285,4.5127,4.8796,4.9322,4.8299,4.7206,4.6235,4.526,2.235,1,1.02
hood,220543,5494489,0.2465,0.4517,0.2525,0.4268,0.5192,0.6036,0.6471,0.6542,0.6417,0.6088,0.0779,0,0.98
Hook_1498,1498024,31207734,1.7057,2.468,1.7206,3.2647,3.9917,5.0757,4.9911,4.5854,4.0107,3.5928,0.5069,0,0.99
HTC_336_4438,226341,565431,0.2306,0.3502,0.2419,0.3645,0.3671,0.3676,0.36,0.3626,0.3584,0.3572,0.049,0,0.95
HTC_336_9129,226341,554881,0.2316,0.3521,0.2405,0.3644,0.3622,0.3674,0.3606,0.3584,0.3574,0.3561,0.0485,0,0.96
hugetric-00000,5824555,8733523,5.1379,7.6114,5.2187,15.8723,7.62,7.6142,7.6148,7.6128,7.6147,7.6131,1.0939,0,0.98
human_gene1,22284,12345963,0.7266,1.0222,0.7281,0.5883,0.6604,0.7787,0.8735,0.9429,0.9937,1.0134,0.2171,2,1.24
human_gene2,14341,9041364,0.4618,0.712,0.4624,0.3796,0.4239,0.496,0.5682,0.6335,0.6753,0.7041,0.1374,2,1.22
HV15R,2017170,283073458,7.3882,15.8699,7.3114,7.8022,8.1101,8.9778,10.2715,12.2304,14.7244,15.5809,2.5212,1,1.01
ibm_matrix_2,51449,1056610,0.0487,0.0724,0.0487,0.0504,0.0651,0.1015,0.0995,0.0947,0.073,0.0754,0.0136,0,1.0
igbt3,10939,234006,0.0204,0.0192,0.0217,0.0225,0.0217,0.0201,0.0194,0.0202,0.0193,0.0192,0.0032,9,1.0
in-2004,1382909,16917053,1.327,1.9922,1.3431,2.791,2.9821,3.0046,2.9569,2.8817,2.8071,2.7229,0.3672,0,0.99
inlet,11731,328323,0.0138,0.0224,0.0144,0.0201,0.0201,0.0209,0.0225,0.0234,0.0234,0.0259,0.0033,0,0.96
inline_1,503713,18660027,0.7491,1.284,0.7563,1.1952,1.4306,1.787,1.8507,1.8608,1.8144,1.778,0.2525,0,0.99
ins2,309413,1530448,0.4175,0.7592,0.4497,0.7102,0.7578,0.7613,0.7591,0.7604,0.7592,0.7615,0.1681,0,0.93
italy_osm,6686494,7013978,5.2808,9.1815,5.8383,10.2847,9.2159,9.1856,9.1853,9.1836,9.1841,9.1838,1.1714,0,0.9
jan99jac120sc,41375,260202,0.0255,0.0413,0.0266,0.0643,0.065,0.0594,0.0545,0.052,0.0497,0.0471,0.0093,0,0.96
juba40k,40338,144945,0.0198,0.0364,0.0202,0.0528,0.0487,0.0398,0.0373,0.0373,0.0364,0.0365,0.0086,0,0.98
k3plates,11108,378927,0.0142,0.0273,0.0144,0.0143,0.0144,0.0176,0.0185,0.0242,0.0251,0.0258,0.0035,0,0.99
kim1,38416,933195,0.0364,0.0577,0.0366,0.0505,0.0586,0.0685,0.0774,0.0586,0.0587,0.0585,0.0093,0,0.99
kkt_power,2063495,8130343,2.1819,3.3408,2.3487,3.5512,3.3635,3.3407,3.3353,3.3351,3.3418,3.3413,0.4409,0,0.93
kron_g500-logn16,65537,2456398,0.2467,0.2019,0.2471,0.2315,0.2339,0.2217,0.2183,0.2167,0.2167,0.2159,0.0515,9,0.94
kron_g500-logn17,131073,5114375,0.5474,0.4935,0.5477,0.5887,0.5271,0.4985,0.496,0.4943,0.4934,0.4937,0.1112,7,1.0
kron_g500-logn18,262145,10583222,1.143,1.0742,1.146,1.2842,1.1389,1.0889,1.0759,1.0735,1.0731,1.0738,0.2152,7,1.0
kron_g500-logn19,524289,21781478,2.3882,2.417,2.3957,2.8282,2.516,2.4285,2.4157,2.4141,2.4142,2.4163,0.4963,0,1.0
kron_g500-logn20,1048577,44620272,5.0465,5.4531,5.0515,6.1063,5.5747,5.1412,5.1278,5.4539,5.1227,5.3099,1.102,0,1.0
laminar_duct3D,67174,3833077,0.1034,0.2255,0.1036,0.1144,0.1176,0.1286,0.1446,0.1667,0.2082,0.2188,0.033,0,1.0
language,399131,1216334,0.3905,0.6146,0.3989,1.187,0.7548,0.6971,0.6806,0.6548,0.6433,0.6357,0.0922,0,0.98
largebasis,440021,5560100,0.6607,0.9027,0.6583,1.6209,1.5627,1.5645,1.5439,0.8969,0.8992,0.8959,0.1016,1,1.0
ldoor,952204,23737339,1.1047,2.0701,1.113,2.0208,2.4022,2.7431,2.9451,2.9421,2.8576,2.7069,0.3302,0,0.99
lhr34,35153,764014,0.0307,0.0593,0.0315,0.0415,0.061,0.0602,0.0692,0.0593,0.0594,0.0594,0.009,0,0.97
lhr34c,35153,764014,0.0307,0.0593,0.0316,0.0422,0.061,0.0602,0.0741,0.0635,0.0635,0.0635,0.0092,0,0.97
lhr71,70305,1528092,0.0608,0.1199,0.062,0.0881,0.1292,0.1266,0.1463,0.1208,0.1209,0.1208,0.0183,0,0.98
lhr71c,70305,1528092,0.0608,0.1198,0.0619,0.0882,0.1294,0.1267,0.1462,0.1208,0.1209,0.1208,0.0179,0,0.98
li,22696,1350309,0.0496,0.0838,0.0504,0.0528,0.0577,0.0611,0.0668,0.0758,0.084,0.084,0.0101,0,0.98
ljournal-2008,5363261,79023142,10.4531,12.2387,10.4703,18.7293,17.6318,15.8905,14.7234,13.8565,13.2709,12.7327,2.5578,0,1.0
Long_Coup_dt0,1470153,44279572,1.9314,3.2184,1.9318,3.461,3.9445,4.4072,4.951,4.5695,4.5974,3.6444,0.5988,0,1.0
Long_Coup_dt6,1470153,44279572,1.931,3.2106,1.9317,3.4635,3.9361,4.3962,4.9321,4.6064,4.5875,3.616,0.613,0,1.0
lowThrust_10,18261,116074,0.0135,0.0175,0.0136,0.0218,0.0217,0.0217,0.0225,0.0234,0.0225,0.0233,0.0042,0,0.99
lowThrust_11,18369,117002,0.0135,0.0174,0.0135,0.0218,0.0225,0.0226,0.0234,0.0233,0.0233,0.0234,0.0042,0,1.0
lowThrust_12,18459,117423,0.0135,0.0175,0.0135,0.0217,0.0225,0.0226,0.0234,0.0234,0.0233,0.0234,0.0042,0,1.0
lowThrust_13,18477,117580,0.0135,0.0175,0.0144,0.0216,0.0226,0.0225,0.0234,0.0233,0.0233,0.0233,0.0042,0,0.94
lowThrust_4,13563,84240,0.01,0.0134,0.0111,0.0168,0.0168,0.0169,0.0176,0.0177,0.0176,0.0176,0.0031,0,0.9
lowThrust_5,16263,103701,0.0126,0.0159,0.0128,0.02,0.0192,0.0194,0.0208,0.0209,0.0209,0.0202,0.0038,0,0.98
lowThrust_6,16929,108376,0.0121,0.0167,0.0144,0.0217,0.0217,0.0225,0.0225,0.0233,0.0233,0.0234,0.0039,0,0.84
lowThrust_7,17379,110607,0.0137,0.0175,0.0145,0.0225,0.0226,0.0225,0.0234,0.0233,0.0233,0.0233,0.004,0,0.94
lowThrust_8,17703,113139,0.0138,0.0186,0.0144,0.0225,0.0225,0.0234,0.0237,0.0242,0.0241,0.0241,0.004,0,0.96
lowThrust_9,18045,114806,0.0144,0.0183,0.0152,0.0234,0.0233,0.0234,0.0242,0.0242,0.0242,0.0242,0.0041,0,0.95
lp1,534389,1088904,0.4901,0.7567,0.4902,1.3868,1.6982,1.534,0.7934,0.7648,0.7611,0.76,0.1073,0,1.0
luxembourg_osm,114600,119666,0.081,0.152,0.1018,0.1507,0.1525,0.1523,0.1517,0.1529,0.1523,0.1522,0.0233,0,0.8
m14b,214766,1679018,0.2445,0.3078,0.2514,0.5388,0.4101,0.3233,0.3163,0.3101,0.3064,0.3089,0.0568,0,0.97
mario001,38435,114643,0.0189,0.0379,0.0201,0.0578,0.0521,0.0389,0.0381,0.0381,0.0381,0.0382,0.0081,0,0.94
mario002,389875,1167685,0.3979,0.6162,0.4097,1.0719,0.9169,0.6355,0.6175,0.616,0.6162,0.6163,0.0879,0,0.97
mark3jac040sc,18290,113435,0.0154,0.0208,0.016,0.0324,0.0315,0.0283,0.0241,0.021,0.0209,0.0208,0.0041,0,0.96
mark3jac060sc,27450,170695,0.0205,0.0298,0.0218,0.0471,0.0471,0.0422,0.0357,0.0307,0.0299,0.0299,0.0062,0,0.94
me2010,69519,167738,0.0331,0.0531,0.0341,0.0885,0.0594,0.0536,0.0529,0.0529,0.0529,0.0529,0.014,0,0.97
memplus,17759,126150,0.016,0.0207,0.0168,0.0291,0.0357,0.0283,0.0266,0.025,0.0245,0.0209,0.005,0,0.95
mip1,66464,5209641,0.0929,0.2954,0.0938,0.1667,0.1675,0.1675,0.1691,0.1717,0.1741,0.1741,0.052,0,0.99
ML_Laplace,377003,27689972,0.7553,1.7631,0.7604,1.0066,1.1522,1.3328,1.3403,1.5543,1.6448,2.0017,0.2541,0,0.99
mouse_gene,45102,14506196,1.1796,1.0762,1.1807,0.8802,0.9746,1.0401,1.0595,1.0684,1.0703,1.0693,0.2947,2,1.22
msc10848,10849,620313,0.0241,0.0429,0.0242,0.025,0.0266,0.0291,0.0299,0.0307,0.0316,0.0332,0.006,0,1.0
msc23052,23053,588933,0.026,0.047,0.0266,0.0348,0.0389,0.043,0.043,0.0431,0.0422,0.0422,0.0073,0,0.98
msdoor,415864,10328399,0.4806,0.874,0.4861,0.8782,1.0548,1.2062,1.276,1.2663,1.2414,1.1409,0.1524,0,0.99
m_t1,97579,4925574,0.1533,0.3303,0.1533,0.1852,0.204,0.2375,0.2712,0.3121,0.3499,0.3543,0.0475,0,1.0
mult_dcop_01,25188,193276,0.0286,0.0421,0.0291,0.0594,0.061,0.061,0.0611,0.0602,0.0577,0.0511,0.0066,0,0.98
mult_dcop_02,25188,193276,0.0283,0.0421,0.03,0.0595,0.0618,0.0611,0.061,0.0603,0.0578,0.0513,0.01,0,0.94
mult_dcop_03,25188,193216,0.0287,0.0421,0.0291,0.0593,0.0618,0.061,0.061,0.0603,0.0577,0.0513,0.0098,0,0.99
NACA0015,1039184,3114818,1.2128,1.7008,1.225,3.2023,1.7926,1.7066,1.7016,1.7006,1.7019,1.7007,0.2159,0,0.99
nasasrb,54871,1366097,0.0467,0.0798,0.0472,0.0676,0.0852,0.1021,0.1045,0.089,0.0823,0.0898,0.0132,0,0.99
nd12k,36001,7128473,0.1334,0.4322,0.134,0.147,0.1495,0.1528,0.1586,0.1757,0.2014,0.251,0.054,0,1.0
nd24k,72001,14393817,0.2841,0.8774,0.2843,0.3128,0.3264,0.3334,0.3478,0.3816,0.4357,0.5318,0.1133,0,1.0
nd6k,18001,3457658,0.0698,0.2059,0.07,0.0758,0.0782,0.0775,0.0774,0.0848,0.0972,0.1203,0.028,0,1.0
net100,29921,1031560,0.059,0.0797,0.0602,0.0702,0.0709,0.0709,0.0709,0.0709,0.0709,0.0709,0.0163,0,0.98
net125,36721,1306960,0.0707,0.0987,0.0717,0.0889,0.0881,0.0889,0.0888,0.089,0.0881,0.0888,0.0207,0,0.99
net150,43521,1582360,0.083,0.1174,0.0842,0.1044,0.1044,0.1045,0.1045,0.1061,0.1061,0.1061,0.0237,0,0.99
net4-1,88344,1265035,0.1395,0.136,0.1429,0.165,0.1451,0.1483,0.1348,0.1347,0.1348,0.1348,0.0359,6,1.01
net50,16321,480760,0.0329,0.0396,0.034,0.0357,0.0357,0.0356,0.0356,0.0364,0.0358,0.0364,0.0087,0,0.97
net75,23121,756160,0.0457,0.0601,0.0464,0.0536,0.0537,0.0528,0.0537,0.0536,0.0538,0.0537,0.012,0,0.98
netherlands_osm,2216689,2441238,1.8194,2.8149,1.8964,3.5044,2.8338,2.8088,2.8142,2.8145,2.8138,2.8135,0.555,0,0.96
nh2010,48838,117275,0.0226,0.0355,0.0234,0.0561,0.0388,0.0357,0.0357,0.0356,0.0356,0.0355,0.01,0,0.97
NLR,4163764,12487976,5.1562,7.2614,5.2324,12.9536,7.788,7.2842,7.2626,7.2647,7.2626,7.2932,0.8481,0,0.99
NotreDame_www,325730,929849,0.1919,0.2271,0.1954,0.3763,0.3397,0.3382,0.3129,0.3104,0.3015,0.29,0.0595,0,0.98
nv2010,84539,208499,0.0395,0.065,0.0409,0.1003,0.0701,0.066,0.0655,0.0652,0.0652,0.0651,0.0171,0,0.97
ohne2,181344,11063545,0.5647,0.7369,0.5659,0.6967,0.7964,0.7859,0.8228,0.8165,0.7771,0.7524,0.1352,0,1.0
oilpan,73753,1835470,0.0492,0.1281,0.0504,0.0783,0.0907,0.106,0.1225,0.1355,0.1446,0.1504,0.0176,0,0.98
olafu,16147,515651,0.0173,0.038,0.0185,0.0234,0.0275,0.0299,0.0324,0.0341,0.0349,0.0381,0.0048,0,0.94
onetone2,36058,227628,0.0228,0.0379,0.0237,0.0528,0.0586,0.0562,0.0505,0.0406,0.0381,0.0381,0.0081,0,0.96
OPF_10000,43888,255799,0.0218,0.0456,0.0226,0.0569,0.0685,0.0749,0.0479,0.0479,0.0479,0.0479,0.0105,0,0.96
opt1,15450,973052,0.0305,0.0617,0.0307,0.0325,0.034,0.0381,0.0406,0.0471,0.052,0.0553,0.0065,0,0.99
p2p-Gnutella31,62587,147892,0.03,0.0216,0.0307,0.0233,0.0225,0.0225,0.0226,0.0225,0.0226,0.0226,0.0104,9,0.96
parabolic_fem,525826,2100225,0.6424,0.9598,0.6704,1.4356,1.2974,0.9593,0.9611,0.9604,0.9602,0.9589,0.115,0,0.96
patents,3774769,14970767,4.3932,5.4898,4.4394,5.9582,5.4941,5.4843,5.4843,5.4821,5.4828,5.4863,0.7414,0,0.99
pattern1,19243,4671337,0.4483,0.2748,0.4485,0.2938,0.2961,0.2953,0.2986,0.2994,0.2978,0.2945,0.0948,9,0.94
pcrystk02,13966,491274,0.0175,0.0355,0.0185,0.0217,0.0241,0.025,0.0303,0.0307,0.0307,0.034,0.004,0,0.95
pcrystk03,24697,887937,0.0275,0.061,0.0283,0.0348,0.0381,0.0438,0.0529,0.0536,0.0531,0.0561,0.0069,0,0.97
pct20stif,52330,1375396,0.0467,0.0969,0.0479,0.0684,0.0799,0.0902,0.0986,0.1037,0.1061,0.1068,0.0144,0,0.97
pdb1HYS,36418,2190591,0.0513,0.135,0.0513,0.0594,0.0652,0.0799,0.0856,0.0969,0.1004,0.1061,0.0132,0,1.0
pds10,16559,83108,0.015,0.0174,0.0161,0.0241,0.0234,0.0217,0.0192,0.0193,0.0185,0.0184,0.0041,0,0.93
PFlow_742,742794,18940627,0.8697,1.5895,0.8912,1.5907,1.8659,2.1475,2.4203,2.3409,2.2607,2.16,0.2529,0,0.98
pkustk01,22045,500712,0.0225,0.0389,0.0235,0.0299,0.034,0.0373,0.0389,0.0381,0.0364,0.0373,0.0071,0,0.96
pkustk02,10801,410400,0.0177,0.029,0.0178,0.0202,0.0217,0.0226,0.0242,0.0242,0.0241,0.0266,0.0042,0,0.99
pkustk03,63337,1596876,0.0559,0.1101,0.0555,0.0809,0.0938,0.1111,0.12,0.116,0.1127,0.1152,0.0178,1,1.01
pkustk04,55591,2137125,0.0745,0.1658,0.075,0.0954,0.1143,0.1339,0.1447,0.1537,0.1634,0.1668,0.03,0,0.99
pkustk05,37165,1121154,0.0425,0.0806,0.043,0.0553,0.0618,0.0716,0.0766,0.0757,0.075,0.0766,0.0154,0,0.99
pkustk06,43165,1307466,0.0481,0.0938,0.0488,0.0619,0.071,0.0823,0.0889,0.0881,0.0872,0.0902,0.0169,0,0.99
pkustk07,16861,1217832,0.0443,0.0781,0.0446,0.0471,0.0504,0.0538,0.0577,0.0636,0.0684,0.0709,0.0161,0,0.99
pkustk08,22210,1624440,0.057,0.1044,0.0569,0.0619,0.0668,0.0742,0.0783,0.0865,0.093,0.0955,0.0155,1,1.0
pkustk09,33961,808800,0.0323,0.0621,0.0323,0.0455,0.0513,0.0595,0.0642,0.0611,0.0593,0.0602,0.0096,0,1.0
pkustk10,80677,2194830,0.0715,0.1593,0.0717,0.106,0.1193,0.1408,0.151,0.1473,0.1459,0.1503,0.0235,0,1.0
pkustk11,87805,2652858,0.1012,0.1943,0.102,0.1367,0.1507,0.182,0.1923,0.1835,0.1813,0.1857,0.0272,0,0.99
pkustk12,94654,3803485,0.1514,0.3141,0.1539,0.1916,0.2231,0.294,0.3075,0.32,0.3323,0.3273,0.0668,0,0.98
pkustk13,94894,3355860,0.1468,0.2407,0.1493,0.187,0.2147,0.24,0.2466,0.2446,0.2526,0.2485,0.0332,0,0.98
pkustk14,151927,7494215,0.2676,0.507,0.2697,0.357,0.4219,0.4929,0.5198,0.5252,0.5215,0.5225,0.094,0,0.99
pli,22696,686502,0.029,0.0479,0.0291,0.0389,0.0464,0.048,0.0487,0.0528,0.0504,0.0484,0.0073,0,1.0
PR02R,161071,8185136,0.2832,0.6457,0.2889,0.419,0.466,0.4947,0.5733,0.6226,0.657,0.6445,0.0987,0,0.98
Pres_Poisson,14823,365313,0.0168,0.0282,0.0177,0.0233,0.0274,0.029,0.0307,0.03,0.0307,0.0323,0.0042,0,0.95
pwtk,217919,5926171,0.2498,0.403,0.2511,0.3881,0.4775,0.5421,0.6676,0.7027,0.7502,0.7516,0.0647,0,0.99
qa8fk,66128,863353,0.0507,0.0806,0.0512,0.0799,0.1308,0.0824,0.0823,0.0814,0.0816,0.0815,0.0172,0,0.99
qa8fm,66128,863353,0.0506,0.0806,0.0512,0.0799,0.1307,0.0824,0.0824,0.0815,0.0815,0.0815,0.0146,0,0.99
raefsky3,21201,1488768,0.0293,0.0938,0.0299,0.0318,0.0324,0.0324,0.0324,0.0324,0.0323,0.0511,0.0063,0,0.98
raefsky4,19780,674195,0.0243,0.047,0.0246,0.0299,0.0332,0.0356,0.0422,0.043,0.0439,0.0455,0.0059,0,0.99
rajat15,37262,443573,0.0403,0.0486,0.0415,0.0684,0.0717,0.066,0.0627,0.0594,0.0577,0.0545,0.0088,0,0.97
rajat22,39900,197264,0.0264,0.0413,0.0283,0.0528,0.0692,0.0676,0.0602,0.0528,0.0455,0.0429,0.0088,0,0.93
rajat26,51033,249302,0.0311,0.0519,0.0332,0.0659,0.0897,0.084,0.0709,0.0628,0.0569,0.0545,0.0109,0,0.94
rajat29,643995,4866270,0.8765,1.4716,0.8696,2.241,2.6383,2.6263,2.6204,2.5588,2.3152,1.8969,0.2212,1,1.01
rajat30,643995,6175377,0.9219,1.5227,0.9238,2.266,2.606,2.7107,2.7055,2.6108,2.3353,1.9432,0.2616,0,1.0
ramage02,16831,1441591,0.0412,0.0807,0.0414,0.0417,0.0446,0.0463,0.0546,0.061,0.0799,0.0824,0.0089,0,1.0
Reuters911,13333,148038,0.0227,0.0182,0.025,0.0299,0.0208,0.0201,0.0201,0.02,0.0201,0.0201,0.0044,9,0.91
rgg_n_2_15_s0,32769,160240,0.0227,0.0339,0.025,0.0545,0.0364,0.034,0.034,0.034,0.034,0.034,0.0072,0,0.91
rgg_n_2_22_s0,4194305,30359198,4.7749,6.2168,4.8793,7.3323,6.2307,6.2179,6.2185,6.2178,6.2179,6.226,1.0469,0,0.98
ri2010,25182,62875,0.0143,0.0194,0.0152,0.0299,0.0209,0.0193,0.02,0.0192,0.0193,0.0192,0.0052,0,0.94
rim,22561,1014951,0.0326,0.0642,0.0333,0.034,0.0373,0.0421,0.0471,0.0503,0.054,0.0569,0.007,0,0.98
RM07R,381690,37464962,1.099,2.355,1.1012,1.3296,1.3879,1.5466,1.8119,2.4442,2.3564,2.3553,0.4021,0,1.0
rma10,46836,2374001,0.0591,0.1355,0.0593,0.0594,0.066,0.0774,0.0979,0.1135,0.1348,0.1421,0.0185,0,1.0
roadNet-CA,1971282,2766607,1.8299,3.047,1.8437,5.9829,3.9751,3.0891,3.0474,3.0464,3.0464,3.0467,0.4105,0,0.99
