dataSet,num_nodes1,num_edges1,time
boneS10,914899,28191660,2.5019
boyd1,93280,652246,0.13
boyd2,466317,890091,0.6209
brack2,62632,366559,0.0368
brainpc2,27608,96601,0.0102
bratu3d,27793,88627,0.0113
Bump_2911,2911420,65320659,5.6398
bundle1,10582,390741,0.0178
bundle_adj,513352,10360701,0.7016
c-42,10472,60378,0.007
c-43,11126,67400,0.0071
c-45,13207,93829,0.0081
c-46,14914,72655,0.0081
c-47,15344,113372,0.0137
c-48,18355,92217,0.0115
c-49,21133,89087,0.0118
c-50,22402,108013,0.0136
c-51,23197,113123,0.014
c-52,23949,113332,0.0138
c-53,30236,201224,0.0167
c-54,31794,211743,0.0215
c-55,32781,218115,0.0257
c-56,35911,208405,0.0224
c-57,37834,221515,0.0181
c-58,37596,295076,0.0348
c-59,41283,260909,0.0307
c-60,43641,171109,0.0217
c-61,43619,176817,0.0225
c-62,41732,300537,0.0359
c-62ghs,41732,300537,0.036
c-63,44235,239469,0.0284
c-64,51036,384438,0.0277
c-64b,51036,384438,0.0279
c-65,48067,204297,0.025
c-66,49990,274498,0.0323
c-66b,49990,274498,0.0314
c-67b,57976,294955,0.0281
c-68,64811,315408,0.038
c-69,67459,345714,0.0395
c-70,68925,363955,0.0412
c-71,76639,468096,0.0759
c-73,169423,724348,0.2255
c-73b,169423,724348,0.2251
ca-AstroPh,18773,198110,0.0265
ca-CondMat,23134,93497,0.0145
cage14,1505786,27130349,4.4669
cage15,5154860,99199551,19.6314
ca-HepPh,12009,118521,0.016
caidaRouterLevel,192245,609066,0.1641
cant,62452,2034917,0.1769
case39,40217,526139,0.0374
case9,14455,75801,0.007
c-big,345242,1343126,0.5214
cbuckle,13682,345098,0.0293
ccc,49153,73728,0.0143
cfd1,70657,949510,0.0875
Chebyshev4,68122,5377761,0.5429
circuit_4,80210,307604,0.0748
circuit5M,5558327,59524291,18.8921
circuit5M_dc,3523318,19194193,6.9807
citationCiteseer,268496,1156647,0.2781
cit-Patents,3774769,16518948,8.7408
ckt11752_dc_1,49703,333029,0.0339
ckt11752_tr_0,49703,333029,0.0339
cnr-2000,325558,3216152,0.3753
CO,221120,3943588,0.3828
coAuthorsCiteseer,227321,814134,0.2156
coAuthorsDBLP,299068,977676,0.2832
cond-mat-2003,31164,120029,0.0152
cond-mat-2005,40422,175693,0.0211
conf5_4-8x8-05,49153,1916928,0.1748
conf5_4-8x8-10,49153,1916928,0.1744
conf5_4-8x8-15,49153,1916928,0.175
conf5_4-8x8-20,49153,1916928,0.1739
conf6_0-8x8-20,49153,1916928,0.1737
conf6_0-8x8-30,49153,1916928,0.1739
conf6_0-8x8-80,49153,1916928,0.1742
consph,83335,3046907,0.2765
cont-201,80596,239596,0.0292
cont-300,180896,539396,0.178
coPapersCiteseer,434103,16036720,1.4812
coPapersDBLP,540487,15245729,1.5005
copter1,17223,114143,0.0122
CoupCons3D,416801,22322336,2.1676
crankseg_1,52805,5333507,0.5004
crankseg_2,63839,7106348,0.6731
crplat2,18011,489478,0.044
crystk02,13966,491274,0.0459
crystk03,24697,887937,0.0761
crystm02,13966,168435,0.0199
crystm03,24697,304233,0.0349
ct2010,67579,168176,0.0245
ct20stif,52330,1375396,0.1136
Cube_Coup_dt0,2164761,64685452,5.7315
Cube_Coup_dt6,2164761,64685452,5.7546
CurlCurl_0,11084,62213,0.0066
CurlCurl_4,2380516,14448191,2.7794
cvxqp3,17501,69981,0.0114
cyl6,13682,363961,0.0303
darcy003,389875,1167685,0.5967
dawson5,51538,531157,0.0469
dblp-2010,326187,807700,0.2855
dc3,116836,766396,0.1546
de2010,24116,58028,0.0099
debr,1048577,2097149,1.4231
delaunay_n15,32769,98274,0.0118
delaunay_n16,65537,196575,0.0217
delaunay_n17,131073,393176,0.1335
delaunay_n18,262145,786396,0.2802
delaunay_n19,524289,1572823,0.5714
delaunay_n20,1048577,3145686,1.1439
delaunay_n21,2097153,6291408,2.2919
delaunay_n22,4194305,12582869,4.5786
denormal,89401,622812,0.1072
dictionary28,52653,89038,0.0141
dielFilterV2clx,607233,12958252,1.2529
dielFilterV2real,1157457,24848204,2.4241
dielFilterV3clx,420409,16653308,1.6321
Dubcova1,16130,134569,0.0136
Dubcova3,146690,1891669,0.2262
e40r0100,17282,553562,0.0551
EAT_RS,23220,325592,0.0404
ecology1,1000001,2998000,1.1278
ecology2,1000000,2997995,1.1276
email-Enron,36693,183831,0.0211
Emilia_923,923137,20964171,1.809
engine,143572,2424822,0.2504
enron,69245,276143,0.0333
eu-2005,862665,19235140,1.6646
ex11,16615,1096948,0.1017
ex19,12006,259879,0.0284
F1,343792,13590452,1.3572
F2,71506,2682895,0.2579
Fault_639,638803,14626683,1.2541
fcondp2,201823,5748069,0.488
fem_hifreq_circuit,491101,20239237,2.0396
filter3D,106438,1406808,0.1386
finance256,37377,167936,0.0203
Flan_1565,1564795,59485419,5.4723
flickr,820879,9837214,1.5935
foldoc,13357,120238,0.0127
Freescale1,3428756,18920347,8.0653
fullb,199188,5953632,0.5303
FullChip,2987013,26621990,7.7977
fxm4_6,18893,258368,0.0234
G2_circuit,150103,438388,0.1721
G3_circuit,1585479,4623152,2.0178
Ga10As10H30,113082,3114357,0.3172
Ga19As19H42,133124,4508981,0.4595
Ga3As3H12,61350,3016148,0.3035
Ga41As41H72,268097,9378286,0.9443
GaAsH6,61350,1721579,0.175
gas_sensor,66918,885141,0.0746
Ge87H76,112986,4002590,0.4054
Ge99H100,112986,4282190,0.431
gearbox,153747,4617075,0.4026
Geo_1438,1437961,32297325,2.8167
gridgena,48963,280523,0.0238
gsm_106857,589447,11174185,3.118
gupta1,31803,1098006,0.0468
gupta2,62065,2155175,0.1026
gupta3,16784,4670105,0.462
gyro,17362,519260,0.0479
gyro_k,17362,519260,0.0479
gyro_m,17362,178896,0.0216
H2O,67025,1141880,0.1088
halfb,224618,6306219,0.5441
Hamrle3,1447361,5514242,2.4401
hangGlider_4,15562,79088,0.0096
hangGlider_5,16012,82070,0.0098
helm2d03,392258,1567096,0.5048
helm3d01,32227,230335,0.025
hi2010,25017,62063,0.0102
hollywood-2009,1139906,57515616,6.2091
hood,220543,5494489,0.4829
Hook_1498,1498024,31207734,2.6175
HTC_336_4438,226341,565431,0.3297
HTC_336_9129,226341,554881,0.3297
hugetric-00000,5824555,8733523,6.8827
human_gene1,22284,12345963,1.314
human_gene2,14341,9041364,0.9385
HV15R,2017170,283073458,27.6176
ibm_matrix_2,51449,1056610,0.0854
igbt3,10939,234006,0.025
in-2004,1382909,16917053,1.8278
inlet,11731,328323,0.0313
inline_1,503713,18660027,1.7754
ins2,309413,1530448,0.8171
italy_osm,6686494,7013978,7.2231
jan99jac120sc,41375,260202,0.027
juba40k,40338,144945,0.0169
k3plates,11108,378927,0.0361
kim1,38416,933195,0.0624
kkt_power,2063495,8130343,3.0451
kron_g500-logn16,65537,2456398,0.2581
kron_g500-logn17,131073,5114375,0.5806
kron_g500-logn18,262145,10583222,1.1671
kron_g500-logn19,524289,21781478,2.4327
kron_g500-logn20,1048577,44620272,5.1608
laminar_duct3D,67174,3833077,0.3826
language,399131,1216334,0.5769
largebasis,440021,5560100,1.0302
ldoor,952204,23737339,2.1114
lhr34,35153,764014,0.0751
lhr34c,35153,764014,0.075
lhr71,70305,1528092,0.1503
lhr71c,70305,1528092,0.1503
li,22696,1350309,0.1301
ljournal-2008,5363261,79023142,16.0503
Long_Coup_dt0,1470153,44279572,3.9608
Long_Coup_dt6,1470153,44279572,3.956
lowThrust_10,18261,116074,0.0133
lowThrust_11,18369,117002,0.0134
lowThrust_12,18459,117423,0.0132
lowThrust_13,18477,117580,0.0133
lowThrust_4,13563,84240,0.0099
lowThrust_5,16263,103701,0.0118
lowThrust_6,16929,108376,0.0124
lowThrust_7,17379,110607,0.0125
lowThrust_8,17703,113139,0.0128
lowThrust_9,18045,114806,0.0132
lp1,534389,1088904,0.6011
luxembourg_osm,114600,119666,0.1194
m14b,214766,1679018,0.2751
mario001,38435,114643,0.0161
mario002,389875,1167685,0.5967
mark3jac040sc,18290,113435,0.0138
mark3jac060sc,27450,170695,0.0197
me2010,69519,167738,0.0248
memplus,17759,126150,0.0144
mip1,66464,5209641,0.4012
ML_Laplace,377003,27689972,2.7028
mouse_gene,45102,14506196,1.5633
msc10848,10849,620313,0.0658
msc23052,23053,588933,0.0568
msdoor,415864,10328399,0.9278
m_t1,97579,4925574,0.4546
mult_dcop_01,25188,193276,0.0231
mult_dcop_02,25188,193276,0.0231
mult_dcop_03,25188,193216,0.0232
NACA0015,1039184,3114818,1.7803
nasasrb,54871,1366097,0.1073
nd12k,36001,7128473,0.6929
nd24k,72001,14393817,1.4173
nd6k,18001,3457658,0.3304
net100,29921,1031560,0.0948
net125,36721,1306960,0.1178
net150,43521,1582360,0.1393
net4-1,88344,1265035,0.1577
net50,16321,480760,0.0501
net75,23121,756160,0.0723
netherlands_osm,2216689,2441238,2.1844
nh2010,48838,117275,0.0181
NLR,4163764,12487976,7.6966
NotreDame_www,325730,929849,0.221
nv2010,84539,208499,0.0317
ohne2,181344,11063545,1.1297
oilpan,73753,1835470,0.1439
olafu,16147,515651,0.0473
onetone2,36058,227628,0.0238
OPF_10000,43888,255799,0.0244
opt1,15450,973052,0.0895
p2p-Gnutella31,62587,147892,0.02
parabolic_fem,525826,2100225,1.0361
patents,3774769,14970767,8.1089
pattern1,19243,4671337,0.4715
pcrystk02,13966,491274,0.0459
pcrystk03,24697,887937,0.0759
pct20stif,52330,1375396,0.113
pdb1HYS,36418,2190591,0.1958
pds10,16559,83108,0.012
PFlow_742,742794,18940627,1.7074
pkustk01,22045,500712,0.0475
pkustk02,10801,410400,0.0402
pkustk03,63337,1596876,0.1387
pkustk04,55591,2137125,0.1962
pkustk05,37165,1121154,0.1003
pkustk06,43165,1307466,0.1167
pkustk07,16861,1217832,0.1161
pkustk08,22210,1624440,0.1541
pkustk09,33961,808800,0.0704
pkustk10,80677,2194830,0.1913
pkustk11,87805,2652858,0.2415
pkustk12,94654,3803485,0.3528
pkustk13,94894,3355860,0.3099
pkustk14,151927,7494215,0.6987
pli,22696,686502,0.0698
PR02R,161071,8185136,0.8058
Pres_Poisson,14823,365313,0.0346
pwtk,217919,5926171,0.4815
qa8fk,66128,863353,0.0706
qa8fm,66128,863353,0.0708
raefsky3,21201,1488768,0.1396
raefsky4,19780,674195,0.0628
rajat15,37262,443573,0.0468
rajat22,39900,197264,0.0197
rajat26,51033,249302,0.0248
rajat29,643995,4866270,1.2525
rajat30,643995,6175377,1.3314
ramage02,16831,1441591,0.1319
Reuters911,13333,148038,0.0187
rgg_n_2_15_s0,32769,160240,0.0214
rgg_n_2_22_s0,4194305,30359198,4.9385
ri2010,25182,62875,0.0104
rim,22561,1014951,0.0884
RM07R,381690,37464962,3.715
rma10,46836,2374001,0.2145
roadNet-CA,1971282,2766607,1.8322
roadNet-PA,1090921,1541898,1.012
roadNet-TX,1393384,1921660,1.2741
s3dkq4m2,90450,2455670,0.1986
s3dkt3m2,90450,1921955,0.1488
s4dkt3m2,90450,1921955,0.1491
Serena,1391350,32961525,2.912
shermanACb,18511,145149,0.0162
ship_001,34921,2339575,0.2162
ship_003,121729,4103881,0.37
shipsec1,140875,3977139,0.3487
shipsec5,179861,5146478,0.4426
shipsec8,114920,3384159,0.2966
Si10H16,17078,446500,0.0477
Si34H36,97570,2626974,0.2654
Si41Ge41H72,185640,7598452,0.7622
Si5H12,19897,379247,0.0401
Si87H76,240370,5451000,0.5376
sinc15,11533,568526,0.0589
SiO,33402,675528,0.0686
SiO2,155332,5719417,0.5912
skirt,12599,104559,0.0101
smallworld,100001,499998,0.1052
sme3Dc,42931,3148656,0.3265
smt,25711,1889447,0.1713
soc-LiveJournal1,4847572,68993773,21.5378
soc-sign-Slashdot090221,82145,549202,0.0685
sparsine,50001,799494,0.0874
srb1,54925,1508538,0.1214
Stanford,281904,2312497,0.5946
std1_Jac2,21983,1248731,0.1206
std1_Jac3,21983,1455848,0.1388
stokes128,49667,295938,0.0262
stokes64,12547,74242,0.008
struct3,53571,613632,0.05
t2dah,11446,93781,0.0079
t2dah_a,11446,93781,0.008
t2dah_e,11446,93781,0.0079
t3dh,79172,2215638,0.1981
t3dh_a,79172,2215638,0.1982
t3dh_e,79172,2215638,0.1985
t3dl,20361,265113,0.026
t3dl_a,20361,265113,0.026
tandem_vtx,18455,135902,0.0143
ted_A,10606,424587,0.0437
ted_AB,10606,522387,0.0554
ted_AB_unscaled,10606,522387,0.0553
ted_A_unscaled,10606,424587,0.0438
ted_B_unscaled,10606,77592,0.0082
thread,29737,2249892,0.2082
tmt_sym,726714,2903837,0.8269
torso1,116159,8516500,0.8314
transient,178867,961790,0.2978
trdheim,22099,978711,0.0852
Trefethen_20000,20001,287233,0.0322
Trefethen_20000b,20000,287217,0.0322
troll,213454,6099282,0.5077
TSOPF_FS_b162_c1,10799,305732,0.0228
TSOPF_FS_b162_c3,30799,904612,0.0608
TSOPF_FS_b162_c4,40799,1204322,0.0754
TSOPF_FS_b300,29215,2203949,0.1396
TSOPF_FS_b300_c1,29215,2203949,0.1395
TSOPF_FS_b300_c2,56815,4391071,0.2819
TSOPF_FS_b300_c3,84415,6578753,0.4289
TSOPF_FS_b39_c19,76217,998359,0.066
TSOPF_FS_b39_c30,120217,1575639,0.1128
TSOPF_FS_b39_c7,28217,368599,0.0271
TSOPF_FS_b9_c6,14455,75801,0.007
TSOPF_RS_b162_c3,15375,610299,0.0481
TSOPF_RS_b162_c4,20375,812749,0.0629
TSOPF_RS_b2052_c1,25627,6761100,0.5881
TSOPF_RS_b2383,38121,16171169,1.5053
TSOPF_RS_b2383_c1,38121,16171169,1.5192
TSOPF_RS_b300_c1,14539,1474325,0.1068
TSOPF_RS_b300_c2,28339,2943887,0.2126
TSOPF_RS_b300_c3,42139,4413449,0.3221
TSOPF_RS_b39_c19,38099,684206,0.0506
TSOPF_RS_b39_c30,60099,1079986,0.0734
TSOPF_RS_b39_c7,14099,252446,0.0177
TSOPF_RS_b678_c1,18697,4396289,0.3456
TSOPF_RS_b678_c2,35697,8781949,0.7144
tsyl201,20686,1237821,0.1149
tube1,21499,459277,0.0371
tube2,21499,459277,0.0394
turon_m,189925,912345,0.2603
usroads,129165,165435,0.1382
usroads-48,126147,161950,0.1354
vanbody,47073,1191985,0.0937
venturiLevel3,4026820,8054237,4.665
vibrobox,12329,177578,0.0203
viscorocks,37763,1162244,0.0954
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.016
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.2141
vsp_befref_fxm_2_4_air02,14110,98224,0.0086
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.0322
vsp_c-30_data_data,11024,62184,0.006
vsp_c-60_data_cti_cs4,85831,241080,0.0287
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.1183
vsp_mod2_pgp2_slptsk,101365,389368,0.046
vsp_model1_crew1_cr42_south31,45102,189976,0.0176
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.1258
vsp_p0291_seymourl_iiasa,10499,53868,0.0082
vsp_sctap1-2b_and_seymourl,40175,140831,0.0196
vsp_south31_slptsk,39669,189914,0.0172
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.0442
vt2010,32581,77799,0.0125
wathen100,30402,251001,0.0202
wathen120,36442,301101,0.0236
web-Google,916429,5105039,1.7583
web-NotreDame,325730,1497134,0.3093
wikipedia-20051105,1634990,19753078,4.5381
wikipedia-20060925,2983495,37269096,10.1544
wikipedia-20061104,3148441,39383235,10.8743
wikipedia-20070206,3566908,45030389,12.7492
wiki-Talk,2394386,5021410,2.1045
windscreen,22693,752541,0.0656
wing_nodal,10938,75488,0.0111
wy2010,86205,213793,0.0325
x104,108385,5138004,0.4699
Zd_Jac2,22836,1642833,0.16
Zd_Jac3,22836,1916152,0.1811
Zd_Jac6,22836,1711983,0.1642
