dataSet,num_nodes1,num_edges1,time
ccc,49153,73728,0.1069
cfd1,70657,949510,0.1597
Chebyshev4,68122,5377761,0.5503
circuit_4,80210,307604,0.889
circuit5M,5558327,59524291,154.3365
circuit5M_dc,3523318,19194193,13.8417
citationCiteseer,268496,1156647,0.691
cit-Patents,3774769,16518948,16.5845
ckt11752_dc_1,49703,333029,0.3057
ckt11752_tr_0,49703,333029,0.306
cnr-2000,325558,3216152,2.1058
CO,221120,3943588,0.7029
coAuthorsCiteseer,227321,814134,0.6585
coAuthorsDBLP,299068,977676,0.7991
cond-mat-2003,31164,120029,0.04
cond-mat-2005,40422,175693,0.0776
conf5_4-8x8-05,49153,1916928,0.2059
conf5_4-8x8-10,49153,1916928,0.2062
conf5_4-8x8-15,49153,1916928,0.2055
conf5_4-8x8-20,49153,1916928,0.2086
conf6_0-8x8-20,49153,1916928,0.2084
conf6_0-8x8-30,49153,1916928,0.2061
conf6_0-8x8-80,49153,1916928,0.2062
consph,83335,3046907,0.3258
cont-201,80596,239596,0.1862
cont-300,180896,539396,0.4353
coPapersCiteseer,434103,16036720,2.2742
coPapersDBLP,540487,15245729,2.566
copter1,17223,114143,0.0249
CoupCons3D,416801,22322336,2.6084
crankseg_1,52805,5333507,0.6182
crankseg_2,63839,7106348,0.8779
crplat2,18011,489478,0.0563
crystk02,13966,491274,0.056
crystk03,24697,887937,0.0981
crystm02,13966,168435,0.0266
crystm03,24697,304233,0.0454
ct2010,67579,168176,0.141
ct20stif,52330,1375396,0.1532
Cube_Coup_dt0,2164761,64685452,7.9688
Cube_Coup_dt6,2164761,64685452,7.997
CurlCurl_0,11084,62213,0.0155
CurlCurl_4,2380516,14448191,5.9572
cvxqp3,17501,69981,0.0257
cyl6,13682,363961,0.0425
darcy003,389875,1167685,1.1275
dawson5,51538,531157,0.1163
dblp-2010,326187,807700,0.7096
dc3,116836,766396,10.5064
de2010,24116,58028,0.0256
debr,1048577,2097149,2.9207
delaunay_n15,32769,98274,0.0355
delaunay_n16,65537,196575,0.1424
delaunay_n17,131073,393176,0.3087
delaunay_n18,262145,786396,0.7242
delaunay_n19,524289,1572823,1.5637
delaunay_n20,1048577,3145686,3.1643
delaunay_n21,2097153,6291408,6.3779
delaunay_n22,4194305,12582869,12.7385
denormal,89401,622812,0.2048
dictionary28,52653,89038,0.0888
dielFilterV2clx,607233,12958252,2.3832
dielFilterV2real,1157457,24848204,4.5393
dielFilterV3clx,420409,16653308,2.5525
Dubcova1,16130,134569,0.0301
Dubcova3,146690,1891669,0.4595
e40r0100,17282,553562,0.0649
EAT_RS,23220,325592,0.0742
ecology1,1000001,2998000,2.3745
ecology2,1000000,2997995,2.3714
email-Enron,36693,183831,0.1041
Emilia_923,923137,20964171,2.9832
engine,143572,2424822,0.4295
enron,69245,276143,0.1971
eu-2005,862665,19235140,9.3888
ex11,16615,1096948,0.1248
ex19,12006,259879,0.0332
F1,343792,13590452,1.8614
F2,71506,2682895,0.3152
Fault_639,638803,14626683,2.0645
fcondp2,201823,5748069,0.7247
fem_hifreq_circuit,491101,20239237,2.7049
filter3D,106438,1406808,0.2681
finance256,37377,167936,0.0585
Flan_1565,1564795,59485419,6.929
flickr,820879,9837214,3.3812
foldoc,13357,120238,0.0543
Freescale1,3428756,18920347,15.1534
fullb,199188,5953632,0.7687
FullChip,2987013,26621990,220.0664
fxm4_6,18893,258368,0.0401
G2_circuit,150103,438388,0.3574
G3_circuit,1585479,4623152,4.1119
Ga10As10H30,113082,3114357,0.4515
Ga19As19H42,133124,4508981,0.6373
Ga3As3H12,61350,3016148,0.3688
Ga41As41H72,268097,9378286,1.3166
GaAsH6,61350,1721579,0.2434
gas_sensor,66918,885141,0.1504
Ge87H76,112986,4002590,0.5478
Ge99H100,112986,4282190,0.5759
gearbox,153747,4617075,0.5699
Geo_1438,1437961,32297325,4.6127
gridgena,48963,280523,0.1102
gsm_106857,589447,11174185,4.3206
gupta1,31803,1098006,0.6545
gupta2,62065,2155175,0.7699
gupta3,16784,4670105,0.4694
gyro,17362,519260,0.0693
gyro_k,17362,519260,0.0693
gyro_m,17362,178896,0.0372
H2O,67025,1141880,0.1959
halfb,224618,6306219,0.8215
Hamrle3,1447361,5514242,3.8578
hangGlider_4,15562,79088,0.3372
hangGlider_5,16012,82070,0.3453
helm2d03,392258,1567096,1.374
helm3d01,32227,230335,0.0579
hi2010,25017,62063,0.0273
hollywood-2009,1139906,57515616,9.6919
hood,220543,5494489,0.8135
Hook_1498,1498024,31207734,4.7485
HTC_336_4438,226341,565431,1.0594
HTC_336_9129,226341,554881,1.0582
hugetric-00000,5824555,8733523,15.4017
human_gene1,22284,12345963,2.5939
human_gene2,14341,9041364,1.8439
HV15R,2017170,283073458,31.6115
ibm_matrix_2,51449,1056610,0.168
igbt3,10939,234006,0.0354
in-2004,1382909,16917053,5.794
inlet,11731,328323,0.0411
inline_1,503713,18660027,2.6571
ins2,309413,1530448,1.1181
italy_osm,6686494,7013978,15.6228
jan99jac120sc,41375,260202,0.0924
juba40k,40338,144945,0.088
k3plates,11108,378927,0.044
kim1,38416,933195,0.1079
kkt_power,2063495,8130343,6.3207
kron_g500-logn16,65537,2456398,0.9485
kron_g500-logn17,131073,5114375,1.7774
kron_g500-logn18,262145,10583222,3.3675
kron_g500-logn19,524289,21781478,7.031
kron_g500-logn20,1048577,44620272,13.9928
laminar_duct3D,67174,3833077,0.4297
language,399131,1216334,1.053
largebasis,440021,5560100,2.1249
ldoor,952204,23737339,3.678
lhr34,35153,764014,0.0986
lhr34c,35153,764014,0.094
lhr71,70305,1528092,0.1993
lhr71c,70305,1528092,0.1997
li,22696,1350309,0.1402
ljournal-2008,5363261,79023142,33.2787
Long_Coup_dt0,1470153,44279572,5.5455
Long_Coup_dt6,1470153,44279572,5.5416
lowThrust_10,18261,116074,0.3454
lowThrust_11,18369,117002,0.3489
lowThrust_12,18459,117423,0.3522
lowThrust_13,18477,117580,0.3496
lowThrust_4,13563,84240,0.26
lowThrust_5,16263,103701,0.3066
lowThrust_6,16929,108376,0.3201
lowThrust_7,17379,110607,0.3289
lowThrust_8,17703,113139,0.3348
lowThrust_9,18045,114806,0.3439
lp1,534389,1088904,24.6626
luxembourg_osm,114600,119666,0.2613
m14b,214766,1679018,0.5728
mario001,38435,114643,0.0674
mario002,389875,1167685,1.1275
mark3jac040sc,18290,113435,0.0274
mark3jac060sc,27450,170695,0.0392
me2010,69519,167738,0.1453
memplus,17759,126150,0.0492
mip1,66464,5209641,5.6262
ML_Laplace,377003,27689972,2.9635
mouse_gene,45102,14506196,3.16
msc10848,10849,620313,0.0937
msc23052,23053,588933,0.0677
msdoor,415864,10328399,1.5177
m_t1,97579,4925574,0.5257
mult_dcop_01,25188,193276,1.0843
mult_dcop_02,25188,193276,1.0806
mult_dcop_03,25188,193216,1.0838
NACA0015,1039184,3114818,3.4984
nasasrb,54871,1366097,0.1545
nd12k,36001,7128473,0.7168
nd24k,72001,14393817,1.522
nd6k,18001,3457658,0.3352
net100,29921,1031560,0.1747
net125,36721,1306960,0.221
net150,43521,1582360,0.2746
net4-1,88344,1265035,0.5739
net50,16321,480760,0.086
net75,23121,756160,0.1347
netherlands_osm,2216689,2441238,5.0339
nh2010,48838,117275,0.0939
NLR,4163764,12487976,15.3738
NotreDame_www,325730,929849,1.2753
nv2010,84539,208499,0.1791
ohne2,181344,11063545,1.5174
oilpan,73753,1835470,0.2015
olafu,16147,515651,0.0589
onetone2,36058,227628,0.0541
OPF_10000,43888,255799,0.097
opt1,15450,973052,0.1066
p2p-Gnutella31,62587,147892,0.0865
parabolic_fem,525826,2100225,2.234
patents,3774769,14970767,15.8779
pattern1,19243,4671337,0.9052
pcrystk02,13966,491274,0.0562
pcrystk03,24697,887937,0.0981
pct20stif,52330,1375396,0.155
pdb1HYS,36418,2190591,0.2248
pds10,16559,83108,0.0232
PFlow_742,742794,18940627,2.627
pkustk01,22045,500712,0.0633
pkustk02,10801,410400,0.0493
pkustk03,63337,1596876,0.1815
pkustk04,55591,2137125,0.2346
pkustk05,37165,1121154,0.1268
pkustk06,43165,1307466,0.1448
pkustk07,16861,1217832,0.1345
pkustk08,22210,1624440,0.1656
pkustk09,33961,808800,0.0941
pkustk10,80677,2194830,0.2432
pkustk11,87805,2652858,0.2971
pkustk12,94654,3803485,0.4084
pkustk13,94894,3355860,0.3794
pkustk14,151927,7494215,0.8548
pli,22696,686502,0.0775
PR02R,161071,8185136,0.9162
Pres_Poisson,14823,365313,0.0444
pwtk,217919,5926171,0.7564
qa8fk,66128,863353,0.1487
qa8fm,66128,863353,0.1487
raefsky3,21201,1488768,0.1434
raefsky4,19780,674195,0.0768
rajat15,37262,443573,0.2371
rajat22,39900,197264,0.2909
rajat26,51033,249302,0.344
rajat29,643995,4866270,40.0922
rajat30,643995,6175377,40.1265
ramage02,16831,1441591,0.1429
Reuters911,13333,148038,0.0868
rgg_n_2_15_s0,32769,160240,0.0426
rgg_n_2_22_s0,4194305,30359198,10.4652
ri2010,25182,62875,0.028
rim,22561,1014951,0.1141
RM07R,381690,37464962,4.2148
rma10,46836,2374001,0.2548
roadNet-CA,1971282,2766607,4.4281
roadNet-PA,1090921,1541898,2.4475
roadNet-TX,1393384,1921660,3.1026
s3dkq4m2,90450,2455670,0.27
s3dkt3m2,90450,1921955,0.2245
s4dkt3m2,90450,1921955,0.223
Serena,1391350,32961525,4.7626
shermanACb,18511,145149,0.511
ship_001,34921,2339575,0.2419
ship_003,121729,4103881,0.4751
shipsec1,140875,3977139,0.4975
shipsec5,179861,5146478,0.6411
shipsec8,114920,3384159,0.3987
Si10H16,17078,446500,0.0661
Si34H36,97570,2626974,0.3718
Si41Ge41H72,185640,7598452,1.0238
Si5H12,19897,379247,0.0668
Si87H76,240370,5451000,0.8631
sinc15,11533,568526,0.0867
SiO,33402,675528,0.1168
SiO2,155332,5719417,0.8782
skirt,12599,104559,0.0184
smallworld,100001,499998,0.2403
sme3Dc,42931,3148656,0.6043
smt,25711,1889447,0.1962
soc-LiveJournal1,4847572,68993773,41.966
soc-sign-Slashdot090221,82145,549202,0.2933
sparsine,50001,799494,0.2041
srb1,54925,1508538,0.1666
Stanford,281904,2312497,0.8258
std1_Jac2,21983,1248731,0.166
std1_Jac3,21983,1455848,0.1862
stokes128,49667,295938,0.1115
stokes64,12547,74242,0.0151
struct3,53571,613632,0.1208
t2dah,11446,93781,0.0166
t2dah_a,11446,93781,0.0166
t2dah_e,11446,93781,0.0166
t3dh,79172,2215638,0.2614
t3dh_a,79172,2215638,0.2647
t3dh_e,79172,2215638,0.2653
t3dl,20361,265113,0.0385
t3dl_a,20361,265113,0.0385
tandem_vtx,18455,135902,0.0259
ted_A,10606,424587,0.0537
ted_AB,10606,522387,0.0632
ted_AB_unscaled,10606,522387,0.0632
ted_A_unscaled,10606,424587,0.0537
ted_B_unscaled,10606,77592,0.0156
thread,29737,2249892,0.2318
tmt_sym,726714,2903837,1.7502
torso1,116159,8516500,1.2381
transient,178867,961790,6.0228
trdheim,22099,978711,0.1087
Trefethen_20000,20001,287233,0.052
Trefethen_20000b,20000,287217,0.0519
troll,213454,6099282,0.7643
TSOPF_FS_b162_c1,10799,305732,0.2706
TSOPF_FS_b162_c3,30799,904612,0.8508
TSOPF_FS_b162_c4,40799,1204322,1.4896
TSOPF_FS_b300,29215,2203949,1.1587
TSOPF_FS_b300_c1,29215,2203949,1.1572
TSOPF_FS_b300_c2,56815,4391071,2.2568
TSOPF_FS_b300_c3,84415,6578753,3.5941
TSOPF_FS_b39_c19,76217,998359,2.8914
TSOPF_FS_b39_c30,120217,1575639,5.0494
TSOPF_FS_b39_c7,28217,368599,0.6934
TSOPF_FS_b9_c6,14455,75801,0.3497
TSOPF_RS_b162_c3,15375,610299,0.3998
TSOPF_RS_b162_c4,20375,812749,0.5429
TSOPF_RS_b2052_c1,25627,6761100,1.159
TSOPF_RS_b2383,38121,16171169,2.869
TSOPF_RS_b2383_c1,38121,16171169,2.885
TSOPF_RS_b300_c1,14539,1474325,0.5862
TSOPF_RS_b300_c2,28339,2943887,1.0906
TSOPF_RS_b300_c3,42139,4413449,1.9161
TSOPF_RS_b39_c19,38099,684206,1.354
TSOPF_RS_b39_c30,60099,1079986,2.3956
TSOPF_RS_b39_c7,14099,252446,0.355
TSOPF_RS_b678_c1,18697,4396289,0.7333
TSOPF_RS_b678_c2,35697,8781949,1.9
tsyl201,20686,1237821,0.1361
tube1,21499,459277,0.0536
tube2,21499,459277,0.0538
turon_m,189925,912345,0.4691
usroads,129165,165435,0.2931
usroads-48,126147,161950,0.2859
vanbody,47073,1191985,0.1356
venturiLevel3,4026820,8054237,10.1175
vibrobox,12329,177578,0.0302
viscorocks,37763,1162244,0.1291
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.0391
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.4347
vsp_befref_fxm_2_4_air02,14110,98224,0.1085
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.1444
vsp_c-30_data_data,11024,62184,0.111
vsp_c-60_data_cti_cs4,85831,241080,0.1691
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.3697
vsp_mod2_pgp2_slptsk,101365,389368,0.3333
vsp_model1_crew1_cr42_south31,45102,189976,1.3957
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.2573
vsp_p0291_seymourl_iiasa,10499,53868,0.0197
vsp_sctap1-2b_and_seymourl,40175,140831,0.1501
vsp_south31_slptsk,39669,189914,1.3289
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.2116
vt2010,32581,77799,0.0341
wathen100,30402,251001,0.0399
wathen120,36442,301101,0.0552
web-Google,916429,5105039,4.9493
web-NotreDame,325730,1497134,1.2659
wikipedia-20051105,1634990,19753078,18.0256
wikipedia-20060925,2983495,37269096,41.1353
wikipedia-20061104,3148441,39383235,43.9387
wikipedia-20070206,3566908,45030389,50.9042
wiki-Talk,2394386,5021410,3.3909
windscreen,22693,752541,0.0834
wing_nodal,10938,75488,0.0209
wy2010,86205,213793,0.1808
x104,108385,5138004,0.5621
Zd_Jac2,22836,1642833,0.2776
Zd_Jac3,22836,1916152,0.3118
Zd_Jac6,22836,1711983,0.2818
