dataSet,num_nodes,num_edges,sddmm_tcu,sddmm_cuda,8,16,24,32,40,48,56,64,density,speedup
enron,69245,276143,0.0477,0.063,0.0511,0.0494,0.0478,0.0486,0.0527,0.0535,0.056,0.0568,0,1.0
eu-2005,862665,19235140,1.3373,2.9503,1.7358,1.7465,1.5074,1.5735,1.5471,1.5644,1.5974,1.6182,0,0.89
ex11,16615,1096948,0.0486,0.2269,0.0593,0.0544,0.0625,0.0633,0.0617,0.0625,0.0666,0.0683,0,0.89
ex19,12006,259879,0.0271,0.038,0.0274,0.0257,0.0223,0.0232,0.0265,0.0265,0.0273,0.0331,24,1.22
F1,343792,13590452,0.7714,2.5002,0.9012,0.9814,1.0016,1.0182,1.1015,1.141,1.3701,1.4282,0,0.86
F2,71506,2682895,0.1479,0.4775,0.1731,0.1994,0.1879,0.1887,0.2043,0.2067,0.2534,0.2649,0,0.85
Fault_639,638803,14626683,0.7648,1.7908,0.9971,1.1571,1.0826,1.0858,1.0936,1.1959,1.2449,1.365,0,0.77
fcondp2,201823,5748069,0.2091,0.869,0.2742,0.3169,0.3222,0.3212,0.341,0.344,0.3585,0.3815,0,0.76
fem_hifreq_circuit,491101,20239237,1.56,3.9023,2.2226,2.1832,2.0665,2.1227,2.2288,2.4581,2.828,2.9983,0,0.75
filter3D,106438,1406808,0.1504,0.1613,0.173,0.1967,0.1411,0.137,0.1361,0.1378,0.1485,0.156,40,1.11
finance256,37377,167936,0.0267,0.0268,0.0241,0.0289,0.0273,0.0265,0.0264,0.0289,0.0289,0.0289,8,1.11
Flan_1565,1564795,59485419,2.5192,10.6363,3.4675,3.5391,3.4637,3.5604,3.5394,3.8572,3.8175,3.8686,0,0.73
flickr,820879,9837214,2.34,2.0635,3.0545,2.8665,2.0136,1.9869,2.1661,2.1699,2.0592,2.0601,32,1.04
foldoc,13357,120238,0.0178,0.0202,0.0191,0.0182,0.0167,0.0168,0.0167,0.0175,0.0199,0.0199,24,1.07
Freescale1,3428756,18920347,7.8827,6.4075,7.9337,8.1438,7.0724,6.6771,6.4088,6.4067,6.4052,6.4084,56,1.0
fullb,199188,5953632,0.2089,0.8881,0.2717,0.3095,0.3057,0.3253,0.326,0.3372,0.3531,0.3709,0,0.77
FullChip,2987013,26621990,6.3778,6.7612,6.9865,7.7036,7.4914,7.3401,7.5981,7.3679,6.8266,6.7626,0,0.94
fxm4_6,18893,258368,0.0251,0.0386,0.0264,0.0257,0.0248,0.0257,0.0256,0.0264,0.0272,0.0273,24,1.01
G2_circuit,150103,438388,0.076,0.1144,0.0656,0.0687,0.1156,0.1155,0.1148,0.1153,0.1156,0.1153,8,1.16
G3_circuit,1585479,4623152,1.0841,1.2937,1.1846,1.2288,1.2937,1.2939,1.2947,1.2938,1.295,1.2964,0,0.92
Ga10As10H30,113082,3114357,0.281,0.4498,0.326,0.3704,0.253,0.2526,0.2584,0.2788,0.2987,0.3335,32,1.11
Ga19As19H42,133124,4508981,0.3896,0.7523,0.4667,0.5534,0.3828,0.3809,0.3967,0.3998,0.4351,0.4659,32,1.02
Ga3As3H12,61350,3016148,0.2203,0.5594,0.26,0.3002,0.219,0.2157,0.2296,0.2313,0.2599,0.2755,32,1.02
Ga41As41H72,268097,9378286,0.791,1.5636,1.0925,1.1694,0.7911,0.7962,0.8256,0.8299,0.9224,0.9657,0,1.0
GaAsH6,61350,1721579,0.1631,0.2712,0.1887,0.2084,0.1444,0.1437,0.1461,0.147,0.16,0.1723,32,1.14
gas_sensor,66918,885141,0.0816,0.1059,0.092,0.1011,0.0978,0.0969,0.0945,0.0945,0.1043,0.1051,0,0.89
Ge87H76,112986,4002590,0.3467,0.6808,0.431,0.4919,0.3398,0.3359,0.3549,0.3578,0.4038,0.4266,32,1.03
Ge99H100,112986,4282190,0.3578,0.7434,0.4832,0.4998,0.3573,0.3599,0.3772,0.3808,0.4341,0.4522,24,1.0
gearbox,153747,4617075,0.2175,0.7276,0.2875,0.3038,0.3153,0.3115,0.3199,0.3399,0.3645,0.3785,0,0.76
Geo_1438,1437961,32297325,1.7174,3.6768,2.3634,2.6103,2.7283,2.6506,2.6041,2.7904,2.8413,3.253,0,0.73
gridgena,48963,280523,0.0298,0.036,0.0264,0.0265,0.0265,0.0265,0.0282,0.0339,0.0355,0.0355,8,1.13
gsm_106857,589447,11174185,4.1974,2.8035,4.5539,4.6158,3.3019,3.225,2.9802,2.8918,2.8095,2.7808,64,1.01
gupta1,31803,1098006,0.0728,0.1776,0.0945,0.1051,0.0929,0.0895,0.083,0.0846,0.0822,0.0846,0,0.89
gupta2,62065,2155175,0.1344,0.3421,0.1748,0.2239,0.1747,0.165,0.1748,0.1674,0.1674,0.1723,0,0.81
gupta3,16784,4670105,0.1473,1.0567,0.1862,0.1641,0.2127,0.2111,0.2264,0.2216,0.2403,0.2477,0,0.9
gyro,17362,519260,0.0309,0.0854,0.0347,0.0298,0.0347,0.0347,0.0346,0.0355,0.0429,0.0446,16,1.04
gyro_k,17362,519260,0.03,0.0855,0.0347,0.0347,0.0338,0.0355,0.0347,0.0355,0.0429,0.0445,0,0.89
gyro_m,17362,178896,0.0278,0.0273,0.0314,0.0298,0.0224,0.0233,0.0241,0.0264,0.0273,0.0273,24,1.22
H2O,67025,1141880,0.1514,0.1386,0.1797,0.2083,0.1125,0.1124,0.1117,0.1142,0.1182,0.1387,40,1.24
halfb,224618,6306219,0.2417,0.9345,0.3059,0.3064,0.325,0.3396,0.3484,0.3585,0.3759,0.3966,0,0.79
Hamrle3,1447361,5514242,3.0416,1.7989,3.8318,3.8133,2.4476,2.4487,1.7998,1.7994,1.7996,1.7997,128,1.0
hangGlider_4,15562,79088,0.0167,0.0152,0.015,0.015,0.0166,0.0158,0.0157,0.0159,0.0159,0.015,8,1.01
hangGlider_5,16012,82070,0.0167,0.0155,0.0167,0.0159,0.0166,0.0167,0.0166,0.0159,0.0167,0.0158,128,0.98
helm2d03,392258,1567096,0.2787,0.3594,0.3118,0.4761,0.4828,0.5304,0.3745,0.3738,0.3733,0.3733,0,0.89
helm3d01,32227,230335,0.0334,0.0332,0.0363,0.0372,0.0314,0.0306,0.0305,0.0323,0.033,0.033,40,1.09
hi2010,25017,62063,0.017,0.0194,0.0183,0.0167,0.0191,0.0191,0.0191,0.0192,0.0191,0.0192,16,1.02
hollywood-2009,1139906,57515616,6.281,11.2744,8.5812,8.4992,6.9139,7.0929,7.4378,7.7638,7.8762,7.9372,0,0.91
hood,220543,5494489,0.2072,0.8232,0.2898,0.3175,0.3278,0.3426,0.3476,0.3538,0.3716,0.3847,0,0.71
Hook_1498,1498024,31207734,1.6052,3.6542,2.1195,2.3549,2.4699,2.4986,2.5928,2.618,2.8498,3.1091,0,0.76
HTC_336_4438,226341,565431,0.176,0.2037,0.1849,0.2192,0.2055,0.2039,0.2038,0.2088,0.2078,0.2085,0,0.95
HTC_336_9129,226341,554881,0.1731,0.2081,0.1845,0.2217,0.2102,0.2078,0.2085,0.2071,0.2071,0.2077,0,0.94
hugetric-00000,5824555,8733523,6.2386,4.3824,7.8814,6.8908,4.387,4.3895,4.3852,4.3844,4.3863,4.3856,128,1.0
human_gene1,22284,12345963,1.2442,2.6439,1.6109,1.5638,1.7173,1.7201,1.9754,1.9837,2.2668,2.2739,0,0.8
human_gene2,14341,9041364,0.8276,2.0771,0.8227,1.0504,1.1176,1.1193,1.2855,1.2905,1.5083,1.5108,8,1.01
HV15R,2017170,283073458,10.7203,55.9204,15.34,16.2411,15.3982,14.8227,16.0146,15.7038,17.9497,17.8593,0,0.72
ibm_matrix_2,51449,1056610,0.0701,0.1182,0.0716,0.0691,0.0797,0.0797,0.0797,0.0814,0.0912,0.0953,16,1.01
igbt3,10939,234006,0.0292,0.029,0.0322,0.0314,0.024,0.0248,0.0264,0.0272,0.0289,0.0288,24,1.21
in-2004,1382909,16917053,1.194,2.746,1.3101,1.3893,1.4955,1.4991,1.4989,1.5198,1.5452,1.561,0,0.91
inlet,11731,328323,0.0251,0.0454,0.0192,0.0199,0.0167,0.0174,0.0174,0.0175,0.0183,0.0191,24,1.5
inline_1,503713,18660027,0.8741,3.2502,1.1567,1.2393,1.1751,1.2759,1.2374,1.2922,1.5828,1.7635,0,0.76
ins2,309413,1530448,0.5647,0.6973,0.7635,0.8014,0.6378,0.6372,0.7061,0.706,0.7076,0.7057,0,0.89
italy_osm,6686494,7013978,4.1317,4.5437,4.3514,4.5622,4.5435,4.544,4.5432,4.5439,4.5443,4.5454,0,0.95
jan99jac120sc,41375,260202,0.0343,0.0408,0.0306,0.0356,0.0335,0.0372,0.0372,0.038,0.0388,0.0412,8,1.12
juba40k,40338,144945,0.024,0.0297,0.0216,0.0208,0.0231,0.0248,0.029,0.0297,0.0298,0.0298,16,1.15
k3plates,11108,378927,0.0201,0.0693,0.0224,0.0215,0.0207,0.0207,0.0224,0.0232,0.0264,0.0265,0,0.97
kim1,38416,933195,0.0491,0.0989,0.0544,0.0576,0.0584,0.0569,0.0625,0.0642,0.0642,0.0642,0,0.9
kkt_power,2063495,8130343,2.3198,2.1965,2.4588,2.9864,2.2406,2.1958,2.2412,2.2411,2.1956,2.1953,64,1.0
kron_g500-logn16,65537,2456398,0.4743,0.4876,0.5597,0.6163,0.4655,0.4647,0.4827,0.4845,0.4869,0.522,32,1.02
kron_g500-logn17,131073,5114375,1.0373,1.1001,1.4203,1.4132,1.0658,1.0681,1.0944,1.097,1.1008,1.1008,0,0.97
kron_g500-logn18,262145,10583222,2.0679,2.2924,3.0414,2.8319,2.2107,2.2474,2.2088,2.1502,2.1531,2.1408,0,0.97
kron_g500-logn19,524289,21781478,4.0043,4.4206,6.019,6.3743,4.669,4.6712,4.4141,4.7309,4.7458,4.4217,0,0.91
kron_g500-logn20,1048577,44620272,8.9247,9.1908,12.6886,12.2472,9.6298,9.1456,9.1809,9.594,9.1973,9.2161,0,0.98
laminar_duct3D,67174,3833077,0.1654,0.6511,0.2124,0.2428,0.2321,0.2248,0.2125,0.228,0.2518,0.2534,0,0.78
language,399131,1216334,0.3804,0.3622,0.3923,0.3951,0.3621,0.3524,0.3522,0.3513,0.3522,0.352,48,1.03
largebasis,440021,5560100,0.7956,0.9815,0.9047,0.9059,1.1528,1.2319,1.3802,1.3791,1.3649,1.2404,0,0.88
ldoor,952204,23737339,0.9255,3.7572,1.2276,1.2883,1.3638,1.407,1.5201,1.5031,1.6012,1.7444,0,0.75
lhr34,35153,764014,0.0495,0.1161,0.056,0.0675,0.0576,0.0585,0.0592,0.0593,0.0626,0.0617,0,0.88
lhr34c,35153,764014,0.0457,0.1159,0.056,0.0658,0.0584,0.0584,0.0593,0.0584,0.0617,0.0617,0,0.82
lhr71,70305,1528092,0.0861,0.2253,0.1125,0.1338,0.1207,0.1198,0.1273,0.1273,0.1354,0.1355,0,0.77
lhr71c,70305,1528092,0.0917,0.2405,0.1166,0.1428,0.1289,0.1281,0.1297,0.1289,0.1354,0.1354,0,0.79
li,22696,1350309,0.0833,0.2588,0.1002,0.0961,0.1018,0.1002,0.1002,0.1018,0.1116,0.1182,0,0.87
ljournal-2008,5363261,79023142,24.0953,16.2441,24.8413,24.8905,16.7119,15.8706,15.5295,15.3001,15.2929,15.2484,64,1.07
Long_Coup_dt0,1470153,44279572,2.1691,6.3752,3.0591,3.3155,3.1413,2.9957,2.9798,3.0819,3.3065,3.6752,0,0.73
Long_Coup_dt6,1470153,44279572,2.1689,6.6888,3.2674,3.3169,3.0613,3.1123,3.1445,3.2033,3.2535,3.4729,0,0.71
lowThrust_10,18261,116074,0.0175,0.0199,0.02,0.0207,0.0151,0.0149,0.015,0.015,0.0151,0.0175,32,1.17
lowThrust_11,18369,117002,0.017,0.0199,0.0215,0.0216,0.015,0.0159,0.0158,0.015,0.0151,0.0175,24,1.13
lowThrust_12,18459,117423,0.0172,0.0202,0.0208,0.02,0.0158,0.0159,0.0158,0.0158,0.0159,0.0175,24,1.09
lowThrust_13,18477,117580,0.0171,0.0203,0.0208,0.0215,0.0158,0.0158,0.0158,0.0159,0.0158,0.0191,24,1.08
lowThrust_4,13563,84240,0.0141,0.0155,0.0167,0.0158,0.0117,0.0117,0.0118,0.0117,0.0118,0.0142,24,1.21
lowThrust_5,16263,103701,0.0162,0.0188,0.0191,0.0183,0.0142,0.0142,0.0142,0.0142,0.0141,0.0167,56,1.15
lowThrust_6,16929,108376,0.0164,0.0191,0.02,0.0191,0.0142,0.0142,0.0149,0.0142,0.0142,0.0166,24,1.15
lowThrust_7,17379,110607,0.0165,0.0194,0.0199,0.019,0.015,0.015,0.015,0.015,0.0151,0.0174,24,1.1
lowThrust_8,17703,113139,0.0165,0.0196,0.0208,0.0216,0.015,0.015,0.0151,0.015,0.015,0.0175,24,1.1
lowThrust_9,18045,114806,0.0171,0.0198,0.0208,0.0208,0.015,0.015,0.015,0.015,0.0158,0.0175,24,1.14
lp1,534389,1088904,0.3152,0.3978,0.3118,0.3116,0.3996,0.3985,0.3986,0.3986,0.399,0.3993,16,1.01
luxembourg_osm,114600,119666,0.0333,0.0584,0.033,0.0584,0.0583,0.0583,0.0584,0.0584,0.0583,0.0584,8,1.01
m14b,214766,1679018,0.2624,0.2538,0.3636,0.3732,0.2728,0.2643,0.2706,0.2535,0.2551,0.2555,48,1.0
mario001,38435,114643,0.0264,0.024,0.0232,0.0232,0.0223,0.024,0.0241,0.0239,0.024,0.0241,24,1.08
mario002,389875,1167685,0.5379,0.3763,0.598,0.616,0.3876,0.378,0.3777,0.3794,0.3778,0.3775,128,1.0
mark3jac040sc,18290,113435,0.0221,0.0231,0.0199,0.0191,0.0175,0.0199,0.0208,0.0224,0.0232,0.0232,24,1.26
mark3jac060sc,27450,170695,0.0282,0.0305,0.0298,0.0273,0.0249,0.0265,0.0282,0.0298,0.0306,0.0306,24,1.13
me2010,69519,167738,0.0397,0.0362,0.0428,0.0429,0.0363,0.0363,0.0363,0.0364,0.0363,0.0363,128,1.0
memplus,17759,126150,0.0203,0.023,0.0191,0.0191,0.0175,0.0182,0.0199,0.0215,0.0215,0.0216,24,1.16
mip1,66464,5209641,0.1396,1.0913,0.1699,0.1945,0.1936,0.1887,0.1961,0.1976,0.201,0.2034,0,0.82
ML_Laplace,377003,27689972,1.0938,5.8736,1.5293,1.6448,1.6098,1.5326,1.4452,1.4387,1.5749,1.6631,0,0.76
mouse_gene,45102,14506196,2.0627,3.0885,2.5718,3.2872,2.458,2.636,2.9781,2.8763,3.0093,2.9898,0,0.84
msc10848,10849,620313,0.0293,0.1202,0.0298,0.0298,0.0315,0.0322,0.0322,0.0323,0.038,0.0396,0,0.98
msc23052,23053,588933,0.0309,0.0983,0.0323,0.0305,0.0331,0.0323,0.033,0.0339,0.0371,0.0412,16,1.01
msdoor,415864,10328399,0.4429,1.6269,0.5366,0.5982,0.6372,0.671,0.6959,0.7247,0.7654,0.797,0,0.83
m_t1,97579,4925574,0.1929,0.974,0.2251,0.2653,0.2609,0.2665,0.2837,0.2861,0.3364,0.3371,0,0.86
mult_dcop_01,25188,193276,0.0362,0.0366,0.038,0.0372,0.0323,0.0347,0.0363,0.0364,0.0364,0.0363,24,1.12
mult_dcop_02,25188,193276,0.0361,0.0368,0.0387,0.0355,0.0323,0.0347,0.0363,0.0371,0.0364,0.0371,24,1.12
mult_dcop_03,25188,193216,0.0361,0.0368,0.0388,0.0363,0.0323,0.0347,0.0364,0.0371,0.0363,0.0371,24,1.12
NACA0015,1039184,3114818,2.369,1.2425,2.8061,2.6954,1.2702,1.244,1.2443,1.244,1.2434,1.2437,128,1.0
nasasrb,54871,1366097,0.0669,0.1519,0.0781,0.0788,0.0863,0.0871,0.0878,0.0879,0.092,0.0994,0,0.86
nd12k,36001,7128473,0.2083,1.4761,0.2755,0.2756,0.3173,0.3156,0.3051,0.3067,0.3288,0.3402,0,0.76
nd24k,72001,14393817,0.4427,3.1886,0.5148,0.6011,0.6283,0.6269,0.6434,0.6456,0.662,0.6797,0,0.86
nd6k,18001,3457658,0.1107,0.7658,0.1346,0.1338,0.1526,0.147,0.147,0.1519,0.1592,0.1633,0,0.83
net100,29921,1031560,0.0906,0.2326,0.1052,0.1191,0.1084,0.1087,0.111,0.1102,0.1125,0.1126,0,0.86
net125,36721,1306960,0.1093,0.2924,0.1158,0.1469,0.133,0.1379,0.1395,0.1388,0.1404,0.1404,0,0.94
net150,43521,1582360,0.1302,0.3524,0.1486,0.1772,0.1576,0.1636,0.1665,0.1666,0.1682,0.1691,0,0.88
net4-1,88344,1265035,0.203,0.2324,0.2418,0.2796,0.1861,0.1943,0.2214,0.232,0.2321,0.232,24,1.09
net50,16321,480760,0.0462,0.1134,0.0494,0.0519,0.0511,0.0535,0.0552,0.0552,0.0576,0.0569,0,0.94
net75,23121,756160,0.0684,0.1734,0.074,0.0797,0.0772,0.0797,0.0806,0.0813,0.0821,0.0823,0,0.92
netherlands_osm,2216689,2441238,1.4042,1.3789,1.6321,1.3739,1.3722,1.3728,1.4116,1.3722,1.3722,1.3721,64,1.0
nh2010,48838,117275,0.027,0.0254,0.0282,0.0289,0.0257,0.0249,0.0257,0.0249,0.0256,0.0257,32,1.02
NLR,4163764,12487976,12.1159,5.7296,13.54,12.6234,5.8978,5.7209,5.7205,5.7209,5.7211,5.7212,40,1.0
NotreDame_www,325730,929849,0.1586,0.1862,0.1723,0.1767,0.1651,0.1639,0.1675,0.1723,0.1751,0.1751,0,0.97
nv2010,84539,208499,0.0479,0.0458,0.0552,0.0551,0.0456,0.0462,0.0453,0.0462,0.0461,0.0461,40,1.01
ohne2,181344,11063545,0.8595,2.163,1.2263,1.2656,1.0697,1.0843,1.1941,1.2539,1.5673,1.6407,0,0.8
oilpan,73753,1835470,0.0704,0.2617,0.0797,0.0887,0.0944,0.0945,0.0928,0.0953,0.0952,0.0961,0,0.88
olafu,16147,515651,0.027,0.0954,0.029,0.0273,0.0256,0.0273,0.0274,0.0289,0.0314,0.0322,24,1.05
onetone2,36058,227628,0.0309,0.0377,0.0346,0.0355,0.0305,0.0306,0.0314,0.0347,0.0372,0.038,24,1.01
OPF_10000,43888,255799,0.0268,0.0419,0.0265,0.0265,0.0306,0.0314,0.033,0.0355,0.0363,0.0388,8,1.01
opt1,15450,973052,0.0426,0.2001,0.0486,0.0421,0.0502,0.0535,0.0535,0.0552,0.0609,0.0641,16,1.01
p2p-Gnutella31,62587,147892,0.0365,0.0262,0.0396,0.0347,0.0264,0.0264,0.0265,0.0265,0.0265,0.0265,128,0.99
parabolic_fem,525826,2100225,0.8526,0.7491,0.974,1.0595,0.9947,0.7519,0.7518,0.7499,0.7506,0.7502,128,1.0
patents,3774769,14970767,16.8205,6.79,19.1332,18.1392,6.8546,6.8009,6.7893,6.7901,6.7898,6.7894,40,1.0
pattern1,19243,4671337,0.7986,0.989,0.891,1.0151,0.9791,1.048,1.0529,1.0583,1.0578,1.0579,0,0.9
pcrystk02,13966,491274,0.0284,0.0959,0.0298,0.0274,0.0257,0.0257,0.0265,0.0281,0.0282,0.0298,24,1.11
pcrystk03,24697,887937,0.0426,0.1702,0.0494,0.0462,0.0445,0.0461,0.0494,0.051,0.0518,0.0526,0,0.96
pct20stif,52330,1375396,0.0634,0.2043,0.0666,0.0658,0.0691,0.0707,0.0724,0.0757,0.0822,0.0855,0,0.96
pdb1HYS,36418,2190591,0.0771,0.4309,0.0847,0.0887,0.1044,0.1003,0.1027,0.1068,0.1116,0.1166,0,0.91
pds10,16559,83108,0.017,0.0194,0.0183,0.0174,0.0183,0.0183,0.0183,0.0191,0.0191,0.0191,0,0.98
PFlow_742,742794,18940627,0.8562,2.7681,1.2142,1.2431,1.2628,1.2172,1.304,1.2977,1.3063,1.3978,0,0.71
pkustk01,22045,500712,0.0309,0.0807,0.0305,0.029,0.0289,0.0306,0.0323,0.033,0.0379,0.0389,24,1.07
pkustk02,10801,410400,0.0223,0.0764,0.0232,0.0232,0.0231,0.0232,0.0239,0.024,0.0305,0.0322,0,0.97
pkustk03,63337,1596876,0.0731,0.253,0.0751,0.0846,0.0871,0.0928,0.0945,0.0953,0.1084,0.1141,0,0.97
pkustk04,55591,2137125,0.1084,0.4048,0.124,0.1215,0.1329,0.1355,0.151,0.1534,0.2051,0.21,0,0.89
pkustk05,37165,1121154,0.0589,0.1989,0.065,0.0642,0.0674,0.0699,0.0724,0.0724,0.0879,0.0903,0,0.92
pkustk06,43165,1307466,0.0675,0.2301,0.0748,0.0756,0.0798,0.0846,0.0847,0.0863,0.1035,0.1059,0,0.9
pkustk07,16861,1217832,0.0652,0.2572,0.0756,0.0691,0.0837,0.083,0.0872,0.0895,0.1247,0.1273,0,0.94
pkustk08,22210,1624440,0.0882,0.3419,0.1043,0.1019,0.1118,0.1126,0.1224,0.1232,0.1797,0.183,0,0.87
pkustk09,33961,808800,0.0435,0.1379,0.0486,0.0478,0.047,0.0502,0.051,0.0519,0.0576,0.0617,0,0.93
pkustk10,80677,2194830,0.0991,0.3754,0.1116,0.1182,0.1183,0.1281,0.1297,0.1321,0.146,0.151,0,0.89
pkustk11,87805,2652858,0.1272,0.4616,0.15,0.1706,0.1616,0.1705,0.1689,0.1755,0.2074,0.214,0,0.85
pkustk12,94654,3803485,0.197,0.7233,0.2177,0.2635,0.2492,0.2576,0.286,0.2926,0.423,0.4305,0,0.9
pkustk13,94894,3355860,0.1919,0.6125,0.2082,0.2562,0.2437,0.2474,0.2787,0.2779,0.391,0.4047,0,0.92
pkustk14,151927,7494215,0.3464,1.4587,0.432,0.4778,0.4653,0.4875,0.5259,0.534,0.6661,0.6839,0,0.8
pli,22696,686502,0.0458,0.1094,0.0527,0.0503,0.0527,0.0519,0.0527,0.0519,0.0543,0.0584,0,0.91
PR02R,161071,8185136,0.3793,1.7972,0.5878,0.5671,0.529,0.53,0.509,0.5162,0.515,0.5615,0,0.75
Pres_Poisson,14823,365313,0.0242,0.0594,0.0265,0.0224,0.024,0.0249,0.0257,0.0264,0.0289,0.0305,16,1.08
pwtk,217919,5926171,0.205,0.7294,0.2241,0.2536,0.2818,0.3118,0.3138,0.3163,0.3172,0.3248,0,0.91
qa8fk,66128,863353,0.075,0.1018,0.0789,0.0814,0.0944,0.0953,0.0937,0.0912,0.1019,0.1019,0,0.95
qa8fm,66128,863353,0.0737,0.1018,0.0773,0.0806,0.0945,0.0953,0.0937,0.0912,0.1019,0.1018,0,0.95
raefsky3,21201,1488768,0.0443,0.334,0.0461,0.0494,0.0502,0.0494,0.0486,0.0495,0.0494,0.0494,0,0.96
raefsky4,19780,674195,0.0342,0.1235,0.0388,0.0363,0.0355,0.0372,0.0371,0.038,0.0396,0.0404,0,0.96
rajat15,37262,443573,0.0549,0.067,0.0585,0.0592,0.0511,0.051,0.0552,0.0577,0.0593,0.0621,32,1.08
rajat22,39900,197264,0.0309,0.0365,0.0289,0.0281,0.024,0.0273,0.0346,0.0363,0.0363,0.0363,24,1.29
rajat26,51033,249302,0.0375,0.0443,0.0347,0.0348,0.0395,0.0388,0.0428,0.0445,0.0445,0.0446,8,1.08
rajat29,643995,4866270,1.1748,1.1462,1.2658,1.3285,1.1768,1.1752,1.1438,1.1648,1.1176,1.1198,56,1.03
rajat30,643995,6175377,1.3526,1.2978,1.4517,1.5455,1.3746,1.369,1.2987,1.3287,1.3294,1.2995,128,1.0
ramage02,16831,1441591,0.0635,0.2793,0.0748,0.0658,0.0806,0.083,0.0846,0.0862,0.097,0.1018,0,0.97
Reuters911,13333,148038,0.033,0.0331,0.0371,0.0339,0.0306,0.0314,0.033,0.033,0.0331,0.033,24,1.08
rgg_n_2_15_s0,32769,160240,0.0295,0.0255,0.0355,0.0348,0.024,0.0248,0.0249,0.0248,0.0249,0.0249,24,1.06
rgg_n_2_22_s0,4194305,30359198,5.1409,4.5083,8.2839,8.5629,4.8291,4.5206,4.5079,4.5125,4.5123,4.5124,40,1.0
ri2010,25182,62875,0.0166,0.0164,0.0175,0.0159,0.0158,0.0166,0.0159,0.0167,0.0158,0.0166,24,1.04
rim,22561,1014951,0.0502,0.1884,0.0592,0.0585,0.0617,0.0593,0.0601,0.065,0.0706,0.0781,0,0.86
RM07R,381690,37464962,1.6325,7.5756,2.3952,2.3386,2.3379,2.3824,2.4421,2.4867,2.9524,3.0296,0,0.7
rma10,46836,2374001,0.0882,0.4196,0.0962,0.1018,0.115,0.1149,0.1125,0.1142,0.1273,0.1288,0,0.92
roadNet-CA,1971282,2766607,1.2725,1.547,1.586,1.753,1.7203,1.5252,1.5253,1.5814,1.5801,1.5797,0,0.83
roadNet-PA,1090921,1541898,0.6473,0.851,0.8822,0.9932,0.9654,0.8513,0.8509,0.8511,0.8814,0.8514,0,0.76
roadNet-TX,1393384,1921660,0.8243,1.0739,1.1073,1.2704,1.1856,1.0746,1.0748,1.0743,1.074,1.074,0,0.77
s3dkq4m2,90450,2455670,0.0826,0.2645,0.0912,0.0921,0.1034,0.106,0.1067,0.1076,0.1052,0.1084,0,0.91
s3dkt3m2,90450,1921955,0.0766,0.2246,0.097,0.0912,0.0888,0.092,0.0921,0.0928,0.1059,0.124,0,0.86
s4dkt3m2,90450,1921955,0.0765,0.2246,0.097,0.0912,0.0912,0.0895,0.0904,0.0929,0.1067,0.1239,0,0.85
Serena,1391350,32961525,1.7046,4.0115,2.1712,2.4634,2.448,2.5168,2.454,2.7592,2.9447,3.3118,0,0.79
shermanACb,18511,145149,0.0248,0.0266,0.0257,0.024,0.0249,0.0248,0.0248,0.0256,0.0264,0.0264,16,1.03
ship_001,34921,2339575,0.0777,0.4414,0.0928,0.0913,0.1036,0.1041,0.1093,0.1141,0.1166,0.1158,0,0.85
ship_003,121729,4103881,0.1545,0.7076,0.1948,0.23,0.2343,0.2415,0.2509,0.2668,0.273,0.2824,0,0.79
shipsec1,140875,3977139,0.1989,0.5636,0.2315,0.2704,0.2702,0.2755,0.2824,0.2882,0.3272,0.3342,0,0.86
shipsec5,179861,5146478,0.2379,0.721,0.3264,0.3393,0.3607,0.3596,0.3697,0.3786,0.3905,0.4009,0,0.73
shipsec8,114920,3384159,0.148,0.5051,0.1764,0.2025,0.2024,0.2009,0.204,0.2118,0.2339,0.2408,0,0.84
Si10H16,17078,446500,0.0487,0.0725,0.0567,0.0543,0.0396,0.0395,0.0405,0.0412,0.0486,0.0518,32,1.23
Si34H36,97570,2626974,0.2609,0.395,0.3048,0.3442,0.2279,0.2256,0.2336,0.2345,0.2558,0.2795,32,1.16
Si41Ge41H72,185640,7598452,0.606,1.3427,0.8496,0.8779,0.6218,0.6158,0.6524,0.6574,0.736,0.7639,0,0.98
Si5H12,19897,379247,0.05,0.0513,0.0568,0.0543,0.0355,0.0354,0.0354,0.0364,0.0388,0.0478,32,1.41
Si87H76,240370,5451000,0.5876,0.753,0.8184,0.8784,0.5407,0.5453,0.5568,0.5613,0.5963,0.622,24,1.09
sinc15,11533,568526,0.0712,0.1225,0.0871,0.0773,0.0757,0.0756,0.0764,0.0765,0.0772,0.078,0,0.94
SiO,33402,675528,0.0795,0.0923,0.0904,0.0986,0.0633,0.0634,0.0634,0.0642,0.0666,0.0765,24,1.26
SiO2,155332,5719417,0.4548,1.0015,0.5341,0.6526,0.4673,0.4725,0.4815,0.4828,0.5158,0.5314,0,0.97
skirt,12599,104559,0.0142,0.0158,0.0134,0.0125,0.0117,0.0118,0.0126,0.0134,0.015,0.0158,24,1.21
smallworld,100001,499998,0.0531,0.0695,0.056,0.0553,0.056,0.0569,0.0666,0.069,0.0697,0.069,0,0.96
sme3Dc,42931,3148656,0.5165,0.6382,0.6359,0.7538,0.559,0.5605,0.6179,0.6252,0.6341,0.6368,0,0.92
smt,25711,1889447,0.0837,0.3825,0.1011,0.0969,0.1134,0.1133,0.1174,0.119,0.142,0.1469,0,0.86
