dataSet,num_nodes1,num_edges1,time
dielFilterV2real,1157457,24848204,0.6678
dielFilterV3clx,420409,16653308,0.4208
Dubcova1,16130,134569,0.0044
Dubcova3,146690,1891669,0.0321
e40r0100,17282,553562,0.0133
EAT_RS,23220,325592,0.0115
ecology1,1000001,2998000,0.3152
ecology2,1000000,2997995,0.3156
email-Enron,36693,183831,0.0061
Emilia_923,923137,20964171,0.5247
engine,143572,2424822,0.0494
enron,69245,276143,0.0097
eu-2005,862665,19235140,0.5115
ex11,16615,1096948,0.0259
ex19,12006,259879,0.0076
F1,343792,13590452,0.3318
F2,71506,2682895,0.0611
Fault_639,638803,14626683,0.3654
fcondp2,201823,5748069,0.1325
fem_hifreq_circuit,491101,20239237,0.5289
filter3D,106438,1406808,0.0305
finance256,37377,167936,0.0062
Flan_1565,1564795,59485419,1.2302
flickr,820879,9837214,0.3959
foldoc,13357,120238,0.0044
Freescale1,3428756,18920347,2.1217
fullb,199188,5953632,0.1357
FullChip,2987013,26621990,2.1925
fxm4_6,18893,258368,0.0062
G2_circuit,150103,438388,0.0145
G3_circuit,1585479,4623152,0.5187
Ga10As10H30,113082,3114357,0.0782
Ga19As19H42,133124,4508981,0.1251
Ga3As3H12,61350,3016148,0.0779
Ga41As41H72,268097,9378286,0.2593
GaAsH6,61350,1721579,0.0416
gas_sensor,66918,885141,0.0171
Ge87H76,112986,4002590,0.1068
Ge99H100,112986,4282190,0.1139
gearbox,153747,4617075,0.1057
Geo_1438,1437961,32297325,0.8107
gridgena,48963,280523,0.0069
gsm_106857,589447,11174185,0.4079
gupta1,31803,1098006,0.0195
gupta2,62065,2155175,0.036
gupta3,16784,4670105,0.1284
gyro,17362,519260,0.0103
gyro_k,17362,519260,0.0103
gyro_m,17362,178896,0.006
H2O,67025,1141880,0.0283
halfb,224618,6306219,0.1473
Hamrle3,1447361,5514242,0.6704
hangGlider_4,15562,79088,0.004
hangGlider_5,16012,82070,0.0041
helm2d03,392258,1567096,0.1249
helm3d01,32227,230335,0.0071
hi2010,25017,62063,0.0041
hollywood-2009,1139906,57515616,1.6089
hood,220543,5494489,0.1324
Hook_1498,1498024,31207734,0.8127
HTC_336_4438,226341,565431,0.0219
HTC_336_9129,226341,554881,0.0218
hugetric-00000,5824555,8733523,1.6842
human_gene1,22284,12345963,0.33
human_gene2,14341,9041364,0.2372
HV15R,2017170,283073458,7.4088
ibm_matrix_2,51449,1056610,0.0183
igbt3,10939,234006,0.0068
in-2004,1382909,16917053,0.5797
inlet,11731,328323,0.0074
inline_1,503713,18660027,0.4332
ins2,309413,1530448,0.0933
italy_osm,6686494,7013978,1.8887
jan99jac120sc,41375,260202,0.0078
juba40k,40338,144945,0.0057
k3plates,11108,378927,0.0079
kim1,38416,933195,0.0165
kkt_power,2063495,8130343,0.8465
kron_g500-logn16,65537,2456398,0.0667
kron_g500-logn17,131073,5114375,0.1505
kron_g500-logn18,262145,10583222,0.3013
kron_g500-logn19,524289,21781478,0.635
kron_g500-logn20,1048577,44620272,1.3434
laminar_duct3D,67174,3833077,0.1022
language,399131,1216334,0.1229
largebasis,440021,5560100,0.2405
ldoor,952204,23737339,0.5889
lhr34,35153,764014,0.0209
lhr34c,35153,764014,0.0209
lhr71,70305,1528092,0.0402
lhr71c,70305,1528092,0.0402
li,22696,1350309,0.0357
ljournal-2008,5363261,79023142,4.1117
Long_Coup_dt0,1470153,44279572,0.9844
Long_Coup_dt6,1470153,44279572,0.9825
lowThrust_10,18261,116074,0.0047
lowThrust_11,18369,117002,0.0047
lowThrust_12,18459,117423,0.0047
lowThrust_13,18477,117580,0.0047
lowThrust_4,13563,84240,0.0039
lowThrust_5,16263,103701,0.0044
lowThrust_6,16929,108376,0.0045
lowThrust_7,17379,110607,0.0046
lowThrust_8,17703,113139,0.0047
lowThrust_9,18045,114806,0.0046
lp1,534389,1088904,0.1632
luxembourg_osm,114600,119666,0.0081
m14b,214766,1679018,0.0469
mario001,38435,114643,0.0056
mario002,389875,1167685,0.072
mark3jac040sc,18290,113435,0.0047
mark3jac060sc,27450,170695,0.006
me2010,69519,167738,0.0077
memplus,17759,126150,0.0048
mip1,66464,5209641,0.098
ML_Laplace,377003,27689972,0.7069
mouse_gene,45102,14506196,0.4007
msc10848,10849,620313,0.0167
msc23052,23053,588933,0.0121
msdoor,415864,10328399,0.2526
m_t1,97579,4925574,0.1152
mult_dcop_01,25188,193276,0.0069
mult_dcop_02,25188,193276,0.0067
mult_dcop_03,25188,193216,0.0067
NACA0015,1039184,3114818,0.383
nasasrb,54871,1366097,0.0232
nd12k,36001,7128473,0.1892
nd24k,72001,14393817,0.3804
nd6k,18001,3457658,0.0895
net100,29921,1031560,0.0255
net125,36721,1306960,0.0318
net150,43521,1582360,0.0375
net4-1,88344,1265035,0.037
net50,16321,480760,0.0128
net75,23121,756160,0.0195
netherlands_osm,2216689,2441238,0.5734
nh2010,48838,117275,0.006
NLR,4163764,12487976,1.9867
NotreDame_www,325730,929849,0.0212
nv2010,84539,208499,0.0092
ohne2,181344,11063545,0.2975
oilpan,73753,1835470,0.0304
olafu,16147,515651,0.0101
onetone2,36058,227628,0.0067
OPF_10000,43888,255799,0.0069
opt1,15450,973052,0.0237
p2p-Gnutella31,62587,147892,0.0066
parabolic_fem,525826,2100225,0.1969
patents,3774769,14970767,1.69
pattern1,19243,4671337,0.1221
pcrystk02,13966,491274,0.0096
pcrystk03,24697,887937,0.0159
pct20stif,52330,1375396,0.0238
pdb1HYS,36418,2190591,0.0504
pds10,16559,83108,0.0043
PFlow_742,742794,18940627,0.4503
pkustk01,22045,500712,0.0107
pkustk02,10801,410400,0.0112
pkustk03,63337,1596876,0.0272
pkustk04,55591,2137125,0.0514
pkustk05,37165,1121154,0.025
pkustk06,43165,1307466,0.0293
pkustk07,16861,1217832,0.031
pkustk08,22210,1624440,0.0419
pkustk09,33961,808800,0.0149
pkustk10,80677,2194830,0.0373
pkustk11,87805,2652858,0.0587
pkustk12,94654,3803485,0.0897
pkustk13,94894,3355860,0.077
pkustk14,151927,7494215,0.1843
pli,22696,686502,0.016
PR02R,161071,8185136,0.2111
Pres_Poisson,14823,365313,0.008
pwtk,217919,5926171,0.1391
qa8fk,66128,863353,0.0159
qa8fm,66128,863353,0.0159
raefsky3,21201,1488768,0.0371
raefsky4,19780,674195,0.0129
rajat15,37262,443573,0.0117
rajat22,39900,197264,0.0061
rajat26,51033,249302,0.0073
rajat29,643995,4866270,0.3101
rajat30,643995,6175377,0.3261
ramage02,16831,1441591,0.0363
Reuters911,13333,148038,0.006
rgg_n_2_15_s0,32769,160240,0.0065
rgg_n_2_22_s0,4194305,30359198,1.5403
ri2010,25182,62875,0.0042
rim,22561,1014951,0.0234
RM07R,381690,37464962,0.9658
rma10,46836,2374001,0.0538
roadNet-CA,1971282,2766607,0.4904
roadNet-PA,1090921,1541898,0.2717
roadNet-TX,1393384,1921660,0.3411
s3dkq4m2,90450,2455670,0.04
s3dkt3m2,90450,1921955,0.0317
s4dkt3m2,90450,1921955,0.0318
Serena,1391350,32961525,0.8074
shermanACb,18511,145149,0.0054
ship_001,34921,2339575,0.0596
ship_003,121729,4103881,0.0803
shipsec1,140875,3977139,0.0861
shipsec5,179861,5146478,0.119
shipsec8,114920,3384159,0.0548
Si10H16,17078,446500,0.0126
Si34H36,97570,2626974,0.067
Si41Ge41H72,185640,7598452,0.2142
Si5H12,19897,379247,0.0109
Si87H76,240370,5451000,0.1519
sinc15,11533,568526,0.0157
SiO,33402,675528,0.0181
SiO2,155332,5719417,0.1598
skirt,12599,104559,0.0038
smallworld,100001,499998,0.0116
sme3Dc,42931,3148656,0.0913
smt,25711,1889447,0.0461
soc-LiveJournal1,4847572,68993773,4.9616
soc-sign-Slashdot090221,82145,549202,0.0182
sparsine,50001,799494,0.0256
srb1,54925,1508538,0.0254
Stanford,281904,2312497,0.0812
std1_Jac2,21983,1248731,0.0312
std1_Jac3,21983,1455848,0.0356
stokes128,49667,295938,0.0078
stokes64,12547,74242,0.0034
struct3,53571,613632,0.0116
t2dah,11446,93781,0.0034
t2dah_a,11446,93781,0.0034
t2dah_e,11446,93781,0.0034
t3dh,79172,2215638,0.0398
t3dh_a,79172,2215638,0.0401
t3dh_e,79172,2215638,0.0401
t3dl,20361,265113,0.0071
t3dl_a,20361,265113,0.0071
tandem_vtx,18455,135902,0.0047
ted_A,10606,424587,0.0123
ted_AB,10606,522387,0.0159
ted_AB_unscaled,10606,522387,0.0158
ted_A_unscaled,10606,424587,0.0123
ted_B_unscaled,10606,77592,0.0034
thread,29737,2249892,0.0546
tmt_sym,726714,2903837,0.2389
torso1,116159,8516500,0.2316
transient,178867,961790,0.0248
trdheim,22099,978711,0.0194
Trefethen_20000,20001,287233,0.0092
Trefethen_20000b,20000,287217,0.0092
troll,213454,6099282,0.1402
TSOPF_FS_b162_c1,10799,305732,0.0074
TSOPF_FS_b162_c3,30799,904612,0.0181
TSOPF_FS_b162_c4,40799,1204322,0.0232
TSOPF_FS_b300,29215,2203949,0.0374
TSOPF_FS_b300_c1,29215,2203949,0.0375
TSOPF_FS_b300_c2,56815,4391071,0.0724
TSOPF_FS_b300_c3,84415,6578753,0.1179
TSOPF_FS_b39_c19,76217,998359,0.0185
TSOPF_FS_b39_c30,120217,1575639,0.028
TSOPF_FS_b39_c7,28217,368599,0.0081
TSOPF_FS_b9_c6,14455,75801,0.0033
TSOPF_RS_b162_c3,15375,610299,0.0132
TSOPF_RS_b162_c4,20375,812749,0.0167
TSOPF_RS_b2052_c1,25627,6761100,0.1178
TSOPF_RS_b2383,38121,16171169,0.3045
TSOPF_RS_b2383_c1,38121,16171169,0.3043
TSOPF_RS_b300_c1,14539,1474325,0.0265
TSOPF_RS_b300_c2,28339,2943887,0.0501
TSOPF_RS_b300_c3,42139,4413449,0.0737
TSOPF_RS_b39_c19,38099,684206,0.0138
TSOPF_RS_b39_c30,60099,1079986,0.0204
TSOPF_RS_b39_c7,14099,252446,0.0067
TSOPF_RS_b678_c1,18697,4396289,0.0714
TSOPF_RS_b678_c2,35697,8781949,0.1529
tsyl201,20686,1237821,0.0301
tube1,21499,459277,0.0091
tube2,21499,459277,0.0091
turon_m,189925,912345,0.0217
usroads,129165,165435,0.0095
usroads-48,126147,161950,0.0093
vanbody,47073,1191985,0.0205
venturiLevel3,4026820,8054237,1.2078
vibrobox,12329,177578,0.0058
viscorocks,37763,1162244,0.0201
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.0056
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.0601
vsp_befref_fxm_2_4_air02,14110,98224,0.0043
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.0094
vsp_c-30_data_data,11024,62184,0.003
vsp_c-60_data_cti_cs4,85831,241080,0.0082
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.015
vsp_mod2_pgp2_slptsk,101365,389368,0.0125
vsp_model1_crew1_cr42_south31,45102,189976,0.0061
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.0362
vsp_p0291_seymourl_iiasa,10499,53868,0.0035
vsp_sctap1-2b_and_seymourl,40175,140831,0.0059
vsp_south31_slptsk,39669,189914,0.0062
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.0115
vt2010,32581,77799,0.0047
wathen100,30402,251001,0.0061
wathen120,36442,301101,0.0068
web-Google,916429,5105039,0.3003
web-NotreDame,325730,1497134,0.047
wikipedia-20051105,1634990,19753078,0.9168
wikipedia-20060925,2983495,37269096,2.0834
wikipedia-20061104,3148441,39383235,2.2384
wikipedia-20070206,3566908,45030389,2.6418
wiki-Talk,2394386,5021410,0.4985
windscreen,22693,752541,0.0138
wing_nodal,10938,75488,0.0043
wy2010,86205,213793,0.0093
x104,108385,5138004,0.1132
Zd_Jac2,22836,1642833,0.0367
Zd_Jac3,22836,1916152,0.0444
Zd_Jac6,22836,1711983,0.0384
