dataSet,num_nodes1,num_edges1,time
G2_circuit,150103,438388,0.0289
G3_circuit,1585479,4623152,0.5154
Ga10As10H30,113082,3114357,0.1942
Ga19As19H42,133124,4508981,0.2732
Ga3As3H12,61350,3016148,0.1888
Ga41As41H72,268097,9378286,0.5507
GaAsH6,61350,1721579,0.1082
gas_sensor,66918,885141,0.0565
Ge87H76,112986,4002590,0.2454
Ge99H100,112986,4282190,0.261
gearbox,153747,4617075,0.2802
Geo_1438,1437961,32297325,1.8439
gridgena,48963,280523,0.0192
gsm_106857,589447,11174185,0.6674
gupta1,31803,1098006,0.0699
gupta2,62065,2155175,0.1353
gupta3,16784,4670105,0.2826
gyro,17362,519260,0.0342
gyro_k,17362,519260,0.0343
gyro_m,17362,178896,0.0131
H2O,67025,1141880,0.0724
halfb,224618,6306219,0.3759
Hamrle3,1447361,5514242,0.667
hangGlider_4,15562,79088,0.0071
hangGlider_5,16012,82070,0.0071
helm2d03,392258,1567096,0.1285
helm3d01,32227,230335,0.0162
hi2010,25017,62063,0.0059
hollywood-2009,1139906,57515616,3.3383
hood,220543,5494489,0.3323
Hook_1498,1498024,31207734,1.7819
HTC_336_4438,226341,565431,0.0418
HTC_336_9129,226341,554881,0.0387
hugetric-00000,5824555,8733523,1.6864
human_gene1,22284,12345963,0.7174
human_gene2,14341,9041364,0.531
HV15R,2017170,283073458,16.1585
ibm_matrix_2,51449,1056610,0.0671
igbt3,10939,234006,0.0163
in-2004,1382909,16917053,1.0258
inlet,11731,328323,0.0222
inline_1,503713,18660027,1.0784
ins2,309413,1530448,0.1244
italy_osm,6686494,7013978,1.8843
jan99jac120sc,41375,260202,0.0179
juba40k,40338,144945,0.0108
k3plates,11108,378927,0.0253
kim1,38416,933195,0.0595
kkt_power,2063495,8130343,0.8538
kron_g500-logn16,65537,2456398,0.1537
kron_g500-logn17,131073,5114375,0.3086
kron_g500-logn18,262145,10583222,0.6194
kron_g500-logn19,524289,21781478,1.2558
kron_g500-logn20,1048577,44620272,2.5487
laminar_duct3D,67174,3833077,0.2358
language,399131,1216334,0.1255
largebasis,440021,5560100,0.3443
ldoor,952204,23737339,1.3631
lhr34,35153,764014,0.0493
lhr34c,35153,764014,0.0494
lhr71,70305,1528092,0.0967
lhr71c,70305,1528092,0.0967
li,22696,1350309,0.0852
ljournal-2008,5363261,79023142,5.2534
Long_Coup_dt0,1470153,44279572,2.5311
Long_Coup_dt6,1470153,44279572,2.5333
lowThrust_10,18261,116074,0.0094
lowThrust_11,18369,117002,0.0094
lowThrust_12,18459,117423,0.0096
lowThrust_13,18477,117580,0.0096
lowThrust_4,13563,84240,0.0075
lowThrust_5,16263,103701,0.0085
lowThrust_6,16929,108376,0.0091
lowThrust_7,17379,110607,0.0092
lowThrust_8,17703,113139,0.0092
lowThrust_9,18045,114806,0.0093
lp1,534389,1088904,0.1615
luxembourg_osm,114600,119666,0.0114
m14b,214766,1679018,0.1058
mario001,38435,114643,0.0089
mario002,389875,1167685,0.0777
mark3jac040sc,18290,113435,0.0088
mark3jac060sc,27450,170695,0.0124
me2010,69519,167738,0.0123
memplus,17759,126150,0.0096
mip1,66464,5209641,0.3147
ML_Laplace,377003,27689972,1.5896
mouse_gene,45102,14506196,0.8434
msc10848,10849,620313,0.0405
msc23052,23053,588933,0.0385
msdoor,415864,10328399,0.614
m_t1,97579,4925574,0.2974
mult_dcop_01,25188,193276,0.0139
mult_dcop_02,25188,193276,0.0139
mult_dcop_03,25188,193216,0.0139
NACA0015,1039184,3114818,0.3828
nasasrb,54871,1366097,0.0864
nd12k,36001,7128473,0.4246
nd24k,72001,14393817,0.8428
nd6k,18001,3457658,0.2149
net100,29921,1031560,0.0667
net125,36721,1306960,0.0844
net150,43521,1582360,0.1014
net4-1,88344,1265035,0.0804
net50,16321,480760,0.0326
net75,23121,756160,0.0495
netherlands_osm,2216689,2441238,0.5722
nh2010,48838,117275,0.0092
NLR,4163764,12487976,2.0495
NotreDame_www,325730,929849,0.0596
nv2010,84539,208499,0.0148
ohne2,181344,11063545,0.6465
oilpan,73753,1835470,0.1153
olafu,16147,515651,0.0337
onetone2,36058,227628,0.0159
OPF_10000,43888,255799,0.0176
opt1,15450,973052,0.0621
p2p-Gnutella31,62587,147892,0.011
parabolic_fem,525826,2100225,0.1961
patents,3774769,14970767,1.7194
pattern1,19243,4671337,0.2812
pcrystk02,13966,491274,0.0322
pcrystk03,24697,887937,0.0567
pct20stif,52330,1375396,0.0873
pdb1HYS,36418,2190591,0.1379
pds10,16559,83108,0.0072
PFlow_742,742794,18940627,1.1059
pkustk01,22045,500712,0.033
pkustk02,10801,410400,0.0274
pkustk03,63337,1596876,0.1008
pkustk04,55591,2137125,0.1341
pkustk05,37165,1121154,0.0714
pkustk06,43165,1307466,0.083
pkustk07,16861,1217832,0.0774
pkustk08,22210,1624440,0.1025
pkustk09,33961,808800,0.0523
pkustk10,80677,2194830,0.1377
pkustk11,87805,2652858,0.1659
pkustk12,94654,3803485,0.2335
pkustk13,94894,3355860,0.207
pkustk14,151927,7494215,0.4438
pli,22696,686502,0.0443
PR02R,161071,8185136,0.4822
Pres_Poisson,14823,365313,0.0245
pwtk,217919,5926171,0.3518
qa8fk,66128,863353,0.0552
qa8fm,66128,863353,0.0552
raefsky3,21201,1488768,0.094
raefsky4,19780,674195,0.0436
rajat15,37262,443573,0.0292
rajat22,39900,197264,0.014
rajat26,51033,249302,0.0172
rajat29,643995,4866270,0.345
rajat30,643995,6175377,0.4127
ramage02,16831,1441591,0.0911
Reuters911,13333,148038,0.0111
rgg_n_2_15_s0,32769,160240,0.0118
rgg_n_2_22_s0,4194305,30359198,1.7853
ri2010,25182,62875,0.0058
rim,22561,1014951,0.0649
RM07R,381690,37464962,2.1389
rma10,46836,2374001,0.1489
roadNet-CA,1971282,2766607,0.4897
roadNet-PA,1090921,1541898,0.2709
roadNet-TX,1393384,1921660,0.3409
s3dkq4m2,90450,2455670,0.1535
s3dkt3m2,90450,1921955,0.1205
s4dkt3m2,90450,1921955,0.1206
Serena,1391350,32961525,1.8813
shermanACb,18511,145149,0.0108
ship_001,34921,2339575,0.147
ship_003,121729,4103881,0.2518
shipsec1,140875,3977139,0.2435
shipsec5,179861,5146478,0.3088
shipsec8,114920,3384159,0.2086
Si10H16,17078,446500,0.0294
Si34H36,97570,2626974,0.1642
Si41Ge41H72,185640,7598452,0.4479
Si5H12,19897,379247,0.0252
Si87H76,240370,5451000,0.3287
sinc15,11533,568526,0.0371
SiO,33402,675528,0.0436
SiO2,155332,5719417,0.3413
skirt,12599,104559,0.0082
smallworld,100001,499998,0.0327
sme3Dc,42931,3148656,0.1963
smt,25711,1889447,0.1192
soc-LiveJournal1,4847572,68993773,5.46
soc-sign-Slashdot090221,82145,549202,0.0358
sparsine,50001,799494,0.0513
srb1,54925,1508538,0.0952
Stanford,281904,2312497,0.1455
std1_Jac2,21983,1248731,0.0791
std1_Jac3,21983,1455848,0.092
stokes128,49667,295938,0.0201
stokes64,12547,74242,0.0064
struct3,53571,613632,0.0397
t2dah,11446,93781,0.0076
t2dah_a,11446,93781,0.0075
t2dah_e,11446,93781,0.0075
t3dh,79172,2215638,0.1387
t3dh_a,79172,2215638,0.1387
t3dh_e,79172,2215638,0.1387
t3dl,20361,265113,0.0182
t3dl_a,20361,265113,0.0182
tandem_vtx,18455,135902,0.0102
ted_A,10606,424587,0.0283
ted_AB,10606,522387,0.0344
ted_AB_unscaled,10606,522387,0.0344
ted_A_unscaled,10606,424587,0.0284
ted_B_unscaled,10606,77592,0.0068
thread,29737,2249892,0.1413
tmt_sym,726714,2903837,0.2378
torso1,116159,8516500,0.5023
transient,178867,961790,0.0614
trdheim,22099,978711,0.0627
Trefethen_20000,20001,287233,0.0196
Trefethen_20000b,20000,287217,0.0196
troll,213454,6099282,0.3631
TSOPF_FS_b162_c1,10799,305732,0.0209
TSOPF_FS_b162_c3,30799,904612,0.058
TSOPF_FS_b162_c4,40799,1204322,0.0765
TSOPF_FS_b300,29215,2203949,0.138
TSOPF_FS_b300_c1,29215,2203949,0.138
TSOPF_FS_b300_c2,56815,4391071,0.2673
TSOPF_FS_b300_c3,84415,6578753,0.3884
TSOPF_FS_b39_c19,76217,998359,0.0638
TSOPF_FS_b39_c30,120217,1575639,0.0997
TSOPF_FS_b39_c7,28217,368599,0.0249
TSOPF_FS_b9_c6,14455,75801,0.0067
TSOPF_RS_b162_c3,15375,610299,0.0396
TSOPF_RS_b162_c4,20375,812749,0.0521
TSOPF_RS_b2052_c1,25627,6761100,0.4036
TSOPF_RS_b2383,38121,16171169,0.939
TSOPF_RS_b2383_c1,38121,16171169,0.9375
TSOPF_RS_b300_c1,14539,1474325,0.0929
TSOPF_RS_b300_c2,28339,2943887,0.1838
TSOPF_RS_b300_c3,42139,4413449,0.2688
TSOPF_RS_b39_c19,38099,684206,0.0442
TSOPF_RS_b39_c30,60099,1079986,0.0686
TSOPF_RS_b39_c7,14099,252446,0.0175
TSOPF_RS_b678_c1,18697,4396289,0.2668
TSOPF_RS_b678_c2,35697,8781949,0.5174
tsyl201,20686,1237821,0.0784
tube1,21499,459277,0.0302
tube2,21499,459277,0.0303
turon_m,189925,912345,0.0582
usroads,129165,165435,0.014
usroads-48,126147,161950,0.0138
vanbody,47073,1191985,0.0756
venturiLevel3,4026820,8054237,1.2036
vibrobox,12329,177578,0.0128
viscorocks,37763,1162244,0.0737
vsp_barth5_1Ksep_50in_5Kout,32213,101805,0.0084
vsp_bcsstk30_500sep_10in_1Kout,58349,2016578,0.1265
vsp_befref_fxm_2_4_air02,14110,98224,0.0084
vsp_bump2_e18_aa01_model1_crew1,56439,300801,0.0207
vsp_c-30_data_data,11024,62184,0.0059
vsp_c-60_data_cti_cs4,85831,241080,0.0171
vsp_finan512_scagr7-2c_rlfddd,139753,552020,0.0366
vsp_mod2_pgp2_slptsk,101365,389368,0.0262
vsp_model1_crew1_cr42_south31,45102,189976,0.0138
vsp_msc10848_300sep_100in_1Kout,21997,1221028,0.0774
vsp_p0291_seymourl_iiasa,10499,53868,0.0052
vsp_sctap1-2b_and_seymourl,40175,140831,0.011
vsp_south31_slptsk,39669,189914,0.0137
vsp_vibrobox_scagr7-2c_rlfddd,77329,435586,0.0287
vt2010,32581,77799,0.007
wathen100,30402,251001,0.0173
wathen120,36442,301101,0.0204
web-Google,916429,5105039,0.4322
web-NotreDame,325730,1497134,0.095
wikipedia-20051105,1634990,19753078,1.1476
wikipedia-20060925,2983495,37269096,2.3191
wikipedia-20061104,3148441,39383235,2.4565
wikipedia-20070206,3566908,45030389,2.8643
wiki-Talk,2394386,5021410,0.5071
windscreen,22693,752541,0.0483
wing_nodal,10938,75488,0.0066
wy2010,86205,213793,0.0151
x104,108385,5138004,0.3098
Zd_Jac2,22836,1642833,0.1033
Zd_Jac3,22836,1916152,0.1202
Zd_Jac6,22836,1711983,0.1077
