dataSet,num_nodes,num_edges,sddmm_tcu,sddmm_cuda,8,16,24,32,40,48,56,64,density,speedup
F1,343792,13590452,0.1958,0.3182,0.2092,0.2272,0.2101,0.2314,0.2314,0.2694,0.2887,0.2986,0,0.94
F2,71506,2682895,0.0319,0.062,0.0338,0.0379,0.0382,0.0428,0.0462,0.0512,0.0495,0.0511,0,0.94
Fault_639,638803,14626683,0.2229,0.3454,0.2434,0.2408,0.2745,0.3144,0.3674,0.4216,0.4144,0.4363,0,0.93
fcondp2,201823,5748069,0.0413,0.1399,0.0461,0.0543,0.0577,0.0633,0.07,0.0782,0.083,0.0912,0,0.9
fem_hifreq_circuit,491101,20239237,0.3357,0.4737,0.3314,0.3473,0.3291,0.3998,0.4017,0.4144,0.4421,0.4513,24,1.02
filter3D,106438,1406808,0.0289,0.0549,0.0339,0.0445,0.0511,0.0523,0.0536,0.0546,0.0545,0.0544,0,0.85
finance256,37377,167936,0.0079,0.0209,0.0088,0.017,0.0216,0.0215,0.0208,0.0208,0.0216,0.0216,0,0.9
Flan_1565,1564795,59485419,0.644,1.4342,0.6875,0.7458,0.7665,0.8076,0.8868,1.083,1.0526,1.0838,0,0.94
flickr,820879,9837214,0.6096,0.464,0.5988,0.6028,0.5201,0.5029,0.5019,0.4976,0.4955,0.4956,128,0.94
foldoc,13357,120238,0.0073,0.0088,0.0069,0.0086,0.0085,0.0086,0.0085,0.0085,0.0093,0.0093,8,1.06
Freescale1,3428756,18920347,1.1661,1.8002,1.3916,1.5543,1.3561,1.402,2.0926,2.0913,2.0913,2.0914,0,0.86
fullb,199188,5953632,0.0531,0.1379,0.0487,0.0577,0.0658,0.0741,0.0815,0.0888,0.0961,0.1036,8,1.09
FullChip,2987013,26621990,2.0688,1.8869,2.3278,2.9299,3.0797,2.9756,1.8515,2.0311,2.0778,2.0998,40,1.02
fxm4_6,18893,258368,0.0103,0.0122,0.0101,0.0101,0.0093,0.0101,0.0109,0.0117,0.0118,0.0117,24,1.11
G2_circuit,150103,438388,0.0138,0.0764,0.0192,0.0241,0.0773,0.0766,0.0773,0.0773,0.0773,0.0774,0,0.72
G3_circuit,1585479,4623152,0.1846,0.7864,0.2307,0.2837,0.8437,0.8434,0.8434,0.844,0.8432,0.8434,0,0.8
Ga10As10H30,113082,3114357,0.0663,0.0771,0.0694,0.098,0.1212,0.1215,0.1158,0.1109,0.1044,0.0683,0,0.97
Ga19As19H42,133124,4508981,0.0783,0.1043,0.0823,0.1158,0.1431,0.1429,0.1379,0.1322,0.1265,0.0872,0,0.95
Ga3As3H12,61350,3016148,0.0409,0.0672,0.0429,0.0576,0.0692,0.0691,0.0707,0.0667,0.0634,0.047,0,0.95
Ga41As41H72,268097,9378286,0.1557,0.218,0.1641,0.2338,0.287,0.287,0.2927,0.2829,0.26,0.1763,0,0.95
GaAsH6,61350,1721579,0.0382,0.0449,0.0396,0.0552,0.0674,0.0675,0.0674,0.0634,0.0585,0.0371,64,1.03
gas_sensor,66918,885141,0.0145,0.0354,0.0167,0.0208,0.033,0.0348,0.0372,0.0388,0.0355,0.0355,0,0.87
Ge87H76,112986,4002590,0.0669,0.0922,0.0717,0.0908,0.1077,0.1084,0.1159,0.1002,0.0986,0.0773,0,0.93
Ge99H100,112986,4282190,0.0674,0.0973,0.0724,0.0912,0.1079,0.1084,0.1051,0.1011,0.1003,0.0806,0,0.93
gearbox,153747,4617075,0.0424,0.1067,0.0461,0.0535,0.0569,0.065,0.0749,0.0872,0.0863,0.0913,0,0.92
Geo_1438,1437961,32297325,0.4445,0.7609,0.4832,0.5563,0.5781,0.6751,0.8001,0.9115,0.9616,0.9559,0,0.92
gridgena,48963,280523,0.0075,0.0265,0.0134,0.015,0.015,0.0167,0.0192,0.0258,0.0265,0.0266,0,0.56
gsm_106857,589447,11174185,0.4388,0.3771,0.4819,0.5689,0.4871,0.4894,0.4377,0.4291,0.4219,0.4223,128,0.89
gupta1,31803,1098006,0.0128,0.0285,0.0151,0.02,0.0232,0.0232,0.0224,0.0225,0.0224,0.0224,0,0.85
gupta2,62065,2155175,0.0235,0.0536,0.0298,0.038,0.0462,0.0437,0.042,0.0414,0.0421,0.0421,0,0.79
gupta3,16784,4670105,0.0327,0.0857,0.0323,0.0322,0.033,0.0331,0.0346,0.0346,0.0364,0.0363,16,1.02
gyro,17362,519260,0.0075,0.0144,0.0078,0.0078,0.0085,0.0093,0.0093,0.0102,0.011,0.0118,0,0.96
gyro_k,17362,519260,0.0073,0.0143,0.0077,0.0078,0.0086,0.0093,0.0094,0.0102,0.011,0.0118,0,0.95
gyro_m,17362,178896,0.0068,0.0109,0.0069,0.0085,0.0109,0.0109,0.011,0.011,0.0118,0.0117,0,0.99
H2O,67025,1141880,0.0202,0.0355,0.0217,0.0388,0.0404,0.0405,0.0404,0.0397,0.038,0.0363,0,0.93
halfb,224618,6306219,0.0598,0.1438,0.065,0.0732,0.0716,0.0838,0.0905,0.0978,0.1035,0.1109,0,0.92
Hamrle3,1447361,5514242,0.2623,0.7342,0.3832,0.3883,0.6833,0.6844,0.8524,0.852,0.852,0.8521,0,0.68
hangGlider_4,15562,79088,0.0112,0.01,0.0118,0.0126,0.0093,0.0094,0.0093,0.0101,0.0102,0.0102,24,1.08
hangGlider_5,16012,82070,0.0121,0.0102,0.0126,0.0126,0.0101,0.0102,0.0102,0.0102,0.011,0.0109,24,1.01
helm2d03,392258,1567096,0.0357,0.1962,0.0584,0.1683,0.1699,0.1871,0.1965,0.197,0.1969,0.1969,0,0.61
helm3d01,32227,230335,0.0074,0.0181,0.0093,0.0143,0.0191,0.0191,0.0184,0.0183,0.0191,0.0191,0,0.8
hi2010,25017,62063,0.0064,0.0122,0.0069,0.0101,0.0126,0.0127,0.0126,0.0126,0.0126,0.0126,0,0.93
hollywood-2009,1139906,57515616,1.3524,1.627,1.4376,1.5102,1.5206,1.5311,1.5803,1.5775,1.595,1.5915,0,0.94
hood,220543,5494489,0.0388,0.142,0.0438,0.0536,0.0682,0.0773,0.0855,0.0921,0.0994,0.1052,0,0.89
Hook_1498,1498024,31207734,0.4369,0.7916,0.488,0.5694,0.5839,0.6858,0.8008,0.9504,0.9668,0.9793,0,0.9
HTC_336_4438,226341,565431,0.0589,0.1141,0.0593,0.0913,0.115,0.115,0.1151,0.1149,0.1142,0.115,0,0.99
HTC_336_9129,226341,554881,0.0588,0.114,0.0592,0.0913,0.115,0.115,0.115,0.115,0.115,0.115,0,0.99
hugetric-00000,5824555,8733523,0.7118,2.4594,0.7686,1.6508,2.7768,2.7769,2.7784,2.7781,2.7783,2.7775,0,0.93
human_gene1,22284,12345963,0.1894,0.3377,0.2043,0.2076,0.2108,0.2116,0.2453,0.246,0.2739,0.2748,0,0.93
human_gene2,14341,9041364,0.1171,0.2503,0.1256,0.1273,0.1363,0.1362,0.1592,0.1601,0.1839,0.1871,0,0.93
HV15R,2017170,283073458,2.2045,5.8969,2.2446,2.3746,2.4556,2.4993,2.6887,2.8159,3.0953,3.2016,0,0.98
ibm_matrix_2,51449,1056610,0.0291,0.0255,0.0307,0.0331,0.015,0.0183,0.0257,0.0281,0.029,0.0281,24,1.7
igbt3,10939,234006,0.0064,0.0072,0.0068,0.0077,0.0069,0.0077,0.0077,0.0076,0.0077,0.0077,0,0.94
in-2004,1382909,16917053,0.7511,0.679,0.7807,0.8012,0.8202,0.8198,0.8139,0.8038,0.7631,0.7614,128,0.89
inlet,11731,328323,0.0051,0.0094,0.0061,0.006,0.0069,0.0069,0.0078,0.0077,0.0077,0.0078,0,0.85
inline_1,503713,18660027,0.3468,0.4403,0.3606,0.3858,0.4096,0.4387,0.4871,0.5319,0.3838,0.3979,0,0.96
ins2,309413,1530448,0.1885,0.1753,0.1903,0.1855,0.1733,0.1732,0.1731,0.1732,0.1732,0.1731,40,1.01
italy_osm,6686494,7013978,0.6408,3.2281,0.7825,3.3379,3.3437,3.3419,3.3438,3.3442,3.3443,3.3412,0,0.82
jan99jac120sc,41375,260202,0.0079,0.021,0.0085,0.0134,0.0184,0.0216,0.0217,0.0216,0.0216,0.0216,0,0.93
juba40k,40338,144945,0.0074,0.0202,0.0076,0.0093,0.0183,0.0208,0.0207,0.0208,0.0208,0.0208,0,0.97
k3plates,11108,378927,0.0048,0.0103,0.0052,0.0052,0.0052,0.0061,0.0061,0.0061,0.0069,0.0069,0,0.92
kim1,38416,933195,0.0092,0.0195,0.0093,0.0134,0.0134,0.0134,0.0142,0.0191,0.0192,0.0192,0,0.99
kkt_power,2063495,8130343,0.5269,1.0409,0.5971,1.0069,1.1583,1.156,1.1558,1.156,1.1562,1.1559,0,0.88
kron_g500-logn16,65537,2456398,0.0792,0.0825,0.0873,0.0957,0.0874,0.0845,0.0822,0.0823,0.0832,0.0832,0,0.96
kron_g500-logn17,131073,5114375,0.1681,0.1726,0.1953,0.1945,0.1797,0.1698,0.1716,0.1724,0.1732,0.1732,0,0.99
kron_g500-logn18,262145,10583222,0.3704,0.3436,0.4136,0.4265,0.3687,0.36,0.3456,0.3457,0.3463,0.3462,128,0.99
kron_g500-logn19,524289,21781478,0.7693,0.6863,0.8572,0.8702,0.7255,0.7104,0.6942,0.6944,0.6946,0.6951,128,0.99
kron_g500-logn20,1048577,44620272,1.6001,1.3773,1.7688,1.8141,1.4518,1.431,1.4054,1.4045,1.4055,1.4055,128,0.98
laminar_duct3D,67174,3833077,0.0309,0.0791,0.0307,0.0397,0.0405,0.0413,0.038,0.0453,0.0446,0.0453,8,1.01
language,399131,1216334,0.2248,0.202,0.2387,0.2462,0.2067,0.2035,0.2027,0.2026,0.2019,0.2019,56,1.0
largebasis,440021,5560100,0.0617,0.2195,0.101,0.1011,0.1748,0.2035,0.2461,0.2461,0.2461,0.2411,0,0.61
ldoor,952204,23737339,0.2258,0.6186,0.246,0.281,0.3373,0.3813,0.4315,0.4569,0.5052,0.5365,0,0.92
lhr34,35153,764014,0.0093,0.0249,0.0094,0.0192,0.0232,0.0232,0.0233,0.0232,0.0232,0.0232,0,0.99
lhr34c,35153,764014,0.009,0.0249,0.0086,0.0191,0.0233,0.0233,0.0232,0.0232,0.0232,0.0232,8,1.05
lhr71,70305,1528092,0.0147,0.0475,0.015,0.0356,0.0446,0.0446,0.0445,0.0445,0.0446,0.0446,0,0.98
lhr71c,70305,1528092,0.0148,0.0475,0.015,0.0363,0.0445,0.0445,0.0445,0.0446,0.0445,0.0446,0,0.99
li,22696,1350309,0.0141,0.0307,0.0142,0.0167,0.0175,0.0184,0.0191,0.02,0.02,0.02,0,0.99
ljournal-2008,5363261,79023142,4.5343,3.5748,4.8128,5.0999,4.735,4.4677,4.397,4.2794,4.2159,4.1617,128,0.86
Long_Coup_dt0,1470153,44279572,0.578,1.0249,0.623,0.6839,0.754,0.8281,0.902,1.0016,1.0108,1.0196,0,0.93
Long_Coup_dt6,1470153,44279572,0.5839,1.0249,0.6222,0.682,0.7539,0.8278,0.9012,0.9995,1.0089,1.0176,0,0.94
lowThrust_10,18261,116074,0.006,0.0113,0.0061,0.0109,0.0118,0.011,0.0117,0.0118,0.0109,0.0118,0,0.98
lowThrust_11,18369,117002,0.0055,0.0113,0.006,0.0101,0.0117,0.0118,0.011,0.0117,0.0118,0.0118,0,0.92
lowThrust_12,18459,117423,0.0053,0.0114,0.006,0.0101,0.0118,0.0118,0.0118,0.0118,0.0118,0.0118,0,0.88
lowThrust_13,18477,117580,0.0055,0.0114,0.006,0.0102,0.0118,0.0117,0.0118,0.0118,0.0118,0.0118,0,0.92
lowThrust_4,13563,84240,0.0049,0.0089,0.0052,0.0085,0.0093,0.0093,0.0093,0.0093,0.0093,0.0093,0,0.94
lowThrust_5,16263,103701,0.0052,0.0102,0.006,0.0093,0.0102,0.0102,0.0102,0.0101,0.0102,0.011,0,0.87
lowThrust_6,16929,108376,0.0054,0.0105,0.006,0.0102,0.0109,0.011,0.0109,0.0109,0.0109,0.0109,0,0.9
lowThrust_7,17379,110607,0.0051,0.0109,0.006,0.0101,0.0109,0.0109,0.0111,0.0109,0.011,0.0109,0,0.85
lowThrust_8,17703,113139,0.0054,0.011,0.0061,0.0101,0.011,0.0109,0.011,0.011,0.011,0.011,0,0.89
lowThrust_9,18045,114806,0.0056,0.0111,0.006,0.0101,0.011,0.011,0.011,0.0117,0.011,0.0118,0,0.93
lp1,534389,1088904,0.0687,0.266,0.0691,0.0691,0.2666,0.2665,0.2666,0.2666,0.2666,0.2666,0,0.99
luxembourg_osm,114600,119666,0.0106,0.0569,0.0127,0.0576,0.0577,0.0576,0.0577,0.0581,0.0577,0.0573,0,0.83
m14b,214766,1679018,0.0477,0.1051,0.0642,0.0896,0.1076,0.1093,0.1076,0.1059,0.106,0.106,0,0.74
mario001,38435,114643,0.0066,0.0212,0.0085,0.011,0.0199,0.0216,0.0216,0.0216,0.0216,0.0216,0,0.78
mario002,389875,1167685,0.0341,0.1947,0.0643,0.0904,0.1813,0.1953,0.1953,0.1953,0.1953,0.1953,0,0.53
mark3jac040sc,18290,113435,0.0064,0.0112,0.0061,0.0085,0.011,0.011,0.0118,0.0117,0.0118,0.0118,8,1.05
mark3jac060sc,27450,170695,0.0081,0.0158,0.0085,0.0117,0.0142,0.0159,0.0158,0.0167,0.0166,0.0167,0,0.95
me2010,69519,167738,0.0157,0.0296,0.0184,0.0257,0.0298,0.0298,0.0297,0.0298,0.0298,0.0298,0,0.85
memplus,17759,126150,0.0132,0.0118,0.0134,0.0134,0.0101,0.0118,0.0118,0.0118,0.0118,0.0118,24,1.17
mip1,66464,5209641,0.0449,0.1046,0.0511,0.0582,0.061,0.0631,0.0642,0.0643,0.0638,0.0629,0,0.88
ML_Laplace,377003,27689972,0.2155,0.6627,0.2334,0.2393,0.2264,0.2735,0.2759,0.3237,0.3244,0.3292,0,0.95
mouse_gene,45102,14506196,0.3363,0.4318,0.3767,0.38,0.3482,0.3489,0.3885,0.3899,0.4212,0.4214,0,0.97
msc10848,10849,620313,0.0088,0.0159,0.0086,0.0093,0.0085,0.0094,0.0094,0.0093,0.0093,0.0101,24,1.04
msc23052,23053,588933,0.0112,0.0182,0.0118,0.0126,0.011,0.0126,0.0134,0.0142,0.015,0.0158,24,1.02
msdoor,415864,10328399,0.1082,0.2713,0.1199,0.1158,0.1421,0.1657,0.1658,0.1797,0.1952,0.2076,0,0.93
m_t1,97579,4925574,0.0398,0.1054,0.0412,0.0453,0.0499,0.0544,0.0551,0.0634,0.0609,0.0642,0,0.97
mult_dcop_01,25188,193276,0.0173,0.0154,0.0183,0.0224,0.0166,0.0151,0.0158,0.0158,0.0158,0.0158,32,1.02
mult_dcop_02,25188,193276,0.0176,0.0154,0.0184,0.0224,0.0167,0.0151,0.0158,0.0158,0.0159,0.0159,32,1.02
mult_dcop_03,25188,193216,0.0172,0.0154,0.0183,0.0223,0.0167,0.015,0.0158,0.0158,0.0159,0.0159,32,1.03
NACA0015,1039184,3114818,0.1646,0.4741,0.179,0.3551,0.505,0.5077,0.5076,0.5074,0.5075,0.5077,0,0.92
nasasrb,54871,1366097,0.0132,0.0305,0.0135,0.015,0.0216,0.0249,0.0265,0.0273,0.0282,0.0298,0,0.98
nd12k,36001,7128473,0.0388,0.1447,0.0404,0.0437,0.0471,0.0487,0.0503,0.051,0.0511,0.051,0,0.96
nd24k,72001,14393817,0.076,0.3155,0.0789,0.0863,0.0929,0.0985,0.1002,0.1011,0.1019,0.1019,0,0.96
nd6k,18001,3457658,0.0206,0.0722,0.0208,0.0224,0.0241,0.0248,0.0257,0.0257,0.0257,0.0257,0,0.99
net100,29921,1031560,0.0238,0.0391,0.0241,0.0281,0.0233,0.0249,0.0265,0.0265,0.0266,0.0275,24,1.02
net125,36721,1306960,0.0291,0.0478,0.0298,0.033,0.0281,0.0307,0.0323,0.0323,0.0323,0.0322,24,1.04
net150,43521,1582360,0.0328,0.0585,0.0338,0.0397,0.0341,0.0364,0.0397,0.0396,0.0396,0.0396,0,0.97
net4-1,88344,1265035,0.0536,0.0678,0.0571,0.0626,0.0601,0.0609,0.065,0.0683,0.0684,0.0683,0,0.94
net50,16321,480760,0.0137,0.0211,0.0134,0.015,0.0133,0.0142,0.015,0.015,0.015,0.0151,24,1.03
net75,23121,756160,0.0189,0.0305,0.0191,0.0208,0.0183,0.0191,0.0208,0.0208,0.0208,0.0208,24,1.03
netherlands_osm,2216689,2441238,0.2139,0.994,0.3483,1.0493,1.051,1.0512,1.0507,1.0506,1.0512,1.0504,0,0.61
nh2010,48838,117275,0.0092,0.0214,0.011,0.0167,0.0216,0.0216,0.0216,0.0215,0.0216,0.0216,0,0.84
NLR,4163764,12487976,1.7696,2.0484,1.8867,2.5004,2.3435,2.3439,2.3439,2.3438,2.3437,2.3444,0,0.94
NotreDame_www,325730,929849,0.0488,0.0712,0.0535,0.0651,0.0593,0.0642,0.0658,0.0681,0.0692,0.0707,0,0.91
nv2010,84539,208499,0.0186,0.0357,0.0216,0.0314,0.0364,0.0363,0.0364,0.0363,0.0364,0.0363,0,0.86
ohne2,181344,11063545,0.1385,0.2618,0.1477,0.1666,0.1691,0.1783,0.1748,0.1797,0.2109,0.219,0,0.94
oilpan,73753,1835470,0.0133,0.0461,0.0134,0.0183,0.0298,0.033,0.0339,0.0355,0.0364,0.0356,0,0.99
olafu,16147,515651,0.0064,0.0145,0.0061,0.0069,0.0069,0.0077,0.0077,0.0093,0.0093,0.0101,8,1.05
onetone2,36058,227628,0.0075,0.0201,0.0094,0.0118,0.0151,0.016,0.0183,0.0199,0.0208,0.0207,0,0.8
OPF_10000,43888,255799,0.0107,0.0241,0.0118,0.0126,0.0216,0.0233,0.0232,0.0241,0.0241,0.0241,0,0.91
opt1,15450,973052,0.0092,0.0215,0.0085,0.0093,0.0094,0.0101,0.011,0.0118,0.0127,0.0135,8,1.08
p2p-Gnutella31,62587,147892,0.0095,0.0104,0.0113,0.0126,0.011,0.011,0.0109,0.011,0.0109,0.011,0,0.87
parabolic_fem,525826,2100225,0.0706,0.2618,0.0798,0.1928,0.2092,0.2625,0.2624,0.2625,0.2624,0.2624,0,0.88
patents,3774769,14970767,1.8956,1.3085,2.0153,2.249,1.507,1.5012,1.4995,1.4996,1.5003,1.4997,128,0.87
pattern1,19243,4671337,0.1061,0.1461,0.1149,0.1166,0.1494,0.148,0.1453,0.1453,0.1455,0.1454,0,0.92
pcrystk02,13966,491274,0.0059,0.0139,0.006,0.0069,0.0068,0.007,0.0069,0.0093,0.0094,0.0094,0,0.98
pcrystk03,24697,887937,0.0083,0.023,0.0085,0.0101,0.0102,0.0101,0.011,0.0142,0.015,0.0151,0,0.98
pct20stif,52330,1375396,0.0226,0.0354,0.0232,0.0257,0.029,0.0315,0.0339,0.0331,0.0356,0.0364,0,0.97
pdb1HYS,36418,2190591,0.0157,0.0454,0.0166,0.0175,0.0183,0.0199,0.0224,0.0241,0.0257,0.0265,0,0.95
pds10,16559,83108,0.0066,0.0105,0.0076,0.0069,0.011,0.011,0.011,0.011,0.0109,0.011,0,0.96
PFlow_742,742794,18940627,0.1927,0.5105,0.2387,0.2731,0.3087,0.3219,0.4088,0.4186,0.4507,0.4654,0,0.81
pkustk01,22045,500712,0.0101,0.0167,0.0085,0.0093,0.0093,0.0109,0.0117,0.0126,0.0134,0.0142,8,1.19
pkustk02,10801,410400,0.0066,0.012,0.0068,0.0069,0.0069,0.0069,0.0077,0.0084,0.0078,0.0085,0,0.97
pkustk03,63337,1596876,0.0189,0.0458,0.0199,0.024,0.0224,0.0282,0.0306,0.0322,0.0331,0.0347,0,0.95
pkustk04,55591,2137125,0.0356,0.0522,0.0364,0.038,0.0406,0.0421,0.0462,0.0472,0.0511,0.0513,0,0.98
pkustk05,37165,1121154,0.015,0.0305,0.0151,0.0176,0.0167,0.0192,0.0208,0.0224,0.0233,0.0241,0,0.99
pkustk06,43165,1307466,0.0187,0.0351,0.0199,0.0199,0.0192,0.0224,0.0241,0.0258,0.0249,0.0265,0,0.97
pkustk07,16861,1217832,0.0144,0.0274,0.0142,0.015,0.0151,0.0159,0.0167,0.0175,0.0184,0.0191,8,1.01
pkustk08,22210,1624440,0.0181,0.0355,0.0183,0.0192,0.0191,0.0207,0.0224,0.0232,0.025,0.0258,0,0.99
pkustk09,33961,808800,0.0116,0.025,0.0102,0.0117,0.0126,0.0159,0.0175,0.0175,0.0183,0.02,8,1.14
pkustk10,80677,2194830,0.028,0.06,0.0298,0.0347,0.0273,0.0348,0.0371,0.0404,0.0412,0.0436,24,1.03
pkustk11,87805,2652858,0.031,0.0689,0.0331,0.038,0.0371,0.0429,0.0462,0.0502,0.0511,0.0535,0,0.94
pkustk12,94654,3803485,0.0606,0.0893,0.0629,0.0655,0.0694,0.0725,0.0798,0.0815,0.0929,0.0937,0,0.96
pkustk13,94894,3355860,0.0561,0.0812,0.0536,0.0585,0.0651,0.0702,0.0691,0.0732,0.0716,0.0732,8,1.05
pkustk14,151927,7494215,0.0899,0.1624,0.0945,0.1019,0.1104,0.1162,0.1273,0.1338,0.1191,0.1242,0,0.95
pli,22696,686502,0.0094,0.0184,0.0093,0.011,0.0134,0.0143,0.0159,0.0167,0.0159,0.0151,8,1.01
PR02R,161071,8185136,0.0596,0.1917,0.0691,0.0699,0.0872,0.1069,0.1133,0.1159,0.1141,0.119,0,0.86
Pres_Poisson,14823,365313,0.0062,0.0116,0.0061,0.0069,0.0077,0.0085,0.0085,0.0093,0.0101,0.0101,8,1.02
pwtk,217919,5926171,0.0566,0.1158,0.0577,0.0659,0.0667,0.0922,0.0938,0.0946,0.0962,0.0986,0,0.98
qa8fk,66128,863353,0.013,0.0349,0.0134,0.0151,0.0347,0.0356,0.0388,0.0388,0.0355,0.0355,0,0.97
qa8fm,66128,863353,0.0134,0.0349,0.0135,0.0151,0.0348,0.0355,0.0388,0.0389,0.0355,0.0356,0,0.99
raefsky3,21201,1488768,0.0091,0.0331,0.0085,0.0093,0.0094,0.0101,0.0101,0.0094,0.0094,0.0101,8,1.07
raefsky4,19780,674195,0.0076,0.0181,0.0077,0.0086,0.0085,0.0093,0.0102,0.0118,0.0126,0.0126,0,0.99
rajat15,37262,443573,0.0239,0.0219,0.0257,0.0297,0.0224,0.0233,0.0224,0.0216,0.0217,0.0216,48,1.01
rajat22,39900,197264,0.0251,0.0222,0.0265,0.0274,0.0127,0.0159,0.0207,0.0224,0.0224,0.0224,24,1.75
rajat26,51033,249302,0.0309,0.0278,0.0331,0.0339,0.0347,0.0322,0.0273,0.0282,0.0281,0.0283,40,1.02
rajat29,643995,4866270,0.3804,0.3396,0.446,0.4902,0.4861,0.4812,0.2436,0.2927,0.3398,0.3436,40,1.39
rajat30,643995,6175377,0.386,0.3499,0.4386,0.5081,0.5294,0.522,0.2617,0.2805,0.3085,0.3501,40,1.34
ramage02,16831,1441591,0.0124,0.031,0.0118,0.0126,0.0134,0.0134,0.0142,0.0151,0.0159,0.0175,8,1.05
Reuters911,13333,148038,0.0105,0.0091,0.0101,0.0109,0.0093,0.0093,0.0102,0.0093,0.0093,0.0094,128,0.98
rgg_n_2_15_s0,32769,160240,0.0076,0.0182,0.0085,0.0134,0.0184,0.0191,0.0183,0.0191,0.0184,0.0191,0,0.89
rgg_n_2_22_s0,4194305,30359198,1.0834,2.0728,1.4843,2.1985,2.3329,2.2969,2.2959,2.2958,2.2956,2.2962,0,0.73
ri2010,25182,62875,0.0058,0.0123,0.0069,0.0102,0.0126,0.0126,0.0126,0.0126,0.0125,0.0126,0,0.84
rim,22561,1014951,0.0108,0.0248,0.011,0.0109,0.011,0.0118,0.0126,0.0134,0.0142,0.0158,0,0.99
RM07R,381690,37464962,0.3586,0.7951,0.3652,0.3715,0.3829,0.4029,0.4222,0.4449,0.4278,0.462,0,0.98
rma10,46836,2374001,0.0181,0.0484,0.0183,0.02,0.0208,0.0224,0.0241,0.0265,0.0265,0.0298,0,0.99
roadNet-CA,1971282,2766607,0.2269,0.9733,0.4228,0.549,1.011,1.0532,1.0535,1.0534,1.0533,1.0535,0,0.54
roadNet-PA,1090921,1541898,0.1266,0.5401,0.2276,0.31,0.5534,0.5837,0.5835,0.5837,0.5838,0.5842,0,0.56
roadNet-TX,1393384,1921660,0.1613,0.6842,0.2949,0.4081,0.7112,0.7386,0.7395,0.7389,0.7395,0.739,0,0.55
s3dkq4m2,90450,2455670,0.0163,0.0471,0.0151,0.0167,0.0225,0.0347,0.0347,0.0355,0.0355,0.0356,8,1.08
s3dkt3m2,90450,1921955,0.0134,0.0469,0.0208,0.0224,0.0224,0.0225,0.0224,0.0232,0.0356,0.0527,0,0.64
s4dkt3m2,90450,1921955,0.0137,0.0469,0.0208,0.0225,0.0224,0.0225,0.0225,0.0232,0.0355,0.0527,0,0.66
Serena,1391350,32961525,0.5648,0.7934,0.6143,0.6902,0.7776,0.8764,0.9348,1.0701,0.9681,0.9421,0,0.92
shermanACb,18511,145149,0.0134,0.0119,0.0142,0.0166,0.0126,0.0125,0.0118,0.0126,0.0126,0.0126,40,1.01
ship_001,34921,2339575,0.0164,0.0475,0.0168,0.0175,0.0183,0.02,0.0207,0.0224,0.024,0.0248,0,0.98
ship_003,121729,4103881,0.0336,0.0951,0.0371,0.0421,0.0478,0.0527,0.0618,0.0601,0.0651,0.0716,0,0.91
shipsec1,140875,3977139,0.0385,0.0894,0.0421,0.0517,0.0536,0.0594,0.0659,0.0716,0.0708,0.074,0,0.91
shipsec5,179861,5146478,0.0473,0.1125,0.0527,0.0543,0.0642,0.0741,0.0821,0.0888,0.0973,0.1013,0,0.9
shipsec8,114920,3384159,0.0318,0.0769,0.0347,0.0405,0.0397,0.0462,0.0527,0.0576,0.0634,0.0667,0,0.92
Si10H16,17078,446500,0.0102,0.0137,0.0102,0.0134,0.0159,0.0159,0.0158,0.015,0.0135,0.0127,0,1.0
Si34H36,97570,2626974,0.0511,0.066,0.0544,0.0781,0.0929,0.0929,0.0879,0.0846,0.0814,0.0594,0,0.94
Si41Ge41H72,185640,7598452,0.1123,0.1714,0.1182,0.1642,0.1994,0.1994,0.2051,0.197,0.1831,0.1322,0,0.95
Si5H12,19897,379247,0.0105,0.0127,0.0109,0.0151,0.0183,0.0183,0.0184,0.0175,0.0167,0.0126,0,0.96
Si87H76,240370,5451000,0.0954,0.14,0.1011,0.1666,0.1953,0.1953,0.197,0.1945,0.174,0.133,0,0.94
sinc15,11533,568526,0.0127,0.0154,0.0134,0.0142,0.0142,0.0142,0.0143,0.0142,0.0143,0.0143,0,0.95
SiO,33402,675528,0.0218,0.0207,0.0224,0.0305,0.0347,0.0347,0.0347,0.0331,0.029,0.02,64,1.03
SiO2,155332,5719417,0.0978,0.1331,0.1019,0.1462,0.1707,0.1707,0.1715,0.1641,0.1551,0.0986,0,0.99
skirt,12599,104559,0.0046,0.0084,0.0053,0.0061,0.0068,0.0076,0.0077,0.0085,0.0085,0.0086,0,0.87
smallworld,100001,499998,0.0118,0.0516,0.0175,0.0249,0.0257,0.0282,0.0503,0.0519,0.0519,0.0519,0,0.67
sme3Dc,42931,3148656,0.089,0.0899,0.0956,0.1036,0.0888,0.0888,0.0894,0.0904,0.0912,0.0912,24,1.0
smt,25711,1889447,0.0157,0.0409,0.0158,0.0167,0.0175,0.0192,0.02,0.0216,0.0233,0.024,0,0.99
soc-LiveJournal1,4847572,68993773,5.5316,3.7438,5.828,6.0973,4.9162,4.5287,4.3415,4.1978,4.1584,4.1279,128,0.91
soc-sign-Slashdot090221,82145,549202,0.0448,0.0275,0.0422,0.0405,0.0281,0.0274,0.0281,0.0281,0.0281,0.0281,32,1.0
sparsine,50001,799494,0.0261,0.0291,0.029,0.0363,0.0298,0.0299,0.0298,0.0298,0.0298,0.0298,0,0.9
