dataSet,num_nodes,num_edges,sddmm_tcu,sddmm_cuda,8,16,24,32,40,48,56,64,density,speedup
bloweya,30005,80005,0.0196,0.0174,0.0202,0.0185,0.0144,0.0178,0.0178,0.0178,0.0178,0.0178,24,1.21
bloweybl,30004,70001,0.0194,0.0175,0.0201,0.0194,0.0145,0.0178,0.0179,0.0178,0.0177,0.0179,24,1.21
bmw3_2,227363,5757996,0.116,0.2303,0.1086,0.1192,0.1306,0.1412,0.1249,0.1348,0.1307,0.1371,8,1.07
bmw7st_1,141348,3740507,0.0823,0.145,0.0856,0.0914,0.0815,0.088,0.0938,0.0988,0.1037,0.1085,24,1.01
bmwcra_1,148771,5396386,0.0758,0.239,0.079,0.0823,0.0856,0.0913,0.0963,0.1045,0.1061,0.1117,0,0.96
bone010,986704,36326514,0.4659,1.7289,0.521,0.6247,0.6336,0.6527,0.682,0.7822,0.7921,0.8041,0,0.89
boneS01,127225,3421188,0.0453,0.1377,0.0495,0.0544,0.0577,0.0634,0.0675,0.0741,0.0773,0.0807,0,0.92
boneS10,914899,28191660,0.3768,1.2738,0.422,0.4939,0.5331,0.569,0.606,0.6627,0.6868,0.7152,0,0.89
boyd1,93280,652246,0.0656,0.0783,0.066,0.0635,0.0627,0.0635,0.069,0.0689,0.0716,0.0721,24,1.05
boyd2,466317,890091,0.2627,0.2353,0.274,0.2568,0.2346,0.2347,0.2355,0.2355,0.2355,0.2355,24,1.0
brack2,62632,366559,0.0169,0.0329,0.0183,0.025,0.0274,0.0307,0.0324,0.0332,0.0332,0.0331,0,0.92
brainpc2,27608,96601,0.0068,0.0159,0.0086,0.0143,0.0143,0.0144,0.0151,0.0152,0.0168,0.0168,0,0.79
bratu3d,27793,88627,0.0069,0.01,0.0069,0.0111,0.0111,0.0102,0.0102,0.0102,0.0102,0.0102,0,1.0
Bump_2911,2911420,65320659,1.011,2.0629,1.1462,1.2804,1.4181,1.6601,2.0238,2.0923,2.1428,2.294,0,0.88
bundle1,10582,390741,0.007,0.0147,0.007,0.0077,0.0078,0.0078,0.0078,0.0086,0.0085,0.0085,0,1.0
bundle_adj,513352,10360701,0.1811,0.38,0.2157,0.2385,0.2731,0.3095,0.3292,0.3499,0.3411,0.3556,0,0.84
c-42,10472,60378,0.0093,0.0079,0.0094,0.0085,0.0077,0.0078,0.0077,0.0086,0.0078,0.0078,24,1.03
c-43,11126,67400,0.007,0.0081,0.0061,0.0078,0.0086,0.0086,0.0086,0.0085,0.0087,0.0086,8,1.15
c-45,13207,93829,0.0052,0.0094,0.0061,0.0086,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0,0.85
c-46,14914,72655,0.0059,0.0096,0.0061,0.0094,0.0103,0.0103,0.0102,0.0102,0.0103,0.0102,0,0.97
c-47,15344,113372,0.0136,0.0117,0.0134,0.0127,0.0126,0.0127,0.0127,0.0127,0.0127,0.0127,128,0.93
c-48,18355,92217,0.0135,0.0118,0.0134,0.0135,0.0119,0.0118,0.0119,0.0118,0.0118,0.0119,128,1.0
c-49,21133,89087,0.015,0.0129,0.0152,0.015,0.0136,0.0135,0.0134,0.0135,0.0135,0.0138,128,0.96
c-50,22402,108013,0.0157,0.0139,0.016,0.0159,0.0143,0.0143,0.0143,0.0142,0.0143,0.0143,128,0.98
c-51,23197,113123,0.0162,0.0141,0.0159,0.0167,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,128,0.99
c-52,23949,113332,0.0162,0.0144,0.0168,0.0167,0.0151,0.0151,0.0151,0.0151,0.0152,0.0152,128,0.95
c-53,30236,201224,0.016,0.018,0.0168,0.0192,0.0185,0.0184,0.0184,0.0184,0.0184,0.0184,0,0.95
c-54,31794,211743,0.0212,0.0188,0.0217,0.0224,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,128,0.98
c-55,32781,218115,0.0222,0.0218,0.0225,0.0225,0.0209,0.0209,0.0208,0.0209,0.0209,0.0208,40,1.05
c-56,35911,208405,0.0236,0.0216,0.0235,0.0252,0.0217,0.0218,0.0217,0.0208,0.0209,0.0209,48,1.04
c-57,37834,221515,0.0105,0.0212,0.011,0.0208,0.0225,0.0225,0.0225,0.0225,0.0224,0.0225,0,0.95
c-58,37596,295076,0.0287,0.0274,0.0298,0.029,0.0291,0.0291,0.029,0.0283,0.0291,0.029,128,0.97
c-59,41283,260909,0.0271,0.0263,0.0274,0.0282,0.0249,0.025,0.025,0.0249,0.025,0.0249,24,1.06
c-60,43641,171109,0.0277,0.0246,0.0283,0.0291,0.0241,0.0249,0.025,0.025,0.025,0.025,24,1.02
c-61,43619,176817,0.0278,0.0248,0.0283,0.029,0.025,0.025,0.0249,0.025,0.025,0.0249,128,1.0
c-62,41732,300537,0.0288,0.0286,0.0299,0.0282,0.0266,0.0266,0.0293,0.0291,0.0292,0.0291,24,1.08
c-62ghs,41732,300537,0.0288,0.0286,0.0299,0.0283,0.0266,0.0266,0.0283,0.0283,0.0291,0.0291,24,1.08
c-63,44235,239469,0.028,0.0261,0.0283,0.029,0.0259,0.0258,0.0257,0.025,0.025,0.0258,48,1.04
c-64,51036,384438,0.0192,0.0301,0.0209,0.029,0.0291,0.0299,0.0299,0.0299,0.0299,0.0291,0,0.92
c-64b,51036,384438,0.0196,0.0298,0.0208,0.0291,0.029,0.0298,0.0298,0.0299,0.029,0.029,0,0.94
c-65,48067,204297,0.0297,0.0271,0.0307,0.0314,0.0274,0.0274,0.0266,0.0266,0.0274,0.0266,40,1.02
c-66,49990,274498,0.031,0.0285,0.0315,0.0332,0.0282,0.0282,0.0282,0.0281,0.0282,0.0283,48,1.01
c-66b,49990,274498,0.0311,0.0285,0.0314,0.0332,0.0283,0.0283,0.0283,0.0282,0.0282,0.0282,48,1.01
c-67b,57976,294955,0.035,0.0324,0.0373,0.0397,0.0307,0.0308,0.0315,0.0315,0.0324,0.0324,24,1.06
c-68,64811,315408,0.0398,0.0368,0.0406,0.043,0.0372,0.0356,0.0364,0.0364,0.0364,0.0372,32,1.03
c-69,67459,345714,0.041,0.038,0.0418,0.0446,0.0381,0.038,0.0379,0.0372,0.0372,0.0372,48,1.02
c-70,68925,363955,0.042,0.0392,0.0431,0.0454,0.0389,0.0388,0.0388,0.038,0.0381,0.0388,48,1.03
c-71,76639,468096,0.0477,0.0467,0.0487,0.0495,0.0456,0.0456,0.0463,0.0453,0.0447,0.0454,56,1.04
c-73,169423,724348,0.0331,0.0866,0.0339,0.0839,0.0913,0.0912,0.0918,0.0905,0.0897,0.0881,0,0.98
c-73b,169423,724348,0.0331,0.0864,0.0339,0.0838,0.0913,0.0913,0.0913,0.0912,0.0896,0.088,0,0.98
ca-AstroPh,18773,198110,0.017,0.0136,0.0167,0.0167,0.015,0.0151,0.0159,0.0159,0.0159,0.0159,128,0.91
ca-CondMat,23134,93497,0.0125,0.0116,0.0118,0.0134,0.0119,0.0118,0.0118,0.0118,0.0118,0.0118,128,0.98
cage14,1505786,27130349,1.1904,1.2984,1.4309,1.69,1.5044,1.4973,1.4845,1.4477,1.4493,1.4488,0,0.83
cage15,5154860,99199551,4.7684,5.0011,5.548,6.4948,5.8067,5.6184,5.7341,5.5928,5.5921,5.5446,0,0.86
ca-HepPh,12009,118521,0.0111,0.0079,0.0102,0.0101,0.0093,0.0094,0.0094,0.0094,0.0094,0.0094,128,0.85
caidaRouterLevel,192245,609066,0.0681,0.0857,0.0758,0.0921,0.0847,0.0856,0.0863,0.0864,0.0863,0.0867,0,0.9
cant,62452,2034917,0.026,0.0808,0.0266,0.033,0.0331,0.038,0.0413,0.0438,0.0446,0.0462,0,0.98
case39,40217,526139,0.01,0.0241,0.011,0.0118,0.0184,0.0183,0.0184,0.0183,0.0184,0.0184,0,0.91
case9,14455,75801,0.0048,0.0078,0.0053,0.0054,0.0062,0.0069,0.007,0.0086,0.0085,0.0085,0,0.91
c-big,345242,1343126,0.1952,0.174,0.2019,0.2174,0.1831,0.1831,0.1806,0.1764,0.1748,0.1748,128,1.0
cbuckle,13682,345098,0.0113,0.0135,0.011,0.011,0.0077,0.0077,0.0077,0.0086,0.0086,0.0085,24,1.47
ccc,49153,73728,0.0075,0.0257,0.0088,0.0202,0.0261,0.026,0.026,0.0257,0.0257,0.0257,0,0.85
cfd1,70657,949510,0.0255,0.0375,0.0267,0.0323,0.0397,0.0437,0.0445,0.0437,0.0389,0.0389,0,0.96
Chebyshev4,68122,5377761,0.0977,0.2575,0.1101,0.1053,0.1257,0.1331,0.1445,0.1519,0.2003,0.2002,0,0.93
circuit_4,80210,307604,0.0498,0.044,0.0503,0.0495,0.038,0.0445,0.0445,0.0446,0.0445,0.0446,24,1.16
circuit5M,5558327,59524291,5.8186,6.0572,6.763,6.8205,6.953,7.0069,6.7029,6.7621,6.7712,6.7736,0,0.87
circuit5M_dc,3523318,19194193,1.4026,2.0968,1.6164,1.9174,2.0215,1.9993,2.4913,2.475,2.4775,2.4772,0,0.87
citationCiteseer,268496,1156647,0.1402,0.1048,0.147,0.1683,0.1052,0.1052,0.1052,0.1053,0.1053,0.1053,128,1.0
cit-Patents,3774769,16518948,2.7782,2.7211,3.1146,3.3336,2.8256,2.82,2.8188,2.8187,2.8183,2.8176,128,0.97
ckt11752_dc_1,49703,333029,0.0283,0.0258,0.0315,0.038,0.0219,0.0233,0.0241,0.0257,0.0257,0.0258,24,1.18
ckt11752_tr_0,49703,333029,0.0281,0.026,0.0318,0.0374,0.0218,0.0232,0.0241,0.0258,0.0257,0.0257,24,1.19
cnr-2000,325558,3216152,0.1526,0.1519,0.1568,0.1773,0.1781,0.1756,0.1724,0.1699,0.1682,0.1674,128,0.97
CO,221120,3943588,0.1336,0.1535,0.1437,0.1938,0.156,0.1568,0.1567,0.1559,0.1552,0.1617,0,0.93
coAuthorsCiteseer,227321,814134,0.0322,0.1096,0.0364,0.056,0.0863,0.0994,0.1043,0.1059,0.1076,0.1085,0,0.88
coAuthorsDBLP,299068,977676,0.0584,0.1438,0.0675,0.0782,0.1191,0.1362,0.1404,0.1421,0.1429,0.1429,0,0.87
cond-mat-2003,31164,120029,0.0081,0.0163,0.0085,0.0109,0.0143,0.0159,0.0167,0.0166,0.0167,0.0167,0,0.95
cond-mat-2005,40422,175693,0.0113,0.0208,0.0126,0.0159,0.0183,0.02,0.0209,0.0207,0.0217,0.0216,0,0.9
conf5_4-8x8-05,49153,1916928,0.0339,0.0913,0.0363,0.0413,0.0404,0.0404,0.0421,0.047,0.0634,0.0651,0,0.93
conf5_4-8x8-10,49153,1916928,0.0339,0.0912,0.0364,0.042,0.0405,0.0405,0.0421,0.047,0.0634,0.065,0,0.93
conf5_4-8x8-15,49153,1916928,0.0338,0.0912,0.0364,0.0421,0.0405,0.0405,0.0421,0.047,0.0634,0.0651,0,0.93
conf5_4-8x8-20,49153,1916928,0.0334,0.0912,0.0356,0.0412,0.0407,0.0404,0.0415,0.047,0.0634,0.065,0,0.94
conf6_0-8x8-20,49153,1916928,0.0335,0.0913,0.0355,0.0413,0.0404,0.0404,0.0421,0.0471,0.0635,0.065,0,0.94
conf6_0-8x8-30,49153,1916928,0.0332,0.0913,0.0356,0.0413,0.0405,0.0405,0.0421,0.047,0.0634,0.0651,0,0.93
conf6_0-8x8-80,49153,1916928,0.0337,0.0912,0.0363,0.0413,0.0404,0.0404,0.042,0.047,0.0634,0.065,0,0.93
consph,83335,3046907,0.0405,0.1417,0.0437,0.0494,0.0494,0.0519,0.0527,0.0601,0.0601,0.061,0,0.93
cont-201,80596,239596,0.0133,0.0424,0.0127,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,8,1.05
cont-300,180896,539396,0.0244,0.0919,0.0249,0.0913,0.0913,0.092,0.0928,0.092,0.0921,0.0922,0,0.98
coPapersCiteseer,434103,16036720,0.3262,0.7403,0.3469,0.3685,0.3897,0.403,0.4149,0.422,0.4356,0.4398,0,0.94
coPapersDBLP,540487,15245729,0.3815,0.7467,0.4086,0.4425,0.4226,0.4412,0.4361,0.4475,0.4631,0.4702,0,0.93
copter1,17223,114143,0.0079,0.0109,0.0076,0.0077,0.0093,0.0101,0.011,0.0118,0.011,0.0117,8,1.04
CoupCons3D,416801,22322336,0.3026,1.066,0.3368,0.3459,0.3446,0.3446,0.3675,0.3719,0.4433,0.469,0,0.9
crankseg_1,52805,5333507,0.068,0.2431,0.0708,0.0773,0.0759,0.0777,0.0856,0.0872,0.1167,0.1199,0,0.96
crankseg_2,63839,7106348,0.0888,0.3267,0.0946,0.102,0.1011,0.1033,0.1134,0.1151,0.1568,0.1601,0,0.94
crplat2,18011,489478,0.0086,0.0185,0.0085,0.0084,0.0086,0.0094,0.0094,0.0093,0.0101,0.0094,16,1.02
crystk02,13966,491274,0.0094,0.0226,0.0093,0.0093,0.0093,0.0094,0.0093,0.011,0.0109,0.011,8,1.01
crystk03,24697,887937,0.0135,0.0396,0.0134,0.0143,0.0143,0.0143,0.015,0.0175,0.0183,0.0192,8,1.01
crystm02,13966,168435,0.0087,0.0104,0.0094,0.0093,0.011,0.011,0.0101,0.011,0.011,0.011,0,0.94
crystm03,24697,304233,0.0123,0.0168,0.0143,0.0143,0.0183,0.0183,0.0167,0.0174,0.0175,0.0175,0,0.86
ct2010,67579,168176,0.0131,0.0294,0.0159,0.0241,0.0298,0.0298,0.0298,0.0297,0.0298,0.0298,0,0.82
ct20stif,52330,1375396,0.0237,0.0558,0.0248,0.0265,0.0289,0.0314,0.0339,0.0339,0.0356,0.0363,0,0.96
Cube_Coup_dt0,2164761,64685452,0.9855,2.6257,1.0867,1.1787,1.2599,1.3105,1.3537,1.4953,1.5725,1.6091,0,0.91
Cube_Coup_dt6,2164761,64685452,0.9901,2.6261,1.0835,1.1825,1.26,1.3058,1.3582,1.4945,1.5712,1.6073,0,0.91
CurlCurl_0,11084,62213,0.0049,0.0077,0.0044,0.0053,0.0053,0.0053,0.0069,0.0085,0.0085,0.0085,8,1.11
CurlCurl_4,2380516,14448191,0.4522,1.1807,0.5411,1.0701,1.0697,1.0709,1.1754,1.3554,1.3558,1.3555,0,0.84
cvxqp3,17501,69981,0.0064,0.0108,0.0068,0.0077,0.011,0.0118,0.0118,0.0118,0.0118,0.0117,0,0.94
cyl6,13682,363961,0.0113,0.014,0.011,0.011,0.0069,0.0076,0.0077,0.0085,0.0085,0.0085,24,1.64
darcy003,389875,1167685,0.0558,0.195,0.0856,0.1084,0.1822,0.1952,0.1953,0.1953,0.1953,0.1953,0,0.65
dawson5,51538,531157,0.0155,0.0276,0.0159,0.0199,0.0241,0.0281,0.029,0.0281,0.0274,0.0274,0,0.97
dblp-2010,326187,807700,0.142,0.1245,0.1305,0.129,0.1076,0.1174,0.1207,0.1223,0.1232,0.1232,24,1.16
dc3,116836,766396,0.0727,0.0687,0.0839,0.0894,0.0888,0.0806,0.0675,0.0691,0.0691,0.07,40,1.02
de2010,24116,58028,0.0066,0.0118,0.0077,0.0101,0.0127,0.0126,0.0126,0.0126,0.0126,0.0126,0,0.86
debr,1048577,2097149,0.2523,0.5487,0.3304,0.5446,0.6238,0.624,0.6241,0.6237,0.6242,0.6232,0,0.76
delaunay_n15,32769,98274,0.0067,0.0163,0.0085,0.0093,0.0102,0.0167,0.0167,0.0167,0.0168,0.0167,0,0.79
delaunay_n16,65537,196575,0.0108,0.0303,0.0143,0.0175,0.0191,0.0298,0.0306,0.0306,0.0307,0.0307,0,0.76
delaunay_n17,131073,393176,0.0184,0.0585,0.0267,0.0314,0.0339,0.0577,0.0592,0.0592,0.0595,0.0593,0,0.69
delaunay_n18,262145,786396,0.0328,0.1146,0.0511,0.0618,0.0699,0.1126,0.115,0.115,0.1151,0.115,0,0.64
delaunay_n19,524289,1572823,0.0791,0.2295,0.1119,0.1308,0.1447,0.2585,0.2643,0.2651,0.265,0.2646,0,0.71
delaunay_n20,1048577,3145686,0.2002,0.4661,0.2982,0.3474,0.3979,0.5535,0.5578,0.5578,0.5579,0.5579,0,0.67
delaunay_n21,2097153,6291408,0.4181,0.9436,0.6328,0.7176,0.7903,1.1391,1.1414,1.1419,1.1414,1.1415,0,0.66
delaunay_n22,4194305,12582869,0.8518,1.8892,1.3096,1.482,1.6672,2.3019,2.292,2.2929,2.2926,2.2936,0,0.65
denormal,89401,622812,0.0179,0.0466,0.0176,0.0552,0.0552,0.0552,0.0554,0.047,0.0471,0.047,8,1.02
dictionary28,52653,89038,0.0098,0.0182,0.0118,0.0159,0.0183,0.0184,0.0191,0.0191,0.0192,0.0191,0,0.83
dielFilterV2clx,607233,12958252,0.4016,0.5672,0.4388,0.5035,0.449,0.4757,0.5001,0.5222,0.5523,0.5636,0,0.92
dielFilterV2real,1157457,24848204,0.72,1.0963,0.7701,0.8948,0.8792,0.9289,0.9784,1.0122,1.067,1.0917,0,0.93
dielFilterV3clx,420409,16653308,0.3909,0.8034,0.4198,0.4528,0.4144,0.4335,0.4607,0.4838,0.5367,0.5593,0,0.94
Dubcova1,16130,134569,0.0069,0.0103,0.0069,0.0086,0.011,0.011,0.0101,0.0101,0.011,0.011,0,1.0
Dubcova3,146690,1891669,0.0351,0.0752,0.0363,0.0535,0.0642,0.074,0.079,0.079,0.079,0.079,0,0.97
e40r0100,17282,553562,0.0137,0.0266,0.0142,0.0142,0.0117,0.0126,0.0134,0.0143,0.0167,0.0175,24,1.17
EAT_RS,23220,325592,0.0206,0.02,0.0208,0.0224,0.0209,0.0216,0.0215,0.0215,0.0216,0.0216,128,0.96
ecology1,1000001,2998000,0.1789,0.4974,0.2252,0.2247,0.5561,0.5561,0.5561,0.5561,0.5561,0.5562,0,0.8
ecology2,1000000,2997995,0.179,0.4972,0.2242,0.2243,0.5567,0.5567,0.5561,0.5567,0.5562,0.5561,0,0.8
email-Enron,36693,183831,0.0153,0.0215,0.017,0.0191,0.0184,0.0209,0.0217,0.0216,0.0225,0.0225,0,0.9
Emilia_923,923137,20964171,0.3874,0.674,0.4238,0.4655,0.518,0.5684,0.6376,0.7044,0.7365,0.7492,0,0.91
engine,143572,2424822,0.0779,0.1131,0.0828,0.0912,0.0798,0.0872,0.0912,0.1027,0.1126,0.1125,0,0.98
enron,69245,276143,0.0253,0.0173,0.0208,0.02,0.0159,0.0159,0.0166,0.0174,0.0175,0.0183,24,1.09
eu-2005,862665,19235140,0.6093,0.829,0.6728,0.7505,0.8273,0.8409,0.857,0.8545,0.853,0.8521,0,0.91
ex11,16615,1096948,0.0161,0.048,0.0167,0.0159,0.016,0.0167,0.0167,0.0175,0.0192,0.0199,16,1.01
ex19,12006,259879,0.0088,0.0135,0.0085,0.0085,0.0085,0.0084,0.0093,0.0094,0.0093,0.0118,32,1.05
F1,343792,13590452,0.2811,0.68,0.2959,0.3112,0.2931,0.3128,0.319,0.3462,0.4027,0.4159,0,0.96
F2,71506,2682895,0.0469,0.1305,0.0486,0.0527,0.0519,0.0561,0.0576,0.0614,0.0757,0.0789,0,0.97
Fault_639,638803,14626683,0.2785,0.481,0.3039,0.3187,0.3604,0.4006,0.4492,0.4976,0.5048,0.5253,0,0.92
