dataSet,num_nodes,num_edges,sddmm_tcu,sddmm_cuda,8,16,24,32,40,48,56,64,density,speedup
fcondp2,201823,5748069,0.066,0.2288,0.0707,0.0839,0.0839,0.0888,0.0937,0.1011,0.1027,0.1085,0,0.93
fem_hifreq_circuit,491101,20239237,0.4861,0.9861,0.5329,0.5532,0.5388,0.5998,0.6537,0.6754,0.7553,0.7883,0,0.91
filter3D,106438,1406808,0.0441,0.0559,0.0502,0.0593,0.0553,0.0577,0.0585,0.0584,0.056,0.0577,0,0.88
finance256,37377,167936,0.0102,0.0209,0.0101,0.0183,0.0224,0.0216,0.0216,0.0217,0.0216,0.0216,8,1.01
Flan_1565,1564795,59485419,0.8505,2.7875,0.9338,1.0444,1.0645,1.1053,1.1606,1.323,1.3364,1.3603,0,0.91
flickr,820879,9837214,0.749,0.6707,0.8046,0.8144,0.7487,0.7232,0.7493,0.7478,0.7485,0.7499,128,0.93
foldoc,13357,120238,0.0077,0.0089,0.0076,0.0085,0.0085,0.0085,0.0085,0.0084,0.0094,0.0093,8,1.01
Freescale1,3428756,18920347,1.659,2.2857,1.9302,2.0984,2.0409,2.0262,2.623,2.6245,2.6243,2.6246,0,0.86
fullb,199188,5953632,0.0651,0.2346,0.0666,0.074,0.0797,0.0921,0.0954,0.101,0.1077,0.1142,0,0.98
FullChip,2987013,26621990,2.438,2.5497,2.7477,3.3911,3.6463,3.5563,2.6788,2.8056,2.7839,2.7913,0,0.91
fxm4_6,18893,258368,0.0101,0.0117,0.0101,0.0102,0.0087,0.0104,0.0103,0.0102,0.0109,0.011,24,1.16
G2_circuit,150103,438388,0.0235,0.0698,0.0209,0.0249,0.0706,0.07,0.07,0.0707,0.0699,0.07,8,1.12
G3_circuit,1585479,4623152,0.2906,0.7925,0.3444,0.4041,0.904,0.9038,0.9042,0.9041,0.9044,0.9042,0,0.84
Ga10As10H30,113082,3114357,0.0904,0.1421,0.0929,0.1166,0.1232,0.124,0.1248,0.1207,0.1248,0.1118,0,0.97
Ga19As19H42,133124,4508981,0.1141,0.2129,0.1207,0.1478,0.1471,0.1478,0.1518,0.1478,0.1592,0.1519,0,0.95
Ga3As3H12,61350,3016148,0.0637,0.1405,0.0683,0.083,0.0789,0.079,0.0847,0.0822,0.0962,0.0937,0,0.93
Ga41As41H72,268097,9378286,0.2626,0.4547,0.2772,0.3429,0.3477,0.348,0.362,0.3529,0.3626,0.3208,0,0.95
GaAsH6,61350,1721579,0.0504,0.0719,0.0511,0.0658,0.0683,0.0683,0.0707,0.0674,0.07,0.0642,0,0.99
gas_sensor,66918,885141,0.0245,0.0355,0.0257,0.0292,0.0404,0.0421,0.0429,0.0413,0.0364,0.0364,0,0.95
Ge87H76,112986,4002590,0.1005,0.1862,0.107,0.1264,0.115,0.1158,0.1207,0.1199,0.1354,0.138,0,0.94
Ge99H100,112986,4282190,0.1037,0.2023,0.1118,0.1307,0.1174,0.1178,0.124,0.124,0.1412,0.1453,0,0.93
gearbox,153747,4617075,0.0648,0.1824,0.0684,0.0741,0.079,0.0863,0.0921,0.1003,0.1011,0.1051,0,0.95
Geo_1438,1437961,32297325,0.5771,1.0321,0.6438,0.7298,0.781,0.8702,0.9838,1.0849,1.1327,1.1602,0,0.9
gridgena,48963,280523,0.011,0.0266,0.0151,0.0159,0.0159,0.0183,0.02,0.0257,0.0266,0.0266,0,0.73
gsm_106857,589447,11174185,0.5716,0.5635,0.6437,0.7266,0.6221,0.6286,0.6029,0.6018,0.6095,0.6168,128,0.94
gupta1,31803,1098006,0.0218,0.0423,0.024,0.0306,0.029,0.0274,0.0273,0.0274,0.0282,0.0298,0,0.91
gupta2,62065,2155175,0.0388,0.0803,0.0478,0.0593,0.0551,0.0535,0.0503,0.0519,0.0528,0.0552,0,0.81
gupta3,16784,4670105,0.051,0.2399,0.0527,0.0511,0.0552,0.0577,0.0609,0.061,0.065,0.0658,0,1.0
gyro,17362,519260,0.0109,0.023,0.0101,0.011,0.011,0.0118,0.0118,0.0126,0.0126,0.0134,8,1.08
gyro_k,17362,519260,0.0108,0.023,0.0109,0.0109,0.0113,0.0118,0.0118,0.0126,0.0127,0.0134,0,0.99
gyro_m,17362,178896,0.0094,0.0119,0.0094,0.011,0.011,0.0118,0.0118,0.0126,0.0126,0.0126,0,1.0
H2O,67025,1141880,0.0398,0.0463,0.0437,0.0601,0.0429,0.0429,0.0429,0.0429,0.0438,0.0496,0,0.93
halfb,224618,6306219,0.0757,0.2529,0.0806,0.0871,0.0889,0.0995,0.1042,0.1109,0.1142,0.1199,0,0.94
Hamrle3,1447361,5514242,0.5725,0.8636,0.7139,0.7239,0.9181,0.919,1.0137,1.0134,1.0131,1.0131,0,0.8
hangGlider_4,15562,79088,0.0118,0.0101,0.0126,0.0126,0.0102,0.0101,0.0101,0.0101,0.0101,0.011,128,1.0
hangGlider_5,16012,82070,0.0124,0.0103,0.0125,0.0126,0.0102,0.0101,0.0101,0.011,0.011,0.0109,32,1.02
helm2d03,392258,1567096,0.0569,0.1963,0.0766,0.1789,0.1805,0.1929,0.1969,0.197,0.197,0.1969,0,0.74
helm3d01,32227,230335,0.0112,0.0183,0.0117,0.0159,0.02,0.0199,0.0191,0.0191,0.0191,0.0191,0,0.96
hi2010,25017,62063,0.0073,0.0123,0.0078,0.0101,0.0126,0.0126,0.0125,0.0126,0.0126,0.0127,0,0.94
hollywood-2009,1139906,57515616,1.8421,2.7812,2.2252,2.2891,2.2505,2.2639,2.4141,2.4157,2.5136,2.5317,0,0.83
hood,220543,5494489,0.0635,0.2275,0.0708,0.0797,0.0912,0.1027,0.1085,0.115,0.1191,0.1232,0,0.9
Hook_1498,1498024,31207734,0.5602,1.0368,0.6314,0.7242,0.771,0.8681,0.9766,1.1202,1.162,1.1796,0,0.89
HTC_336_4438,226341,565431,0.0609,0.1145,0.0618,0.0938,0.1166,0.1167,0.1159,0.1158,0.1162,0.1158,0,0.99
HTC_336_9129,226341,554881,0.0601,0.1146,0.062,0.0937,0.1166,0.1166,0.1159,0.1158,0.1158,0.1158,0,0.97
hugetric-00000,5824555,8733523,1.219,2.5619,1.2923,2.1042,3.0741,3.0748,3.0745,3.0743,3.0745,3.0743,0,0.94
human_gene1,22284,12345963,0.2959,0.5782,0.3782,0.4332,0.4151,0.4155,0.4981,0.5004,0.583,0.5843,0,0.78
human_gene2,14341,9041364,0.2057,0.4267,0.2182,0.242,0.2657,0.2666,0.3217,0.3222,0.3837,0.3854,0,0.94
HV15R,2017170,283073458,3.3282,12.1572,3.7911,3.915,3.8586,3.8629,4.2289,4.3147,5.0101,5.0902,0,0.88
ibm_matrix_2,51449,1056610,0.0303,0.0321,0.0314,0.033,0.0207,0.0249,0.0314,0.033,0.0314,0.0306,24,1.46
igbt3,10939,234006,0.0098,0.0101,0.0093,0.0101,0.0085,0.0085,0.0093,0.0102,0.0118,0.0118,24,1.15
in-2004,1382909,16917053,0.7802,0.8576,0.8249,0.8601,0.887,0.886,0.8808,0.8742,0.8406,0.8418,0,0.95
inlet,11731,328323,0.0084,0.0137,0.0076,0.0077,0.0086,0.0085,0.0085,0.0084,0.0085,0.0085,8,1.11
inline_1,503713,18660027,0.3986,0.888,0.4151,0.4431,0.4728,0.5012,0.5534,0.5961,0.5305,0.5545,0,0.96
ins2,309413,1530448,0.2063,0.2014,0.2141,0.2305,0.201,0.201,0.2034,0.2035,0.2035,0.2035,24,1.0
italy_osm,6686494,7013978,1.0807,3.2284,1.2193,3.3819,3.3856,3.3877,3.3875,3.3871,3.3876,3.3878,0,0.89
jan99jac120sc,41375,260202,0.0117,0.0231,0.0118,0.0158,0.0208,0.0241,0.0241,0.0232,0.0232,0.0233,0,0.99
juba40k,40338,144945,0.0092,0.0223,0.0094,0.0109,0.02,0.0224,0.0224,0.0224,0.0224,0.0232,0,0.98
k3plates,11108,378927,0.0078,0.0176,0.0077,0.0085,0.0076,0.0078,0.0077,0.0077,0.0085,0.0085,24,1.03
kim1,38416,933195,0.0163,0.0309,0.0166,0.0208,0.0207,0.0208,0.0208,0.0249,0.0248,0.0249,0,0.98
kkt_power,2063495,8130343,0.6894,1.1448,0.777,1.2431,1.2891,1.2849,1.2851,1.2851,1.2848,1.2847,0,0.89
kron_g500-logn16,65537,2456398,0.123,0.1213,0.138,0.1535,0.148,0.1453,0.1502,0.151,0.1528,0.1519,128,0.88
kron_g500-logn17,131073,5114375,0.2528,0.2672,0.3136,0.3206,0.3092,0.3051,0.3133,0.3141,0.3157,0.3157,0,0.83
kron_g500-logn18,262145,10583222,0.5266,0.5611,0.6845,0.6962,0.6788,0.6755,0.6356,0.6364,0.637,0.6369,0,0.83
kron_g500-logn19,524289,21781478,1.0984,1.1969,1.3783,1.3908,1.308,1.3111,1.3063,1.3081,1.3094,1.3095,0,0.84
kron_g500-logn20,1048577,44620272,2.2627,2.485,2.847,2.9473,2.6033,2.6811,2.6911,2.6957,2.697,2.6974,0,0.87
laminar_duct3D,67174,3833077,0.0531,0.1819,0.0552,0.0692,0.0667,0.0659,0.0674,0.0724,0.0757,0.0756,0,0.96
language,399131,1216334,0.225,0.2033,0.2396,0.2469,0.2067,0.2035,0.2027,0.2026,0.2019,0.2018,64,1.01
largebasis,440021,5560100,0.1136,0.2409,0.143,0.1421,0.2245,0.2526,0.2925,0.2924,0.2922,0.2859,0,0.8
ldoor,952204,23737339,0.3247,1.0053,0.3521,0.3949,0.4621,0.5038,0.5529,0.5789,0.6288,0.6617,0,0.92
lhr34,35153,764014,0.0151,0.0419,0.0159,0.0256,0.0281,0.0274,0.0274,0.0274,0.0265,0.0265,0,0.95
lhr34c,35153,764014,0.015,0.042,0.0159,0.0256,0.0282,0.0274,0.0274,0.0274,0.0265,0.0265,0,0.94
lhr71,70305,1528092,0.027,0.0812,0.0281,0.0495,0.0552,0.0544,0.0536,0.0535,0.0528,0.0528,0,0.96
lhr71c,70305,1528092,0.027,0.0811,0.0273,0.0495,0.0552,0.0551,0.0535,0.0536,0.0528,0.0528,0,0.99
li,22696,1350309,0.024,0.061,0.0241,0.0281,0.0265,0.0274,0.0298,0.0306,0.0372,0.0397,0,1.0
ljournal-2008,5363261,79023142,5.3564,5.2933,5.9267,6.4097,6.196,6.1718,6.0996,5.9997,5.991,5.9403,128,0.89
Long_Coup_dt0,1470153,44279572,0.746,1.8393,0.8344,0.9009,0.948,1.0048,1.0673,1.1567,1.1911,1.2427,0,0.89
Long_Coup_dt6,1470153,44279572,0.7453,1.8376,0.8322,0.9009,0.9483,1.0046,1.0666,1.1565,1.191,1.242,0,0.9
lowThrust_10,18261,116074,0.0079,0.0119,0.0085,0.0117,0.0118,0.0118,0.0119,0.0118,0.0118,0.0118,0,0.93
lowThrust_11,18369,117002,0.0076,0.0119,0.0085,0.0118,0.0118,0.0118,0.0118,0.0118,0.0117,0.0118,0,0.89
lowThrust_12,18459,117423,0.0076,0.012,0.0086,0.0118,0.0119,0.0118,0.0118,0.0118,0.0118,0.0118,0,0.88
lowThrust_13,18477,117580,0.0072,0.012,0.0085,0.0118,0.0117,0.0117,0.0117,0.0118,0.0117,0.0118,0,0.85
lowThrust_4,13563,84240,0.0067,0.0094,0.0076,0.0093,0.0093,0.0093,0.0093,0.0094,0.0094,0.0101,0,0.88
lowThrust_5,16263,103701,0.0071,0.0108,0.0077,0.0101,0.0102,0.0102,0.0102,0.011,0.0102,0.011,0,0.92
lowThrust_6,16929,108376,0.0074,0.0111,0.0085,0.0109,0.011,0.011,0.011,0.0109,0.011,0.011,0,0.87
lowThrust_7,17379,110607,0.0075,0.0113,0.0077,0.0109,0.011,0.0109,0.011,0.011,0.011,0.0117,0,0.97
lowThrust_8,17703,113139,0.0075,0.0117,0.0085,0.0118,0.011,0.011,0.011,0.011,0.011,0.0117,0,0.88
lowThrust_9,18045,114806,0.0074,0.0118,0.0085,0.0118,0.0118,0.0118,0.0118,0.0118,0.0118,0.0118,0,0.87
lp1,534389,1088904,0.0848,0.267,0.0852,0.085,0.274,0.2734,0.2734,0.2739,0.274,0.2739,0,1.0
luxembourg_osm,114600,119666,0.0118,0.0572,0.0136,0.0578,0.0577,0.0578,0.0576,0.0577,0.0578,0.0577,0,0.87
m14b,214766,1679018,0.0694,0.1064,0.0937,0.1158,0.1167,0.1167,0.1107,0.1076,0.1076,0.1076,0,0.74
mario001,38435,114643,0.0084,0.0213,0.0101,0.0126,0.02,0.0216,0.0217,0.0216,0.0216,0.0216,0,0.83
mario002,389875,1167685,0.0554,0.1949,0.0855,0.1084,0.1822,0.1953,0.1953,0.1953,0.1953,0.1953,0,0.65
mark3jac040sc,18290,113435,0.0074,0.0114,0.0077,0.0093,0.0109,0.011,0.0118,0.0117,0.0117,0.0118,0,0.96
mark3jac060sc,27450,170695,0.0102,0.0159,0.0101,0.0125,0.015,0.0159,0.0158,0.0167,0.0166,0.0167,8,1.01
me2010,69519,167738,0.0156,0.0296,0.0183,0.0257,0.0298,0.0298,0.0298,0.0299,0.0298,0.0298,0,0.85
memplus,17759,126150,0.0132,0.0129,0.0142,0.0143,0.0109,0.0126,0.0126,0.0133,0.0134,0.0134,24,1.18
mip1,66464,5209641,0.0561,0.1925,0.0631,0.07,0.0725,0.0742,0.0756,0.0751,0.0756,0.0752,0,0.89
ML_Laplace,377003,27689972,0.3197,1.2703,0.3792,0.3869,0.3862,0.4248,0.426,0.4685,0.4776,0.4857,0,0.84
mouse_gene,45102,14506196,0.5332,0.7523,0.6654,0.706,0.6665,0.6636,0.7673,0.7702,0.8466,0.8487,0,0.8
msc10848,10849,620313,0.0121,0.0325,0.0119,0.0118,0.0109,0.011,0.0109,0.011,0.0118,0.0127,24,1.11
msc23052,23053,588933,0.0134,0.0297,0.0143,0.0142,0.0126,0.0135,0.0143,0.0151,0.0151,0.0159,24,1.06
msdoor,415864,10328399,0.1725,0.4419,0.1822,0.1842,0.2057,0.2269,0.2345,0.2482,0.2694,0.2848,0,0.95
m_t1,97579,4925574,0.0585,0.2287,0.0601,0.0634,0.0643,0.0675,0.069,0.0757,0.0823,0.0847,0,0.97
mult_dcop_01,25188,193276,0.0191,0.0164,0.02,0.0232,0.0175,0.0167,0.0174,0.0175,0.0175,0.0175,128,0.98
mult_dcop_02,25188,193276,0.0193,0.0164,0.0199,0.0232,0.0175,0.0167,0.0175,0.0174,0.0175,0.0175,128,0.98
mult_dcop_03,25188,193216,0.0187,0.0164,0.0192,0.0232,0.0176,0.0167,0.0174,0.0175,0.0175,0.0175,128,0.98
NACA0015,1039184,3114818,0.3086,0.5324,0.3601,0.5491,0.6113,0.6114,0.6121,0.6118,0.6119,0.6121,0,0.86
nasasrb,54871,1366097,0.0221,0.0458,0.0216,0.024,0.029,0.0314,0.0322,0.033,0.0338,0.0339,8,1.02
nd12k,36001,7128473,0.0676,0.348,0.0716,0.0789,0.0806,0.0822,0.0815,0.0814,0.0872,0.0921,0,0.94
nd24k,72001,14393817,0.1356,0.7356,0.1537,0.1609,0.1643,0.1692,0.1689,0.1709,0.1795,0.1882,0,0.88
nd6k,18001,3457658,0.0348,0.1676,0.0347,0.0372,0.0396,0.0404,0.0398,0.0405,0.0429,0.0446,8,1.0
net100,29921,1031560,0.0319,0.0588,0.0315,0.0389,0.0338,0.0356,0.0363,0.0364,0.0371,0.0363,8,1.01
net125,36721,1306960,0.0389,0.073,0.0397,0.047,0.0421,0.0446,0.0462,0.0461,0.0455,0.0455,0,0.98
net150,43521,1582360,0.0457,0.0853,0.0495,0.0563,0.0494,0.0514,0.0535,0.0544,0.0536,0.0535,0,0.93
net4-1,88344,1265035,0.0749,0.0861,0.0823,0.0896,0.0819,0.0835,0.0916,0.1011,0.1012,0.1011,0,0.91
net50,16321,480760,0.0177,0.0296,0.0176,0.02,0.0175,0.0184,0.0191,0.0191,0.0192,0.0191,24,1.01
net75,23121,756160,0.0252,0.0452,0.0249,0.0281,0.0257,0.0266,0.0282,0.0281,0.0282,0.0281,8,1.01
netherlands_osm,2216689,2441238,0.3615,0.9942,0.5007,1.0908,1.0917,1.0922,1.0918,1.0924,1.0916,1.0917,0,0.72
nh2010,48838,117275,0.01,0.0215,0.0118,0.0175,0.0216,0.0216,0.0216,0.0217,0.0216,0.0217,0,0.85
NLR,4163764,12487976,2.3315,2.875,2.9467,3.4671,3.2042,3.2031,3.2029,3.2029,3.2035,3.2036,0,0.79
NotreDame_www,325730,929849,0.0445,0.0662,0.0494,0.0593,0.0547,0.0589,0.0617,0.0634,0.0642,0.065,0,0.9
nv2010,84539,208499,0.0176,0.033,0.0199,0.029,0.033,0.0364,0.0363,0.0364,0.0364,0.0364,0,0.88
ohne2,181344,11063545,0.2447,0.5366,0.2723,0.2892,0.2758,0.2822,0.3355,0.3513,0.4381,0.4554,0,0.9
oilpan,73753,1835470,0.0219,0.0605,0.0216,0.0257,0.0355,0.038,0.0388,0.0405,0.0405,0.0421,8,1.01
olafu,16147,515651,0.0094,0.0232,0.0093,0.0093,0.0094,0.0101,0.0101,0.011,0.011,0.0118,8,1.01
onetone2,36058,227628,0.0101,0.0202,0.0118,0.0142,0.0159,0.0167,0.0192,0.0199,0.0208,0.0207,0,0.86
OPF_10000,43888,255799,0.0118,0.0248,0.0126,0.0126,0.0216,0.0233,0.0233,0.024,0.0241,0.0249,0,0.94
opt1,15450,973052,0.0138,0.0432,0.0134,0.0134,0.0143,0.0143,0.0143,0.015,0.0167,0.0175,8,1.03
p2p-Gnutella31,62587,147892,0.012,0.0104,0.0126,0.0142,0.0109,0.0111,0.0109,0.011,0.011,0.0109,128,0.95
parabolic_fem,525826,2100225,0.1039,0.2646,0.1128,0.2258,0.2412,0.2912,0.2912,0.2912,0.2912,0.2914,0,0.92
patents,3774769,14970767,2.537,2.5421,3.0392,3.289,2.6455,2.6398,2.6399,2.64,2.6402,2.6393,0,0.96
pattern1,19243,4671337,0.2024,0.219,0.2027,0.2355,0.2617,0.269,0.2682,0.2698,0.2691,0.2691,0,1.0
pcrystk02,13966,491274,0.0094,0.0226,0.0093,0.0093,0.0093,0.0093,0.0093,0.0109,0.011,0.0111,8,1.01
pcrystk03,24697,887937,0.014,0.0395,0.0134,0.0143,0.0143,0.0143,0.015,0.0175,0.0183,0.0191,8,1.04
pct20stif,52330,1375396,0.0233,0.0559,0.0241,0.0265,0.029,0.0315,0.0339,0.0331,0.0356,0.0363,0,0.97
pdb1HYS,36418,2190591,0.0247,0.0994,0.0249,0.0265,0.0273,0.029,0.0298,0.0323,0.0323,0.0339,0,0.99
pds10,16559,83108,0.0081,0.0107,0.0077,0.0077,0.011,0.0109,0.011,0.011,0.011,0.011,8,1.05
PFlow_742,742794,18940627,0.2798,0.7718,0.344,0.3785,0.425,0.4389,0.5171,0.5375,0.5623,0.5743,0,0.81
pkustk01,22045,500712,0.0114,0.0222,0.011,0.011,0.011,0.0126,0.0134,0.0135,0.0143,0.015,8,1.04
pkustk02,10801,410400,0.0094,0.0205,0.0085,0.0085,0.0085,0.0085,0.0093,0.0093,0.0085,0.0093,8,1.11
pkustk03,63337,1596876,0.0255,0.0687,0.0257,0.0281,0.0275,0.0339,0.0355,0.0372,0.038,0.0397,0,0.99
pkustk04,55591,2137125,0.0409,0.0991,0.0413,0.043,0.0431,0.0447,0.0494,0.0504,0.0643,0.0652,0,0.99
pkustk05,37165,1121154,0.0196,0.0515,0.0199,0.0216,0.0199,0.0232,0.0241,0.0258,0.0265,0.0273,0,0.98
pkustk06,43165,1307466,0.0233,0.0609,0.0233,0.0241,0.0232,0.0273,0.0282,0.029,0.0306,0.0314,24,1.0
pkustk07,16861,1217832,0.0213,0.0578,0.0208,0.0216,0.0216,0.0216,0.0232,0.0241,0.0356,0.0363,8,1.02
pkustk08,22210,1624440,0.0275,0.0759,0.0273,0.0281,0.029,0.0298,0.0314,0.0322,0.0494,0.0503,8,1.01
pkustk09,33961,808800,0.0151,0.0339,0.0141,0.0158,0.0151,0.0183,0.02,0.02,0.0207,0.0216,8,1.07
pkustk10,80677,2194830,0.0333,0.0946,0.0339,0.0371,0.0348,0.0429,0.0454,0.047,0.0478,0.0503,0,0.98
pkustk11,87805,2652858,0.0417,0.1204,0.0429,0.047,0.0446,0.0527,0.0552,0.0576,0.061,0.0634,0,0.97
pkustk12,94654,3803485,0.071,0.1755,0.0734,0.0777,0.0784,0.0808,0.0905,0.0921,0.1306,0.1322,0,0.97
pkustk13,94894,3355860,0.0655,0.1526,0.0651,0.0692,0.0717,0.0757,0.0773,0.0823,0.1076,0.1109,8,1.01
pkustk14,151927,7494215,0.115,0.3473,0.1207,0.1273,0.1306,0.1363,0.1462,0.151,0.1756,0.1812,0,0.95
pli,22696,686502,0.0143,0.0316,0.0143,0.0159,0.0176,0.0183,0.0184,0.0191,0.0184,0.02,0,1.0
PR02R,161071,8185136,0.1068,0.3905,0.1297,0.1305,0.1347,0.1461,0.1461,0.1486,0.1437,0.1486,0,0.82
Pres_Poisson,14823,365313,0.0085,0.0166,0.0085,0.0085,0.009,0.0094,0.0101,0.01,0.011,0.0109,0,1.0
pwtk,217919,5926171,0.064,0.1916,0.065,0.0699,0.0756,0.0994,0.1011,0.1018,0.1036,0.1051,0,0.98
qa8fk,66128,863353,0.0228,0.035,0.0225,0.0249,0.0421,0.0429,0.0454,0.0421,0.0363,0.0364,8,1.01
qa8fm,66128,863353,0.0229,0.035,0.0232,0.0249,0.0421,0.0429,0.0453,0.0421,0.0363,0.0363,0,0.99
raefsky3,21201,1488768,0.0139,0.0662,0.0142,0.0151,0.0151,0.0151,0.0151,0.015,0.0151,0.0151,0,0.98
raefsky4,19780,674195,0.0116,0.0312,0.0109,0.0118,0.0121,0.0126,0.0127,0.0134,0.0143,0.0143,8,1.06
rajat15,37262,443573,0.0241,0.0233,0.0257,0.0298,0.0224,0.024,0.0224,0.0224,0.0224,0.0232,24,1.04
rajat22,39900,197264,0.0253,0.0222,0.0265,0.0273,0.0126,0.0159,0.0208,0.0224,0.0224,0.0232,24,1.76
rajat26,51033,249302,0.0312,0.028,0.0331,0.0347,0.0347,0.0322,0.0273,0.0282,0.0281,0.0282,40,1.03
rajat29,643995,4866270,0.4642,0.4213,0.5461,0.5943,0.5827,0.5746,0.3386,0.3904,0.4578,0.4629,40,1.24
rajat30,643995,6175377,0.4741,0.4383,0.5527,0.6308,0.6376,0.6268,0.3822,0.3965,0.4192,0.4641,40,1.15
ramage02,16831,1441591,0.0198,0.0643,0.02,0.02,0.0208,0.0216,0.0224,0.0232,0.0286,0.0298,0,0.99
Reuters911,13333,148038,0.013,0.01,0.0126,0.0126,0.0118,0.0126,0.0126,0.0126,0.0126,0.0126,128,0.85
rgg_n_2_15_s0,32769,160240,0.0109,0.0183,0.0118,0.0159,0.0184,0.0184,0.0191,0.0191,0.0192,0.0191,0,0.92
rgg_n_2_22_s0,4194305,30359198,1.4969,2.0929,2.1529,2.8528,2.4854,2.4245,2.422,2.4218,2.4242,2.4242,0,0.7
ri2010,25182,62875,0.0068,0.0125,0.0077,0.0101,0.0128,0.013,0.0129,0.0129,0.0129,0.0129,0,0.88
rim,22561,1014951,0.0164,0.047,0.0166,0.0167,0.0167,0.0167,0.0174,0.0191,0.0217,0.0233,0,0.99
RM07R,381690,37464962,0.5035,1.7783,0.5514,0.558,0.5636,0.5805,0.6318,0.6427,0.7599,0.783,0,0.91
rma10,46836,2374001,0.029,0.1042,0.029,0.0306,0.0314,0.0323,0.0331,0.0339,0.0364,0.0388,0,1.0
roadNet-CA,1971282,2766607,0.3404,0.9742,0.5695,0.7042,1.0875,1.103,1.1027,1.1028,1.1022,1.1023,0,0.6
roadNet-PA,1090921,1541898,0.1907,0.5406,0.3139,0.4168,0.5939,0.6116,0.6116,0.6118,0.6116,0.6116,0,0.61
roadNet-TX,1393384,1921660,0.2416,0.6847,0.4016,0.5269,0.7579,0.7721,0.7728,0.7726,0.7732,0.7732,0,0.6
s3dkq4m2,90450,2455670,0.0269,0.0785,0.0265,0.0281,0.0322,0.0437,0.0446,0.0445,0.0445,0.0446,8,1.02
s3dkt3m2,90450,1921955,0.0242,0.0622,0.0298,0.0306,0.0306,0.0314,0.0314,0.0314,0.0421,0.0576,0,0.81
s4dkt3m2,90450,1921955,0.0237,0.0622,0.0298,0.0307,0.0306,0.0315,0.0314,0.0314,0.0421,0.0577,0,0.8
Serena,1391350,32961525,0.6685,1.1592,0.7289,0.8177,0.8976,0.9897,1.0545,1.1828,1.1463,1.1548,0,0.92
shermanACb,18511,145149,0.0137,0.0119,0.0143,0.0167,0.0127,0.0126,0.0118,0.0126,0.0125,0.0126,40,1.01
ship_001,34921,2339575,0.0255,0.1112,0.0257,0.0273,0.029,0.0298,0.0298,0.0315,0.0323,0.0339,0,0.99
ship_003,121729,4103881,0.0492,0.1758,0.0519,0.056,0.0609,0.0651,0.0675,0.0716,0.0766,0.0806,0,0.95
shipsec1,140875,3977139,0.0594,0.1493,0.0626,0.07,0.07,0.0749,0.0806,0.0839,0.0847,0.0871,0,0.95
shipsec5,179861,5146478,0.0713,0.1906,0.0748,0.0824,0.0864,0.0954,0.0979,0.1027,0.1053,0.1085,0,0.95
shipsec8,114920,3384159,0.046,0.1283,0.047,0.0519,0.0536,0.0585,0.0618,0.0659,0.0684,0.0708,0,0.98
Si10H16,17078,446500,0.0157,0.0228,0.015,0.0184,0.0159,0.0158,0.0167,0.0166,0.0184,0.02,8,1.05
Si34H36,97570,2626974,0.0756,0.1181,0.0789,0.0986,0.0945,0.0953,0.0956,0.0937,0.1005,0.097,0,0.96
Si41Ge41H72,185640,7598452,0.1741,0.3663,0.1887,0.2282,0.215,0.2158,0.2363,0.2322,0.2544,0.2486,0,0.92
Si5H12,19897,379247,0.0157,0.0177,0.0159,0.0191,0.0183,0.0184,0.0183,0.0183,0.0183,0.0183,0,0.99
Si87H76,240370,5451000,0.1623,0.2411,0.1723,0.2247,0.201,0.2019,0.2108,0.2084,0.2084,0.2101,0,0.94
sinc15,11533,568526,0.0219,0.0288,0.0224,0.0224,0.024,0.024,0.0241,0.024,0.0241,0.0241,0,0.98
SiO,33402,675528,0.0262,0.0309,0.0266,0.0331,0.0347,0.0356,0.0355,0.0339,0.0322,0.0291,0,0.98
SiO2,155332,5719417,0.138,0.2721,0.1486,0.1846,0.1895,0.1896,0.197,0.192,0.2002,0.1797,0,0.93
skirt,12599,104559,0.0056,0.0085,0.006,0.0069,0.0069,0.0076,0.0086,0.0085,0.0085,0.0085,0,0.93
smallworld,100001,499998,0.0163,0.0517,0.021,0.0273,0.0282,0.0306,0.0503,0.052,0.0519,0.0519,0,0.78
sme3Dc,42931,3148656,0.1354,0.1641,0.1479,0.17,0.1554,0.1568,0.1691,0.1707,0.1732,0.1732,0,0.92
smt,25711,1889447,0.0252,0.0885,0.0257,0.0274,0.0282,0.029,0.0299,0.0314,0.0405,0.0421,0,0.98
soc-LiveJournal1,4847572,68993773,6.9877,6.8289,7.6057,8.0731,8.0679,7.7857,7.6235,7.517,7.4813,7.3941,128,0.92
soc-sign-Slashdot090221,82145,549202,0.0492,0.0348,0.0487,0.0454,0.0364,0.038,0.0388,0.0387,0.0388,0.0388,128,0.96
sparsine,50001,799494,0.0381,0.0398,0.0429,0.0519,0.0429,0.043,0.0429,0.0429,0.0429,0.0429,0,0.89
srb1,54925,1508538,0.0312,0.0503,0.0315,0.0322,0.0249,0.029,0.029,0.0306,0.0314,0.0323,24,1.25
Stanford,281904,2312497,0.1738,0.1567,0.1962,0.2215,0.1626,0.1625,0.1625,0.1626,0.1625,0.1625,128,0.96
std1_Jac2,21983,1248731,0.0262,0.0579,0.0298,0.0314,0.0298,0.0298,0.0339,0.0339,0.038,0.0389,0,0.88
std1_Jac3,21983,1455848,0.0279,0.0664,0.0323,0.0339,0.0323,0.0331,0.0371,0.038,0.0421,0.0424,0,0.86
